,3272-NUSVR--nu=0.05-C=0.1,3272-NUSVR--nu=0.1-C=0.1,3272-NUSVR--nu=0.15-C=0.1,3272-NUSVR--nu=0.25-C=0.1,3272-NUSVR--nu=0.5-C=0.1,3272-NUSVR--nu=0.75-C=0.1,3272-NUSVR--nu=0.05-C=0.5,3272-NUSVR--nu=0.1-C=0.5,3272-NUSVR--nu=0.15-C=0.5,3272-NUSVR--nu=0.25-C=0.5,3272-NUSVR--nu=0.5-C=0.5,3272-NUSVR--nu=0.75-C=0.5,3272-NUSVR--nu=0.05-C=0.75,3272-NUSVR--nu=0.1-C=0.75,3272-NUSVR--nu=0.15-C=0.75,3272-NUSVR--nu=0.25-C=0.75,3272-NUSVR--nu=0.5-C=0.75,3272-NUSVR--nu=0.75-C=0.75,3272-NUSVR--nu=0.05-C=1,3272-NUSVR--nu=0.1-C=1,3272-NUSVR--nu=0.15-C=1,3272-NUSVR--nu=0.25-C=1,3272-NUSVR--nu=0.5-C=1,3272-NUSVR--nu=0.75-C=1,3272-NUSVR--nu=0.05-C=10,3272-NUSVR--nu=0.1-C=10,3272-NUSVR--nu=0.15-C=10,3272-NUSVR--nu=0.25-C=10,3272-NUSVR--nu=0.5-C=10,3272-NUSVR--nu=0.75-C=10
0,ABCC3,ABCA8,AATK,A1BG,A1BG,A1BG,ABCC3,ABCA8,AATK,A1BG,A1BG,A1BG,ABCC3,ABCA8,AATK,A1BG,A1BG,A1BG,ABCC3,ABCA8,AATK,A1BG,A1BG,A1BG,ABCC3,ABCA8,AATK,A1BG,A1BG,A1BG
1,ABHD17A,ABCC3,ABCA8,AAK1,A2M,A2M,ABHD17A,ABCC3,ABCA8,AAK1,A2M,A2M,ABHD17A,ABCC3,ABCA8,AAK1,A2M,A2M,ABHD17A,ABCC3,ABCA8,AAK1,A2M,A2M,ABHD17A,ABCC3,ABCA8,AAK1,A2M,A2M
2,ABLIM3,ABHD11,ABCC3,AATF,AAK1,AAK1,ABLIM3,ABHD11,ABCC3,AATF,AAK1,AAK1,ABLIM3,ABHD11,ABCC3,AATF,AAK1,AAK1,ABLIM3,ABHD11,ABCC3,AATF,AAK1,AAK1,ABLIM3,ABHD11,ABCC3,AATF,AAK1,AAK1
3,ACPP,ABHD12,ABCC4,AATK,AAMP,AAMP,ACPP,ABHD12,ABCC4,AATK,AAMP,AAMP,ACPP,ABHD12,ABCC4,AATK,AAMP,AAMP,ACPP,ABHD12,ABCC4,AATK,AAMP,AAMP,ACPP,ABHD12,ABCC4,AATK,AAMP,AAMP
4,ACRBP,ABHD17A,ABHD11,ABCA8,AARD,AAR2,ACRBP,ABHD17A,ABHD11,ABCA8,AARD,AAR2,ACRBP,ABHD17A,ABHD11,ABCA8,AARD,AAR2,ACRBP,ABHD17A,ABHD11,ABCA8,AARD,AAR2,ACRBP,ABHD17A,ABHD11,ABCA8,AARD,AAR2
5,ACTN4,ABL2,ABHD12,ABCB9,AARS2,AARD,ACTN4,ABL2,ABHD12,ABCB9,AARS2,AARD,ACTN4,ABL2,ABHD12,ABCB9,AARS2,AARD,ACTN4,ABL2,ABHD12,ABCB9,AARS2,AARD,ACTN4,ABL2,ABHD12,ABCB9,AARS2,AARD
6,ACTR2,ABLIM3,ABHD17A,ABCC1,AARSD1,AARS,ACTR2,ABLIM3,ABHD17A,ABCC1,AARSD1,AARS,ACTR2,ABLIM3,ABHD17A,ABCC1,AARSD1,AARS,ACTR2,ABLIM3,ABHD17A,ABCC1,AARSD1,AARS,ACTR2,ABLIM3,ABHD17A,ABCC1,AARSD1,AARS
7,ACTR3,ABO,ABL2,ABCC3,AASDH,AARS2,ACTR3,ABO,ABL2,ABCC3,AASDH,AARS2,ACTR3,ABO,ABL2,ABCC3,AASDH,AARS2,ACTR3,ABO,ABL2,ABCC3,AASDH,AARS2,ACTR3,ABO,ABL2,ABCC3,AASDH,AARS2
8,ACVR2A,AC009506.1,ABLIM3,ABCC4,AASDHPPT,AARSD1,ACVR2A,AC009506.1,ABLIM3,ABCC4,AASDHPPT,AARSD1,ACVR2A,AC009506.1,ABLIM3,ABCC4,AASDHPPT,AARSD1,ACVR2A,AC009506.1,ABLIM3,ABCC4,AASDHPPT,AARSD1,ACVR2A,AC009506.1,ABLIM3,ABCC4,AASDHPPT,AARSD1
9,ADGRL4,ACPP,ABO,ABHD11,AATF,AASDH,ADGRL4,ACPP,ABO,ABHD11,AATF,AASDH,ADGRL4,ACPP,ABO,ABHD11,AATF,AASDH,ADGRL4,ACPP,ABO,ABHD11,AATF,AASDH,ADGRL4,ACPP,ABO,ABHD11,AATF,AASDH
10,ADIPOR1,ACRBP,AC009506.1,ABHD12,AATK,AASDHPPT,ADIPOR1,ACRBP,AC009506.1,ABHD12,AATK,AASDHPPT,ADIPOR1,ACRBP,AC009506.1,ABHD12,AATK,AASDHPPT,ADIPOR1,ACRBP,AC009506.1,ABHD12,AATK,AASDHPPT,ADIPOR1,ACRBP,AC009506.1,ABHD12,AATK,AASDHPPT
11,ADIPOR2,ACTN4,ACCS,ABHD17A,ABCA5,AASS,ADIPOR2,ACTN4,ACCS,ABHD17A,ABCA5,AASS,ADIPOR2,ACTN4,ACCS,ABHD17A,ABCA5,AASS,ADIPOR2,ACTN4,ACCS,ABHD17A,ABCA5,AASS,ADIPOR2,ACTN4,ACCS,ABHD17A,ABCA5,AASS
12,AGPAT5,ACTR2,ACLY,ABHD3,ABCA7,AATF,AGPAT5,ACTR2,ACLY,ABHD3,ABCA7,AATF,AGPAT5,ACTR2,ACLY,ABHD3,ABCA7,AATF,AGPAT5,ACTR2,ACLY,ABHD3,ABCA7,AATF,AGPAT5,ACTR2,ACLY,ABHD3,ABCA7,AATF
13,AGTRAP,ACTR3,ACPP,ABI3,ABCA8,AATK,AGTRAP,ACTR3,ACPP,ABI3,ABCA8,AATK,AGTRAP,ACTR3,ACPP,ABI3,ABCA8,AATK,AGTRAP,ACTR3,ACPP,ABI3,ABCA8,AATK,AGTRAP,ACTR3,ACPP,ABI3,ABCA8,AATK
14,AKAP13,ACVR2A,ACRBP,ABL2,ABCB1,ABCA10,AKAP13,ACVR2A,ACRBP,ABL2,ABCB1,ABCA10,AKAP13,ACVR2A,ACRBP,ABL2,ABCB1,ABCA10,AKAP13,ACVR2A,ACRBP,ABL2,ABCB1,ABCA10,AKAP13,ACVR2A,ACRBP,ABL2,ABCB1,ABCA10
15,AKIRIN1,ACYP2,ACTN4,ABLIM3,ABCB9,ABCA12,AKIRIN1,ACYP2,ACTN4,ABLIM3,ABCB9,ABCA12,AKIRIN1,ACYP2,ACTN4,ABLIM3,ABCB9,ABCA12,AKIRIN1,ACYP2,ACTN4,ABLIM3,ABCB9,ABCA12,AKIRIN1,ACYP2,ACTN4,ABLIM3,ABCB9,ABCA12
16,AKIRIN2,ADAM28,ACTR2,ABO,ABCC1,ABCA13,AKIRIN2,ADAM28,ACTR2,ABO,ABCC1,ABCA13,AKIRIN2,ADAM28,ACTR2,ABO,ABCC1,ABCA13,AKIRIN2,ADAM28,ACTR2,ABO,ABCC1,ABCA13,AKIRIN2,ADAM28,ACTR2,ABO,ABCC1,ABCA13
17,AKNA,ADD3,ACTR3,AC005785.2,ABCC3,ABCA3,AKNA,ADD3,ACTR3,AC005785.2,ABCC3,ABCA3,AKNA,ADD3,ACTR3,AC005785.2,ABCC3,ABCA3,AKNA,ADD3,ACTR3,AC005785.2,ABCC3,ABCA3,AKNA,ADD3,ACTR3,AC005785.2,ABCC3,ABCA3
18,AKR7A2,ADGRG6,ACVR2A,AC009506.1,ABCC4,ABCA5,AKR7A2,ADGRG6,ACVR2A,AC009506.1,ABCC4,ABCA5,AKR7A2,ADGRG6,ACVR2A,AC009506.1,ABCC4,ABCA5,AKR7A2,ADGRG6,ACVR2A,AC009506.1,ABCC4,ABCA5,AKR7A2,ADGRG6,ACVR2A,AC009506.1,ABCC4,ABCA5
19,AKT3,ADGRL4,ACYP1,ACAD11,ABCC5,ABCA7,AKT3,ADGRL4,ACYP1,ACAD11,ABCC5,ABCA7,AKT3,ADGRL4,ACYP1,ACAD11,ABCC5,ABCA7,AKT3,ADGRL4,ACYP1,ACAD11,ABCC5,ABCA7,AKT3,ADGRL4,ACYP1,ACAD11,ABCC5,ABCA7
20,ALAS2,ADIPOR1,ACYP2,ACADM,ABCD4,ABCA8,ALAS2,ADIPOR1,ACYP2,ACADM,ABCD4,ABCA8,ALAS2,ADIPOR1,ACYP2,ACADM,ABCD4,ABCA8,ALAS2,ADIPOR1,ACYP2,ACADM,ABCD4,ABCA8,ALAS2,ADIPOR1,ACYP2,ACADM,ABCD4,ABCA8
21,ANK1,ADIPOR2,ADAM28,ACAP1,ABCF2,ABCB1,ANK1,ADIPOR2,ADAM28,ACAP1,ABCF2,ABCB1,ANK1,ADIPOR2,ADAM28,ACAP1,ABCF2,ABCB1,ANK1,ADIPOR2,ADAM28,ACAP1,ABCF2,ABCB1,ANK1,ADIPOR2,ADAM28,ACAP1,ABCF2,ABCB1
22,ANKRD28,AFAP1L2,ADAM8,ACAP2,ABCG1,ABCB10,ANKRD28,AFAP1L2,ADAM8,ACAP2,ABCG1,ABCB10,ANKRD28,AFAP1L2,ADAM8,ACAP2,ABCG1,ABCB10,ANKRD28,AFAP1L2,ADAM8,ACAP2,ABCG1,ABCB10,ANKRD28,AFAP1L2,ADAM8,ACAP2,ABCG1,ABCB10
23,ANKRD33B,AFF1,ADAMTS2,ACCS,ABHD11,ABCB7,ANKRD33B,AFF1,ADAMTS2,ACCS,ABHD11,ABCB7,ANKRD33B,AFF1,ADAMTS2,ACCS,ABHD11,ABCB7,ANKRD33B,AFF1,ADAMTS2,ACCS,ABHD11,ABCB7,ANKRD33B,AFF1,ADAMTS2,ACCS,ABHD11,ABCB7
