,11242-NUSVR--nu=0.05-C=0.1,11242-NUSVR--nu=0.1-C=0.1,11242-NUSVR--nu=0.15-C=0.1,11242-NUSVR--nu=0.25-C=0.1,11242-NUSVR--nu=0.5-C=0.1,11242-NUSVR--nu=0.75-C=0.1,11242-NUSVR--nu=0.05-C=0.5,11242-NUSVR--nu=0.1-C=0.5,11242-NUSVR--nu=0.15-C=0.5,11242-NUSVR--nu=0.25-C=0.5,11242-NUSVR--nu=0.5-C=0.5,11242-NUSVR--nu=0.75-C=0.5,11242-NUSVR--nu=0.05-C=0.75,11242-NUSVR--nu=0.1-C=0.75,11242-NUSVR--nu=0.15-C=0.75,11242-NUSVR--nu=0.25-C=0.75,11242-NUSVR--nu=0.5-C=0.75,11242-NUSVR--nu=0.75-C=0.75,11242-NUSVR--nu=0.05-C=1,11242-NUSVR--nu=0.1-C=1,11242-NUSVR--nu=0.15-C=1,11242-NUSVR--nu=0.25-C=1,11242-NUSVR--nu=0.5-C=1,11242-NUSVR--nu=0.75-C=1,11242-NUSVR--nu=0.05-C=10,11242-NUSVR--nu=0.1-C=10,11242-NUSVR--nu=0.15-C=10,11242-NUSVR--nu=0.25-C=10,11242-NUSVR--nu=0.5-C=10,11242-NUSVR--nu=0.75-C=10
0,ABHD11,ABCC1,ABCB1,A2M,A1BG,A1BG,ABHD11,ABCC1,AATK,A2ML1,A1BG,A1BG,ABHD11,ABCC1,AATK,A2ML1,A1BG,A1BG,ABHD11,ABCC1,AATK,A2M,A1BG,A1BG,ABHD11,ABCC1,AATK,A2M,A1BG,A1BG
1,ABHD12,ABCC4,ABCC1,A2ML1,A2ML1,A2M,ABL2,ABCC4,ABCB1,AARS,A2ML1,A2M,ABL2,ABCC4,ABCB1,AARS,A2ML1,A2M,ABHD12,ABCC4,ABCB1,A2ML1,A2ML1,A2M,ABL2,ABCC4,ABCB1,AARS,A2ML1,A2M
2,ABL2,ABCC5,ABCC3,AARS,AAK1,A2ML1,ABLIM3,ABCC5,ABCC1,AASDH,AAK1,A2ML1,ABLIM3,ABCC5,ABCC1,AASDH,AAK1,A2ML1,ABL2,ABCC5,ABCC1,AARS,AAK1,A2ML1,ABLIM3,ABCC5,ABCC1,AASDH,AAK1,A2ML1
3,ABLIM3,ABHD11,ABCC4,AASDH,AARS,AAK1,ACPP,ABHD11,ABCC3,AATK,AARS,AAK1,ACPP,ABHD11,ABCC3,AATK,AARS,AAK1,ABLIM3,ABHD11,ABCC3,AASDH,AARS,AAK1,ACPP,ABHD11,ABCC3,AATK,AARS,AAK1
4,ACPP,ABHD12,ABCC5,AATK,AARS2,AAMP,ACRBP,ABHD12,ABCC4,ABCA5,AARS2,AAMP,ACRBP,ABHD12,ABCC4,ABCA5,AARS2,AAMP,ACPP,ABHD12,ABCC4,AATK,AARS2,AAMP,ACRBP,ABHD12,ABCC4,ABCA5,AARS2,AAMP
5,ACRBP,ABL2,ABCG1,ABCA5,AASDH,AAR2,ACTN1,ABL2,ABCC5,ABCB1,AASDH,AAR2,ACTN1,ABL2,ABCC5,ABCB1,AASDH,AAR2,ACRBP,ABL2,ABCC5,ABCA5,AASDH,AAR2,ACTN1,ABL2,ABCC5,ABCB1,AASDH,AAR2
6,ACTN1,ABLIM3,ABHD11,ABCB1,AASDHPPT,AARS,ACTN4,ABLIM3,ABCG1,ABCC1,AASDHPPT,AARS,ACTN4,ABLIM3,ABCG1,ABCC1,AASDHPPT,AARS,ACTN1,ABLIM3,ABHD11,ABCB1,AASDHPPT,AARS,ACTN4,ABLIM3,ABCG1,ABCC1,AASDHPPT,AARS
7,ACTN4,ABO,ABHD12,ABCC1,AATF,AARS2,ADAM28,ABO,ABHD11,ABCC3,AATF,AARS2,ADAM28,ABO,ABHD11,ABCC3,AATF,AARS2,ACTN4,ABO,ABHD12,ABCC1,AATF,AARS2,ADAM28,ABO,ABHD11,ABCC3,AATF,AARS2
8,ADAM28,ABTB1,ABHD3,ABCC3,AATK,AASDH,ADGRG6,ABTB1,ABHD12,ABCC4,AATK,AASDH,ADGRG6,ABTB1,ABHD12,ABCC4,AATK,AASDH,ADAM28,ABTB1,ABHD3,ABCC3,AATK,AASDH,ADGRG6,ABTB1,ABHD12,ABCC4,AATK,AASDH
9,ADGRG6,AC009506.1,ABHD4,ABCC4,ABCA10,AASDHPPT,ADGRL4,AC009506.1,ABHD3,ABCC5,ABCA10,AASDHPPT,ADGRL4,AC009506.1,ABHD3,ABCC5,ABCA10,AASDHPPT,ADGRG6,AC009506.1,ABHD4,ABCC4,ABCA10,AASDHPPT,ADGRL4,AC009506.1,ABHD3,ABCC5,ABCA2,AASDHPPT
