,11326-NUSVR--nu=0.05-C=0.1,11326-NUSVR--nu=0.1-C=0.1,11326-NUSVR--nu=0.15-C=0.1,11326-NUSVR--nu=0.25-C=0.1,11326-NUSVR--nu=0.5-C=0.1,11326-NUSVR--nu=0.75-C=0.1,11326-NUSVR--nu=0.05-C=0.5,11326-NUSVR--nu=0.1-C=0.5,11326-NUSVR--nu=0.15-C=0.5,11326-NUSVR--nu=0.25-C=0.5,11326-NUSVR--nu=0.5-C=0.5,11326-NUSVR--nu=0.75-C=0.5,11326-NUSVR--nu=0.05-C=0.75,11326-NUSVR--nu=0.1-C=0.75,11326-NUSVR--nu=0.15-C=0.75,11326-NUSVR--nu=0.25-C=0.75,11326-NUSVR--nu=0.5-C=0.75,11326-NUSVR--nu=0.75-C=0.75,11326-NUSVR--nu=0.05-C=1,11326-NUSVR--nu=0.1-C=1,11326-NUSVR--nu=0.15-C=1,11326-NUSVR--nu=0.25-C=1,11326-NUSVR--nu=0.5-C=1,11326-NUSVR--nu=0.75-C=1,11326-NUSVR--nu=0.05-C=10,11326-NUSVR--nu=0.1-C=10,11326-NUSVR--nu=0.15-C=10,11326-NUSVR--nu=0.25-C=10,11326-NUSVR--nu=0.5-C=10,11326-NUSVR--nu=0.75-C=10
0,ABCC3,ABCC3,AAK1,A2M,A1BG,A1BG,ABCC3,ABCC3,AAK1,A2M,A1BG,A1BG,ABCC3,ABCC3,AAK1,A2M,A1BG,A1BG,ABCC3,ABCC3,AAK1,A2M,A1BG,A1BG,ABCC3,ABCC3,AAK1,AAK1,A1BG,A1BG
1,ABHD5,ABHD11,ABCC3,AAK1,A2M,A2M,ABHD5,ABHD11,ABCC3,AAK1,A2M,A2M,ABHD5,ABHD11,ABCC3,AAK1,A2M,A2M,ABHD5,ABHD11,ABCC3,AAK1,A2M,A2M,ABHD5,ABHD11,ABCC3,AASDH,A2M,A2M
2,ABL2,ABHD12,ABCC4,AASDH,AAK1,A4GALT,ABL2,ABHD12,ABCC4,AASDH,AAK1,A4GALT,ABL2,ABHD12,ABCC4,AASDH,AAK1,A4GALT,ABL2,ABHD12,ABCC4,AASDH,AAK1,A4GALT,ABL2,ABHD12,ABCC4,AASS,AAK1,A4GALT
3,ABTB1,ABHD17A,ABHD11,AASS,AARS,AACS,ABTB1,ABHD17A,ABHD11,AASS,AARS,AACS,ABTB1,ABHD17A,ABHD11,AASS,AARS,AACS,ABTB1,ABHD17A,ABHD11,AASS,AARS,AACS,ABTB1,ABHD17A,ABHD11,AATF,AARS,AACS
4,ACER3,ABHD3,ABHD12,AATF,AARS2,AAK1,ACER3,ABHD3,ABHD12,AATF,AARS2,AAK1,ACER3,ABHD3,ABHD12,AATF,AARS2,AAK1,ACER3,ABHD3,ABHD12,AATF,AARS2,AAK1,ACER3,ABHD3,ABHD12,ABCA7,AARS2,AAK1
5,ACPP,ABHD5,ABHD17A,ABCA7,AARSD1,AAMP,ACKR3,ABHD5,ABHD17A,ABCA7,AARSD1,AAMP,ACPP,ABHD5,ABHD17A,ABCA7,AARSD1,AAMP,ACKR3,ABHD5,ABHD17A,ABCA7,AARSD1,AAMP,ACKR3,ABHD5,ABHD17A,ABCB1,AARSD1,AAMP
6,ACRBP,ABL2,ABHD3,ABCB1,AASDH,AAR2,ACPP,ABL2,ABHD3,ABCB1,AASDH,AAR2,ACRBP,ABL2,ABHD3,ABCB1,AASDH,AAR2,ACPP,ABL2,ABHD3,ABCB1,AASDH,AAR2,ACPP,ABL2,ABHD3,ABCC1,AASDH,AAR2
7,ACSL1,ABLIM3,ABHD5,ABCC1,AASS,AARS,ACRBP,ABLIM3,ABHD5,ABCC1,AASS,AARS,ACSL1,ABLIM3,ABHD5,ABCC1,AASS,AARS,ACRBP,ABLIM3,ABHD5,ABCC1,AASS,AARS,ACRBP,ABLIM3,ABHD5,ABCC3,AASS,AARS
8,ACTN4,ABTB1,ABL2,ABCC3,AATF,AARS2,ACSL1,ABTB1,ABL2,ABCC3,AATF,AARS2,ACTN4,ABTB1,ABL2,ABCC3,AATF,AARS2,ACSL1,ABTB1,ABL2,ABCC3,AATF,AARS2,ACSL1,ABTB1,ABI3BP,ABCC4,AATF,AARS2
9,ACTR2,AC009506.1,ABLIM1,ABCC4,ABCA1,AARSD1,ACTN4,AC009506.1,ABLIM1,ABCC4,ABCA1,AARSD1,ACTR2,AC009506.1,ABLIM1,ABCC4,ABCA1,AARSD1,ACTN4,AC009506.1,ABLIM1,ABCC4,ABCA1,AARSD1,ACTN4,AC009506.1,ABL2,ABCD3,ABCA1,AARSD1
