,17929-NUSVR--nu=0.05-C=0.1,17929-NUSVR--nu=0.1-C=0.1,17929-NUSVR--nu=0.15-C=0.1,17929-NUSVR--nu=0.25-C=0.1,17929-NUSVR--nu=0.5-C=0.1,17929-NUSVR--nu=0.75-C=0.1,17929-NUSVR--nu=0.05-C=0.5,17929-NUSVR--nu=0.1-C=0.5,17929-NUSVR--nu=0.15-C=0.5,17929-NUSVR--nu=0.25-C=0.5,17929-NUSVR--nu=0.5-C=0.5,17929-NUSVR--nu=0.75-C=0.5,17929-NUSVR--nu=0.05-C=0.75,17929-NUSVR--nu=0.1-C=0.75,17929-NUSVR--nu=0.15-C=0.75,17929-NUSVR--nu=0.25-C=0.75,17929-NUSVR--nu=0.5-C=0.75,17929-NUSVR--nu=0.75-C=0.75,17929-NUSVR--nu=0.05-C=1,17929-NUSVR--nu=0.1-C=1,17929-NUSVR--nu=0.15-C=1,17929-NUSVR--nu=0.25-C=1,17929-NUSVR--nu=0.5-C=1,17929-NUSVR--nu=0.75-C=1,17929-NUSVR--nu=0.05-C=10,17929-NUSVR--nu=0.1-C=10,17929-NUSVR--nu=0.15-C=10,17929-NUSVR--nu=0.25-C=10,17929-NUSVR--nu=0.5-C=10,17929-NUSVR--nu=0.75-C=10
0,ABHD11,ABCA8,ABCA7,A2M,A1BG,A1BG,ABHD11,ABCA8,ABCA7,A2M,A1BG,A1BG,ABHD11,ABCA8,ABCA7,A2M,A1BG,A1BG,ABHD11,ABCA8,ABCA7,A2M,A1BG,A1BG,ABHD11,ABCA8,ABCA7,A2M,A1BG,A1BG
1,ABHD12,ABCB1,ABCA8,AARS,A2M,A2M,ABHD12,ABCB1,ABCA8,AARS,A2M,A2M,ABHD12,ABCB1,ABCA8,AARS,A2M,A2M,ABHD12,ABCB1,ABCA8,AARS,A2M,A2M,ABHD12,ABCB1,ABCA8,AARS,A2M,A2M
2,ABL2,ABHD11,ABCB1,AASDH,AARS,A4GALT,ABL2,ABHD11,ABCB1,AASDH,AARS,A4GALT,ABL2,ABHD11,ABCB1,AASDH,AARS,A4GALT,ABL2,ABHD11,ABCB1,AASDH,AARS,A4GALT,ABL2,ABHD11,ABCB1,AASDH,AARS,A4GALT
3,ABLIM3,ABHD12,ABCC3,ABCA5,AARS2,AACS,ABLIM3,ABHD12,ABCC3,ABCA5,AARS2,AACS,ABLIM3,ABHD12,ABCC3,ABCA5,AARS2,AACS,ABLIM3,ABHD12,ABCC3,ABCA5,AARS2,AACS,ABLIM3,ABHD12,ABCC3,ABCA5,AARS2,AACS
4,ABTB1,ABHD3,ABHD11,ABCA7,AASDH,AAK1,ABTB1,ABHD3,ABHD11,ABCA7,AASDH,AAK1,ABTB1,ABHD3,ABHD11,ABCA7,AASDH,AAK1,ABTB1,ABHD3,ABHD11,ABCA7,AASDH,AAK1,ABTB1,ABHD3,ABHD11,ABCA7,AASDH,AAK1
5,ACRBP,ABL2,ABHD12,ABCA8,AATF,AAMDC,ACRBP,ABL2,ABHD12,ABCA8,AATF,AAMDC,ACRBP,ABL2,ABHD12,ABCA8,AATF,AAMDC,ACRBP,ABL2,ABHD12,ABCA8,AATF,AAMDC,ACRBP,ABL2,ABHD12,ABCA8,AATF,AAMDC
6,ACTN1,ABLIM3,ABHD3,ABCB1,AATK,AAMP,ACTN1,ABLIM3,ABHD3,ABCB1,AATK,AAMP,ACTN1,ABLIM3,ABHD3,ABCB1,AATK,AAMP,ACTN1,ABLIM3,ABHD3,ABCB1,AATK,AAMP,ACTN1,ABLIM3,ABHD3,ABCB1,AATK,AAMP
7,ACTN4,ABTB1,ABHD6,ABCB9,ABCA13,AAR2,ACTN4,ABTB1,ABHD6,ABCB9,ABCA13,AAR2,ACTN4,ABTB1,ABHD6,ABCB9,ABCA13,AAR2,ACTN4,ABTB1,ABHD6,ABCB9,ABCA13,AAR2,ACTN4,ABTB1,ABHD6,ABCB9,ABCA13,AAR2
8,ADAM28,AC009506.1,ABL2,ABCC3,ABCA2,AARS,ADAM28,AC009506.1,ABL2,ABCC3,ABCA2,AARS,ADAM28,AC009506.1,ABL2,ABCC3,ABCA2,AARS,ADAM28,AC009506.1,ABL2,ABCC3,ABCA2,AARS,ADAM28,AC009506.1,ABL2,ABCC3,ABCA2,AARS
9,ADGRG6,ACRBP,ABLIM3,ABHD11,ABCA5,AARS2,ADGRG6,ACRBP,ABLIM3,ABHD11,ABCA5,AARS2,ADGRG6,ACRBP,ABLIM3,ABHD11,ABCA5,AARS2,ADGRG6,ACRBP,ABLIM3,ABHD11,ABCA5,AARS2,ADGRG6,ACRBP,ABLIM3,ABHD11,ABCA5,AARS2
