,11294-NUSVR--nu=0.05-C=0.1,11294-NUSVR--nu=0.1-C=0.1,11294-NUSVR--nu=0.15-C=0.1,11294-NUSVR--nu=0.25-C=0.1,11294-NUSVR--nu=0.5-C=0.1,11294-NUSVR--nu=0.75-C=0.1,11294-NUSVR--nu=0.05-C=0.5,11294-NUSVR--nu=0.1-C=0.5,11294-NUSVR--nu=0.15-C=0.5,11294-NUSVR--nu=0.25-C=0.5,11294-NUSVR--nu=0.5-C=0.5,11294-NUSVR--nu=0.75-C=0.5,11294-NUSVR--nu=0.05-C=0.75,11294-NUSVR--nu=0.1-C=0.75,11294-NUSVR--nu=0.15-C=0.75,11294-NUSVR--nu=0.25-C=0.75,11294-NUSVR--nu=0.5-C=0.75,11294-NUSVR--nu=0.75-C=0.75,11294-NUSVR--nu=0.05-C=1,11294-NUSVR--nu=0.1-C=1,11294-NUSVR--nu=0.15-C=1,11294-NUSVR--nu=0.25-C=1,11294-NUSVR--nu=0.5-C=1,11294-NUSVR--nu=0.75-C=1,11294-NUSVR--nu=0.05-C=10,11294-NUSVR--nu=0.1-C=10,11294-NUSVR--nu=0.15-C=10,11294-NUSVR--nu=0.25-C=10,11294-NUSVR--nu=0.5-C=10,11294-NUSVR--nu=0.75-C=10
0,ABL2,ABHD11,ABCB1,ABCA5,A1BG,A1BG,ABL2,ABHD11,ABCB1,ABCA5,A1BG,A1BG,ABL2,ABHD11,ABCB1,ABCA5,A1BG,A1BG,ABL2,ABHD11,ABCB1,ABCA5,A1BG,A1BG,ABL2,ABHD11,ABCB1,ABCA5,A1BG,A1BG
1,ABLIM3,ABHD12,ABCC1,ABCA7,A2ML1,A1CF,ABLIM3,ABHD12,ABCC1,ABCA7,A2ML1,A1CF,ABLIM3,ABHD12,ABCC1,ABCA7,A2ML1,A1CF,ABLIM3,ABHD12,ABCC1,ABCA7,A2ML1,A1CF,ABLIM3,ABHD12,ABCC1,ABCA7,A2ML1,A1CF
2,ABTB1,ABHD3,ABHD11,ABCB1,AAK1,A2ML1,ABTB1,ABHD3,ABHD11,ABCB1,AAK1,A2ML1,ABTB1,ABHD3,ABHD11,ABCB1,AAK1,A2ML1,ABTB1,ABHD3,ABHD11,ABCB1,AAK1,A2ML1,ABTB1,ABHD3,ABHD11,ABCB1,AAK1,A2ML1
3,ACRBP,ABI3BP,ABHD12,ABCB9,AAMP,A4GNT,ACRBP,ABI3BP,ABHD12,ABCB9,AAMP,A4GNT,ACRBP,ABI3BP,ABHD12,ABCB9,AAMP,A4GNT,ACRBP,ABI3BP,ABHD12,ABCB9,AAMP,A4GNT,ACRBP,ABI3BP,ABHD12,ABCB9,AAMP,A4GNT
4,ACTN1,ABL2,ABHD3,ABCC1,AARS,AACS,ACTN1,ABL2,ABHD3,ABCC1,AARS,AACS,ACTN1,ABL2,ABHD3,ABCC1,AARS,AACS,ACTN1,ABL2,ABHD3,ABCC1,AARS,AACS,ACTN1,ABL2,ABHD3,ABCC1,AARS,AACS
5,ACTN4,ABLIM3,ABHD5,ABCC3,AASDH,AAK1,ACTN4,ABLIM3,ABHD5,ABCC3,AASDH,AAK1,ACTN4,ABLIM3,ABHD5,ABCC3,AASDH,AAK1,ACTN4,ABLIM3,ABHD5,ABCC3,AASDH,AAK1,ACTN4,ABLIM3,ABHD5,ABCC3,AASDH,AAK1
6,ADAM28,ABTB1,ABI3BP,ABCC4,AASS,AAMDC,ADAM28,ABTB1,ABI3BP,ABCC4,AASS,AAMDC,ADAM28,ABTB1,ABI3BP,ABCC4,AASS,AAMDC,ADAM28,ABTB1,ABI3BP,ABCC4,AASS,AAMDC,ADAM28,ABTB1,ABI3BP,ABCC4,AASS,AAMDC
7,ADGRE5,AC009506.1,ABL2,ABCC5,AATF,AAMP,ADGRE5,AC009506.1,ABL2,ABCC5,AATF,AAMP,ADGRE5,AC009506.1,ABL2,ABCC5,AATF,AAMP,ADGRE5,AC009506.1,ABL2,ABCC5,AATF,AAMP,ADGRE5,AC009506.1,ABL2,ABCC5,AATF,AAMP
8,ADGRG4,AC147651.4,ABLIM3,ABHD11,AATK,AAR2,ADGRG4,AC147651.4,ABLIM3,ABHD11,AATK,AAR2,ADGRG4,AC147651.4,ABLIM3,ABHD11,AATK,AAR2,ADGRG4,AC147651.4,ABLIM3,ABHD11,AATK,AAR2,ADGRG4,AC147651.4,ABLIM3,ABHD11,AATK,AAR2
9,ADGRG6,ACPP,ABTB1,ABHD12,ABCA10,AARS,ADGRG6,ACPP,ABTB1,ABHD12,ABCA10,AARS,ADGRG6,ACPP,ABTB1,ABHD12,ABCA10,AARS,ADGRG6,ACPP,ABTB1,ABHD12,ABCA10,AARS,ADGRG6,ACPP,ABTB1,ABHD12,ABCA10,AARS
10,ADGRL4,ACRBP,AC009506.1,ABHD13,ABCA2,AARS2,ADGRL4,ACRBP,AC009506.1,ABHD13,ABCA2,AARS2,ADGRL4,ACRBP,AC009506.1,ABHD13,ABCA2,AARS2,ADGRL4,ACRBP,AC009506.1,ABHD13,ABCA2,AARS2,ADGRL4,ACRBP,AC009506.1,ABHD13,ABCA2,AARS2
11,ADIPOR1,ACTN1,AC144652.1,ABHD17A,ABCA3,AARSD1,ADIPOR1,ACTN1,AC144652.1,ABHD17A,ABCA3,AARSD1,ADIPOR1,ACTN1,AC144652.1,ABHD17A,ABCA3,AARSD1,ADIPOR1,ACTN1,AC144652.1,ABHD17A,ABCA3,AARSD1,ADIPOR1,ACTN1,AC144652.1,ABHD17A,ABCA3,AARSD1
12,AGPAT1,ACTN4,AC147651.4,ABHD3,ABCA5,AASDH,AGPAT1,ACTN4,AC147651.4,ABHD3,ABCA5,AASDH,AGPAT1,ACTN4,AC147651.4,ABHD3,ABCA5,AASDH,AGPAT1,ACTN4,AC147651.4,ABHD3,ABCA5,AASDH,AGPAT1,ACTN4,AC147651.4,ABHD3,ABCA5,AASDH
13,AGPAT5,ACTR2,ACER3,ABHD5,ABCA7,AASDHPPT,AGPAT5,ACTR2,ACER3,ABHD5,ABCA6,AASDHPPT,AGPAT5,ACTR2,ACER3,ABHD5,ABCA6,AASDHPPT,AGPAT5,ACTR2,ACER3,ABHD5,ABCA6,AASDHPPT,AGPAT5,ACTR2,ACER3,ABHD5,ABCA6,AASDHPPT
