,17933-NUSVR--nu=0.05-C=0.1,17933-NUSVR--nu=0.1-C=0.1,17933-NUSVR--nu=0.15-C=0.1,17933-NUSVR--nu=0.25-C=0.1,17933-NUSVR--nu=0.5-C=0.1,17933-NUSVR--nu=0.75-C=0.1,17933-NUSVR--nu=0.05-C=0.5,17933-NUSVR--nu=0.1-C=0.5,17933-NUSVR--nu=0.15-C=0.5,17933-NUSVR--nu=0.25-C=0.5,17933-NUSVR--nu=0.5-C=0.5,17933-NUSVR--nu=0.75-C=0.5,17933-NUSVR--nu=0.05-C=0.75,17933-NUSVR--nu=0.1-C=0.75,17933-NUSVR--nu=0.15-C=0.75,17933-NUSVR--nu=0.25-C=0.75,17933-NUSVR--nu=0.5-C=0.75,17933-NUSVR--nu=0.75-C=0.75,17933-NUSVR--nu=0.05-C=1,17933-NUSVR--nu=0.1-C=1,17933-NUSVR--nu=0.15-C=1,17933-NUSVR--nu=0.25-C=1,17933-NUSVR--nu=0.5-C=1,17933-NUSVR--nu=0.75-C=1,17933-NUSVR--nu=0.05-C=10,17933-NUSVR--nu=0.1-C=10,17933-NUSVR--nu=0.15-C=10,17933-NUSVR--nu=0.25-C=10,17933-NUSVR--nu=0.5-C=10,17933-NUSVR--nu=0.75-C=10
0,ABLIM1,A2M,A2M,A2M,A2M,A2M,ABLIM1,A2M,A2M,A2M,A2M,A2M,ABLIM1,A2M,A2M,A2M,A2M,A2M,ABLIM1,A2M,A2M,A2M,A2M,A2M,ABLIM1,A2M,A2M,A2M,A2M,A2M
1,ABLIM3,ABCC5,AAK1,A4GALT,A2ML1,A2ML1,ABLIM3,AAK1,AAK1,A4GALT,A2ML1,A2ML1,ABLIM3,AAK1,AAK1,A4GALT,A2ML1,A2ML1,ABLIM3,AAK1,AAK1,A4GALT,A2ML1,A2ML1,ABLIM3,ABCC5,AAK1,A4GALT,A2ML1,A2ML1
2,ACBD6,ABHD3,AASDHPPT,AAK1,A4GALT,A4GALT,ACBD6,ABCC5,AASDHPPT,AAK1,A4GALT,A4GALT,ACBD6,ABCC5,AASDHPPT,AAK1,A4GALT,A4GALT,ACBD6,ABCC5,AASDHPPT,AAK1,A4GALT,A4GALT,ACBD6,ABHD3,AASDHPPT,AAK1,A4GALT,A4GALT
3,ACRBP,ABLIM1,ABCC5,AASDHPPT,AACS,AACS,ACRBP,ABHD3,ABCC5,AASDHPPT,AACS,AACS,ACRBP,ABHD3,ABCC5,AASDHPPT,AACS,AACS,ACRBP,ABHD3,ABCC5,AASDHPPT,AACS,AACS,ACRBP,ABLIM1,ABCC5,AASDHPPT,AACS,AACS
4,ACTN4,ABLIM3,ABHD18,AATF,AAK1,AAK1,ACTN4,ABLIM1,ABHD18,AATF,AAK1,AAK1,ACTN4,ABLIM1,ABHD18,AATF,AAK1,AAK1,ACTN4,ABLIM1,ABHD18,AATF,AAK1,AAK1,ACTN4,ABLIM3,ABHD18,AATF,AAK1,AAK1
5,ADAM28,ACBD6,ABHD3,ABCC1,AAMDC,AAMDC,ADAM28,ABLIM3,ABHD3,ABCC1,AAMDC,AAMDC,ADAM28,ABLIM3,ABHD3,ABCC1,AAMDC,AAMDC,ADAM28,ABLIM3,ABHD3,ABCC1,AAMDC,AAMDC,ADAM28,ACBD6,ABHD3,ABCC1,AAMDC,AAMDC
6,ADGRG4,ACRBP,ABLIM1,ABCC5,AARS2,AAMP,ADGRG4,ACBD6,ABLIM1,ABCC5,AARS2,AAMP,ADGRG4,ACBD6,ABLIM1,ABCC5,AARS2,AAMP,ADGRG4,ACBD6,ABLIM1,ABCC5,AARS2,AAMP,ADGRG4,ACRBP,ABLIM1,ABCC5,AARS2,AAMP
7,ADGRL4,ACTC1,ABLIM3,ABHD18,AASDH,AARS2,ADGRL4,ACRBP,ABLIM3,ABHD18,AASDH,AARS2,ADGRL4,ACRBP,ABLIM3,ABHD18,AASDH,AARS2,ADGRL4,ACRBP,ABLIM3,ABHD18,AASDH,AARS2,ADGRL4,ACTC1,ABLIM3,ABHD18,AASDH,AARS2
8,ADIPOR1,ACTN4,ACAP1,ABHD3,AASDHPPT,AASDH,ADIPOR1,ACTC1,ACAP1,ABHD3,AASDHPPT,AASDH,ADIPOR1,ACTC1,ACAP1,ABHD3,AASDHPPT,AASDH,ADIPOR1,ACTC1,ACAP1,ABHD3,AASDHPPT,AASDH,ADIPOR1,ACTN4,ACAP1,ABHD3,AASDHPPT,AASDH
9,AGFG1,ACTR2,ACBD6,ABL2,AASS,AASDHPPT,AGFG1,ACTN4,ACBD6,ABL2,AASS,AASDHPPT,AGFG1,ACTN4,ACBD6,ABL2,AASS,AASDHPPT,AGFG1,ACTN4,ACBD6,ABL2,AASS,AASDHPPT,AGFG1,ACTR2,ACBD6,ABL2,AASS,AASDHPPT
10,AHI1,ACVRL1,ACER3,ABLIM1,AATF,AASS,AHI1,ACTR2,ACER3,ABLIM1,AATF,AASS,AHI1,ACTR2,ACER3,ABLIM1,AATF,AASS,AHI1,ACTR2,ACER3,ABLIM1,AATF,AASS,AHI1,ACVRL1,ACER3,ABLIM1,AATF,AASS
11,AIDA,ADAM28,ACP5,ABLIM3,ABCA7,AATF,AIDA,ACVRL1,ACP5,ABLIM3,ABCA7,AATF,AIDA,ACVRL1,ACP5,ABLIM3,ABCA7,AATF,AIDA,ACVRL1,ACP5,ABLIM3,ABCA7,AATF,AIDA,ADAM28,ACP5,ABLIM3,ABCA7,AATF
12,AKAP13,ADGRF5,ACRBP,ACACA,ABCB10,ABCA10,AKAP13,ADAM28,ACRBP,ACACA,ABCB10,ABCA10,AKAP13,ADAM28,ACRBP,ACACA,ABCB10,ABCA10,AKAP13,ADAM28,ACRBP,ACACA,ABCB10,ABCA10,AKAP13,ADGRF5,ACRBP,ACACA,ABCB10,ABCA10
13,ALAS2,ADGRG1,ACSS1,ACACB,ABCC1,ABCA11P,ALAS2,ADGRF5,ACSS1,ACACB,ABCC1,ABCA11P,ALAS2,ADGRF5,ACSS1,ACACB,ABCC1,ABCA11P,ALAS2,ADGRF5,ACSS1,ACACB,ABCC1,ABCA11P,ALAS2,ADGRG1,ACSS1,ACACB,ABCC1,ABCA13
14,ALDH1A1,ADGRG4,ACTC1,ACAP1,ABCC3,ABCA13,ALDH1A1,ADGRG1,ACTC1,ACAP1,ABCC3,ABCA13,ALDH1A1,ADGRG1,ACTC1,ACAP1,ABCC3,ABCA13,ALDH1A1,ADGRG1,ACTC1,ACAP1,ABCC3,ABCA13,ALDH1A1,ADGRG4,ACTC1,ACAP1,ABCC3,ABCA7
15,ALOX5,ADGRL4,ACTN4,ACBD5,ABCC4,ABCA7,ALOX5,ADGRG4,ACTN4,ACBD5,ABCC4,ABCA7,ALOX5,ADGRG4,ACTN4,ACBD5,ABCC4,ABCA7,ALOX5,ADGRG4,ACTN4,ACBD5,ABCC4,ABCA7,ALOX5,ADGRL4,ACTN4,ACBD5,ABCC4,ABCB1
16,AMOTL1,ADIPOR1,ACTR2,ACBD6,ABCC5,ABCB1,AMOTL1,ADGRL4,ACTR2,ACBD6,ABCC5,ABCB1,AMOTL1,ADGRL4,ACTR2,ACBD6,ABCC5,ABCB1,AMOTL1,ADGRL4,ACTR2,ACBD6,ABCC5,ABCB1,AMOTL1,ADIPOR1,ACTR2,ACBD6,ABCC5,ABCB10
17,ANK1,AFF1,ACTR3,ACER3,ABCF3,ABCB10,ANK1,ADIPOR1,ACTR3,ACER3,ABCF3,ABCB10,ANK1,ADIPOR1,ACTR3,ACER3,ABCF3,ABCB10,ANK1,ADIPOR1,ACTR3,ACER3,ABCF3,ABCB10,ANK1,AFF1,ACTR3,ACER3,ABCF3,ABCC1
18,ANKRD36BP2,AFTPH,ACVRL1,ACKR3,ABHD17B,ABCC1,ANKRD36BP2,AFF1,ACVRL1,ACKR3,ABHD17B,ABCC1,ANKRD36BP2,AFF1,ACVRL1,ACKR3,ABHD17B,ABCC1,ANKRD36BP2,AFF1,ACVRL1,ACKR3,ABHD17B,ABCC1,ANKRD36BP2,AFTPH,ACVRL1,ACKR3,ABHD17B,ABCC10
19,ANKRD36C,AGFG1,ADAM28,ACLY,ABHD18,ABCC10,ANKRD36C,AFTPH,ADAM28,ACLY,ABHD18,ABCC10,ANKRD36C,AFTPH,ADAM28,ACLY,ABHD18,ABCC10,ANKRD36C,AFTPH,ADAM28,ACLY,ABHD18,ABCC10,ANKRD36C,AGFG1,ADAM28,ACLY,ABHD18,ABCC11
20,ANP32A,AGO1,ADGRE5,ACP2,ABHD3,ABCC11,ANP32A,AGFG1,ADGRE5,ACP2,ABHD3,ABCC11,ANP32A,AGFG1,ADGRE5,ACP2,ABHD3,ABCC11,ANP32A,AGFG1,ADGRE5,ACP2,ABHD3,ABCC11,ANP32A,AGO1,ADGRE5,ACP2,ABHD3,ABCC3
21,ANP32B,AGPAT1,ADGRF5,ACP5,ABHD4,ABCC3,ANP32B,AGO1,ADGRF5,ACP5,ABHD4,ABCC3,ANP32B,AGO1,ADGRF5,ACP5,ABHD4,ABCC3,ANP32B,AGO1,ADGRF5,ACP5,ABHD4,ABCC3,ANP32B,AGPAT1,ADGRF5,ACP5,ABHD4,ABCC4
22,ANP32E,AGT,ADGRG1,ACRBP,ABHD6,ABCC4,ANP32E,AGPAT1,ADGRG1,ACRBP,ABHD6,ABCC4,ANP32E,AGPAT1,ADGRG1,ACRBP,ABHD6,ABCC4,ANP32E,AGPAT1,ADGRG1,ACRBP,ABHD6,ABCC4,ANP32E,AGT,ADGRG1,ACRBP,ABHD6,ABCC5
23,ANXA1,AGTRAP,ADGRG4,ACSS1,ABI2,ABCC5,ANXA1,AGT,ADGRG4,ACSS1,ABI2,ABCC5,ANXA1,AGT,ADGRG4,ACSS1,ABI2,ABCC5,ANXA1,AGT,ADGRG4,ACSS1,ABI2,ABCC5,ANXA1,AGTRAP,ADGRG4,ACSS1,ABI2,ABCD4
24,ANXA13,AHI1,ADGRL4,ACTC1,ABL2,ABCD4,ANXA13,AGTRAP,ADGRL4,ACTC1,ABL2,ABCD4,ANXA13,AGTRAP,ADGRL4,ACTC1,ABL2,ABCD4,ANXA13,AGTRAP,ADGRL4,ACTC1,ABL2,ABCD4,ANXA13,AHI1,ADGRL4,ACTC1,ABL2,ABCE1
