,11306-NUSVR--nu=0.05-C=0.1,11306-NUSVR--nu=0.1-C=0.1,11306-NUSVR--nu=0.15-C=0.1,11306-NUSVR--nu=0.25-C=0.1,11306-NUSVR--nu=0.5-C=0.1,11306-NUSVR--nu=0.75-C=0.1,11306-NUSVR--nu=0.05-C=0.5,11306-NUSVR--nu=0.1-C=0.5,11306-NUSVR--nu=0.15-C=0.5,11306-NUSVR--nu=0.25-C=0.5,11306-NUSVR--nu=0.5-C=0.5,11306-NUSVR--nu=0.75-C=0.5,11306-NUSVR--nu=0.05-C=0.75,11306-NUSVR--nu=0.1-C=0.75,11306-NUSVR--nu=0.15-C=0.75,11306-NUSVR--nu=0.25-C=0.75,11306-NUSVR--nu=0.5-C=0.75,11306-NUSVR--nu=0.75-C=0.75,11306-NUSVR--nu=0.05-C=1,11306-NUSVR--nu=0.1-C=1,11306-NUSVR--nu=0.15-C=1,11306-NUSVR--nu=0.25-C=1,11306-NUSVR--nu=0.5-C=1,11306-NUSVR--nu=0.75-C=1,11306-NUSVR--nu=0.05-C=10,11306-NUSVR--nu=0.1-C=10,11306-NUSVR--nu=0.15-C=10,11306-NUSVR--nu=0.25-C=10,11306-NUSVR--nu=0.5-C=10,11306-NUSVR--nu=0.75-C=10
0,ABCC3,ABCC1,AATK,A1BG,A1BG,A1BG,ABCC3,ABCC1,AASS,A1BG,A1BG,A1BG,ABCC3,ABCC1,AASS,A1BG,A1BG,A1BG,ABCC3,ABCC1,AASS,A1BG,A1BG,A1BG,ABCC3,ABCC1,AASS,A1BG,A1BG,A1BG
1,ABHD12,ABCC3,ABCC1,A4GALT,A2M,A1CF,ABHD12,ABCC3,AATK,A4GALT,A2M,A1CF,ABHD12,ABCC3,AATK,A4GALT,A2M,A1CF,ABHD12,ABCC3,AATK,A4GALT,A2M,A1CF,ABHD12,ABCC3,AATK,A4GALT,A2M,A1CF
2,ABLIM3,ABCC4,ABCC3,AASS,A4GALT,A2M,ABLIM3,ABCC4,ABCC1,AASDHPPT,A4GALT,A2M,ABLIM3,ABCC4,ABCC1,AASS,A4GALT,A2M,ABLIM3,ABCC4,ABCC1,AASS,A4GALT,A2M,ABLIM3,ABCC4,ABCC1,AASS,A4GALT,A2M
3,ACPP,ABHD11,ABCC4,AATK,AAK1,A4GALT,ACPP,ABHD11,ABCC3,AASS,AAK1,A4GALT,ACPP,ABHD11,ABCC3,AATK,AAK1,A4GALT,ACPP,ABHD11,ABCC3,AATK,AAK1,A4GALT,ACPP,ABHD11,ABCC3,AATK,AAK1,A4GALT
4,ACRBP,ABHD12,ABCC5,ABCA13,AARD,AAK1,ACRBP,ABHD12,ABCC4,AATK,AARD,AAK1,ACRBP,ABHD12,ABCC4,ABCA13,AARD,AAK1,ACRBP,ABHD12,ABCC4,ABCA13,AARD,AAK1,ACRBP,ABHD12,ABCC4,ABCA13,AARD,AAK1
5,ACTC1,ABHD5,ABHD11,ABCA5,AARS,AAR2,ACTC1,ABHD5,ABCC5,ABCA13,AARS,AAR2,ACTC1,ABHD5,ABCC5,ABCA5,AARS,AAR2,ACTC1,ABHD5,ABCC5,ABCA5,AARS,AAR2,ACTC1,ABHD5,ABCC5,ABCA5,AARS,AAR2
6,ACTN1,ABLIM3,ABHD12,ABCB1,AASDH,AARD,ACTN1,ABLIM3,ABHD11,ABCA5,AASDH,AARD,ACTN1,ABLIM3,ABHD11,ABCB1,AASDH,AARD,ACTN1,ABLIM3,ABHD11,ABCB1,AASDH,AARD,ACTN1,ABLIM3,ABHD11,ABCB1,AASDH,AARD
7,ACTN4,ABO,ABHD3,ABCB10,AASDHPPT,AARS,ACTN4,ABO,ABHD12,ABCB1,AASDHPPT,AARS,ACTN4,ABO,ABHD12,ABCB10,AASDHPPT,AARS,ACTN4,ABO,ABHD12,ABCB10,AASDHPPT,AARS,ACTN4,ABO,ABHD12,ABCB10,AASDHPPT,AARS
8,ADGRG6,ABTB1,ABHD5,ABCB9,AASS,AARS2,ADGRL4,ABTB1,ABHD3,ABCB10,AASS,AARS2,ADGRL4,ABTB1,ABHD3,ABCB9,AASS,AARS2,ADGRL4,ABTB1,ABHD3,ABCB9,AASS,AARS2,ADGRL4,ABTB1,ABHD3,ABCB9,AASS,AARS2
9,ADGRL4,AC009506.1,ABLIM3,ABCC1,AATF,AARSD1,ADIPOR1,AC009506.1,ABHD5,ABCB9,AATF,AARSD1,ADIPOR1,AC009506.1,ABHD5,ABCC1,AATF,AARSD1,ADIPOR1,AC009506.1,ABHD5,ABCC1,AATF,AARSD1,ADIPOR1,AC009506.1,ABHD5,ABCC1,AATF,AARSD1
10,ADIPOR1,AC147651.4,ABO,ABCC3,AATK,AASDH,ADIPOR2,AC147651.4,ABLIM3,ABCC1,AATK,AASDH,ADIPOR2,AC147651.4,ABLIM3,ABCC3,AATK,AASDH,ADIPOR2,AC147651.4,ABLIM3,ABCC3,AATK,AASDH,ADIPOR2,AC147651.4,ABLIM3,ABCC3,AATK,AASDH
11,ADIPOR2,ACCS,ABTB1,ABCC4,ABCA10,AASDHPPT,AGPAT1,ACCS,ABO,ABCC3,ABCA10,AASDHPPT,AGPAT1,ACCS,ABO,ABCC4,ABCA10,AASDHPPT,AGPAT1,ACCS,ABO,ABCC4,ABCA10,AASDHPPT,AGPAT1,ACCS,ABO,ABCC4,ABCA10,AASDHPPT
12,AGPAT1,ACKR3,AC009506.1,ABCC5,ABCA13,AASS,AGPAT5,ACKR3,ABTB1,ABCC4,ABCA13,AASS,AGPAT5,ACKR3,ABTB1,ABCC5,ABCA13,AASS,AGPAT5,ACKR3,ABTB1,ABCC5,ABCA13,AASS,AGPAT5,ACKR3,ABTB1,ABCC5,ABCA12,AASS
13,AGPAT5,ACPP,AC098617.1,ABHD11,ABCA3,AATF,AKIRIN1,ACPP,AC009506.1,ABCC5,ABCA3,AATF,AKIRIN1,ACPP,AC009506.1,ABHD11,ABCA3,AATF,AKIRIN1,ACPP,AC009506.1,ABHD11,ABCA3,AATF,AKIRIN1,ACPP,AC009506.1,ABHD11,ABCA13,AATF
14,AKIRIN1,ACRBP,AC147651.4,ABHD12,ABCA5,AATK,AKR1C1,ACRBP,AC098617.1,ABHD11,ABCA5,AATK,AKR1C1,ACRBP,AC098617.1,ABHD12,ABCA5,AATK,AKR1C1,ACRBP,AC098617.1,ABHD12,ABCA5,AATK,AKR1C1,ACRBP,AC098617.1,ABHD12,ABCA3,AATK
15,AKR1C1,ACTC1,ACCS,ABHD17A,ABCA6,ABCA10,ANK1,ACTC1,AC147651.4,ABHD12,ABCA6,ABCA10,ANK1,ACTC1,AC147651.4,ABHD17A,ABCA6,ABCA10,ANK1,ACTC1,AC147651.4,ABHD17A,ABCA6,ABCA10,ANK1,ACTC1,AC147651.4,ABHD17A,ABCA5,ABCA10
16,ANK1,ACTN1,ACER3,ABHD3,ABCA7,ABCA12,ANKRD28,ACTN1,ACCS,ABHD17A,ABCA7,ABCA12,ANKRD28,ACTN1,ACCS,ABHD3,ABCA7,ABCA12,ANKRD28,ACTN1,ACCS,ABHD3,ABCA7,ABCA12,ANKRD28,ACTN1,ACCS,ABHD3,ABCA6,ABCA12
17,ANKRD28,ACTN4,ACKR3,ABHD4,ABCA9,ABCA13,ANKRD33B,ACTN4,ACER3,ABHD3,ABCA9,ABCA13,ANKRD33B,ACTN4,ACER3,ABHD4,ABCA9,ABCA13,ANKRD33B,ACTN4,ACER3,ABHD4,ABCA9,ABCA13,ANKRD33B,ACTN4,ACER3,ABHD4,ABCA7,ABCA13
18,ANKRD33B,ACTR2,ACP2,ABHD5,ABCB1,ABCA2,ANO6,ACTR2,ACKR3,ABHD4,ABCB1,ABCA2,ANO6,ACTR2,ACKR3,ABHD5,ABCB1,ABCA2,ANO6,ACTR2,ACKR3,ABHD5,ABCB1,ABCA2,ANO6,ACTR2,ACKR3,ABHD5,ABCA9,ABCA2
19,ANO6,ACTR3,ACPP,ABHD6,ABCB10,ABCA3,ANP32B,ACTR3,ACP2,ABHD5,ABCB10,ABCA3,ANP32B,ACTR3,ACP2,ABI2,ABCB10,ABCA3,ANP32B,ACTR3,ACP2,ABI2,ABCB10,ABCA3,ANP32B,ACTR3,ACP2,ABI2,ABCB1,ABCA3
20,ANP32B,ACVR2A,ACRBP,ABI2,ABCB8,ABCA5,ANXA13,ACVR2A,ACPP,ABI2,ABCB8,ABCA5,ANXA13,ACVR2A,ACPP,ABL2,ABCB8,ABCA5,ANXA13,ACVR2A,ACPP,ABL2,ABCB8,ABCA5,ANXA13,ACVR2A,ACPP,ABL2,ABCB10,ABCA5
