,17926-NUSVR--nu=0.05-C=0.1,17926-NUSVR--nu=0.1-C=0.1,17926-NUSVR--nu=0.15-C=0.1,17926-NUSVR--nu=0.25-C=0.1,17926-NUSVR--nu=0.5-C=0.1,17926-NUSVR--nu=0.75-C=0.1,17926-NUSVR--nu=0.05-C=0.5,17926-NUSVR--nu=0.1-C=0.5,17926-NUSVR--nu=0.15-C=0.5,17926-NUSVR--nu=0.25-C=0.5,17926-NUSVR--nu=0.5-C=0.5,17926-NUSVR--nu=0.75-C=0.5,17926-NUSVR--nu=0.05-C=0.75,17926-NUSVR--nu=0.1-C=0.75,17926-NUSVR--nu=0.15-C=0.75,17926-NUSVR--nu=0.25-C=0.75,17926-NUSVR--nu=0.5-C=0.75,17926-NUSVR--nu=0.75-C=0.75,17926-NUSVR--nu=0.05-C=1,17926-NUSVR--nu=0.1-C=1,17926-NUSVR--nu=0.15-C=1,17926-NUSVR--nu=0.25-C=1,17926-NUSVR--nu=0.5-C=1,17926-NUSVR--nu=0.75-C=1,17926-NUSVR--nu=0.05-C=10,17926-NUSVR--nu=0.1-C=10,17926-NUSVR--nu=0.15-C=10,17926-NUSVR--nu=0.25-C=10,17926-NUSVR--nu=0.5-C=10,17926-NUSVR--nu=0.75-C=10
0,ABCA8,ABCA8,AASDH,AARS,A4GALT,A1BG,ABCA8,ABCA8,AASDH,AARS,A4GALT,A1BG,ABCA8,ABCA8,AASDH,AARS,A4GALT,A1BG,ABCA8,ABCA8,AASDH,AARS,A4GALT,A1BG,ABCA8,ABCA8,AASDH,AARS,A4GALT,A1BG
1,ACPP,ABHD12,ABCA5,AASDH,AAK1,A1CF,ACPP,ABHD12,ABCA5,AASDH,AAK1,A1CF,ACPP,ABHD12,ABCA5,AASDH,AAK1,A1CF,ACPP,ABHD12,ABCA5,AASDH,AAK1,A1CF,ACPP,ABHD12,ABCA5,AASDH,AAK1,A1CF
2,ACRBP,ABHD3,ABCA8,ABCA5,AAMP,A2M,ACRBP,ABHD3,ABCA8,ABCA5,AAMP,A2M,ACRBP,ABHD3,ABCA8,ABCA5,AAMP,A2M,ACRBP,ABHD3,ABCA8,ABCA5,AAMP,A2M,ACRBP,ABHD3,ABCA8,ABCA5,AAMP,A2M
3,ACTN1,ABLIM1,ABCC5,ABCA8,AARS,A4GALT,ACTN1,ABLIM1,ABCC5,ABCA8,AARS,A4GALT,ACTN1,ABLIM1,ABCC5,ABCA8,AARS,A4GALT,ACTN1,ABLIM1,ABCC5,ABCA8,AARS,A4GALT,ACTN1,ABLIM1,ABCC5,ABCA8,AARS,A4GALT
4,ACTN4,ABLIM3,ABCG1,ABCB1,AARS2,AAK1,ACTN4,ABLIM3,ABCG1,ABCB1,AARS2,AAK1,ACTN4,ABLIM3,ABCG1,ABCB1,AARS2,AAK1,ACTN4,ABLIM3,ABCG1,ABCB1,AARS2,AAK1,ACTN4,ABLIM3,ABCG1,ABCB1,AARS2,AAK1
5,ACTR2,ACAP2,ABHD12,ABCB9,AARSD1,AAMDC,ACTR2,ACAP2,ABHD12,ABCB9,AARSD1,AAMDC,ACTR2,ACAP2,ABHD12,ABCB9,AARSD1,AAMDC,ACTR2,ACAP2,ABHD12,ABCB9,AARSD1,AAMDC,ACTR2,ACAP2,ABHD12,ABCB9,AARSD1,AAMDC
6,ACTR3,ACLY,ABHD17A,ABCC5,AASDH,AAMP,ACTR3,ACLY,ABHD17A,ABCC5,AASDH,AAMP,ACTR3,ACLY,ABHD17A,ABCC5,AASDH,AAMP,ACTR3,ACLY,ABHD17A,ABCC5,AASDH,AAMP,ACTR3,ACLY,ABHD17A,ABCC5,AASDH,AAMP
7,ACYP1,ACP5,ABHD3,ABCG1,AATF,AAR2,ACYP1,ACP5,ABHD3,ABCG1,AATF,AAR2,ACYP1,ACP5,ABHD3,ABCG1,AATF,AAR2,ACYP1,ACP5,ABHD3,ABCG1,AATF,AAR2,ACYP1,ACP5,ABHD3,ABCG1,AATF,AAR2
8,ADD3,ACPP,ABHD5,ABHD12,ABCA5,AARS,ADD3,ACPP,ABHD5,ABHD12,ABCA5,AARS,ADD3,ACPP,ABHD5,ABHD12,ABCA5,AARS,ADD3,ACPP,ABHD5,ABHD12,ABCA5,AARS,ADD3,ACPP,ABHD5,ABHD12,ABCA5,AARS
9,AFF1,ACRBP,ABHD6,ABHD17A,ABCA8,AARS2,ADGRL4,ACRBP,ABHD6,ABHD17A,ABCA8,AARS2,ADGRL4,ACRBP,ABHD6,ABHD17A,ABCA8,AARS2,ADGRL4,ACRBP,ABHD6,ABHD17A,ABCA8,AARS2,ADGRL4,ACRBP,ABHD6,ABHD17A,ABCA8,AARS2
10,AFG3L1P,ACTN1,ABLIM1,ABHD3,ABCB1,AARSD1,AFF1,ACTN1,ABLIM1,ABHD3,ABCB1,AARSD1,AFF1,ACTN1,ABLIM1,ABHD3,ABCB1,AARSD1,AFF1,ACTN1,ABLIM1,ABHD3,ABCB1,AARSD1,AFF1,ACTN1,ABLIM1,ABHD3,ABCB1,AARSD1
11,AGPAT5,ACTN4,ABLIM3,ABHD5,ABCB9,AASDH,AFG3L1P,ACTN4,ABLIM3,ABHD5,ABCB9,AASDH,AFG3L1P,ACTN4,ABLIM3,ABHD5,ABCB9,AASDH,AFG3L1P,ACTN4,ABLIM3,ABHD5,ABCB9,AASDH,AFG3L1P,ACTN4,ABLIM3,ABHD5,ABCB9,AASDH
12,AGT,ACTR2,AC005785.2,ABHD6,ABCC1,AASDHPPT,AGPAT5,ACTR2,AC005785.2,ABHD6,ABCC1,AASDHPPT,AGPAT5,ACTR2,AC005785.2,ABHD6,ABCC1,AASDHPPT,AGPAT5,ACTR2,AC005785.2,ABHD6,ABCC1,AASDHPPT,AGPAT5,ACTR2,AC005785.2,ABHD6,ABCC1,AASDHPPT
13,AGTRAP,ACTR3,ACAP2,ABI3,ABCC3,AASS,AGT,ACTR3,ACAP2,ABI3,ABCC3,AASS,AGT,ACTR3,ACAP2,ABI3,ABCC3,AASS,AGT,ACTR3,ACAP2,ABI3,ABCC3,AASS,AGT,ACTR3,ACAP2,ABI3,ABCC3,AASS
14,AKAP13,ACYP1,ACBD6,ABI3BP,ABCC4,AATF,AGTRAP,ACYP1,ACBD6,ABI3BP,ABCC4,AATF,AGTRAP,ACYP1,ACBD6,ABI3BP,ABCC4,AATF,AGTRAP,ACYP1,ACBD6,ABI3BP,ABCC4,AATF,AGTRAP,ACYP1,ACBD6,ABI3BP,ABCC4,AATF
15,AKNA,ADD3,ACLY,ABL2,ABCC5,ABCA1,AKAP13,ADD3,ACLY,ABL2,ABCC5,ABCA1,AKAP13,ADD3,ACLY,ABL2,ABCC5,ABCA1,AKAP13,ADD3,ACLY,ABL2,ABCC5,ABCA1,AKAP13,ADD3,ACLY,ABL2,ABCC5,ABCA1
16,ALOX5AP,ADGRG3,ACOT11,ABLIM1,ABCD4,ABCA10,AKNA,ADGRG3,ACOT11,ABLIM1,ABCD4,ABCA10,AKNA,ADGRG3,ACOT11,ABLIM1,ABCD4,ABCA10,AKNA,ADGRG3,ACOT11,ABLIM1,ABCD4,ABCA10,AKNA,ADGRG3,ACOT11,ABLIM1,ABCD4,ABCA10
17,AMBP,ADGRG6,ACP5,ABLIM3,ABCF2,ABCA11P,ALOX5AP,ADGRG6,ACP5,ABLIM3,ABCF2,ABCA11P,ALOX5AP,ADGRG6,ACP5,ABLIM3,ABCF2,ABCA11P,ALOX5AP,ADGRG6,ACP5,ABLIM3,ABCF2,ABCA11P,ALOX5AP,ADGRG6,ACP5,ABLIM3,ABCF2,ABCA11P
18,ANK3,ADIPOR1,ACPP,AC005785.2,ABCF3,ABCA2,AMBP,ADIPOR1,ACPP,AC005785.2,ABCF3,ABCA2,AMBP,ADIPOR1,ACPP,AC005785.2,ABCF3,ABCA2,AMBP,ADIPOR1,ACPP,AC005785.2,ABCF3,ABCA2,AMBP,ADGRL4,ACPP,AC005785.2,ABCF3,ABCA2
19,ANKRD36B,ADNP,ACRBP,AC009506.1,ABCG1,ABCA4,ANK3,ADNP,ACRBP,AC009506.1,ABCG1,ABCA4,ANK3,ADNP,ACRBP,AC009506.1,ABCG1,ABCA4,ANK3,ADNP,ACRBP,AC009506.1,ABCG1,ABCA4,ANK3,ADIPOR1,ACRBP,AC009506.1,ABCG1,ABCA4
20,ANKRD36C,ADPGK,ACTN1,AC104699.1,ABHD11,ABCA5,ANKRD36B,ADPGK,ACTN1,AC104699.1,ABHD11,ABCA5,ANKRD36B,ADPGK,ACTN1,AC104699.1,ABHD11,ABCA5,ANKRD36B,ADPGK,ACTN1,AC104699.1,ABHD11,ABCA5,ANKRD36B,ADNP,ACTN1,AC104699.1,ABHD11,ABCA5
21,ANP32A,AFF1,ACTN4,AC147651.4,ABHD12,ABCA6,ANKRD36C,AFF1,ACTN4,AC147651.4,ABHD12,ABCA6,ANKRD36C,AFF1,ACTN4,AC147651.4,ABHD12,ABCA6,ANKRD36C,AFF1,ACTN4,AC147651.4,ABHD12,ABCA6,ANKRD36C,ADPGK,ACTN4,AC147651.4,ABHD12,ABCA6
22,ANP32B,AFG3L1P,ACTR2,ACAD11,ABHD13,ABCA8,ANP32A,AFG3L1P,ACTR2,ACAD11,ABHD13,ABCA8,ANP32A,AFG3L1P,ACTR2,ACAD11,ABHD13,ABCA8,ANP32A,AFG3L1P,ACTR2,ACAD11,ABHD13,ABCA8,ANP32A,AFF1,ACTR2,ACAD11,ABHD13,ABCA8
23,ANXA1,AGO1,ACTR3,ACAP2,ABHD14A,ABCB1,ANP32B,AGO1,ACTR3,ACAP2,ABHD14A,ABCB1,ANP32B,AGO1,ACTR3,ACAP2,ABHD14A,ABCB1,ANP32B,AGO1,ACTR3,ACAP2,ABHD14A,ABCB1,ANP32B,AFG3L1P,ACTR3,ACAP2,ABHD14A,ABCB1
24,ANXA6,AGPAT5,ACYP1,ACBD6,ABHD17A,ABCB7,ANXA1,AGPAT5,ACYP1,ACBD6,ABHD17A,ABCB7,ANXA1,AGPAT5,ACYP1,ACBD6,ABHD17A,ABCB7,ANXA1,AGPAT5,ACYP1,ACBD6,ABHD17A,ABCB7,ANXA1,AGO1,ACYP1,ACBD6,ABHD17A,ABCB7
25,AOC1,AGT,ADAM8,ACLY,ABHD3,ABCB9,ANXA6,AGT,ADAM8,ACLY,ABHD3,ABCB9,ANXA6,AGT,ADAM8,ACLY,ABHD3,ABCB9,ANXA6,AGT,ADAM8,ACLY,ABHD3,ABCB9,ANXA6,AGPAT5,ADAM8,ACLY,ABHD3,ABCB9
26,AP2M1,AGTPBP1,ADAMTS2,ACOT11,ABHD4,ABCC1,AOC1,AGTPBP1,ADAMTS2,ACOT11,ABHD4,ABCC1,AOC1,AGTPBP1,ADAMTS2,ACOT11,ABHD4,ABCC1,AOC1,AGTPBP1,ADAMTS2,ACOT11,ABHD4,ABCC1,AOC1,AGT,ADAMTS2,ACOT11,ABHD4,ABCC1
27,APOBEC3C,AGTRAP,ADD3,ACOX1,ABHD5,ABCC11,AP2M1,AGTRAP,ADD3,ACOX1,ABHD5,ABCC11,AP2M1,AGTRAP,ADD3,ACOX1,ABHD5,ABCC11,AP2M1,AGTRAP,ADD3,ACOX1,ABHD5,ABCC11,AP2M1,AGTPBP1,ADD3,ACOX1,ABHD5,ABCC11
28,AQP10,AKAP13,ADGRE2,ACP5,ABHD6,ABCC3,APOBEC3C,AKAP13,ADGRG1,ACP5,ABHD6,ABCC3,APOBEC3C,AKAP13,ADGRG1,ACP5,ABHD6,ABCC3,APOBEC3C,AKAP13,ADGRG1,ACP5,ABHD6,ABCC3,APOBEC3C,AGTRAP,ADGRG1,ACP5,ABHD6,ABCC3
29,ARAP1,AKNA,ADGRG1,ACPP,ABI2,ABCC4,AQP10,AKNA,ADGRG3,ACPP,ABI2,ABCC4,AQP10,AKNA,ADGRG3,ACPP,ABI2,ABCC4,AQP10,AKNA,ADGRG3,ACPP,ABI2,ABCC4,AQP10,AKAP13,ADGRG3,ACPP,ABI2,ABCC4
30,ARF1,AKR7A2,ADGRG3,ACRBP,ABI3,ABCC5,ARAP1,AKR7A2,ADGRG6,ACRBP,ABI3,ABCC5,ARAP1,AKR7A2,ADGRG6,ACRBP,ABI3,ABCC5,ARAP1,AKR7A2,ADGRG6,ACRBP,ABI3,ABCC5,ARAP1,AKNA,ADGRG6,ACRBP,ABI3,ABCC5
31,ARHGAP25,AKT3,ADGRG6,ACSL3,ABI3BP,ABCC6,ARF1,AKT3,ADGRL4,ACSL3,ABI3BP,ABCC6,ARF1,AKT3,ADGRL4,ACSL3,ABI3BP,ABCC6,ARF1,AKT3,ADGRL4,ACSL3,ABI3BP,ABCC6,ARF1,AKR7A2,ADGRL4,ACSL3,ABI3BP,ABCC6
