,17906-NUSVR--nu=0.05-C=0.1,17906-NUSVR--nu=0.1-C=0.1,17906-NUSVR--nu=0.15-C=0.1,17906-NUSVR--nu=0.25-C=0.1,17906-NUSVR--nu=0.5-C=0.1,17906-NUSVR--nu=0.75-C=0.1,17906-NUSVR--nu=0.05-C=0.5,17906-NUSVR--nu=0.1-C=0.5,17906-NUSVR--nu=0.15-C=0.5,17906-NUSVR--nu=0.25-C=0.5,17906-NUSVR--nu=0.5-C=0.5,17906-NUSVR--nu=0.75-C=0.5,17906-NUSVR--nu=0.05-C=0.75,17906-NUSVR--nu=0.1-C=0.75,17906-NUSVR--nu=0.15-C=0.75,17906-NUSVR--nu=0.25-C=0.75,17906-NUSVR--nu=0.5-C=0.75,17906-NUSVR--nu=0.75-C=0.75,17906-NUSVR--nu=0.05-C=1,17906-NUSVR--nu=0.1-C=1,17906-NUSVR--nu=0.15-C=1,17906-NUSVR--nu=0.25-C=1,17906-NUSVR--nu=0.5-C=1,17906-NUSVR--nu=0.75-C=1,17906-NUSVR--nu=0.05-C=10,17906-NUSVR--nu=0.1-C=10,17906-NUSVR--nu=0.15-C=10,17906-NUSVR--nu=0.25-C=10,17906-NUSVR--nu=0.5-C=10,17906-NUSVR--nu=0.75-C=10
0,ABHD12,ABCC1,A4GALT,A2ML1,A1BG,A1BG,ABHD12,ABCC1,A4GALT,A2ML1,A1BG,A1BG,ABHD12,ABCC1,A4GALT,A2ML1,A1BG,A1BG,ABHD12,ABCC1,A4GALT,A2ML1,A1BG,A1BG,ABHD12,ABCC1,A4GALT,A2ML1,A1BG,A1BG
1,ABLIM3,ABCC3,ABCB1,A4GALT,A2ML1,A2M,ABL2,ABCC3,ABCB1,A4GALT,A2ML1,A2M,ABL2,ABCC3,ABCB1,A4GALT,A2ML1,A2M,ABL2,ABCC3,ABCB1,A4GALT,A2ML1,A2M,ABL2,ABCC3,ABCB1,A4GALT,A2ML1,A2M
2,ABTB1,ABHD11,ABCC1,AATF,A4GALT,A2ML1,ABLIM3,ABHD11,ABCC1,AATF,A4GALT,A2ML1,ABLIM3,ABHD11,ABCC1,AATF,A4GALT,A2ML1,ABLIM3,ABHD11,ABCC1,AATF,A4GALT,A2ML1,ABLIM3,ABHD11,ABCC1,AATF,A4GALT,A2ML1
3,ACER3,ABHD12,ABCC3,AATK,AAK1,A4GALT,ABTB1,ABHD12,ABCC3,AATK,AAK1,A4GALT,ABTB1,ABHD12,ABCC3,AATK,AAK1,A4GALT,ABTB1,ABHD12,ABCC3,AATK,AAK1,A4GALT,ABTB1,ABHD12,ABCC3,AATK,AAK1,A4GALT
4,ACPP,ABHD3,ABHD11,ABCA3,AAMP,AACS,ACER3,ABHD3,ABHD11,ABCA3,AAMP,AACS,ACER3,ABHD3,ABHD11,ABCA3,AAMP,AACS,ACER3,ABHD3,ABHD11,ABCA3,AAMP,AACS,ACER3,ABHD3,ABHD11,ABCA3,AAMP,AACS
5,ACRBP,ABL2,ABHD12,ABCA5,AARS,AAK1,ACPP,ABL2,ABHD12,ABCA5,AARS,AAK1,ACPP,ABL2,ABHD12,ABCA5,AARS,AAK1,ACPP,ABL2,ABHD12,ABCA5,AARS,AAK1,ACPP,ABL2,ABHD12,ABCA5,AARS,AAK1
6,ACTC1,ABLIM3,ABHD3,ABCB1,AASDH,AAMDC,ACRBP,ABLIM3,ABHD3,ABCB1,AASDH,AAMDC,ACRBP,ABLIM3,ABHD3,ABCB1,AASDH,AAMDC,ACRBP,ABLIM3,ABHD3,ABCB1,AASDH,AAMDC,ACRBP,ABLIM3,ABHD3,ABCB1,AASDH,AAMDC
7,ACTN1,ABTB1,ABL2,ABCB9,AASDHPPT,AAMP,ACTC1,ABTB1,ABL2,ABCB9,AASDHPPT,AAMP,ACTC1,ABTB1,ABL2,ABCB9,AASDHPPT,AAMP,ACTC1,ABTB1,ABL2,ABCB9,AASDHPPT,AAMP,ACTC1,ABTB1,ABL2,ABCB9,AASDHPPT,AAMP
8,ACTN4,AC144652.1,ABLIM3,ABCC1,AASS,AAR2,ACTN1,AC144652.1,ABLIM3,ABCC1,AASS,AAR2,ACTN1,AC144652.1,ABLIM3,ABCC1,AASS,AAR2,ACTN1,AC144652.1,ABLIM3,ABCC1,AASS,AAR2,ACTN1,AC144652.1,ABLIM3,ABCC1,AASS,AAR2
9,ADAM28,ACER3,ABO,ABCC3,AATF,AARS,ACTN4,ACER3,ABO,ABCC3,AATF,AARS,ACTN4,ACER3,ABO,ABCC3,AATF,AARS,ACTN4,ACER3,ABO,ABCC3,AATF,AARS,ACTN4,ACER3,ABO,ABCC3,AATF,AARS
10,ADGRL4,ACPP,ABTB1,ABCC4,AATK,AARSD1,ADAM28,ACPP,ABTB1,ABCC9,AATK,AARSD1,ADAM28,ACPP,ABTB1,ABCC9,AATK,AARSD1,ADAM28,ACPP,ABTB1,ABCC9,AATK,AARSD1,ADAM28,ACPP,ABTB1,ABCC9,AATK,AARSD1
11,ADIPOR1,ACRBP,AC098617.1,ABCC9,ABCA10,AASDH,ADGRL4,ACRBP,AC098617.1,ABCD4,ABCA10,AASDH,ADGRL4,ACRBP,AC098617.1,ABCD4,ABCA10,AASDH,ADGRL4,ACRBP,AC098617.1,ABCD4,ABCA10,AASDH,ADGRL4,ACRBP,AC098617.1,ABCD4,ABCA10,AASDH
12,ADIPOR2,ACTC1,AC144652.1,ABCD4,ABCA2,AASDHPPT,ADIPOR1,ACTC1,AC144652.1,ABHD11,ABCA2,AASDHPPT,ADIPOR1,ACTC1,AC144652.1,ABHD11,ABCA2,AASDHPPT,ADIPOR1,ACTC1,AC144652.1,ABHD11,ABCA2,AASDHPPT,ADIPOR1,ACTC1,AC144652.1,ABHD11,ABCA2,AASDHPPT
13,AGPAT1,ACTN1,ACER3,ABHD11,ABCA3,AASS,ADIPOR2,ACTN1,ACER3,ABHD12,ABCA3,AASS,ADIPOR2,ACTN1,ACER3,ABHD12,ABCA3,AASS,ADIPOR2,ACTN1,ACER3,ABHD12,ABCA3,AASS,ADIPOR2,ACTN1,ACER3,ABHD12,ABCA3,AASS
14,AGPAT5,ACTN4,ACLY,ABHD12,ABCA5,AATF,AGPAT1,ACTN4,ACLY,ABHD17A,ABCA5,AATF,AGPAT1,ACTN4,ACLY,ABHD17A,ABCA5,AATF,AGPAT1,ACTN4,ACLY,ABHD17A,ABCA5,AATF,AGPAT1,ACTN4,ACLY,ABHD17A,ABCA5,AATF
15,AKIRIN1,ACTR2,ACP1,ABHD17A,ABCA7,AATK,AGPAT5,ACTR2,ACP1,ABHD3,ABCA7,AATK,AGPAT5,ACTR2,ACP1,ABHD3,ABCA7,AATK,AGPAT5,ACTR2,ACP1,ABHD3,ABCA7,AATK,AGPAT5,ACTR2,ACP1,ABHD3,ABCA7,AATK
16,AKNA,ACYP2,ACPP,ABHD3,ABCB1,ABCA1,AKIRIN1,ACYP2,ACPP,ABHD5,ABCB1,ABCA1,AKIRIN1,ACYP2,ACPP,ABHD5,ABCB1,ABCA1,AKIRIN1,ACYP2,ACPP,ABHD5,ABCB1,ABCA1,AKIRIN1,ACYP2,ACPP,ABHD5,ABCB1,ABCA1
17,ALOX5AP,ADAM28,ACRBP,ABHD5,ABCB10,ABCA10,AKNA,ADAM28,ACRBP,ABI3BP,ABCB10,ABCA10,AKNA,ADAM28,ACRBP,ABI3BP,ABCB10,ABCA10,AKNA,ADAM28,ACRBP,ABI3BP,ABCB10,ABCA10,AKNA,ADAM28,ACRBP,ABI3BP,ABCB10,ABCA10
18,ANK1,ADGRG6,ACTC1,ABI3BP,ABCB9,ABCA12,ALOX5AP,ADGRG6,ACTC1,ABL2,ABCB9,ABCA12,ALOX5AP,ADGRG6,ACTC1,ABL2,ABCB9,ABCA12,ALOX5AP,ADGRG6,ACTC1,ABL2,ABCB9,ABCA12,ALOX5AP,ADGRG6,ACTC1,ABL2,ABCB9,ABCA12
19,ANKRD28,ADGRL4,ACTN1,ABL2,ABCC1,ABCA2,ANK1,ADGRL4,ACTN1,ABLIM1,ABCC1,ABCA2,ANK1,ADGRL4,ACTN1,ABLIM1,ABCC1,ABCA2,ANK1,ADGRL4,ACTN1,ABLIM1,ABCC1,ABCA2,ANK1,ADGRL4,ACTN1,ABLIM1,ABCC1,ABCA2
20,ANKRD36C,ADIPOR1,ACTN4,ABLIM1,ABCC3,ABCA3,ANKRD28,ADIPOR1,ACTN4,ABLIM3,ABCC3,ABCA3,ANKRD28,ADIPOR1,ACTN4,ABLIM3,ABCC3,ABCA3,ANKRD28,ADIPOR1,ACTN4,ABLIM3,ABCC3,ABCA3,ANKRD28,ADIPOR1,ACTN4,ABLIM3,ABCC3,ABCA3
21,ANO6,ADIPOR2,ACTR2,ABLIM3,ABCC4,ABCA4,ANKRD36C,ADIPOR2,ACTR2,ABO,ABCC4,ABCA4,ANKRD36C,ADIPOR2,ACTR2,ABO,ABCC4,ABCA4,ANKRD36C,ADIPOR2,ACTR2,ABO,ABCC4,ABCA4,ANKRD36C,ADIPOR2,ACTR2,ABO,ABCC4,ABCA4
22,ANP32B,AFF1,ACTR3,ABO,ABCC9,ABCA5,ANO6,AFF1,ACTR3,ABTB1,ABCC9,ABCA5,ANO6,AFF1,ACTR3,ABTB1,ABCC9,ABCA5,ANO6,AFF1,ACTR3,ABTB1,ABCC9,ABCA5,ANO6,AFF1,ACTR3,ABTB1,ABCC9,ABCA5
23,ANXA1,AFG3L1P,ACYP2,ABTB1,ABCD1,ABCA7,ANP32B,AFG3L1P,ACYP2,AC005785.2,ABCD1,ABCA7,ANP32B,AFG3L1P,ACYP2,AC005785.2,ABCD1,ABCA7,ANP32B,AFG3L1P,ACYP2,AC005785.2,ABCD1,ABCA7,ANP32B,AFG3L1P,ACYP2,AC005785.2,ABCD1,ABCA7
24,ANXA4,AGPAT1,ADAM28,AC005785.2,ABCD3,ABCA9,ANXA1,AGPAT1,ADAM28,AC098617.1,ABCD3,ABCA9,ANXA1,AGPAT1,ADAM28,AC098617.1,ABCD3,ABCA9,ANXA1,AGPAT1,ADAM28,AC098617.1,ABCD3,ABCA9,ANXA1,AGPAT1,ADAM28,AC098617.1,ABCD3,ABCA9
25,ANXA6,AGPAT5,ADAMTS1,AC098617.1,ABCD4,ABCB1,ANXA4,AGPAT5,ADAMTS1,AC104699.1,ABCD4,ABCB1,ANXA4,AGPAT5,ADAMTS1,AC104699.1,ABCD4,ABCB1,ANXA4,AGPAT5,ADAMTS1,AC104699.1,ABCD4,ABCB1,ANXA4,AGPAT5,ADAMTS1,AC104699.1,ABCD4,ABCB1
26,AOC1,AGT,ADAMTS2,AC104699.1,ABCE1,ABCB10,ANXA6,AGT,ADAMTS2,AC144652.1,ABCE1,ABCB10,ANXA6,AGT,ADAMTS2,AC144652.1,ABCE1,ABCB10,ANXA6,AGT,ADAMTS2,AC144652.1,ABCE1,ABCB10,ANXA6,AGT,ADAMTS2,AC144652.1,ABCE1,ABCB10
27,AP1S2,AGTRAP,ADD3,AC144652.1,ABCF2,ABCB7,AOC1,AGTRAP,ADD3,ACAD11,ABCF2,ABCB7,AOC1,AGTRAP,ADD3,ACAD11,ABCF2,ABCB7,AOC1,AGTRAP,ADD3,ACAD11,ABCF2,ABCB7,AOC1,AGTRAP,ADD3,ACAD11,ABCF2,ABCB7
28,AP2M1,AHR,ADGRG6,ACAD11,ABCF3,ABCB9,AP1S2,AHR,ADGRG6,ACER3,ABCF3,ABCB9,AP1S2,AHR,ADGRG6,ACER3,ABCF3,ABCB9,AP1S2,AHR,ADGRG6,ACER3,ABCF3,ABCB9,AP1S2,AHR,ADGRG6,ACER3,ABCF3,ABCB9
29,APP,AIDA,ADGRL4,ACER3,ABCG1,ABCC1,AP2M1,AIDA,ADGRL4,ACLY,ABCG1,ABCC1,AP2M1,AIDA,ADGRL4,ACLY,ABCG1,ABCC1,AP2M1,AIDA,ADGRL4,ACLY,ABCG1,ABCC1,AP2M1,AIDA,ADGRL4,ACLY,ABCG1,ABCC1
30,AQP10,AKAP13,ADIPOR1,ACLY,ABHD1,ABCC11,APP,AKAP13,ADIPOR1,ACP1,ABHD1,ABCC11,APP,AKAP13,ADIPOR1,ACP1,ABHD1,ABCC11,APP,AKAP13,ADIPOR1,ACP1,ABHD1,ABCC11,APP,AKAP13,ADIPOR1,ACP1,ABHD1,ABCC11
