,1962-NUSVR--nu=0.05-C=0.1,1962-NUSVR--nu=0.1-C=0.1,1962-NUSVR--nu=0.15-C=0.1,1962-NUSVR--nu=0.25-C=0.1,1962-NUSVR--nu=0.5-C=0.1,1962-NUSVR--nu=0.75-C=0.1,1962-NUSVR--nu=0.05-C=0.5,1962-NUSVR--nu=0.1-C=0.5,1962-NUSVR--nu=0.15-C=0.5,1962-NUSVR--nu=0.25-C=0.5,1962-NUSVR--nu=0.5-C=0.5,1962-NUSVR--nu=0.75-C=0.5,1962-NUSVR--nu=0.05-C=0.75,1962-NUSVR--nu=0.1-C=0.75,1962-NUSVR--nu=0.15-C=0.75,1962-NUSVR--nu=0.25-C=0.75,1962-NUSVR--nu=0.5-C=0.75,1962-NUSVR--nu=0.75-C=0.75,1962-NUSVR--nu=0.05-C=1,1962-NUSVR--nu=0.1-C=1,1962-NUSVR--nu=0.15-C=1,1962-NUSVR--nu=0.25-C=1,1962-NUSVR--nu=0.5-C=1,1962-NUSVR--nu=0.75-C=1,1962-NUSVR--nu=0.05-C=10,1962-NUSVR--nu=0.1-C=10,1962-NUSVR--nu=0.15-C=10,1962-NUSVR--nu=0.25-C=10,1962-NUSVR--nu=0.5-C=10,1962-NUSVR--nu=0.75-C=10
0,ABCC5,ABCC5,AATK,A2M,A2M,A1CF,ABCC5,ABCC5,AATK,A2M,A2M,A1CF,ABCC5,ABCC5,AATK,A2M,A2M,A1CF,ABCC5,ABCC5,AATK,A2M,A2M,A1CF,ABCC5,ABCC5,AATK,A2M,A2M,A1CF
1,ABCD3,ABCD3,ABCC5,AASDH,A4GALT,A2M,ABCD3,ABCD3,ABCC5,AASDH,A4GALT,A2M,ABCD3,ABCD3,ABCC5,AASDH,A4GALT,A2M,ABCD3,ABCD3,ABCC5,AASDH,A4GALT,A2M,ABCD3,ABCD3,ABCC5,AASDH,A4GALT,A2M
2,ABL2,ABHD11,ABCD3,AATF,AACS,A4GALT,ABL2,ABHD11,ABCD3,AATF,AACS,A4GALT,ABL2,ABHD11,ABCD3,AATF,AACS,A4GALT,ABL2,ABHD11,ABCD3,AATF,AACS,A4GALT,ABL2,ABHD11,ABCD3,AATF,AACS,A4GALT
3,ABLIM3,ABHD12,ABHD11,AATK,AAK1,AACS,ABLIM3,ABHD5,ABHD11,AATK,AAK1,AACS,ABLIM3,ABHD5,ABHD11,AATK,AAK1,AACS,ABLIM3,ABHD5,ABHD11,AATK,AAK1,AACS,ABLIM3,ABHD5,ABHD11,AATK,AAK1,AACS
4,ACP5,ABHD5,ABHD12,ABCA2,AAMDC,AAK1,ACP5,ABL2,ABHD12,ABCA2,AAMDC,AAK1,ACP5,ABL2,ABHD12,ABCA2,AAMDC,AAK1,ACP5,ABL2,ABHD12,ABCA2,AAMDC,AAK1,ACP5,ABL2,ABHD12,ABCA2,AAMDC,AAK1
5,ACPP,ABL2,ABHD5,ABCA5,AAMP,AAMDC,ACPP,ABLIM1,ABHD5,ABCA5,AAMP,AAMDC,ACPP,ABLIM1,ABHD5,ABCA5,AAMP,AAMDC,ACPP,ABLIM1,ABHD5,ABCA5,AAMP,AAMDC,ACPP,ABLIM1,ABHD5,ABCA5,AAMP,AAMDC
6,ACRBP,ABLIM1,ABL2,ABCC5,AARD,AAMP,ACRBP,ABLIM3,ABL2,ABCC5,AARD,AAMP,ACRBP,ABLIM3,ABL2,ABCC5,AARD,AAMP,ACRBP,ABLIM3,ABL2,ABCC5,AARD,AAMP,ACRBP,ABLIM3,ABL2,ABCC5,AARD,AAMP
7,ACTN1,ABLIM3,ABLIM1,ABCD3,AARS,AAR2,ACTN1,ABTB1,ABLIM1,ABCD3,AARS,AAR2,ACTN1,ABTB1,ABLIM1,ABCD3,AARS,AAR2,ACTN1,ABTB1,ABLIM1,ABCD3,AARS,AAR2,ACTN1,ABTB1,ABLIM1,ABCD3,AARS,AAR2
8,ACTN4,ABTB1,ABLIM3,ABHD11,AASDH,AARD,ACTN4,ACLY,ABLIM3,ABHD11,AASDH,AARD,ACTN4,ACLY,ABLIM3,ABHD11,AASDH,AARD,ACTN4,ACLY,ABLIM3,ABHD11,AASDH,AARD,ACTN4,ACLY,ABLIM3,ABHD11,AASDH,AARD
9,ADAMTS9,ACLY,ABTB1,ABHD12,AASDHPPT,AARS,ADAMTS9,ACP5,ABTB1,ABHD12,AASDHPPT,AARS,ADAMTS9,ACP5,ABTB1,ABHD12,AASDHPPT,AARS,ADAMTS9,ACP5,ABTB1,ABHD12,AASDHPPT,AARS,ADAMTS9,ACP5,ABTB1,ABHD12,AASDHPPT,AARS
10,ADGRL4,ACP5,ACER3,ABHD3,AATF,AARSD1,ADGRL4,ACPP,ACER3,ABHD3,AATF,AARSD1,ADGRL4,ACPP,ACER3,ABHD3,AATF,AARSD1,ADGRL4,ACPP,ACER3,ABHD3,AATF,AARSD1,ADGRL4,ACPP,ACER3,ABHD3,AATF,AARSD1
11,ADIPOR1,ACPP,ACLY,ABHD5,AATK,AASDH,ADIPOR1,ACRBP,ACLY,ABHD5,AATK,AASDH,ADIPOR1,ACRBP,ACLY,ABHD5,AATK,AASDH,ADIPOR1,ACRBP,ACLY,ABHD5,AATK,AASDH,ADIPOR1,ACRBP,ACLY,ABHD5,AATK,AASDH
12,AGPAT5,ACRBP,ACP5,ABI3,ABCA2,AASDHPPT,AGPAT5,ACTN1,ACP5,ABI3,ABCA2,AASDHPPT,AGPAT5,ACTN1,ACP5,ABI3,ABCA2,AASDHPPT,AGPAT5,ACTN1,ACP5,ABI3,ABCA2,AASDHPPT,AGPAT5,ACTN1,ACP5,ABI3,ABCA2,AASDHPPT
13,AGTRAP,ACTN1,ACPP,ABL2,ABCA4,AASS,AGTRAP,ACTN4,ACPP,ABL2,ABCA4,AASS,AGTRAP,ACTN4,ACPP,ABL2,ABCA4,AASS,AGTRAP,ACTN4,ACPP,ABL2,ABCA4,AASS,AGTRAP,ACTN4,ACPP,ABL2,ABCA4,AASS
14,AKIRIN2,ACTN4,ACRBP,ABLIM1,ABCA5,AATF,AKIRIN2,ADAMTS9,ACRBP,ABLIM1,ABCA5,AATF,AKIRIN2,ADAMTS9,ACRBP,ABLIM1,ABCA5,AATF,AKIRIN2,ADAMTS9,ACRBP,ABLIM1,ABCA5,AATF,AKIRIN2,ADAMTS9,ACRBP,ABLIM1,ABCA5,AATF
15,AKNA,ADAMTS9,ACTN1,ABLIM3,ABCB7,AATK,AKNA,ADGRG6,ACTN1,ABLIM3,ABCB7,AATK,AKNA,ADGRG6,ACTN1,ABLIM3,ABCB7,AATK,AKNA,ADGRG6,ACTN1,ABLIM3,ABCB7,AATK,AKNA,ADGRG6,ACTN1,ABLIM3,ABCB7,AATK
16,ALAS2,ADGRG6,ACTN4,ABTB1,ABCB9,ABCA2,ALAS2,ADGRL4,ACTN4,ABTB1,ABCB9,ABCA2,ALAS2,ADGRL4,ACTN4,ABTB1,ABCB9,ABCA2,ALAS2,ADGRL4,ACTN4,ABTB1,ABCB9,ABCA2,ALAS2,ADGRL4,ACTN4,ABTB1,ABCB9,ABCA2
17,ALOX5AP,ADGRL4,ACTR2,ACACB,ABCC1,ABCA4,ALOX5AP,ADIPOR1,ACTR2,ACACB,ABCC1,ABCA4,ALOX5AP,ADIPOR1,ACTR2,ACACB,ABCC1,ABCA4,ALOX5AP,ADIPOR1,ACTR2,ACACB,ABCC1,ABCA4,ALOX5AP,ADIPOR1,ACTR2,ACACB,ABCC1,ABCA4
18,ANK1,ADIPOR1,ACYP1,ACADSB,ABCC3,ABCA5,ANK1,AFG3L1P,ACYP1,ACADSB,ABCC3,ABCA5,ANK1,AFG3L1P,ACYP1,ACADSB,ABCC3,ABCA5,ANK1,AFG3L1P,ACYP1,ACADSB,ABCC3,ABCA5,ANK1,AFG3L1P,ACYP1,ACADSB,ABCC3,ABCA5
