,11274-NUSVR--nu=0.05-C=0.1,11274-NUSVR--nu=0.1-C=0.1,11274-NUSVR--nu=0.15-C=0.1,11274-NUSVR--nu=0.25-C=0.1,11274-NUSVR--nu=0.5-C=0.1,11274-NUSVR--nu=0.75-C=0.1,11274-NUSVR--nu=0.05-C=0.5,11274-NUSVR--nu=0.1-C=0.5,11274-NUSVR--nu=0.15-C=0.5,11274-NUSVR--nu=0.25-C=0.5,11274-NUSVR--nu=0.5-C=0.5,11274-NUSVR--nu=0.75-C=0.5,11274-NUSVR--nu=0.05-C=0.75,11274-NUSVR--nu=0.1-C=0.75,11274-NUSVR--nu=0.15-C=0.75,11274-NUSVR--nu=0.25-C=0.75,11274-NUSVR--nu=0.5-C=0.75,11274-NUSVR--nu=0.75-C=0.75,11274-NUSVR--nu=0.05-C=1,11274-NUSVR--nu=0.1-C=1,11274-NUSVR--nu=0.15-C=1,11274-NUSVR--nu=0.25-C=1,11274-NUSVR--nu=0.5-C=1,11274-NUSVR--nu=0.75-C=1,11274-NUSVR--nu=0.05-C=10,11274-NUSVR--nu=0.1-C=10,11274-NUSVR--nu=0.15-C=10,11274-NUSVR--nu=0.25-C=10,11274-NUSVR--nu=0.5-C=10,11274-NUSVR--nu=0.75-C=10
0,ABHD11,AATK,AATK,AAK1,A2ML1,A2M,ABHD11,AATK,AATK,AAK1,A2ML1,A2M,ABHD11,AATK,AATK,AAK1,A2ML1,A2M,ABHD11,AATK,AATK,AAK1,A2ML1,A2M,ABHD11,AATK,AATK,AAK1,A2ML1,A2M
1,ABHD12,ABCC1,ABCA8,AATK,A4GALT,A2ML1,ABHD12,ABCC1,ABCA8,AATK,A4GALT,A2ML1,ABHD12,ABCC1,ABCA8,AATK,A4GALT,A2ML1,ABHD12,ABCC1,ABCA8,AATK,A4GALT,A2ML1,ABHD12,ABCC1,ABCA8,AATK,A4GALT,A2ML1
2,ABHD17A,ABCC4,ABCC1,ABCA8,AAK1,A4GALT,ABHD17A,ABCC4,ABCC1,ABCA8,AAK1,A4GALT,ABHD17A,ABCC4,ABCC1,ABCA8,AAK1,A4GALT,ABHD17A,ABCC4,ABCC1,ABCA8,AAK1,A4GALT,ABHD17A,ABCC4,ABCC1,ABCA8,AAK1,A4GALT
3,ABLIM3,ABHD11,ABCC4,ABCB9,AARSD1,AAK1,ABLIM3,ABHD11,ABCC4,ABCB9,AARSD1,AAK1,ABLIM3,ABHD11,ABCC4,ABCB9,AARSD1,AAK1,ABLIM3,ABHD11,ABCC4,ABCB9,AARSD1,AAK1,ABLIM3,ABHD11,ABCC4,ABCB9,AARSD1,AAK1
4,ACPP,ABHD12,ABHD11,ABCC1,AASDH,AAMDC,ACPP,ABHD12,ABHD11,ABCC1,AASDH,AAMDC,ACPP,ABHD12,ABHD11,ABCC1,AASDH,AAMDC,ACPP,ABHD12,ABHD11,ABCC1,AASDH,AAMDC,ACPP,ABHD12,ABHD11,ABCC1,AASDH,AAMDC
5,ACRBP,ABHD17A,ABHD12,ABCC4,AATK,AAMP,ACRBP,ABHD17A,ABHD12,ABCC4,AATK,AAMP,ACRBP,ABHD17A,ABHD12,ABCC4,AATK,AAMP,ACRBP,ABHD17A,ABHD12,ABCC4,AATK,AAMP,ACRBP,ABHD17A,ABHD12,ABCC4,AATK,AAMP
6,ACTC1,ABLIM1,ABHD17A,ABCC5,ABCA5,AARS,ACTC1,ABLIM1,ABHD17A,ABCC5,ABCA5,AARS,ACTC1,ABLIM1,ABHD17A,ABCC5,ABCA5,AARS,ACTC1,ABLIM1,ABHD17A,ABCC5,ABCA5,AARS,ACTC1,ABLIM1,ABHD17A,ABCC5,ABCA5,AARS
7,ACTN1,ABLIM3,ABHD3,ABHD11,ABCA8,AARSD1,ACTN1,ABLIM3,ABHD3,ABHD11,ABCA8,AARSD1,ACTN1,ABLIM3,ABHD3,ABHD11,ABCA8,AARSD1,ACTN1,ABLIM3,ABHD3,ABHD11,ABCA8,AARSD1,ACTN1,ABLIM3,ABHD3,ABHD11,ABCA8,AARSD1
8,ACTR2,AC009506.1,ABI2,ABHD12,ABCB1,AASDH,ACTR2,AC009506.1,ABI2,ABHD12,ABCB1,AASDH,ACTR2,AC009506.1,ABI2,ABHD12,ABCB1,AASDH,ACTR2,AC009506.1,ABI2,ABHD12,ABCB1,AASDH,ACTR2,AC009506.1,ABI2,ABHD12,ABCB1,AASDH
9,ACTR3,ACPP,ABLIM1,ABHD17A,ABCB10,AASDHPPT,ACTR3,ACPP,ABLIM1,ABHD17A,ABCB10,AASDHPPT,ACTR3,ACPP,ABLIM1,ABHD17A,ABCB10,AASDHPPT,ACTR3,ACPP,ABLIM1,ABHD17A,ABCB10,AASDHPPT,ACTR3,ACPP,ABLIM1,ABHD17A,ABCB10,AASDHPPT
