,17944-NUSVR--nu=0.05-C=0.1,17944-NUSVR--nu=0.1-C=0.1,17944-NUSVR--nu=0.15-C=0.1,17944-NUSVR--nu=0.25-C=0.1,17944-NUSVR--nu=0.5-C=0.1,17944-NUSVR--nu=0.75-C=0.1,17944-NUSVR--nu=0.05-C=0.5,17944-NUSVR--nu=0.1-C=0.5,17944-NUSVR--nu=0.15-C=0.5,17944-NUSVR--nu=0.25-C=0.5,17944-NUSVR--nu=0.5-C=0.5,17944-NUSVR--nu=0.75-C=0.5,17944-NUSVR--nu=0.05-C=0.75,17944-NUSVR--nu=0.1-C=0.75,17944-NUSVR--nu=0.15-C=0.75,17944-NUSVR--nu=0.25-C=0.75,17944-NUSVR--nu=0.5-C=0.75,17944-NUSVR--nu=0.75-C=0.75,17944-NUSVR--nu=0.05-C=1,17944-NUSVR--nu=0.1-C=1,17944-NUSVR--nu=0.15-C=1,17944-NUSVR--nu=0.25-C=1,17944-NUSVR--nu=0.5-C=1,17944-NUSVR--nu=0.75-C=1,17944-NUSVR--nu=0.05-C=10,17944-NUSVR--nu=0.1-C=10,17944-NUSVR--nu=0.15-C=10,17944-NUSVR--nu=0.25-C=10,17944-NUSVR--nu=0.5-C=10,17944-NUSVR--nu=0.75-C=10
0,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M
1,ABLIM3,ABHD11,AAK1,AAK1,A4GALT,A4GALT,ABLIM3,ABHD11,AAK1,AAK1,A4GALT,A4GALT,ABLIM3,ABHD11,AAK1,AAK1,A4GALT,A4GALT,ABLIM3,ABHD11,AAK1,AAK1,A4GALT,A4GALT,ABLIM3,ABHD11,AAK1,AAK1,A4GALT,A4GALT
2,ACPP,ABHD12,AASDH,AASDH,AAK1,A4GNT,ACPP,ABHD12,AASDH,AASDH,AAK1,A4GNT,ACPP,ABHD12,AASDH,AASDH,AAK1,A4GNT,ACPP,ABHD12,AASDH,AASDH,AAK1,A4GNT,ACPP,ABHD12,AASDH,AASDH,AAK1,A4GNT
3,ACRBP,ABLIM3,AATF,AASDHPPT,AARD,AAK1,ACRBP,ABLIM3,AATF,AASDHPPT,AARD,AAK1,ACRBP,ABLIM3,AATF,AASDHPPT,AARD,AAK1,ACRBP,ABLIM3,AATF,AASDHPPT,AARD,AAK1,ACRBP,ABLIM3,AATF,AASDHPPT,AARD,AAK1
4,ACTR2,ACAA1,ABHD11,AATF,AASDH,AAMDC,ACTR2,ACAA1,ABHD11,AATF,AASDH,AAMDC,ACTR2,ACAA1,ABHD11,AATF,AASDH,AAMDC,ACTR2,ACAA1,ABHD11,AATF,AASDH,AAMDC,ACTR2,ACAA1,ABHD11,AATF,AASDH,AAMDC
5,ADGRL4,ACP5,ABHD12,ABCB8,AASDHPPT,AARD,ADGRL4,ACP5,ABHD12,ABCB8,AASDHPPT,AARD,ADGRL4,ACP5,ABHD12,ABCB8,AASDHPPT,AARD,ADGRL4,ACP5,ABHD12,ABCB8,AASDHPPT,AARD,ADGRL4,ACP5,ABHD12,ABCB8,AASDHPPT,AARD
6,AFAP1L2,ACPP,ABHD3,ABCB9,AATF,AARS,AFAP1L2,ACPP,ABHD3,ABCB9,AATF,AARS,AFAP1L2,ACPP,ABHD3,ABCB9,AATF,AARS,AFAP1L2,ACPP,ABHD3,ABCB9,AATF,AARS,AFAP1L2,ACPP,ABHD3,ABCB9,AATF,AARS
7,AGPAT5,ACRBP,ABLIM3,ABCC1,ABCA5,AASDH,AGPAT5,ACRBP,ABLIM3,ABCC1,ABCA5,AASDH,AGPAT5,ACRBP,ABLIM3,ABCC1,ABCA5,AASDH,AGPAT5,ACRBP,ABLIM3,ABCC1,ABCA5,AASDH,AGPAT5,ACRBP,ABLIM3,ABCC1,ABCA5,AASDH
8,AGTRAP,ACTN4,ACAA1,ABCE1,ABCB10,AASDHPPT,AGTRAP,ACTN4,ACAA1,ABCE1,ABCB10,AASDHPPT,AGTRAP,ACTN4,ACAA1,ABCE1,ABCB10,AASDHPPT,AGTRAP,ACTN4,ACAA1,ABCE1,ABCB10,AASDHPPT,AGTRAP,ACTN4,ACAA1,ABCE1,ABCB10,AASDHPPT
9,AKAP13,ACTR2,ACBD6,ABCG1,ABCB8,AATF,AKAP13,ACTR2,ACBD6,ABCG1,ABCB8,AATF,AKAP13,ACTR2,ACBD6,ABCG1,ABCB8,AATF,AKAP13,ACTR2,ACBD6,ABCG1,ABCB8,AATF,AKAP13,ACTR2,ACBD6,ABCG1,ABCB8,AATF
