,11286-NUSVR--nu=0.05-C=0.1,11286-NUSVR--nu=0.1-C=0.1,11286-NUSVR--nu=0.15-C=0.1,11286-NUSVR--nu=0.25-C=0.1,11286-NUSVR--nu=0.5-C=0.1,11286-NUSVR--nu=0.75-C=0.1,11286-NUSVR--nu=0.05-C=0.5,11286-NUSVR--nu=0.1-C=0.5,11286-NUSVR--nu=0.15-C=0.5,11286-NUSVR--nu=0.25-C=0.5,11286-NUSVR--nu=0.5-C=0.5,11286-NUSVR--nu=0.75-C=0.5,11286-NUSVR--nu=0.05-C=0.75,11286-NUSVR--nu=0.1-C=0.75,11286-NUSVR--nu=0.15-C=0.75,11286-NUSVR--nu=0.25-C=0.75,11286-NUSVR--nu=0.5-C=0.75,11286-NUSVR--nu=0.75-C=0.75,11286-NUSVR--nu=0.05-C=1,11286-NUSVR--nu=0.1-C=1,11286-NUSVR--nu=0.15-C=1,11286-NUSVR--nu=0.25-C=1,11286-NUSVR--nu=0.5-C=1,11286-NUSVR--nu=0.75-C=1,11286-NUSVR--nu=0.05-C=10,11286-NUSVR--nu=0.1-C=10,11286-NUSVR--nu=0.15-C=10,11286-NUSVR--nu=0.25-C=10,11286-NUSVR--nu=0.5-C=10,11286-NUSVR--nu=0.75-C=10
0,ABCC4,ABCC4,A2M,A2M,A1BG,A1BG,ABCC4,ABCC4,A2M,A2M,A1BG,A1BG,ABCC4,ABCC4,A2M,A2M,A1BG,A1BG,ABCC4,ABCC4,A2M,A2M,A1BG,A1BG,ABCC4,ABCC4,A2M,A2M,A1BG,A1BG
1,ABL2,ABHD11,ABCA5,AAK1,A2M,A2M,ABL2,ABHD11,ABCA5,AAK1,A2M,A2M,ABL2,ABHD11,ABCA5,AAK1,A2M,A2M,ABL2,ABHD11,ABCA5,AAK1,A2M,A2M,ABL2,ABHD11,ABCA5,AAK1,A2M,A2M
2,ABLIM3,ABHD12,ABCC1,AATF,A2ML1,A2ML1,ABLIM3,ABHD12,ABCC1,AATF,A2ML1,A2ML1,ABLIM3,ABHD12,ABCC1,AATF,A2ML1,A2ML1,ABLIM3,ABHD12,ABCC1,AATF,A2ML1,A2ML1,ABLIM3,ABHD12,ABCC1,AATF,A2ML1,A2ML1
3,ACPP,ABHD17A,ABCC4,AATK,AAK1,AACS,ACPP,ABHD17A,ABCC4,AATK,AAK1,AACS,ACPP,ABHD17A,ABCC4,AATK,AAK1,AACS,ACPP,ABHD17A,ABCC4,AATK,AAK1,AACS,ACPP,ABHD17A,ABCC4,AATK,AAK1,AACS
4,ACRBP,ABHD3,ABHD11,ABCA5,AAMP,AAK1,ACRBP,ABHD3,ABHD11,ABCA5,AAMP,AAK1,ACRBP,ABHD3,ABHD11,ABCA5,AAMP,AAK1,ACRBP,ABHD3,ABHD11,ABCA5,AAMP,AAK1,ACRBP,ABHD3,ABHD11,ABCA5,AAMP,AAK1
5,ACTN1,ABHD5,ABHD12,ABCB1,AARS,AAMDC,ACTN1,ABHD5,ABHD12,ABCB1,AARS,AAMDC,ACTN1,ABHD5,ABHD12,ABCB1,AARS,AAMDC,ACTN1,ABHD5,ABHD12,ABCB1,AARS,AAMDC,ACTN1,ABHD5,ABHD12,ABCB1,AARS,AAMDC
6,ACTN4,ABL2,ABHD17A,ABCB9,AASDHPPT,AAMP,ACTN4,ABL2,ABHD17A,ABCB9,AASDHPPT,AAMP,ACTN4,ABL2,ABHD17A,ABCB9,AASDHPPT,AAMP,ACTN4,ABL2,ABHD17A,ABCB9,AASDHPPT,AAMP,ACTN4,ABL2,ABHD17A,ABCB9,AASDHPPT,AAMP
7,ACTR2,ABLIM1,ABHD3,ABCC1,AASS,AAR2,ACTR2,ABLIM1,ABHD3,ABCC1,AASS,AAR2,ACTR2,ABLIM1,ABHD3,ABCC1,AASS,AAR2,ACTR2,ABLIM1,ABHD3,ABCC1,AASS,AAR2,ACTR2,ABLIM1,ABHD3,ABCC1,AASS,AAR2
8,ADGRL4,ABLIM3,ABHD5,ABCC4,AATF,AARS,ADGRL4,ABLIM3,ABHD5,ABCC4,AATF,AARS,ADGRL4,ABLIM3,ABHD5,ABCC4,AATF,AARS,ADGRL4,ABLIM3,ABHD5,ABCC4,AATF,AARS,ADGRL4,ABLIM3,ABHD5,ABCC4,AATF,AARS
9,ADIPOR1,AC009506.1,ABL2,ABCC5,AATK,AARSD1,ADIPOR1,AC009506.1,ABL2,ABCC5,AATK,AARSD1,ADIPOR1,AC009506.1,ABL2,ABCC5,AATK,AARSD1,ADIPOR1,AC009506.1,ABL2,ABCC5,AATK,AARSD1,ADIPOR1,AC009506.1,ABL2,ABCC5,AATK,AARSD1
10,AGPAT1,ACPP,ABLIM1,ABHD11,ABCA2,AASDH,AGPAT1,ACPP,ABLIM1,ABHD11,ABCA2,AASDH,AGPAT1,ACPP,ABLIM1,ABHD11,ABCA2,AASDH,AGPAT1,ACPP,ABLIM1,ABHD11,ABCA2,AASDH,AGPAT1,ACPP,ABLIM1,ABHD11,ABCA2,AASDH
11,AGPAT5,ACRBP,ABLIM3,ABHD12,ABCA5,AASDHPPT,AGPAT5,ACRBP,ABLIM3,ABHD12,ABCA5,AASDHPPT,AGPAT5,ACRBP,ABLIM3,ABHD12,ABCA5,AASDHPPT,AGPAT5,ACRBP,ABLIM3,ABHD12,ABCA5,AASDHPPT,AGPAT5,ACRBP,ABLIM3,ABHD12,ABCA5,AASDHPPT
12,AKAP13,ACTN1,ABO,ABHD17A,ABCB1,AASS,AKAP13,ACTN1,ABO,ABHD17A,ABCB1,AASS,AKAP13,ACTN1,ABO,ABHD17A,ABCB1,AASS,AKAP13,ACTN1,ABO,ABHD17A,ABCB1,AASS,AKAP13,ACTN1,ABO,ABHD17A,ABCB1,AASS
