,2516-NUSVR--nu=0.05-C=0.1,2516-NUSVR--nu=0.1-C=0.1,2516-NUSVR--nu=0.15-C=0.1,2516-NUSVR--nu=0.25-C=0.1,2516-NUSVR--nu=0.5-C=0.1,2516-NUSVR--nu=0.75-C=0.1,2516-NUSVR--nu=0.05-C=0.5,2516-NUSVR--nu=0.1-C=0.5,2516-NUSVR--nu=0.15-C=0.5,2516-NUSVR--nu=0.25-C=0.5,2516-NUSVR--nu=0.5-C=0.5,2516-NUSVR--nu=0.75-C=0.5,2516-NUSVR--nu=0.05-C=0.75,2516-NUSVR--nu=0.1-C=0.75,2516-NUSVR--nu=0.15-C=0.75,2516-NUSVR--nu=0.25-C=0.75,2516-NUSVR--nu=0.5-C=0.75,2516-NUSVR--nu=0.75-C=0.75,2516-NUSVR--nu=0.05-C=1,2516-NUSVR--nu=0.1-C=1,2516-NUSVR--nu=0.15-C=1,2516-NUSVR--nu=0.25-C=1,2516-NUSVR--nu=0.5-C=1,2516-NUSVR--nu=0.75-C=1,2516-NUSVR--nu=0.05-C=10,2516-NUSVR--nu=0.1-C=10,2516-NUSVR--nu=0.15-C=10,2516-NUSVR--nu=0.25-C=10,2516-NUSVR--nu=0.5-C=10,2516-NUSVR--nu=0.75-C=10
0,ABCC4,AATK,AATK,AAK1,A1BG,A1BG,ABCC4,AATK,AATK,AAK1,A1BG,A1BG,ABCC4,AATK,AATK,AAK1,A1BG,A1BG,ABCC4,AATK,AATK,AAK1,A1BG,A1BG,ABCC4,AATK,AATK,AAK1,A1BG,A1BG
1,ABHD12,ABCC4,ABCC4,AASS,A2M,A2M,ABHD12,ABCC4,ABCC4,AASS,A2M,A2M,ABHD12,ABCC4,ABCC4,AASS,A2M,A2M,ABHD12,ABCC4,ABCC4,AASS,A2M,A2M,ABHD12,ABCC4,ABCC4,AASS,A2M,A2M
2,ABLIM3,ABHD11,ABCC5,AATF,A4GALT,A4GALT,ABLIM3,ABHD11,ABCC5,AATF,A4GALT,A4GALT,ABLIM3,ABHD11,ABCC5,AATF,A4GALT,A4GALT,ABLIM3,ABHD11,ABCC5,AATF,A4GALT,A4GALT,ABLIM3,ABHD11,ABCC5,AATF,A4GALT,A4GALT
3,ACPP,ABHD12,ABHD11,AATK,AAK1,AACS,ACPP,ABHD12,ABHD11,AATK,AAK1,AACS,ACPP,ABHD12,ABHD11,AATK,AAK1,AACS,ACPP,ABHD12,ABHD11,AATK,AAK1,AACS,ACPP,ABHD12,ABHD11,AATK,AAK1,AACS
4,ACRBP,ABHD17A,ABHD12,ABCB8,AAMP,AAK1,ACRBP,ABHD17A,ABHD12,ABCB8,AAMP,AAK1,ACRBP,ABHD17A,ABHD12,ABCB8,AAMP,AAK1,ACRBP,ABHD17A,ABHD12,ABCB8,AAMP,AAK1,ACRBP,ABHD17A,ABHD12,ABCB8,AAMP,AAK1
5,ACTC1,ABHD3,ABHD17A,ABCB9,AARS,AAMDC,ACTC1,ABHD3,ABHD17A,ABCB9,AARS,AAMDC,ACTC1,ABHD3,ABHD17A,ABCB9,AARS,AAMDC,ACTC1,ABHD3,ABHD17A,ABCB9,AARS,AAMDC,ACTC1,ABHD3,ABHD17A,ABCB9,AARS,AAMDC
6,ACTN1,ABLIM3,ABHD3,ABCC1,AARSD1,AAMP,ACTN1,ABLIM3,ABHD3,ABCC1,AARSD1,AAMP,ACTN1,ABLIM3,ABHD3,ABCC1,AARSD1,AAMP,ACTN1,ABLIM3,ABHD3,ABCC1,AARSD1,AAMP,ACTN1,ABL2,ABHD3,ABCC1,AARSD1,AAMP
7,ACTN4,AC009506.1,ABL2,ABCC4,AASDH,AAR2,ACTN4,AC009506.1,ABL2,ABCC4,AASDH,AAR2,ACTN4,AC009506.1,ABL2,ABCC4,AASDH,AAR2,ACTN4,AC009506.1,ABL2,ABCC4,AASDH,AAR2,ACTN4,ABLIM3,ABL2,ABCC4,AASDH,AAR2
8,ACTR2,AC144652.1,ABLIM3,ABCC5,AASS,AARS,ACTR2,AC144652.1,ABLIM3,ABCC5,AASS,AARS,ACTR2,AC144652.1,ABLIM3,ABCC5,AASS,AARS,ACTR2,AC144652.1,ABLIM3,ABCC5,AASS,AARS,ACTR2,AC009506.1,ABLIM3,ABCC5,AASS,AARS
9,ACTR3,ACPP,ABO,ABCG1,AATF,AARS2,ACTR3,ACPP,ABO,ABCG1,AATF,AARS2,ACTR3,ACPP,ABO,ABCG1,AATF,AARS2,ACTR3,ACPP,ABO,ABCG1,AATF,AARS2,ACTR3,AC144652.1,ABO,ABCG1,AATF,AARS2
10,ADGRG6,ACRBP,AC009506.1,ABHD11,AATK,AARSD1,ADGRG6,ACRBP,AC009506.1,ABHD11,AATK,AARSD1,ADGRG6,ACRBP,AC009506.1,ABHD11,AATK,AARSD1,ADGRG6,ACRBP,AC009506.1,ABHD11,AATK,AARSD1,ADGRG6,ACPP,AC009506.1,ABHD11,AATK,AARSD1
11,ADIPOR1,ACTC1,AC144652.1,ABHD12,ABCA1,AASDH,ADIPOR1,ACTC1,AC144652.1,ABHD12,ABCA1,AASDH,ADIPOR1,ACTC1,AC144652.1,ABHD12,ABCA1,AASDH,ADIPOR1,ACTC1,AC144652.1,ABHD12,ABCA1,AASDH,ADIPOR1,ACRBP,AC144652.1,ABHD12,ABCA1,AASDH
12,AGPAT5,ACTN1,ACKR3,ABHD17A,ABCA10,AASS,AGPAT5,ACTN1,ACKR3,ABHD17A,ABCA10,AASS,AGPAT5,ACTN1,ACKR3,ABHD17A,ABCA10,AASS,AGPAT5,ACTN1,ACKR3,ABHD17A,ABCA10,AASS,AGPAT5,ACTC1,ACKR3,ABHD17A,ABCA10,AASS
13,AGTRAP,ACTN4,ACLY,ABHD3,ABCA5,AATF,AGTRAP,ACTN4,ACLY,ABHD3,ABCA5,AATF,AGTRAP,ACTN4,ACLY,ABHD3,ABCA5,AATF,AGTRAP,ACTN4,ACLY,ABHD3,ABCA5,AATF,AGTRAP,ACTN1,ACLY,ABHD3,ABCA5,AATF
14,AKAP13,ACTR2,ACPP,ABHD5,ABCB1,AATK,AKAP13,ACTR2,ACPP,ABHD5,ABCB1,AATK,AKAP13,ACTR2,ACPP,ABHD5,ABCB1,AATK,AKAP13,ACTR2,ACPP,ABHD5,ABCB1,AATK,AKAP13,ACTN4,ACPP,ABHD5,ABCB1,AATK
15,AKIRIN1,ACTR3,ACRBP,ABHD6,ABCB8,ABCA1,AKIRIN1,ACTR3,ACRBP,ABHD6,ABCB8,ABCA1,AKIRIN1,ACTR3,ACRBP,ABHD6,ABCB8,ABCA1,AKIRIN1,ACTR3,ACRBP,ABHD6,ABCB8,ABCA1,AKIRIN1,ACTR2,ACRBP,ABHD6,ABCB8,ABCA1
16,AKIRIN2,ACVR2A,ACSL4,ABI3,ABCB9,ABCA10,AKIRIN2,ACVR2A,ACSL4,ABI3,ABCB9,ABCA10,AKIRIN2,ACVR2A,ACSL4,ABI3,ABCB9,ABCA10,AKIRIN2,ACVR2A,ACSL4,ABI3,ABCB9,ABCA10,AKIRIN2,ACTR3,ACSL4,ABI3,ABCB9,ABCA10
17,AKNA,ACYP2,ACTC1,ABI3BP,ABCC1,ABCA11P,AKNA,ACYP2,ACTC1,ABI3BP,ABCC1,ABCA11P,AKNA,ACYP2,ACTC1,ABI3BP,ABCC1,ABCA11P,AKNA,ACYP2,ACTC1,ABI3BP,ABCC1,ABCA11P,AKNA,ACVR2A,ACTC1,ABI3BP,ABCC1,ABCA11P
18,ALAS2,ADAM28,ACTN1,ABL2,ABCC3,ABCA13,ALAS2,ADAM28,ACTN1,ABL2,ABCC3,ABCA13,ALAS2,ADAM28,ACTN1,ABL2,ABCC3,ABCA13,ALAS2,ADAM28,ACTN1,ABL2,ABCC3,ABCA13,ALAS2,ACYP2,ACTN1,ABL2,ABCC3,ABCA13
19,ALOX5AP,ADD3,ACTN4,ABLIM1,ABCC4,ABCA2,ALOX5AP,ADD3,ACTN4,ABLIM1,ABCC4,ABCA2,ALOX5AP,ADD3,ACTN4,ABLIM1,ABCC4,ABCA2,ALOX5AP,ADD3,ACTN4,ABLIM1,ABCC4,ABCA2,ALOX5AP,ADAM28,ACTN4,ABLIM1,ABCC4,ABCA2
20,AMBP,ADGRG3,ACTR2,ABLIM3,ABCC5,ABCA3,AMBP,ADGRG3,ACTR2,ABLIM3,ABCC5,ABCA3,AMBP,ADGRG3,ACTR2,ABLIM3,ABCC5,ABCA3,AMBP,ADGRG3,ACTR2,ABLIM3,ABCC5,ABCA3,AMBP,ADD3,ACTR2,ABLIM3,ABCC5,ABCA3
21,ANKRD28,ADGRG6,ACTR3,ABO,ABCD3,ABCA5,ANKRD28,ADGRG6,ACTR3,ABO,ABCD3,ABCA5,ANKRD28,ADGRG6,ACTR3,ABO,ABCD3,ABCA5,ANKRD28,ADGRG6,ACTR3,ABO,ABCD3,ABCA5,ANKRD28,ADGRG3,ACTR3,ABO,ABCD3,ABCA5
22,ANKRD33B,ADGRL4,ACVR2A,AC009506.1,ABCD4,ABCA6,ANKRD33B,ADGRL4,ACVR2A,AC009506.1,ABCD4,ABCA6,ANKRD33B,ADGRL4,ACVR2A,AC009506.1,ABCD4,ABCA6,ANKRD33B,ADGRL4,ACVR2A,AC009506.1,ABCD4,ABCA6,ANKRD33B,ADGRG6,ACVR2A,AC009506.1,ABCD4,ABCA6
23,ANKRD36C,ADIPOR1,ACYP1,AC098617.1,ABCF2,ABCB1,ANKRD36C,ADIPOR1,ACYP1,AC098617.1,ABCF2,ABCB1,ANKRD36C,ADIPOR1,ACYP1,AC098617.1,ABCF2,ABCB1,ANKRD36C,ADIPOR1,ACYP1,AC098617.1,ABCF2,ABCB1,ANKRD36C,ADGRL4,ACYP1,AC098617.1,ABCF2,ABCB1
24,ANKRD9,AFF1,ACYP2,AC144652.1,ABCF3,ABCB10,ANKRD9,AFF1,ACYP2,AC144652.1,ABCF3,ABCB10,ANKRD9,AFF1,ACYP2,AC144652.1,ABCF3,ABCB10,ANKRD9,AFF1,ACYP2,AC144652.1,ABCF3,ABCB10,ANKRD9,ADIPOR1,ACYP2,AC144652.1,ABCF3,ABCB10
25,ANO6,AGO1,ADAM15,ACADM,ABCG1,ABCB8,ANO6,AGO1,ADAM15,ACADM,ABCG1,ABCB8,ANO6,AGO1,ADAM15,ACADM,ABCG1,ABCB8,ANO6,AGO1,ADAM15,ACADM,ABCG1,ABCB8,ANO6,AFF1,ADAM15,ACADM,ABCG1,ABCB8
26,ANP32A,AGPAT1,ADAM28,ACAP1,ABHD11,ABCB9,ANP32A,AGPAT1,ADAM28,ACAP1,ABHD11,ABCB9,ANP32A,AGPAT1,ADAM28,ACAP1,ABHD11,ABCB9,ANP32A,AGPAT1,ADAM28,ACAP1,ABHD11,ABCB9,ANP32A,AGO1,ADAM28,ACAP1,ABHD11,ABCB9
27,ANP32B,AGPAT5,ADAMTS1,ACAP2,ABHD12,ABCC1,ANP32B,AGPAT5,ADAMTS1,ACAP2,ABHD12,ABCC1,ANP32B,AGPAT5,ADAMTS1,ACAP2,ABHD12,ABCC1,ANP32B,AGPAT5,ADAMTS1,ACAP2,ABHD12,ABCC1,ANP32B,AGPAT1,ADAMTS1,ACAP2,ABHD12,ABCC1
28,ANP32E,AGTRAP,ADAMTS9,ACCS,ABHD12B,ABCC11,ANP32E,AGTRAP,ADAMTS9,ACCS,ABHD12B,ABCC11,ANP32E,AGTRAP,ADAMTS9,ACCS,ABHD12B,ABCC11,ANP32E,AGTRAP,ADAMTS9,ACCS,ABHD12B,ABCC11,ANP32E,AGPAT5,ADAMTS9,ACCS,ABHD12B,ABCC11
29,ANXA1,AKAP13,ADD3,ACKR3,ABHD17A,ABCC3,ANXA1,AKAP13,ADD3,ACKR3,ABHD17A,ABCC3,ANXA1,AKAP13,ADD3,ACKR3,ABHD17A,ABCC3,ANXA1,AKAP13,ADD3,ACKR3,ABHD17A,ABCC3,ANXA1,AGTRAP,ADD3,ACKR3,ABHD17A,ABCC3
30,AOC1,AKIRIN1,ADGRG3,ACLY,ABHD3,ABCC4,AOC1,AKIRIN1,ADGRG3,ACLY,ABHD3,ABCC4,AOC1,AKIRIN1,ADGRG3,ACLY,ABHD3,ABCC4,AOC1,AKIRIN1,ADGRG3,ACLY,ABHD3,ABCC4,AOC1,AKAP13,ADGRG3,ACLY,ABHD3,ABCC4
31,AP2M1,AKIRIN2,ADGRG6,ACOT11,ABHD4,ABCC5,AP2M1,AKIRIN2,ADGRG6,ACOT11,ABHD4,ABCC5,AP2M1,AKIRIN2,ADGRG6,ACOT11,ABHD4,ABCC5,AP2M1,AKIRIN2,ADGRG6,ACOT11,ABHD4,ABCC5,AP2M1,AKIRIN1,ADGRG6,ACOT11,ABHD4,ABCC5
32,APOD,AKNA,ADGRL4,ACPP,ABHD5,ABCC6,APOD,AKNA,ADGRL4,ACPP,ABHD5,ABCC6,APOD,AKNA,ADGRL4,ACPP,ABHD5,ABCC6,APOD,AKNA,ADGRL4,ACPP,ABHD5,ABCC6,APOD,AKIRIN2,ADGRL4,ACPP,ABHD5,ABCC6
33,APOL3,AKR7A2,ADIPOR1,ACRBP,ABHD6,ABCC6P1,APOL3,AKR7A2,ADIPOR1,ACRBP,ABHD6,ABCC6P1,APOL3,AKR7A2,ADIPOR1,ACRBP,ABHD6,ABCC6P1,APOL3,AKR7A2,ADIPOR1,ACRBP,ABHD6,ABCC6P1,APOL3,AKNA,ADIPOR1,ACRBP,ABHD6,ABCC6P1
34,APP,AKT3,ADPGK,ACSL1,ABI2,ABCC9,APP,AKT3,ADPGK,ACSL1,ABI2,ABCC9,APP,AKT3,ADPGK,ACSL1,ABI2,ABCC9,APP,AKT3,ADPGK,ACSL1,ABI2,ABCC9,APP,AKR7A2,ADPGK,ACSL1,ABI2,ABCC9
35,AQP10,ALAS2,ADRB2,ACSL4,ABI3,ABCD3,AQP10,ALAS2,ADRB2,ACSL4,ABI3,ABCD3,AQP10,ALAS2,ADRB2,ACSL4,ABI3,ABCD3,AQP10,ALAS2,ADRB2,ACSL4,ABI3,ABCD3,AQP10,AKT3,ADRB2,ACSL4,ABI3,ABCD3
36,ARF1,ALOX5AP,AFF1,ACTC1,ABI3BP,ABCD4,ARF1,ALOX5AP,AFF1,ACTC1,ABI3BP,ABCD4,ARF1,ALOX5AP,AFF1,ACTC1,ABI3BP,ABCD4,ARF1,ALOX5AP,AFF1,ACTC1,ABI3BP,ABCD4,ARF1,ALAS2,AFF1,ACTC1,ABI3BP,ABCD4
37,ARF3,ANK1,AFG3L1P,ACTN1,ABL1,ABCE1,ARF3,ANK1,AFG3L1P,ACTN1,ABL1,ABCE1,ARF3,ANK1,AFG3L1P,ACTN1,ABL1,ABCE1,ARF3,ANK1,AFG3L1P,ACTN1,ABL1,ABCE1,ARF3,ALOX5AP,AFG3L1P,ACTN1,ABL1,ABCE1
38,ARG2,ANK3,AGO1,ACTN4,ABL2,ABCF2,ARG2,ANK3,AGO1,ACTN4,ABL2,ABCF2,ARG2,ANK3,AGO1,ACTN4,ABL2,ABCF2,ARG2,ANK3,AGO1,ACTN4,ABL2,ABCF2,ARG2,ANK1,AGO1,ACTN4,ABL2,ABCF2
39,ARHGAP18,ANKRD28,AGO3,ACTR2,ABLIM1,ABCF3,ARHGAP18,ANKRD28,AGO3,ACTR2,ABLIM1,ABCF3,ARHGAP18,ANKRD28,AGO3,ACTR2,ABLIM1,ABCF3,ARHGAP18,ANKRD28,AGO3,ACTR2,ABLIM1,ABCF3,ARHGAP18,ANK3,AGO3,ACTR2,ABLIM1,ABCF3
40,ARHGAP30,ANKRD33B,AGPAT1,ACTR3,ABLIM2,ABCG1,ARHGAP30,ANKRD33B,AGPAT1,ACTR3,ABLIM2,ABCG1,ARHGAP30,ANKRD33B,AGPAT1,ACTR3,ABLIM2,ABCG1,ARHGAP30,ANKRD33B,AGPAT1,ACTR3,ABLIM2,ABCG1,ARHGAP30,ANKRD28,AGPAT1,ACTR3,ABLIM2,ABCG1
41,ARHGAP6,ANKRD36C,AGPAT5,ACVR2A,ABLIM3,ABCG2,ARHGAP6,ANKRD36C,AGPAT5,ACVR2A,ABLIM3,ABCG2,ARHGAP6,ANKRD36C,AGPAT5,ACVR2A,ABLIM3,ABCG2,ARHGAP6,ANKRD36C,AGPAT5,ACVR2A,ABLIM3,ABCG2,ARHGAP6,ANKRD33B,AGPAT5,ACVR2A,ABLIM3,ABCG2
42,ARHGDIB,ANKRD9,AGTPBP1,ACYP1,ABO,ABHD1,ARHGDIB,ANKRD9,AGTPBP1,ACYP1,ABO,ABHD1,ARHGDIB,ANKRD9,AGTPBP1,ACYP1,ABO,ABHD1,ARHGDIB,ANKRD9,AGTPBP1,ACYP1,ABO,ABHD1,ARHGDIB,ANKRD36C,AGTPBP1,ACYP1,ABO,ABHD1
43,ARHGEF12,ANO6,AGTRAP,ACYP2,ABRACL,ABHD11,ARHGEF12,ANO6,AGTRAP,ACYP2,ABRACL,ABHD11,ARHGEF12,ANO6,AGTRAP,ACYP2,ABRACL,ABHD11,ARHGEF12,ANO6,AGTRAP,ACYP2,ABRACL,ABHD11,ARHGEF12,ANKRD9,AGTRAP,ACYP2,ABRACL,ABHD11
44,ARID1A,ANP32A,AHCYL1,ADAM10,ABTB1,ABHD12,ARID1A,ANP32A,AHCYL1,ADAM10,ABTB1,ABHD12,ARID1A,ANP32A,AHCYL1,ADAM10,ABTB1,ABHD12,ARID1A,ANP32A,AHCYL1,ADAM10,ABTB1,ABHD12,ARID1A,ANO6,AHCYL1,ADAM10,ABTB1,ABHD12
45,ARPC5,ANP32B,AIDA,ADAM15,ABTB2,ABHD12B,ARPC5,ANP32B,AIDA,ADAM15,ABTB2,ABHD12B,ARPC5,ANP32B,AIDA,ADAM15,ABTB2,ABHD12B,ARPC5,ANP32B,AIDA,ADAM15,ABTB2,ABHD12B,ARPC5,ANP32A,AIDA,ADAM15,ABTB2,ABHD12B
