,3371-NUSVR--nu=0.05-C=0.1,3371-NUSVR--nu=0.1-C=0.1,3371-NUSVR--nu=0.15-C=0.1,3371-NUSVR--nu=0.25-C=0.1,3371-NUSVR--nu=0.5-C=0.1,3371-NUSVR--nu=0.75-C=0.1,3371-NUSVR--nu=0.05-C=0.5,3371-NUSVR--nu=0.1-C=0.5,3371-NUSVR--nu=0.15-C=0.5,3371-NUSVR--nu=0.25-C=0.5,3371-NUSVR--nu=0.5-C=0.5,3371-NUSVR--nu=0.75-C=0.5,3371-NUSVR--nu=0.05-C=0.75,3371-NUSVR--nu=0.1-C=0.75,3371-NUSVR--nu=0.15-C=0.75,3371-NUSVR--nu=0.25-C=0.75,3371-NUSVR--nu=0.5-C=0.75,3371-NUSVR--nu=0.75-C=0.75,3371-NUSVR--nu=0.05-C=1,3371-NUSVR--nu=0.1-C=1,3371-NUSVR--nu=0.15-C=1,3371-NUSVR--nu=0.25-C=1,3371-NUSVR--nu=0.5-C=1,3371-NUSVR--nu=0.75-C=1,3371-NUSVR--nu=0.05-C=10,3371-NUSVR--nu=0.1-C=10,3371-NUSVR--nu=0.15-C=10,3371-NUSVR--nu=0.25-C=10,3371-NUSVR--nu=0.5-C=10,3371-NUSVR--nu=0.75-C=10
0,ABCC4,AATK,AATK,AATK,A1BG,A1BG,ABCC4,AATK,AATK,AATK,A1BG,A1BG,ABCC4,AATK,AATK,AATK,A1BG,A1BG,ABCC4,AATK,AATK,AATK,A1BG,A1BG,ABCC4,AATK,AATK,AATK,A1BG,A1BG
1,ABHD11,ABCC1,ABCA13,ABCA13,A4GALT,A1CF,ABHD11,ABCC1,ABCA13,ABCA13,A4GALT,A1CF,ABHD11,ABCC1,ABCA13,ABCA13,A4GALT,A1CF,ABHD11,ABCC1,ABCA13,ABCA13,A4GALT,A1CF,ABHD11,ABCC1,ABCA13,ABCA13,A4GALT,A1CF
2,ABHD17A,ABCC4,ABCC1,ABCB10,AAK1,A2M,ABHD17A,ABCC4,ABCC1,ABCB10,AAK1,A2M,ABHD17A,ABCC4,ABCC1,ABCB10,AAK1,A2M,ABHD17A,ABCC4,ABCC1,ABCB10,AAK1,A2M,ABHD17A,ABCC4,ABCC1,ABCB10,AAK1,A2M
3,ABLIM3,ABCC5,ABCC4,ABCB8,AARS,A4GALT,ABLIM3,ABCC5,ABCC4,ABCB8,AARS,A4GALT,ABLIM3,ABCC5,ABCC4,ABCB8,AARS,A4GALT,ABLIM3,ABCC5,ABCC4,ABCB8,AARS,A4GALT,ABLIM3,ABCC5,ABCC4,ABCB8,AARS,A4GALT
4,ACRBP,ABHD11,ABCC5,ABCB9,AARS2,AAK1,ACRBP,ABHD11,ABCC5,ABCB9,AARS2,AAK1,ACRBP,ABHD11,ABCC5,ABCB9,AARS2,AAK1,ACRBP,ABHD11,ABCC5,ABCB9,AARS2,AAK1,ACRBP,ABHD11,ABCC5,ABCB9,AARS2,AAK1
5,ACTR2,ABHD12,ABHD11,ABCC1,AASDH,AAR2,ACTR2,ABHD12,ABHD11,ABCC1,AASDH,AAR2,ACTR2,ABHD12,ABHD11,ABCC1,AASDH,AAR2,ACTR2,ABHD12,ABHD11,ABCC1,AASDH,AAR2,ACTR2,ABHD12,ABHD11,ABCC1,AASDH,AAR2
6,ACTR3,ABHD17A,ABHD12,ABCC4,AATF,AARS,ACTR3,ABHD17A,ABHD12,ABCC3,AATF,AARS,ACTR3,ABHD17A,ABHD12,ABCC3,AATF,AARS,ACTR3,ABHD17A,ABHD12,ABCC3,AATF,AARS,ACTR3,ABHD17A,ABHD12,ABCC3,AATF,AARS
7,ACVR2A,ABLIM3,ABHD17A,ABCC5,AATK,AARS2,ACVR2A,ABLIM3,ABHD17A,ABCC4,AATK,AARS2,ACVR2A,ABLIM3,ABHD17A,ABCC4,AATK,AARS2,ACVR2A,ABLIM3,ABHD17A,ABCC4,AATK,AARS2,ACVR2A,ABLIM3,ABHD17A,ABCC4,AATK,AARS2
8,ADGRG6,ABO,ABLIM3,ABHD11,ABCA13,AARSD1,ADGRG6,ABO,ABLIM3,ABCC5,ABCA13,AARSD1,ADGRG6,ABO,ABLIM3,ABCC5,ABCA13,AARSD1,ADGRG6,ABO,ABLIM3,ABCC5,ABCA13,AARSD1,ADGRG6,ABO,ABLIM3,ABCC5,ABCA13,AARSD1
9,ADGRL4,AC009506.1,ABO,ABHD12,ABCA3,AASDH,ADGRL4,AC009506.1,ABO,ABHD11,ABCA3,AASDH,ADGRL4,AC009506.1,ABO,ABHD11,ABCA3,AASDH,ADGRL4,AC009506.1,ABO,ABHD11,ABCA3,AASDH,ADGRL4,AC009506.1,ABO,ABHD11,ABCA3,AASDH
