,11218-NUSVR--nu=0.05-C=0.1,11218-NUSVR--nu=0.1-C=0.1,11218-NUSVR--nu=0.15-C=0.1,11218-NUSVR--nu=0.25-C=0.1,11218-NUSVR--nu=0.5-C=0.1,11218-NUSVR--nu=0.75-C=0.1,11218-NUSVR--nu=0.05-C=0.5,11218-NUSVR--nu=0.1-C=0.5,11218-NUSVR--nu=0.15-C=0.5,11218-NUSVR--nu=0.25-C=0.5,11218-NUSVR--nu=0.5-C=0.5,11218-NUSVR--nu=0.75-C=0.5,11218-NUSVR--nu=0.05-C=0.75,11218-NUSVR--nu=0.1-C=0.75,11218-NUSVR--nu=0.15-C=0.75,11218-NUSVR--nu=0.25-C=0.75,11218-NUSVR--nu=0.5-C=0.75,11218-NUSVR--nu=0.75-C=0.75,11218-NUSVR--nu=0.05-C=1,11218-NUSVR--nu=0.1-C=1,11218-NUSVR--nu=0.15-C=1,11218-NUSVR--nu=0.25-C=1,11218-NUSVR--nu=0.5-C=1,11218-NUSVR--nu=0.75-C=1,11218-NUSVR--nu=0.05-C=10,11218-NUSVR--nu=0.1-C=10,11218-NUSVR--nu=0.15-C=10,11218-NUSVR--nu=0.25-C=10,11218-NUSVR--nu=0.5-C=10,11218-NUSVR--nu=0.75-C=10
0,ABHD5,ABCA8,AAK1,AAK1,A2M,A2M,ABHD5,ABCA8,AAK1,AAK1,A2M,A2M,ABHD5,ABCA8,AAK1,AAK1,A2M,A2M,ABHD5,ABCA8,AAK1,AAK1,A2M,A2M,ABHD5,ABCA8,AAK1,AAK1,A2M,A2M
1,ABL2,ABHD11,ABCA8,AATF,AAK1,A4GALT,ABL2,ABHD11,ABCA8,AATF,AAK1,A4GALT,ABL2,ABHD11,ABCA8,AATF,AAK1,A4GALT,ABL2,ABHD11,ABCA8,AATF,AAK1,A4GALT,ABL2,ABHD11,ABCA8,AATF,AAK1,A4GALT
2,ABLIM3,ABHD12,ABCC5,ABCA5,AASDH,A4GNT,ABLIM3,ABHD12,ABCC5,ABCA5,AASDH,A4GNT,ABLIM3,ABHD12,ABCC5,ABCA5,AASDH,A4GNT,ABLIM3,ABHD12,ABCC5,ABCA5,AASDH,A4GNT,ABLIM3,ABHD12,ABCC5,ABCA5,AASDH,A4GNT
3,ACRBP,ABHD17A,ABCG1,ABCA7,AASDHPPT,AADAT,ACRBP,ABHD17A,ABCG1,ABCA7,AASDHPPT,AADAT,ACRBP,ABHD17A,ABCG1,ABCA7,AASDHPPT,AADAT,ACRBP,ABHD17A,ABCG1,ABCA7,AASDHPPT,AADAT,ACRBP,ABHD17A,ABCG1,ABCA7,AASDHPPT,AADAT
4,ACTN1,ABHD5,ABHD11,ABCA8,AASS,AAK1,ACTN1,ABHD5,ABHD11,ABCA8,AASS,AAK1,ACTN1,ABHD5,ABHD11,ABCA8,AASS,AAK1,ACTN1,ABHD5,ABHD11,ABCA8,AASS,AAK1,ACTN1,ABHD5,ABHD11,ABCA8,AASS,AAK1
5,ACTN4,ABL2,ABHD12,ABCC1,AATF,AAMDC,ACTN4,ABL2,ABHD12,ABCC1,AATF,AAMDC,ACTN4,ABL2,ABHD12,ABCC1,AATF,AAMDC,ACTN4,ABL2,ABHD12,ABCC1,AATF,AAMDC,ACTN4,ABL2,ABHD12,ABCC1,AATF,AAMDC
6,ACTR2,ABLIM1,ABHD17A,ABCC4,ABCA1,AAMP,ACTR2,ABLIM1,ABHD17A,ABCC4,ABCA1,AAMP,ACTR2,ABLIM1,ABHD17A,ABCC4,ABCA1,AAMP,ACTR2,ABLIM1,ABHD17A,ABCC4,ABCA1,AAMP,ACTR2,ABLIM1,ABHD17A,ABCC4,ABCA1,AAMP
7,ADGRE5,ABLIM3,ABHD3,ABCC5,ABCA2,AAR2,ADGRE5,ABLIM3,ABHD3,ABCC5,ABCA2,AAR2,ADGRE5,ABLIM3,ABHD3,ABCC5,ABCA2,AAR2,ADGRE5,ABLIM3,ABHD3,ABCC5,ABCA2,AAR2,ADGRE5,ABLIM3,ABHD3,ABCC5,ABCA2,AAR2
8,AFF1,ABTB1,ABHD5,ABCG1,ABCA4,AARS,AFF1,ABTB1,ABHD5,ABCG1,ABCA4,AARS,AFF1,ABTB1,ABHD5,ABCG1,ABCA4,AARS,AFF1,ABTB1,ABHD5,ABCG1,ABCA4,AARS,AFF1,ABTB1,ABHD5,ABCG1,ABCA4,AARS
9,AGFG1,AC009506.1,ABL2,ABHD11,ABCA5,AARSD1,AGFG1,AC009506.1,ABL2,ABHD11,ABCA5,AARSD1,AGFG1,AC009506.1,ABL2,ABHD11,ABCA5,AARSD1,AGFG1,AC009506.1,ABL2,ABHD11,ABCA5,AARSD1,AGFG1,AC009506.1,ABL2,ABHD11,ABCA5,AARSD1
