,3368-NUSVR--nu=0.05-C=0.1,3368-NUSVR--nu=0.1-C=0.1,3368-NUSVR--nu=0.15-C=0.1,3368-NUSVR--nu=0.25-C=0.1,3368-NUSVR--nu=0.5-C=0.1,3368-NUSVR--nu=0.75-C=0.1,3368-NUSVR--nu=0.05-C=0.5,3368-NUSVR--nu=0.1-C=0.5,3368-NUSVR--nu=0.15-C=0.5,3368-NUSVR--nu=0.25-C=0.5,3368-NUSVR--nu=0.5-C=0.5,3368-NUSVR--nu=0.75-C=0.5,3368-NUSVR--nu=0.05-C=0.75,3368-NUSVR--nu=0.1-C=0.75,3368-NUSVR--nu=0.15-C=0.75,3368-NUSVR--nu=0.25-C=0.75,3368-NUSVR--nu=0.5-C=0.75,3368-NUSVR--nu=0.75-C=0.75,3368-NUSVR--nu=0.05-C=1,3368-NUSVR--nu=0.1-C=1,3368-NUSVR--nu=0.15-C=1,3368-NUSVR--nu=0.25-C=1,3368-NUSVR--nu=0.5-C=1,3368-NUSVR--nu=0.75-C=1,3368-NUSVR--nu=0.05-C=10,3368-NUSVR--nu=0.1-C=10,3368-NUSVR--nu=0.15-C=10,3368-NUSVR--nu=0.25-C=10,3368-NUSVR--nu=0.5-C=10,3368-NUSVR--nu=0.75-C=10
0,ABHD11,AATK,AATK,A2M,A1BG,A1BG,ABHD11,AATK,AATK,A2M,A1BG,A1BG,ABHD11,AATK,AATK,A2M,A1BG,A1BG,ABHD11,AATK,AATK,A2M,A1BG,A1BG,ABHD11,AATK,AATK,A2M,A1BG,A1BG
1,ABHD17A,ABCC3,ABCC1,AAK1,A2M,A2M,ABHD17A,ABCC3,ABCC1,AAK1,A2M,A2M,ABHD17A,ABCC3,ABCC1,AAK1,A2M,A2M,ABHD17A,ABCC3,ABCC1,AAK1,A2M,A2M,ABHD17A,ABCC3,ABCC1,AAK1,A2M,A2M
2,ABLIM3,ABHD11,ABCC3,AASDH,AAK1,A4GNT,ABLIM3,ABHD11,ABCC3,AASDH,AAK1,A4GNT,ABLIM3,ABHD11,ABCC3,AASDH,AAK1,A4GNT,ABLIM3,ABHD11,ABCC3,AASDH,AAK1,A4GNT,ABLIM3,ABHD11,ABCC3,AASDH,AAK1,A4GNT
3,ACP1,ABHD12,ABCC4,AATF,AARS,AAK1,ACP1,ABHD12,ABCC4,AATF,AARS,AAK1,ACP1,ABHD12,ABCC4,AATF,AARS,AAK1,ACP1,ABHD12,ABCC4,AATF,AARS,AAK1,ACP1,ABHD12,ABCC4,AATF,AARS,AAK1
4,ACPP,ABHD17A,ABCC5,AATK,AARSD1,AAMP,ACPP,ABHD17A,ABCC5,AATK,AARSD1,AAMP,ACPP,ABHD17A,ABCC5,AATK,AARSD1,AAMP,ACPP,ABHD17A,ABCC5,AATK,AARSD1,AAMP,ACPP,ABHD17A,ABCC5,AATK,AARSD1,AAMP
5,ACRBP,ABL2,ABHD11,ABCA2,AASDH,AAR2,ACRBP,ABL2,ABHD11,ABCA2,AASDH,AAR2,ACRBP,ABL2,ABHD11,ABCA2,AASDH,AAR2,ACRBP,ABL2,ABHD11,ABCA2,AASDH,AAR2,ACRBP,ABL2,ABHD11,ABCA2,AASDH,AAR2
6,ACTN1,ABLIM3,ABHD12,ABCA5,AASDHPPT,AARS,ACTN1,ABLIM3,ABHD12,ABCA5,AASDHPPT,AARS,ACTN1,ABLIM3,ABHD12,ABCA5,AASDHPPT,AARS,ACTN1,ABLIM3,ABHD12,ABCA5,AASDHPPT,AARS,ACTN1,ABLIM3,ABHD12,ABCA5,AASDHPPT,AARS
7,ACTN4,AC009506.1,ABHD17A,ABCC1,AASS,AARSD1,ACTN4,AC009506.1,ABHD17A,ABCC1,AASS,AARSD1,ACTN4,AC009506.1,ABHD17A,ABCC1,AASS,AARSD1,ACTN4,AC009506.1,ABHD17A,ABCC1,AASS,AARSD1,ACTN4,AC009506.1,ABHD17A,ABCC1,AASS,AARSD1
8,ACTR2,ACP1,ABHD3,ABCC3,AATF,AASDH,ACTR2,ACP1,ABHD3,ABCC3,AATF,AASDH,ACTR2,ACP1,ABHD3,ABCC3,AATF,AASDH,ACTR2,ACP1,ABHD3,ABCC3,AATF,AASDH,ACTR2,ACP1,ABHD3,ABCC3,AATF,AASDH
9,ACTR3,ACPP,ABHD5,ABCC4,AATK,AASDHPPT,ACTR3,ACPP,ABHD5,ABCC4,AATK,AASDHPPT,ACTR3,ACPP,ABHD5,ABCC4,AATK,AASDHPPT,ACTR3,ACPP,ABHD5,ABCC4,AATK,AASDHPPT,ACTR3,ACPP,ABHD5,ABCC4,AATK,AASDHPPT
10,ADIPOR1,ACRBP,ABL2,ABCC5,ABCA10,AASS,ADIPOR1,ACRBP,ABL2,ABCC5,ABCA10,AASS,ADIPOR1,ACRBP,ABL2,ABCC5,ABCA10,AASS,ADIPOR1,ACRBP,ABL2,ABCC5,ABCA10,AASS,ADIPOR1,ACRBP,ABL2,ABCC5,ABCA10,AASS
11,AGPAT1,ACTN1,ABLIM3,ABCG1,ABCA2,AATF,AGPAT1,ACTN1,ABLIM3,ABCG1,ABCA2,AATF,AGPAT1,ACTN1,ABLIM3,ABCG1,ABCA2,AATF,AGPAT1,ACTN1,ABLIM3,ABCG1,ABCA2,AATF,AGPAT1,ACTN1,ABLIM3,ABCG1,ABCA2,AATF
12,AGPAT5,ACTN4,ABO,ABHD11,ABCA5,AATK,AGPAT5,ACTN4,ABO,ABHD11,ABCA5,AATK,AGPAT5,ACTN4,ABO,ABHD11,ABCA5,AATK,AGPAT5,ACTN4,ABO,ABHD11,ABCA5,AATK,AGPAT5,ACTN4,ABO,ABHD11,ABCA5,AATK
13,AKAP13,ACTR2,ABTB1,ABHD12,ABCB1,ABCA10,AKAP13,ACTR2,ABTB1,ABHD12,ABCB1,ABCA10,AKAP13,ACTR2,ABTB1,ABHD12,ABCB1,ABCA10,AKAP13,ACTR2,ABTB1,ABHD12,ABCB1,ABCA10,AKAP13,ACTR2,ABTB1,ABHD12,ABCB1,ABCA10
14,AKIRIN1,ACTR3,AC009506.1,ABHD17A,ABCB8,ABCA12,AKIRIN1,ACTR3,AC009506.1,ABHD17A,ABCB8,ABCA12,AKIRIN1,ACTR3,AC009506.1,ABHD17A,ABCB8,ABCA12,AKIRIN1,ACTR3,AC009506.1,ABHD17A,ABCB8,ABCA12,AKIRIN1,ACTR3,AC009506.1,ABHD17A,ABCB8,ABCA12
15,AKIRIN2,ACVR2A,ACLY,ABHD3,ABCB9,ABCA2,AKIRIN2,ACVR2A,ACLY,ABHD3,ABCB9,ABCA2,AKIRIN2,ACVR2A,ACLY,ABHD3,ABCB9,ABCA2,AKIRIN2,ACVR2A,ACLY,ABHD3,ABCB9,ABCA2,AKIRIN2,ACVR2A,ACLY,ABHD3,ABCB9,ABCA2
16,AKNA,ADAM28,ACP1,ABHD5,ABCC1,ABCA3,AKNA,ADAM28,ACP1,ABHD5,ABCC1,ABCA3,AKNA,ADAM28,ACP1,ABHD5,ABCC1,ABCA3,AKNA,ADAM28,ACP1,ABHD5,ABCC1,ABCA3,AKNA,ADAM28,ACP1,ABHD5,ABCC1,ABCA3
17,ALOX5AP,ADD3,ACPP,ABI3,ABCC3,ABCA5,ALOX5AP,ADD3,ACPP,ABI3,ABCC3,ABCA5,ALOX5AP,ADD3,ACPP,ABI3,ABCC3,ABCA5,ALOX5AP,ADD3,ACPP,ABI3,ABCC3,ABCA5,ALOX5AP,ADD3,ACPP,ABI3,ABCC3,ABCA5
18,AMBP,ADGRG6,ACRBP,ABI3BP,ABCC4,ABCA6,AMBP,ADGRG6,ACRBP,ABI3BP,ABCC4,ABCA6,AMBP,ADGRG6,ACRBP,ABI3BP,ABCC4,ABCA6,AMBP,ADGRG6,ACRBP,ABI3BP,ABCC4,ABCA6,AMBP,ADGRG6,ACRBP,ABI3BP,ABCC4,ABCA6
19,ANK1,ADGRL4,ACSL4,ABL1,ABCC5,ABCB1,ANK1,ADGRL4,ACSL4,ABL1,ABCC5,ABCB1,ANK1,ADGRL4,ACSL4,ABL1,ABCC5,ABCB1,ANK1,ADGRL4,ACSL4,ABL1,ABCC5,ABCB1,ANK1,ADGRL4,ACSL4,ABL1,ABCC5,ABCB1
20,ANKRD33B,ADIPOR1,ACTN1,ABL2,ABCD3,ABCB11,ANKRD33B,ADIPOR1,ACTN1,ABL2,ABCD3,ABCB11,ANKRD33B,ADIPOR1,ACTN1,ABL2,ABCD3,ABCB11,ANKRD33B,ADIPOR1,ACTN1,ABL2,ABCD3,ABCB11,ANKRD33B,ADIPOR1,ACTN1,ABL2,ABCD3,ABCB11
21,ANKRD36C,ADIPOR2,ACTN4,ABLIM3,ABCF2,ABCB8,ANKRD36C,ADIPOR2,ACTN4,ABLIM3,ABCF2,ABCB8,ANKRD36C,ADIPOR2,ACTN4,ABLIM3,ABCF2,ABCB8,ANKRD36C,ADIPOR2,ACTN4,ABLIM3,ABCF2,ABCB8,ANKRD36C,ADIPOR2,ACTN4,ABLIM3,ABCF2,ABCB8
22,ANKRD9,AFAP1L2,ACTR2,ABO,ABCF3,ABCB9,ANKRD9,AFAP1L2,ACTR2,ABO,ABCF3,ABCB9,ANKRD9,AFAP1L2,ACTR2,ABO,ABCF3,ABCB9,ANKRD9,AFAP1L2,ACTR2,ABO,ABCF3,ABCB9,ANKRD9,AFAP1L2,ACTR2,ABO,ABCF3,ABCB9
23,ANO6,AFF1,ACTR3,ABTB1,ABCG1,ABCC1,ANO6,AFF1,ACTR3,ABTB1,ABCG1,ABCC1,ANO6,AFF1,ACTR3,ABTB1,ABCG1,ABCC1,ANO6,AFF1,ACTR3,ABTB1,ABCG1,ABCC1,ANO6,AFF1,ACTR3,ABTB1,ABCG1,ABCC1
24,ANP32A,AGO1,ACVR2A,AC009506.1,ABHD11,ABCC13,ANP32A,AGO1,ACVR2A,AC009506.1,ABHD11,ABCC13,ANP32A,AGO1,ACVR2A,AC009506.1,ABHD11,ABCC13,ANP32A,AGO1,ACVR2A,AC009506.1,ABHD11,ABCC13,ANP32A,AGO1,ACVR2A,AC009506.1,ABHD11,ABCC13
25,ANP32B,AGPAT1,ACYP1,ACAP2,ABHD12,ABCC3,ANP32B,AGPAT1,ACYP1,ACAP2,ABHD12,ABCC3,ANP32B,AGPAT1,ACYP1,ACAP2,ABHD12,ABCC3,ANP32B,AGPAT1,ACYP1,ACAP2,ABHD12,ABCC3,ANP32B,AGPAT1,ACYP1,ACAP2,ABHD12,ABCC3
26,ANXA1,AGPAT5,ACYP2,ACKR3,ABHD13,ABCC4,ANXA1,AGPAT5,ACYP2,ACKR3,ABHD13,ABCC4,ANXA1,AGPAT5,ACYP2,ACKR3,ABHD13,ABCC4,ANXA1,AGPAT5,ACYP2,ACKR3,ABHD13,ABCC4,ANXA1,AGPAT5,ACYP2,ACKR3,ABHD13,ABCC4
27,ANXA13,AGT,ADAM28,ACLY,ABHD15,ABCC5,ANXA13,AGT,ADAM28,ACLY,ABHD15,ABCC5,ANXA13,AGT,ADAM28,ACLY,ABHD15,ABCC5,ANXA13,AGT,ADAM28,ACLY,ABHD15,ABCC5,ANXA13,AGT,ADAM28,ACLY,ABHD15,ABCC5
