,2515-NUSVR--nu=0.05-C=0.1,2515-NUSVR--nu=0.1-C=0.1,2515-NUSVR--nu=0.15-C=0.1,2515-NUSVR--nu=0.25-C=0.1,2515-NUSVR--nu=0.5-C=0.1,2515-NUSVR--nu=0.75-C=0.1,2515-NUSVR--nu=0.05-C=0.5,2515-NUSVR--nu=0.1-C=0.5,2515-NUSVR--nu=0.15-C=0.5,2515-NUSVR--nu=0.25-C=0.5,2515-NUSVR--nu=0.5-C=0.5,2515-NUSVR--nu=0.75-C=0.5,2515-NUSVR--nu=0.05-C=0.75,2515-NUSVR--nu=0.1-C=0.75,2515-NUSVR--nu=0.15-C=0.75,2515-NUSVR--nu=0.25-C=0.75,2515-NUSVR--nu=0.5-C=0.75,2515-NUSVR--nu=0.75-C=0.75,2515-NUSVR--nu=0.05-C=1,2515-NUSVR--nu=0.1-C=1,2515-NUSVR--nu=0.15-C=1,2515-NUSVR--nu=0.25-C=1,2515-NUSVR--nu=0.5-C=1,2515-NUSVR--nu=0.75-C=1,2515-NUSVR--nu=0.05-C=10,2515-NUSVR--nu=0.1-C=10,2515-NUSVR--nu=0.15-C=10,2515-NUSVR--nu=0.25-C=10,2515-NUSVR--nu=0.5-C=10,2515-NUSVR--nu=0.75-C=10
0,ABHD11,ABCA8,AAK1,AAK1,A1BG,A1BG,ABHD11,ABCA8,AAK1,AAK1,A1BG,A1BG,ABHD11,ABCA8,AAK1,AAK1,A1BG,A1BG,ABHD11,ABCA8,AAK1,AAK1,A1BG,A1BG,ABHD11,ABCA8,AAK1,AAK1,A1BG,A1BG
1,ABHD12,ABHD11,ABCA8,AASS,A2M,A2M,ABHD12,ABHD11,ABCA8,AASS,A2M,A2M,ABHD12,ABHD11,ABCA8,AASS,A2M,A2M,ABHD17A,ABHD11,ABCA8,AASS,A2M,A2M,ABHD17A,ABHD11,ABCA8,AASS,A2M,A2M
2,ABHD17A,ABHD12,ABCC3,AATK,AAK1,A4GALT,ABHD17A,ABHD12,ABCC3,AATK,AAK1,A4GALT,ABHD17A,ABHD12,ABCC3,AATK,AAK1,A4GALT,ABL2,ABHD12,ABCC3,AATK,AAK1,A4GALT,ABL2,ABHD12,ABCC3,AATK,AAK1,A4GALT
3,ABLIM3,ABHD17A,ABCC4,ABCA8,AAMP,AAK1,ABL2,ABHD17A,ABCC4,ABCA8,AAMP,AAK1,ABL2,ABHD17A,ABCC4,ABCA8,AAMP,AAK1,ABLIM3,ABHD17A,ABCC4,ABCA8,AAMP,AAK1,ABLIM3,ABHD17A,ABCC4,ABCA8,AAMP,AAK1
4,ACPP,ABL2,ABCC5,ABCB9,AARD,AAMP,ABLIM3,ABL2,ABCC5,ABCB9,AARD,AAMP,ABLIM3,ABL2,ABCC5,ABCB9,AARD,AAMP,ACPP,ABL2,ABCC5,ABCB9,AARD,AAMP,ACPP,ABL2,ABCC5,ABCB9,AARD,AAMP
5,ACRBP,ABLIM3,ABHD11,ABCC1,AARS,AARD,ACPP,ABLIM3,ABHD11,ABCC1,AARS,AARD,ACPP,ABLIM3,ABHD11,ABCC1,AARS,AARD,ACRBP,ABLIM3,ABHD11,ABCC1,AARS,AARD,ACRBP,ABLIM3,ABHD11,ABCC1,AARS,AARD
6,ACTN1,ABO,ABHD12,ABCC3,AARS2,AARS,ACRBP,ABO,ABHD12,ABCC3,AARS2,AARS,ACRBP,ABO,ABHD12,ABCC3,AARS2,AARS,ACTN1,ABO,ABHD12,ABCC3,AARS2,AARS,ACTN1,ABO,ABHD12,ABCC3,AARS2,AARS
7,ACTN4,AC009506.1,ABHD17A,ABCC4,AARSD1,AARS2,ACTN1,AC009506.1,ABHD17A,ABCC4,AARSD1,AARS2,ACTN1,AC009506.1,ABHD17A,ABCC4,AARSD1,AARS2,ACTN4,AC009506.1,ABHD17A,ABCC4,AARSD1,AARS2,ACTN4,AC009506.1,ABHD17A,ABCC4,AARSD1,AARS2
8,ACTR2,AC144652.1,ABHD3,ABCC5,AASDH,AARSD1,ACTN4,AC144652.1,ABHD3,ABCC5,AASDH,AARSD1,ACTN4,AC144652.1,ABHD3,ABCC5,AASDH,AARSD1,ACTR2,AC144652.1,ABHD3,ABCC5,AASDH,AARSD1,ACTR2,AC144652.1,ABHD3,ABCC5,AASDH,AARSD1
9,ACTR3,AC147651.4,ABHD5,ABCG1,AASS,AASDH,ACTR2,AC147651.4,ABHD5,ABCG1,AASS,AASDH,ACTR2,AC147651.4,ABHD5,ABCG1,AASS,AASDH,ACTR3,AC147651.4,ABHD5,ABCG1,AASS,AASDH,ACTR3,AC147651.4,ABHD5,ABCG1,AASS,AASDH
10,ADGRL4,ACRBP,ABL2,ABHD11,AATF,AASS,ACTR3,ACRBP,ABL2,ABHD11,AATF,AASS,ACTR3,ACRBP,ABL2,ABHD11,AATF,AASS,ADGRL4,ACRBP,ABL2,ABHD11,AATF,AASS,ADGRL4,ACRBP,ABL2,ABHD11,AATF,AASS
11,ADIPOR1,ACSL4,ABLIM3,ABHD12,AATK,AATF,ADGRL4,ACSL4,ABLIM3,ABHD12,AATK,AATF,ADGRL4,ACSL4,ABLIM3,ABHD12,AATK,AATF,ADIPOR1,ACSL4,ABLIM3,ABHD12,AATK,AATF,ADIPOR1,ACSL4,ABLIM3,ABHD12,AATK,AATF
12,AGPAT5,ACTN1,ABO,ABHD17A,ABCA1,AATK,ADIPOR1,ACTN1,ABO,ABHD17A,ABCA1,AATK,ADIPOR1,ACTN1,ABO,ABHD17A,ABCA1,AATK,AGPAT5,ACTN1,ABO,ABHD17A,ABCA1,AATK,AGPAT5,ACTN1,ABO,ABHD17A,ABCA1,AATK
13,AGTRAP,ACTN4,AC009506.1,ABHD3,ABCA5,ABCA1,AGPAT5,ACTN4,AC009506.1,ABHD3,ABCA5,ABCA1,AGPAT5,ACTN4,AC009506.1,ABHD3,ABCA5,ABCA1,AGTRAP,ACTN4,AC009506.1,ABHD3,ABCA5,ABCA1,AGTRAP,ACTN4,AC009506.1,ABHD3,ABCA5,ABCA1
14,AKAP13,ACTR2,AC144652.1,ABHD5,ABCA8,ABCA3,AGTRAP,ACTR2,AC144652.1,ABHD5,ABCA8,ABCA3,AGTRAP,ACTR2,AC144652.1,ABHD5,ABCA8,ABCA3,AKAP13,ACTR2,AC144652.1,ABHD5,ABCA8,ABCA3,AKAP13,ACTR2,AC144652.1,ABHD5,ABCA8,ABCA3
15,AKIRIN2,ACTR3,AC147651.4,ABHD6,ABCB1,ABCA5,AKAP13,ACTR3,AC147651.4,ABHD6,ABCB1,ABCA5,AKAP13,ACTR3,AC147651.4,ABHD6,ABCB1,ABCA5,AKIRIN2,ACTR3,AC147651.4,ABHD6,ABCB1,ABCA5,AKIRIN2,ACTR3,AC147651.4,ABHD6,ABCB1,ABCA5
