,5767-NUSVR--nu=0.05-C=0.1,5767-NUSVR--nu=0.1-C=0.1,5767-NUSVR--nu=0.15-C=0.1,5767-NUSVR--nu=0.25-C=0.1,5767-NUSVR--nu=0.5-C=0.1,5767-NUSVR--nu=0.75-C=0.1,5767-NUSVR--nu=0.05-C=0.5,5767-NUSVR--nu=0.1-C=0.5,5767-NUSVR--nu=0.15-C=0.5,5767-NUSVR--nu=0.25-C=0.5,5767-NUSVR--nu=0.5-C=0.5,5767-NUSVR--nu=0.75-C=0.5,5767-NUSVR--nu=0.05-C=0.75,5767-NUSVR--nu=0.1-C=0.75,5767-NUSVR--nu=0.15-C=0.75,5767-NUSVR--nu=0.25-C=0.75,5767-NUSVR--nu=0.5-C=0.75,5767-NUSVR--nu=0.75-C=0.75,5767-NUSVR--nu=0.05-C=1,5767-NUSVR--nu=0.1-C=1,5767-NUSVR--nu=0.15-C=1,5767-NUSVR--nu=0.25-C=1,5767-NUSVR--nu=0.5-C=1,5767-NUSVR--nu=0.75-C=1,5767-NUSVR--nu=0.05-C=10,5767-NUSVR--nu=0.1-C=10,5767-NUSVR--nu=0.15-C=10,5767-NUSVR--nu=0.25-C=10,5767-NUSVR--nu=0.5-C=10,5767-NUSVR--nu=0.75-C=10
0,ABCA8,ABCA8,A2M,A2M,A2M,A2M,ABCA8,ABCA8,A2M,A2M,A2M,A1CF,ABCA8,ABCA8,A2M,A2M,A2M,A1CF,ABCA8,ABCA8,A2M,A2M,A2M,A1CF,ABCA8,ABCA8,A2M,A2M,A2M,A1CF
1,ABHD3,ABCC3,ABCA5,AARS,A4GALT,A4GALT,ABHD3,ABCC3,ABCA5,AARS,A4GALT,A2M,ABHD3,ABCC3,ABCA5,AARS,A4GALT,A2M,ABHD3,ABCC3,ABCA5,AARS,A4GALT,A2M,ABHD3,ABCC3,ABCA5,AARS,A4GALT,A2M
2,ABL2,ABCC5,ABCA8,AASDH,AADAT,AADACP1,ABL2,ABCC5,ABCA8,AASDH,AADAT,A4GALT,ABL2,ABCC5,ABCA8,AASDH,AADAT,A4GALT,ABL2,ABCC5,ABCA8,AASDH,AADAT,A4GALT,ABL2,ABCC5,ABCA8,AASDH,AADAT,A4GALT
3,ABLIM3,ABHD12,ABCC3,AATF,AAK1,AADAT,ABLIM3,ABHD12,ABCC3,AATF,AAK1,AADACP1,ABLIM3,ABHD12,ABCC3,AATF,AAK1,AADACP1,ABLIM3,ABHD12,ABCC3,AATF,AAK1,AADACP1,ABLIM3,ABHD12,ABCC3,AATF,AAK1,AADACP1
4,ACPP,ABHD17A,ABCC5,ABCA5,AAMP,AAK1,ACRBP,ABHD17A,ABCC5,ABCA5,AAMP,AADAT,ACRBP,ABHD17A,ABCC5,ABCA5,AAMP,AADAT,ACRBP,ABHD17A,ABCC5,ABCA5,AAMP,AADAT,ACRBP,ABHD17A,ABCC5,ABCA5,AAMP,AADAT
5,ACRBP,ABHD3,ABCG1,ABCA8,AARS,AAMDC,ACTN4,ABHD3,ABCG1,ABCA8,AARS,AAK1,ACTN4,ABHD3,ABCG1,ABCA8,AARS,AAK1,ACTN4,ABHD3,ABCG1,ABCA8,AARS,AAK1,ACTN4,ABHD3,ABCG1,ABCA8,AARS,AAK1
6,ACTN4,ABL2,ABHD12,ABCB9,AARS2,AAMP,ACTR2,ABL2,ABHD12,ABCB9,AARS2,AAMDC,ACTR2,ABL2,ABHD12,ABCB9,AARS2,AAMDC,ACTR2,ABL2,ABHD12,ABCB9,AARS2,AAMDC,ACTR2,ABL2,ABHD12,ABCB9,AARS2,AAMDC
7,ACTR2,ABLIM1,ABHD17A,ABCC3,AARSD1,AAR2,ACTR3,ABLIM1,ABHD17A,ABCC3,AARSD1,AAMP,ACTR3,ABLIM1,ABHD17A,ABCC3,AARSD1,AAMP,ACTR3,ABLIM1,ABHD17A,ABCC3,AARSD1,AAMP,ACTR3,ABLIM1,ABHD17A,ABCC3,AARSD1,AAMP
8,ACTR3,ABLIM3,ABHD3,ABCC5,AASDH,AARS,ACYP1,ABLIM3,ABHD3,ABCC5,AASDH,AAR2,ACYP1,ABLIM3,ABHD3,ABCC5,AASDH,AAR2,ACYP1,ABLIM3,ABHD3,ABCC5,AASDH,AAR2,ACYP1,ABLIM3,ABHD3,ABCC5,AASDH,AAR2
9,ACYP1,ACPP,ABHD6,ABCG1,AASS,AARS2,ADIPOR1,ACPP,ABHD6,ABCG1,AASS,AARS,ADIPOR1,ACPP,ABHD6,ABCG1,AASS,AARS,ADIPOR1,ACPP,ABHD6,ABCG1,AASS,AARS,ADIPOR1,ACPP,ABHD6,ABCG1,AASS,AARS
