,11406-NUSVR--nu=0.05-C=0.1,11406-NUSVR--nu=0.1-C=0.1,11406-NUSVR--nu=0.15-C=0.1,11406-NUSVR--nu=0.25-C=0.1,11406-NUSVR--nu=0.5-C=0.1,11406-NUSVR--nu=0.75-C=0.1,11406-NUSVR--nu=0.05-C=0.5,11406-NUSVR--nu=0.1-C=0.5,11406-NUSVR--nu=0.15-C=0.5,11406-NUSVR--nu=0.25-C=0.5,11406-NUSVR--nu=0.5-C=0.5,11406-NUSVR--nu=0.75-C=0.5,11406-NUSVR--nu=0.05-C=0.75,11406-NUSVR--nu=0.1-C=0.75,11406-NUSVR--nu=0.15-C=0.75,11406-NUSVR--nu=0.25-C=0.75,11406-NUSVR--nu=0.5-C=0.75,11406-NUSVR--nu=0.75-C=0.75,11406-NUSVR--nu=0.05-C=1,11406-NUSVR--nu=0.1-C=1,11406-NUSVR--nu=0.15-C=1,11406-NUSVR--nu=0.25-C=1,11406-NUSVR--nu=0.5-C=1,11406-NUSVR--nu=0.75-C=1,11406-NUSVR--nu=0.05-C=10,11406-NUSVR--nu=0.1-C=10,11406-NUSVR--nu=0.15-C=10,11406-NUSVR--nu=0.25-C=10,11406-NUSVR--nu=0.5-C=10,11406-NUSVR--nu=0.75-C=10
0,ABHD11,ABCA8,AASS,A1BG,A1BG,A1BG,ABHD11,ABCA8,AASS,A1BG,A1BG,A1BG,ABHD11,ABCA8,AASS,A1BG,A1BG,A1BG,ABHD11,ABCA8,AASS,A1BG,A1BG,A1BG,ABHD11,ABCA8,AASS,A1BG,A1BG,A1BG
1,ABHD12,ABCC3,ABCA8,A4GALT,A2M,A1CF,ABHD12,ABCC3,ABCA8,A4GALT,A2M,A1CF,ABHD12,ABCC3,ABCA8,A4GALT,A2M,A1CF,ABHD12,ABCC3,ABCA8,A4GALT,A2M,A1CF,ABHD12,ABCC3,ABCA8,A4GALT,A2M,A1CF
2,ABLIM3,ABCC5,ABCC3,AASDH,A2ML1,A2M,ABLIM3,ABCC5,ABCC3,AASDH,A2ML1,A2M,ABLIM3,ABCC5,ABCC3,AASDH,A2ML1,A2M,ABLIM3,ABCC5,ABCC3,AASDH,A2ML1,A2M,ABLIM3,ABCC5,ABCC3,AASDH,A2ML1,A2M
3,ACPP,ABHD11,ABCC4,AASS,A4GALT,A2ML1,ACPP,ABHD11,ABCC4,AASS,A4GALT,A2ML1,ACPP,ABHD11,ABCC4,AASS,A4GALT,A2ML1,ACPP,ABHD11,ABCC4,AASS,A4GALT,A2ML1,ACPP,ABHD11,ABCC4,AASS,A4GALT,A2ML1
4,ACRBP,ABHD12,ABCC5,ABCA8,AAK1,A4GALT,ACRBP,ABHD12,ABCC5,ABCA8,AAK1,A4GALT,ACRBP,ABHD12,ABCC5,ABCA8,AAK1,A4GALT,ACRBP,ABHD12,ABCC5,ABCA8,AAK1,A4GALT,ACRBP,ABHD12,ABCC5,ABCA8,AAK1,A4GALT
5,ACTC1,ABL2,ABHD11,ABCB1,AAMP,AACS,ACTC1,ABL2,ABHD11,ABCB1,AAMP,AACS,ACTC1,ABL2,ABHD11,ABCB1,AAMP,AACS,ACTC1,ABL2,ABHD11,ABCB1,AAMP,AACS,ACTC1,ABL2,ABHD11,ABCB1,AAMP,AACS
6,ACTN1,ABLIM3,ABHD12,ABCB9,AARD,AADAT,ACTN1,ABLIM3,ABHD12,ABCB9,AARD,AADAT,ACTN1,ABLIM3,ABHD12,ABCB9,AARD,AADAT,ACTN1,ABLIM3,ABHD12,ABCB9,AARD,AADAT,ACTN1,ABLIM3,ABHD12,ABCB9,AARD,AADAT
7,ACTN4,AC009506.1,ABHD3,ABCC1,AARS,AAK1,ACTN4,AC009506.1,ABHD3,ABCC1,AARS,AAK1,ACTN4,AC009506.1,ABHD3,ABCC1,AARS,AAK1,ACTN4,AC009506.1,ABHD3,ABCC1,AARS,AAK1,ACTN4,AC009506.1,ABHD3,ABCC1,AARS,AAK1
8,ACTR2,ACPP,ABHD4,ABCC3,AARS2,AAMDC,ACTR2,ACPP,ABHD4,ABCC3,AARS2,AAMDC,ACTR2,ACPP,ABHD4,ABCC3,AARS2,AAMDC,ACTR2,ACPP,ABHD4,ABCC3,AARS2,AAMDC,ACTR2,ACPP,ABHD4,ABCC3,AARS2,AAMDC
9,ADGRG6,ACRBP,ABL2,ABCC4,AASDH,AAMP,ADGRG6,ACRBP,ABL2,ABCC4,AASDH,AAMP,ADGRG6,ACRBP,ABL2,ABCC4,AASDH,AAMP,ADGRG6,ACRBP,ABL2,ABCC4,AASDH,AAMP,ADGRG6,ACRBP,ABL2,ABCC4,AASDH,AAMP
