,11302-NUSVR--nu=0.05-C=0.1,11302-NUSVR--nu=0.1-C=0.1,11302-NUSVR--nu=0.15-C=0.1,11302-NUSVR--nu=0.25-C=0.1,11302-NUSVR--nu=0.5-C=0.1,11302-NUSVR--nu=0.75-C=0.1,11302-NUSVR--nu=0.05-C=0.5,11302-NUSVR--nu=0.1-C=0.5,11302-NUSVR--nu=0.15-C=0.5,11302-NUSVR--nu=0.25-C=0.5,11302-NUSVR--nu=0.5-C=0.5,11302-NUSVR--nu=0.75-C=0.5,11302-NUSVR--nu=0.05-C=0.75,11302-NUSVR--nu=0.1-C=0.75,11302-NUSVR--nu=0.15-C=0.75,11302-NUSVR--nu=0.25-C=0.75,11302-NUSVR--nu=0.5-C=0.75,11302-NUSVR--nu=0.75-C=0.75,11302-NUSVR--nu=0.05-C=1,11302-NUSVR--nu=0.1-C=1,11302-NUSVR--nu=0.15-C=1,11302-NUSVR--nu=0.25-C=1,11302-NUSVR--nu=0.5-C=1,11302-NUSVR--nu=0.75-C=1,11302-NUSVR--nu=0.05-C=10,11302-NUSVR--nu=0.1-C=10,11302-NUSVR--nu=0.15-C=10,11302-NUSVR--nu=0.25-C=10,11302-NUSVR--nu=0.5-C=10,11302-NUSVR--nu=0.75-C=10
0,ABHD5,ABCC3,AAK1,AAK1,A1BG,A1BG,ABHD5,ABCC3,AAK1,AAK1,A1BG,A1BG,ABHD5,ABCC3,AAK1,AAK1,A1BG,A1BG,ABHD5,ABCC3,AAK1,AAK1,A1BG,A1BG,ABHD5,ABCC3,AAK1,AAK1,A1BG,A1BG
1,ABL2,ABHD11,ABCB1,AARS2,A2M,A2M,ABL2,ABHD11,ABCB1,AARS2,A2M,A2M,ABL2,ABHD11,ABCB1,AARS2,A2M,A2M,ABL2,ABHD11,ABCB1,AARS2,A2M,A2M,ABL2,ABHD11,ABCB1,AARS2,A2M,A2M
2,ABLIM3,ABHD12,ABCC3,AASDH,AAK1,A4GNT,ABLIM3,ABHD12,ABCC3,AASDH,AAK1,A4GNT,ABLIM3,ABHD12,ABCC3,AASDH,AAK1,A4GNT,ABLIM3,ABHD12,ABCC3,AASDH,AAK1,A4GNT,ABLIM3,ABHD12,ABCC3,AASDH,AAK1,A4GNT
3,ACPP,ABHD17A,ABHD11,AATF,AAMP,AAK1,ACPP,ABHD17A,ABHD11,AATF,AAMP,AAK1,ACPP,ABHD17A,ABHD11,AATF,AAMP,AAK1,ACPP,ABHD17A,ABHD11,AATF,AAMP,AAK1,ACPP,ABHD17A,ABHD11,AATF,AAMP,AAK1
4,ACRBP,ABHD3,ABHD12,ABCB1,AARS,AAMDC,ACRBP,ABHD3,ABHD12,ABCB1,AARS,AAMDC,ACRBP,ABHD3,ABHD12,ABCB1,AARS,AAMDC,ACRBP,ABHD3,ABHD12,ABCB1,AARS,AAMDC,ACRBP,ABHD3,ABHD12,ABCB1,AARS,AAMDC
5,ACTN4,ABHD5,ABHD17A,ABCB9,AARS2,AAMP,ACTN4,ABHD5,ABHD17A,ABCB9,AARS2,AAMP,ACTN4,ABHD5,ABHD17A,ABCB9,AARS2,AAMP,ACTN4,ABHD5,ABHD17A,ABCB9,AARS2,AAMP,ACTN4,ABHD5,ABHD17A,ABCB9,AARS2,AAMP
6,ACTR2,ABL2,ABHD3,ABCC1,AARSD1,AAR2,ACTR2,ABL2,ABHD3,ABCC1,AARSD1,AAR2,ACTR2,ABL2,ABHD3,ABCC1,AARSD1,AAR2,ACTR2,ABL2,ABHD3,ABCC1,AARSD1,AAR2,ACTR2,ABL2,ABHD3,ABCC1,AARSD1,AAR2
7,ACTR3,ABLIM3,ABHD5,ABCC3,AASDH,AARS,ACTR3,ABLIM3,ABHD5,ABCC3,AASDH,AARS,ACTR3,ABLIM3,ABHD5,ABCC3,AASDH,AARS,ACTR3,ABLIM3,ABHD5,ABCC3,AASDH,AARS,ACTR3,ABLIM3,ABHD5,ABCC3,AASDH,AARS
8,ADGRE5,ACER3,ABL2,ABCC4,AATF,AARS2,ADGRE5,ACER3,ABL2,ABCC4,AATF,AARS2,ADGRE5,ACER3,ABL2,ABCC4,AATF,AARS2,ADGRE5,ACER3,ABL2,ABCC4,AATF,AARS2,ADGRE5,ACER3,ABL2,ABCC4,AATF,AARS2
9,ADGRG6,ACPP,ABLIM1,ABCC5,ABCA5,AARSD1,ADGRG6,ACPP,ABLIM1,ABCC5,ABCA5,AARSD1,ADGRG6,ACPP,ABLIM1,ABCC5,ABCA5,AARSD1,ADGRG6,ACPP,ABLIM1,ABCC5,ABCA5,AARSD1,ADGRG6,ACPP,ABLIM1,ABCC5,ABCA5,AARSD1
