,0,1,2,3
0,0.0,0.5296360177678855,0.5296360177678855,0.0
1,0.0,0.21287824695326343,0.21287824695326343,0.0
2,0.0,0.291884975386242,0.291884975386242,0.21287824695326343
3,0.0,0.8004730798999377,0.8004730798999377,0.291884975386242
4,0.5296360177678855,0.9009023487253262,0.9009023487253262,0.8004730798999377
5,0.0,0.36490499258383313,0.36490499258383313,0.0
6,0.0,0.562988185107922,0.562988185107922,0.36490499258383313
7,0.0,0.657476482563568,0.657476482563568,0.0
8,0.562988185107922,1.1668061010720123,1.1668061010720123,0.657476482563568
9,0.0,1.322700182284542,1.322700182284542,1.1668061010720123
10,0.9009023487253262,1.7133871107401235,1.7133871107401235,1.322700182284542
11,0.0,2.3382731661377862,2.3382731661377862,1.7133871107401235
