,0,1,2,3
0,0.0,0.36428620880621926,0.36428620880621926,0.0
1,0.0,0.39849268860534975,0.39849268860534975,0.0
2,0.36428620880621926,0.6119141547681282,0.6119141547681282,0.39849268860534975
3,0.0,0.3233918934429035,0.3233918934429035,0.0
4,0.0,0.700615425245446,0.700615425245446,0.3233918934429035
5,0.6119141547681282,1.0539575453878263,1.0539575453878263,0.700615425245446
6,0.0,1.4966825195737163,1.4966825195737163,1.0539575453878263
7,0.0,0.38571321083086135,0.38571321083086135,0.0
8,0.0,0.43357280071170506,0.43357280071170506,0.0
9,0.38571321083086135,0.5912369522505034,0.5912369522505034,0.43357280071170506
10,0.0,0.3282030410699993,0.3282030410699993,0.0
11,0.0,0.44720871194726414,0.44720871194726414,0.3282030410699993
12,0.0,0.7801100038062102,0.7801100038062102,0.44720871194726414
13,0.5912369522505034,0.9855601684565575,0.9855601684565575,0.7801100038062102
14,0.0,0.3479479270101502,0.3479479270101502,0.0
15,0.0,0.7118610452130896,0.7118610452130896,0.3479479270101502
16,0.0,0.33417551065307227,0.33417551065307227,0.0
17,0.0,0.19442375683842517,0.19442375683842517,0.0
18,0.0,0.4534936072539435,0.4534936072539435,0.19442375683842517
19,0.33417551065307227,0.6108036519276806,0.6108036519276806,0.4534936072539435
20,0.0,0.815452417538073,0.815452417538073,0.6108036519276806
21,0.7118610452130896,1.0808442879894962,1.0808442879894962,0.815452417538073
22,0.9855601684565575,1.71734330921607,1.71734330921607,1.0808442879894962
23,1.4966825195737163,2.1207415213737986,2.1207415213737986,1.71734330921607
24,0.0,0.3233835199380329,0.3233835199380329,0.0
25,0.0,1.0645854902482386,1.0645854902482386,0.0
26,0.3233835199380329,1.6603348309364467,1.6603348309364467,1.0645854902482386
27,0.0,2.3434389509648508,2.3434389509648508,1.6603348309364467
28,2.1207415213737986,3.4174109938387196,3.4174109938387196,2.3434389509648508
29,0.0,0.631648657102773,0.631648657102773,0.0
30,0.0,1.2909827246401853,1.2909827246401853,0.0
31,0.631648657102773,2.16869943302653,2.16869943302653,1.2909827246401853
32,0.0,0.9817354319560901,0.9817354319560901,0.0
33,0.0,1.47834533117488,1.47834533117488,0.9817354319560901
34,0.0,1.0055011722227416,1.0055011722227416,0.0
35,0.0,0.9525058679922818,0.9525058679922818,0.0
36,0.0,0.32183463791382044,0.32183463791382044,0.0
37,0.0,0.5278122884260134,0.5278122884260134,0.32183463791382044
38,0.0,1.6055586964100161,1.6055586964100161,0.5278122884260134
39,0.9525058679922818,1.9190601991792933,1.9190601991792933,1.6055586964100161
40,1.0055011722227416,2.77326300799242,2.77326300799242,1.9190601991792933
41,1.47834533117488,2.9686533451326516,2.9686533451326516,2.77326300799242
42,2.16869943302653,3.6510331390052726,3.6510331390052726,2.9686533451326516
43,3.4174109938387196,4.882342702548491,4.882342702548491,3.6510331390052726
44,0.0,0.7658757194102223,0.7658757194102223,0.0
45,0.0,0.4569072243411559,0.4569072243411559,0.0
46,0.0,0.9526672489891016,0.9526672489891016,0.4569072243411559
47,0.7658757194102223,1.2318990816795299,1.2318990816795299,0.9526672489891016
48,0.0,1.5328089976765873,1.5328089976765873,0.0
49,1.2318990816795299,2.0459037891284426,2.0459037891284426,1.5328089976765873
50,0.0,0.24056939549801967,0.24056939549801967,0.0
51,0.0,0.4970373147895646,0.4970373147895646,0.24056939549801967
52,0.0,0.6063574319183848,0.6063574319183848,0.0
53,0.0,0.2520252542160432,0.2520252542160432,0.0
54,0.0,0.4105260930965939,0.4105260930965939,0.2520252542160432
55,0.0,0.6554157554820332,0.6554157554820332,0.4105260930965939
56,0.6063574319183848,1.1822407035609641,1.1822407035609641,0.6554157554820332
57,0.4970373147895646,2.1981842871905193,2.1981842871905193,1.1822407035609641
58,2.0459037891284426,2.7787157370534983,2.7787157370534983,2.1981842871905193
59,0.0,5.535735109789135,5.535735109789135,2.7787157370534983
60,4.882342702548491,7.27966337209075,7.27966337209075,5.535735109789135
