,0,1,2,3
0,0.0,0.16302692646960906,0.16302692646960906,0.0
1,0.0,0.3269372419892503,0.3269372419892503,0.16302692646960906
2,0.0,0.09225641031454351,0.09225641031454351,0.0
3,0.0,0.10043510588328367,0.10043510588328367,0.0
4,0.0,0.18068946324799542,0.18068946324799542,0.10043510588328367
5,0.09225641031454351,0.2933413356677704,0.2933413356677704,0.18068946324799542
6,0.0,0.13619094783533875,0.13619094783533875,0.0
7,0.0,0.19934383019195287,0.19934383019195287,0.13619094783533875
8,0.0,0.3216961679305066,0.3216961679305066,0.0
9,0.19934383019195287,0.3381625421137863,0.3381625421137863,0.3216961679305066
10,0.0,0.4566910513043736,0.4566910513043736,0.3381625421137863
11,0.2933413356677704,0.48204345407203236,0.48204345407203236,0.4566910513043736
12,0.0,0.7511972321975381,0.7511972321975381,0.48204345407203236
13,0.3269372419892503,0.8510535463697679,0.8510535463697679,0.7511972321975381
