,2521-NUSVR--nu=0.05-C=0.1,2521-NUSVR--nu=0.1-C=0.1,2521-NUSVR--nu=0.15-C=0.1,2521-NUSVR--nu=0.25-C=0.1,2521-NUSVR--nu=0.5-C=0.1,2521-NUSVR--nu=0.75-C=0.1,2521-NUSVR--nu=0.05-C=0.5,2521-NUSVR--nu=0.1-C=0.5,2521-NUSVR--nu=0.15-C=0.5,2521-NUSVR--nu=0.25-C=0.5,2521-NUSVR--nu=0.5-C=0.5,2521-NUSVR--nu=0.75-C=0.5,2521-NUSVR--nu=0.05-C=0.75,2521-NUSVR--nu=0.1-C=0.75,2521-NUSVR--nu=0.15-C=0.75,2521-NUSVR--nu=0.25-C=0.75,2521-NUSVR--nu=0.5-C=0.75,2521-NUSVR--nu=0.75-C=0.75,2521-NUSVR--nu=0.05-C=1,2521-NUSVR--nu=0.1-C=1,2521-NUSVR--nu=0.15-C=1,2521-NUSVR--nu=0.25-C=1,2521-NUSVR--nu=0.5-C=1,2521-NUSVR--nu=0.75-C=1,2521-NUSVR--nu=0.05-C=10,2521-NUSVR--nu=0.1-C=10,2521-NUSVR--nu=0.15-C=10,2521-NUSVR--nu=0.25-C=10,2521-NUSVR--nu=0.5-C=10,2521-NUSVR--nu=0.75-C=10
0,ABCC3,AATK,AATK,A1BG,A1BG,A1BG,ABCC3,AATK,AATK,A1BG,A1BG,A1BG,ABCC3,AATK,AATK,A1BG,A1BG,A1BG,ABCC3,AATK,AATK,A1BG,A1BG,A1BG,ABCC3,AATK,AATK,A1BG,A1BG,A1BG
1,ABHD12,ABCC3,ABCC1,AATK,A2ML1,A2M,ABHD12,ABCC3,ABCC1,AASS,A2ML1,A2M,ABHD12,ABCC3,ABCC1,AASS,A2ML1,A2M,ABHD12,ABCC3,ABCC1,AASS,A2ML1,A2M,ABHD12,ABCC3,ABCC1,AASS,A2ML1,A2M
2,ABLIM3,ABCC4,ABCC3,ABCB9,AAMP,A2ML1,ABLIM3,ABCC4,ABCC3,AATK,AAMP,A2ML1,ABLIM3,ABCC4,ABCC3,AATK,AAMP,A2ML1,ABLIM3,ABCC4,ABCC3,AATK,AAMP,A2ML1,ABLIM3,ABCC4,ABCC3,AATK,AAMP,A2ML1
3,ACPP,ABCC5,ABCC4,ABCC1,AAR2,A4GALT,ACPP,ABCC5,ABCC4,ABCB9,AAR2,A4GALT,ACPP,ABCC5,ABCC4,ABCB9,AAR2,A4GALT,ACPP,ABCC5,ABCC4,ABCB9,AAR2,A4GALT,ACPP,ABCC5,ABCC4,ABCB9,AAR2,A4GALT
4,ACRBP,ABHD11,ABCC5,ABCC3,AARS,AAK1,ACRBP,ABHD11,ABCC5,ABCC1,AARS,AAK1,ACRBP,ABHD11,ABCC5,ABCC1,AARS,AAK1,ACRBP,ABHD11,ABCC5,ABCC1,AARS,AAK1,ACRBP,ABHD11,ABCC5,ABCC1,AARS,AAK1
5,ACTN1,ABHD12,ABHD11,ABCC4,AARS2,AAMP,ACTN1,ABHD12,ABHD11,ABCC3,AARS2,AAMP,ACTN1,ABHD12,ABHD11,ABCC3,AARS2,AAMP,ACTN1,ABHD12,ABHD11,ABCC3,AARS2,AAMP,ACTN1,ABHD12,ABHD11,ABCC3,AARS2,AAMP
6,ACTN4,ABHD5,ABHD12,ABCC5,AARSD1,AAR2,ACTN4,ABHD5,ABHD12,ABCC4,AARSD1,AAR2,ACTN4,ABHD5,ABHD12,ABCC4,AARSD1,AAR2,ACTN4,ABHD5,ABHD12,ABCC4,AARSD1,AAR2,ACTN4,ABHD5,ABHD12,ABCC4,AARSD1,AAR2
7,ACTR2,ABLIM3,ABHD5,ABHD11,AASDH,AARS,ACTR2,ABLIM3,ABHD5,ABCC5,AASDH,AARS,ACTR2,ABLIM3,ABHD5,ABCC5,AASDH,AARS,ACTR2,ABLIM3,ABHD5,ABCC5,AASDH,AARS,ACTR2,ABLIM3,ABHD5,ABCC5,AASDH,AARS
8,ADIPOR1,AC009506.1,ABI2,ABHD12,AASS,AARS2,ADIPOR1,AC009506.1,ABI2,ABHD11,AASS,AARS2,ADIPOR1,AC009506.1,ABI2,ABHD11,AASS,AARS2,ADIPOR1,AC009506.1,ABI2,ABHD11,AASS,AARS2,ADIPOR1,AC009506.1,ABI2,ABHD11,AASS,AARS2
9,ADIPOR2,AC022182.2,ABI3BP,ABHD17A,AATF,AARSD1,ADIPOR2,AC022182.2,ABI3BP,ABHD12,AATF,AARSD1,ADIPOR2,AC022182.2,ABI3BP,ABHD12,AATF,AARSD1,ADIPOR2,AC022182.2,ABI3BP,ABHD12,AATF,AARSD1,ADIPOR2,AC022182.2,ABI3BP,ABHD12,AATF,AARSD1
