,1960-NUSVR--nu=0.05-C=0.1,1960-NUSVR--nu=0.1-C=0.1,1960-NUSVR--nu=0.15-C=0.1,1960-NUSVR--nu=0.25-C=0.1,1960-NUSVR--nu=0.5-C=0.1,1960-NUSVR--nu=0.75-C=0.1,1960-NUSVR--nu=0.05-C=0.5,1960-NUSVR--nu=0.1-C=0.5,1960-NUSVR--nu=0.15-C=0.5,1960-NUSVR--nu=0.25-C=0.5,1960-NUSVR--nu=0.5-C=0.5,1960-NUSVR--nu=0.75-C=0.5,1960-NUSVR--nu=0.05-C=0.75,1960-NUSVR--nu=0.1-C=0.75,1960-NUSVR--nu=0.15-C=0.75,1960-NUSVR--nu=0.25-C=0.75,1960-NUSVR--nu=0.5-C=0.75,1960-NUSVR--nu=0.75-C=0.75,1960-NUSVR--nu=0.05-C=1,1960-NUSVR--nu=0.1-C=1,1960-NUSVR--nu=0.15-C=1,1960-NUSVR--nu=0.25-C=1,1960-NUSVR--nu=0.5-C=1,1960-NUSVR--nu=0.75-C=1,1960-NUSVR--nu=0.05-C=10,1960-NUSVR--nu=0.1-C=10,1960-NUSVR--nu=0.15-C=10,1960-NUSVR--nu=0.25-C=10,1960-NUSVR--nu=0.5-C=10,1960-NUSVR--nu=0.75-C=10
0,ABCA8,AASDH,A2M,A2M,A2M,A2M,ABCA8,AASDH,A2M,A2M,A2M,A2M,ABCA8,AASDH,A2M,A2M,A2M,A2M,ABCA8,AASDH,A2M,A2M,A2M,A2M,ABCA8,AASDH,A2M,A2M,A2M,A2M
1,ABCD3,ABCA8,AASDH,AARS,A4GALT,A4GALT,ABCD3,ABCA8,AASDH,AARS,A4GALT,A4GALT,ABCD3,ABCA8,AASDH,AARS,A4GALT,A4GALT,ABCD3,ABCA8,AASDH,AARS,A4GALT,A4GALT,ABCD3,ABCA8,AASDH,AARS,A4GALT,A4GALT
2,ABL2,ABCD3,ABCA8,AASDH,AAK1,A4GNT,ABL2,ABCD3,ABCA8,AASDH,AAK1,A4GNT,ABL2,ABCD3,ABCA8,AASDH,AAK1,A4GNT,ABHD12,ABCD3,ABCA8,AASDH,AAK1,A4GNT,ABL2,ABCD3,ABCA8,AASDH,AAK1,A4GNT
3,ABLIM3,ABHD12,ABCB1,AASDHPPT,AAMP,AACS,ABLIM3,ABHD12,ABCB1,AASDHPPT,AAMP,AACS,ABLIM3,ABHD12,ABCB1,AASDHPPT,AAMP,AACS,ABL2,ABHD12,ABCB1,AASDHPPT,AAMP,AACS,ABLIM3,ABHD12,ABCB1,AASDHPPT,AAMP,AACS
4,ABTB1,ABL2,ABCD3,AATF,AARS,AAK1,ABTB1,ABL2,ABCD3,AATF,AARS,AAK1,ABTB1,ABL2,ABCD3,AATF,AARS,AAK1,ABLIM3,ABL2,ABCD3,AATF,AARS,AAK1,ABTB1,ABL2,ABCD3,AATF,AARS,AAK1
5,ACP5,ABLIM3,ABHD12,ABCA13,AASDH,AAMDC,ACP5,ABLIM3,ABHD12,ABCA13,AASDH,AAMDC,ACP5,ABLIM3,ABHD12,ABCA13,AASDH,AAMDC,ABTB1,ABLIM3,ABHD12,ABCA13,AASDH,AAMDC,ACP5,ABLIM3,ABHD12,ABCA13,AASDH,AAMDC
6,ACPP,ABTB1,ABHD13,ABCA8,AASDHPPT,AAMP,ACPP,ABTB1,ABHD13,ABCA8,AASDHPPT,AAMP,ACPP,ABTB1,ABHD13,ABCA8,AASDHPPT,AAMP,ACP5,ABTB1,ABHD13,ABCA8,AASDHPPT,AAMP,ACPP,ABTB1,ABHD13,ABCA8,AASDHPPT,AAMP
7,ACRBP,ACER3,ABHD17A,ABCB1,AASS,AAR2,ACRBP,ACER3,ABHD17A,ABCB1,AASS,AAR2,ACRBP,ACER3,ABHD17A,ABCB1,AASS,AAR2,ACPP,ACER3,ABHD17A,ABCB1,AASS,AAR2,ACRBP,ACER3,ABHD17A,ABCB1,AASS,AAR2
8,ACTN4,ACLY,ABL2,ABCC1,AATF,AARD,ACTN4,ACLY,ABL2,ABCC1,AATF,AARD,ACTN4,ACLY,ABL2,ABCC1,AATF,AARD,ACRBP,ACLY,ABL2,ABCC1,AATF,AARD,ACTN4,ACLY,ABL2,ABCC1,AATF,AARD
9,ADGRL4,ACP5,ABLIM1,ABCD3,ABCA13,AARS,ADGRL4,ACP5,ABLIM1,ABCD3,ABCA13,AARS,ADGRL4,ACP5,ABLIM1,ABCD3,ABCA13,AARS,ACTN4,ACP5,ABLIM1,ABCD3,ABCA13,AARS,ADGRL4,ACP5,ABLIM1,ABCD3,ABCA13,AARS
10,ADIPOR1,ACPP,ABLIM3,ABCF3,ABCA2,AARS2,ADIPOR1,ACPP,ABLIM3,ABCF3,ABCA2,AARS2,ADIPOR1,ACPP,ABLIM3,ABCF3,ABCA2,AARS2,ADGRL4,ACPP,ABLIM3,ABCF3,ABCA2,AARS2,ADIPOR1,ACPP,ABLIM3,ABCF3,ABCA2,AARS2
11,AKNA,ACRBP,ABTB1,ABHD12,ABCA3,AARSD1,AKNA,ACRBP,ABTB1,ABHD12,ABCA3,AARSD1,AKNA,ACRBP,ABTB1,ABHD12,ABCA3,AARSD1,ADIPOR1,ACRBP,ABTB1,ABHD12,ABCA3,AARSD1,AKNA,ACRBP,ABTB1,ABHD12,ABCA3,AARSD1
12,ALCAM,ACTN1,ACER3,ABHD13,ABCA4,AASDH,ALCAM,ACTN1,ACER3,ABHD13,ABCA4,AASDH,ALCAM,ACTN1,ACER3,ABHD13,ABCA4,AASDH,AKNA,ACTN1,ACER3,ABHD13,ABCA4,AASDH,ALCAM,ACTN1,ACER3,ABHD13,ABCA4,AASDH
13,ALDH1A1,ACTN4,ACLY,ABHD17A,ABCA7,AASDHPPT,ALDH1A1,ACTN4,ACLY,ABHD17A,ABCA7,AASDHPPT,ALDH1A1,ACTN4,ACLY,ABHD17A,ABCA7,AASDHPPT,ALCAM,ACTN4,ACLY,ABHD17A,ABCA7,AASDHPPT,ALDH1A1,ACTN4,ACLY,ABHD17A,ABCA7,AASDHPPT
14,ALOX5AP,ACTR2,ACP5,ABHD5,ABCA8,AASS,ALOX5AP,ACTR2,ACP5,ABHD5,ABCA8,AASS,ALOX5AP,ACTR2,ACP5,ABHD5,ABCA8,AASS,ALDH1A1,ACTR2,ACP5,ABHD5,ABCA8,AASS,ALOX5AP,ACTR2,ACP5,ABHD5,ABCA8,AASS
15,ANK1,ADAM28,ACPP,ABI3,ABCB1,AATF,ANK1,ADAM28,ACPP,ABI3,ABCB1,AATF,ANK1,ADAM28,ACPP,ABI3,ABCB1,AATF,ALOX5AP,ADAM28,ACPP,ABI3,ABCB1,AATF,ANK1,ADAM28,ACPP,ABI3,ABCB1,AATF
16,ANKRD36C,ADAM8,ACRBP,ABI3BP,ABCC1,ABCA13,ANKRD36C,ADAM8,ACRBP,ABI3BP,ABCC1,ABCA13,ANKRD36C,ADAM8,ACRBP,ABI3BP,ABCC1,ABCA13,ANK1,ADAM8,ACRBP,ABI3BP,ABCC1,ABCA13,ANKRD36C,ADAM8,ACRBP,ABI3BP,ABCC1,ABCA13
17,ANP32B,ADAMTS2,ACTN1,ABL1,ABCC5,ABCA2,ANP32B,ADAMTS2,ACTN1,ABL1,ABCC5,ABCA2,ANP32B,ADAMTS2,ACTN1,ABL1,ABCC5,ABCA2,ANKRD36C,ADAMTS2,ACTN1,ABL1,ABCC5,ABCA2,ANP32B,ADAMTS2,ACTN1,ABL1,ABCC5,ABCA2
18,ANXA1,ADGRG1,ACTN4,ABL2,ABCD3,ABCA3,ANXA1,ADGRG1,ACTN4,ABL2,ABCD3,ABCA3,ANXA1,ADGRG1,ACTN4,ABL2,ABCD3,ABCA3,ANP32B,ADGRG1,ACTN4,ABL2,ABCD3,ABCA3,ANXA1,ADGRG1,ACTN4,ABL2,ABCD3,ABCA3
19,ANXA13,ADGRL4,ACTR2,ABLIM1,ABCD4,ABCA4,ANXA13,ADGRL4,ACTR2,ABLIM1,ABCD4,ABCA4,ANXA13,ADGRL4,ACTR2,ABLIM1,ABCD4,ABCA4,ANXA1,ADGRL4,ACTR2,ABLIM1,ABCD4,ABCA4,ANXA13,ADGRL4,ACTR2,ABLIM1,ABCD4,ABCA4
20,ANXA6,ADIPOR1,ADAM28,ABLIM3,ABCE1,ABCA7,ANXA6,ADIPOR1,ADAM28,ABLIM3,ABCE1,ABCA7,ANXA6,ADIPOR1,ADAM28,ABLIM3,ABCE1,ABCA7,ANXA13,ADIPOR1,ADAM28,ABLIM3,ABCE1,ABCA7,ANXA6,ADIPOR1,ADAM28,ABLIM3,ABCE1,ABCA7
21,AP1S2,AFF1,ADAM8,ABTB1,ABCF2,ABCA8,AP1S2,AFF1,ADAM8,ABTB1,ABCF2,ABCA8,AP1S2,AFF1,ADAM8,ABTB1,ABCF2,ABCA8,ANXA6,AFF1,ADAM8,ABTB1,ABCF2,ABCA8,AP1S2,AFF1,ADAM8,ABTB1,ABCF2,ABCA8
22,AP2M1,AFG3L1P,ADAMTS2,AC010642.2,ABCF3,ABCB1,AP2M1,AFG3L1P,ADAMTS2,AC010642.2,ABCF3,ABCB1,AP2M1,AFG3L1P,ADAMTS2,AC010642.2,ABCF3,ABCB1,AP1S2,AFG3L1P,ADAMTS2,AC010642.2,ABCF3,ABCB1,AP2M1,AFG3L1P,ADAMTS2,AC010642.2,ABCF3,ABCB1
23,APOC1,AGO1,ADD3,AC104699.1,ABHD12,ABCB11,APOC1,AGO1,ADD3,AC104699.1,ABHD12,ABCB11,APOC1,AGO1,ADD3,AC104699.1,ABHD12,ABCB11,AP2M1,AGO1,ADD3,AC104699.1,ABHD12,ABCB11,APOC1,AGO1,ADD3,AC104699.1,ABHD12,ABCB11
24,APOL3,AGTRAP,ADGRG1,ACAP1,ABHD13,ABCB7,APOL3,AGTRAP,ADGRG1,ACAP1,ABHD13,ABCB7,APOL3,AGTRAP,ADGRG1,ACAP1,ABHD13,ABCB7,APOC1,AGTRAP,ADGRG1,ACAP1,ABHD13,ABCB7,APOL3,AGTRAP,ADGRG1,ACAP1,ABHD13,ABCB7
