,17938-NUSVR--nu=0.05-C=0.1,17938-NUSVR--nu=0.1-C=0.1,17938-NUSVR--nu=0.15-C=0.1,17938-NUSVR--nu=0.25-C=0.1,17938-NUSVR--nu=0.5-C=0.1,17938-NUSVR--nu=0.75-C=0.1,17938-NUSVR--nu=0.05-C=0.5,17938-NUSVR--nu=0.1-C=0.5,17938-NUSVR--nu=0.15-C=0.5,17938-NUSVR--nu=0.25-C=0.5,17938-NUSVR--nu=0.5-C=0.5,17938-NUSVR--nu=0.75-C=0.5,17938-NUSVR--nu=0.05-C=0.75,17938-NUSVR--nu=0.1-C=0.75,17938-NUSVR--nu=0.15-C=0.75,17938-NUSVR--nu=0.25-C=0.75,17938-NUSVR--nu=0.5-C=0.75,17938-NUSVR--nu=0.75-C=0.75,17938-NUSVR--nu=0.05-C=1,17938-NUSVR--nu=0.1-C=1,17938-NUSVR--nu=0.15-C=1,17938-NUSVR--nu=0.25-C=1,17938-NUSVR--nu=0.5-C=1,17938-NUSVR--nu=0.75-C=1,17938-NUSVR--nu=0.05-C=10,17938-NUSVR--nu=0.1-C=10,17938-NUSVR--nu=0.15-C=10,17938-NUSVR--nu=0.25-C=10,17938-NUSVR--nu=0.5-C=10,17938-NUSVR--nu=0.75-C=10
0,ABCC4,ABCC4,AATK,AASDHPPT,A1BG,A1BG,ABCC4,ABCC4,AATK,AASDHPPT,A1BG,A1BG,ABCC4,ABCC4,AATK,AASDHPPT,A1BG,A1BG,ABCC4,ABCC4,AATK,AASDHPPT,A1BG,A1BG,ABCC4,ABCC4,AATK,AASDHPPT,A1BG,A1BG
1,ABLIM3,ABCC5,ABCC4,AATK,A2M,A1CF,ABLIM3,ABCC5,ABCC4,AATK,A2M,A1CF,ABLIM3,ABCC5,ABCC4,AATK,A2M,A1CF,ABLIM3,ABCC5,ABCC4,AATK,A2M,A1CF,ABLIM3,ABCC5,ABCC4,AATK,A2M,A1CF
2,ACRBP,ABHD11,ABCC5,ABCB10,AARS,A2M,ACRBP,ABHD11,ABCC5,ABCB10,AARS,A2M,ACRBP,ABHD11,ABCC5,ABCB10,AARS,A2M,ACRBP,ABHD11,ABCC5,ABCB10,AARS,A2M,ACRBP,ABHD11,ABCC5,ABCB10,AARS,A2M
3,ACTC1,ABHD17A,ABHD11,ABCC4,AASDH,AAK1,ACTC1,ABHD17A,ABHD11,ABCC4,AASDH,AAK1,ACTC1,ABHD17A,ABHD11,ABCC4,AASDH,AAK1,ACTC1,ABHD17A,ABHD11,ABCC4,AASDH,AAK1,ACTC1,ABHD17A,ABHD11,ABCC4,AASDH,AAK1
4,ACTN1,ABHD5,ABHD17A,ABCC5,AASDHPPT,AAMDC,ACTN1,ABHD5,ABHD17A,ABCC5,AASDHPPT,AAMDC,ACTN1,ABHD5,ABHD17A,ABCC5,AASDHPPT,AAMDC,ACTN1,ABHD5,ABHD17A,ABCC5,AASDHPPT,AAMDC,ACTN1,ABHD5,ABHD17A,ABCC5,AASDHPPT,AAMDC
5,ADIPOR1,ABI2,ABHD4,ABHD11,AATF,AAMP,ADIPOR1,ABI2,ABHD4,ABHD11,AATF,AAMP,ADIPOR1,ABI2,ABHD4,ABHD11,AATF,AAMP,ADIPOR1,ABI2,ABHD4,ABHD11,AATF,AAMP,ADIPOR1,ABI2,ABHD4,ABHD11,AATF,AAMP
6,AFF1,ABLIM3,ABHD5,ABHD17A,AATK,AARS,AFF1,ABLIM3,ABHD5,ABHD17A,AATK,AARS,AFF1,ABLIM3,ABHD5,ABHD17A,AATK,AARS,AFF1,ABLIM3,ABHD5,ABHD17A,AATK,AARS,AFF1,ABLIM3,ABHD5,ABHD17A,AATK,AARS
7,AGPAT1,ACP1,ABI2,ABHD4,ABCB1,AASDH,AGPAT1,ACP1,ABI2,ABHD4,ABCB1,AASDH,AGPAT1,ACP1,ABI2,ABHD4,ABCB1,AASDH,AGPAT1,ACP1,ABI2,ABHD4,ABCB1,AASDH,AGPAT1,ACP1,ABI2,ABHD4,ABCB1,AASDH
8,AGPAT5,ACRBP,ABLIM3,ABHD5,ABCB10,AASDHPPT,AGPAT5,ACRBP,ABLIM3,ABHD5,ABCB10,AASDHPPT,AGPAT5,ACRBP,ABLIM3,ABHD5,ABCB10,AASDHPPT,AGPAT5,ACRBP,ABLIM3,ABHD5,ABCB10,AASDHPPT,AGPAT5,ACRBP,ABLIM3,ABHD5,ABCB10,AASDHPPT
9,AKIRIN1,ACTC1,ABO,ABI2,ABCB8,AATF,AKIRIN1,ACTC1,ABO,ABI2,ABCB8,AATF,AKIRIN1,ACTC1,ABO,ABI2,ABCB8,AATF,AKIRIN1,ACTC1,ABO,ABI2,ABCB8,AATF,AKIRIN1,ACTC1,ABO,ABI2,ABCB8,AATF
10,AKIRIN2,ACTN1,ABTB1,ABLIM3,ABCC1,AATK,AKIRIN2,ACTN1,ABTB1,ABLIM3,ABCC1,AATK,AKIRIN2,ACTN1,ABTB1,ABLIM3,ABCC1,AATK,AKIRIN2,ACTN1,ABTB1,ABLIM3,ABCC1,AATK,AKIRIN2,ACTN1,ABTB1,ABLIM3,ABCC1,AATK
11,AKT3,ACTN4,ACADVL,ABO,ABCC13,ABCA3,AKT3,ACTN4,ACADVL,ABO,ABCC13,ABCA3,AKT3,ACTN4,ACADVL,ABO,ABCC13,ABCA3,AKT3,ACTN4,ACADVL,ABO,ABCC13,ABCA3,AKT3,ACTN4,ACADVL,ABO,ABCC13,ABCA3
12,ANK1,ACTR2,ACCS,ABTB1,ABCC3,ABCA7,ANK1,ACTR2,ACCS,ABTB1,ABCC3,ABCA7,ANK1,ACTR2,ACCS,ABTB1,ABCC3,ABCA7,ANK1,ACTR2,ACCS,ABTB1,ABCC3,ABCA7,ANK1,ACTR2,ACCS,ABTB1,ABCC3,ABCA7
13,ANKRD28,ACTR3,ACP1,ACADM,ABCC4,ABCB1,ANKRD28,ACTR3,ACP1,ACADM,ABCC4,ABCB1,ANKRD28,ACTR3,ACP1,ACADM,ABCC4,ABCB1,ANKRD28,ACTR3,ACP1,ACADM,ABCC4,ABCB1,ANKRD28,ACTR3,ACP1,ACADM,ABCC4,ABCB1
14,ANKRD33B,ACVR1,ACRBP,ACADVL,ABCC5,ABCB10,ANKRD33B,ACVR1,ACRBP,ACADVL,ABCC5,ABCB10,ANKRD33B,ACVR1,ACRBP,ACADVL,ABCC5,ABCB10,ANKRD9,ACVR1,ACRBP,ACADVL,ABCC5,ABCB10,ANKRD9,ACVR1,ACRBP,ACADVL,ABCC5,ABCB10
