,5655-NUSVR--nu=0.05-C=0.1,5655-NUSVR--nu=0.1-C=0.1,5655-NUSVR--nu=0.15-C=0.1,5655-NUSVR--nu=0.25-C=0.1,5655-NUSVR--nu=0.5-C=0.1,5655-NUSVR--nu=0.75-C=0.1,5655-NUSVR--nu=0.05-C=0.5,5655-NUSVR--nu=0.1-C=0.5,5655-NUSVR--nu=0.15-C=0.5,5655-NUSVR--nu=0.25-C=0.5,5655-NUSVR--nu=0.5-C=0.5,5655-NUSVR--nu=0.75-C=0.5,5655-NUSVR--nu=0.05-C=0.75,5655-NUSVR--nu=0.1-C=0.75,5655-NUSVR--nu=0.15-C=0.75,5655-NUSVR--nu=0.25-C=0.75,5655-NUSVR--nu=0.5-C=0.75,5655-NUSVR--nu=0.75-C=0.75,5655-NUSVR--nu=0.05-C=1,5655-NUSVR--nu=0.1-C=1,5655-NUSVR--nu=0.15-C=1,5655-NUSVR--nu=0.25-C=1,5655-NUSVR--nu=0.5-C=1,5655-NUSVR--nu=0.75-C=1,5655-NUSVR--nu=0.05-C=10,5655-NUSVR--nu=0.1-C=10,5655-NUSVR--nu=0.15-C=10,5655-NUSVR--nu=0.25-C=10,5655-NUSVR--nu=0.5-C=10,5655-NUSVR--nu=0.75-C=10
0,ABL2,ABCA5,A2M,A2M,A2M,A1BG,ABL2,ABCA5,A2M,A2M,A2M,A1BG,ABL2,ABCA5,A2M,A2M,A2M,A1BG,ABL2,ABCA5,A2M,A2M,A2M,A1BG,ABL2,ABCA5,A2M,A2M,A2M,A1BG
1,ABLIM1,ABCB1,ABCA5,AAK1,AAK1,A2M,ABLIM1,ABCB1,ABCA5,AAK1,AAK1,A2M,ABLIM1,ABCB1,ABCA5,AAK1,AAK1,A2M,ABLIM1,ABCB1,ABCA5,AAK1,AAK1,A2M,ABLIM1,ABCB1,ABCA5,AAK1,AAK1,A2M
2,ABLIM3,ABHD12,ABCB1,AARS,AAMDC,AAK1,ABLIM3,ABHD12,ABCB1,AARS,AAMDC,AAK1,ABLIM3,ABHD12,ABCB1,AARS,AAMDC,AAK1,ABLIM3,ABHD12,ABCB1,AARS,AAMDC,AAK1,ABLIM3,ABHD12,ABCB1,AARS,AAMDC,AAK1
3,ACPP,ABHD3,ABCC3,AARS2,AAMP,AAMDC,ACPP,ABHD3,ABCC3,AARS2,AAMP,AAMDC,ACPP,ABHD3,ABCC3,AARS2,AAMP,AAMDC,ACPP,ABHD3,ABCC3,AARS2,AAMP,AAMDC,ACPP,ABHD3,ABCC3,AARS2,AAMP,AAMDC
4,ACRBP,ABHD5,ABCC5,AATF,AARS,AAMP,ACRBP,ABHD5,ABCC5,AATF,AARS,AAMP,ACRBP,ABHD5,ABCC5,AATF,AARS,AAMP,ACRBP,ABHD5,ABCC5,AATF,AARS,AAMP,ACRBP,ABHD5,ABCC5,AATF,AARS,AAMP
5,ACTN4,ABL2,ABHD12,ABCA5,AARS2,AAR2,ACTN4,ABL2,ABHD12,ABCA5,AARS2,AAR2,ACTN4,ABL2,ABHD12,ABCA5,AARS2,AAR2,ACTN4,ABL2,ABHD12,ABCA5,AARS2,AAR2,ACTN4,ABL2,ABHD12,ABCA5,AARS2,AAR2
6,ACTR2,ABLIM1,ABHD17A,ABCB1,AASDH,AARS,ACTR2,ABLIM1,ABHD17A,ABCB1,AASDH,AARS,ACTR2,ABLIM1,ABHD17A,ABCB1,AASDH,AARS,ACTR2,ABLIM1,ABHD17A,ABCB1,AASDH,AARS,ACTR2,ABLIM1,ABHD17A,ABCB1,AASDH,AARS
7,ACTR3,ABLIM3,ABHD3,ABCC3,AASS,AARS2,ACTR3,ABLIM3,ABHD3,ABCC3,AASS,AARS2,ACTR3,ABLIM3,ABHD3,ABCC3,AASS,AARS2,ACTR3,ABLIM3,ABHD3,ABCC3,AASS,AARS2,ACTR3,ABLIM3,ABHD3,ABCC3,AASS,AARS2
8,ACYP1,ACLY,ABHD5,ABCC5,AATF,AARSD1,ACYP1,ACLY,ABHD5,ABCC5,AATF,AARSD1,ACYP1,ACLY,ABHD5,ABCC5,AATF,AARSD1,ACYP1,ACLY,ABHD5,ABCC5,AATF,AARSD1,ACYP1,ACLY,ABHD5,ABCC5,AATF,AARSD1
9,ADD3,ACPP,ABL2,ABCG1,ABCA2,AASDH,ADD3,ACPP,ABL2,ABCG1,ABCA2,AASDH,ADD3,ACPP,ABL2,ABCG1,ABCA2,AASDH,ADD3,ACPP,ABL2,ABCG1,ABCA2,AASDH,ADD3,ACPP,ABL2,ABCG1,ABCA2,AASDH
