,2525-NUSVR--nu=0.05-C=0.1,2525-NUSVR--nu=0.1-C=0.1,2525-NUSVR--nu=0.15-C=0.1,2525-NUSVR--nu=0.25-C=0.1,2525-NUSVR--nu=0.5-C=0.1,2525-NUSVR--nu=0.75-C=0.1,2525-NUSVR--nu=0.05-C=0.5,2525-NUSVR--nu=0.1-C=0.5,2525-NUSVR--nu=0.15-C=0.5,2525-NUSVR--nu=0.25-C=0.5,2525-NUSVR--nu=0.5-C=0.5,2525-NUSVR--nu=0.75-C=0.5,2525-NUSVR--nu=0.05-C=0.75,2525-NUSVR--nu=0.1-C=0.75,2525-NUSVR--nu=0.15-C=0.75,2525-NUSVR--nu=0.25-C=0.75,2525-NUSVR--nu=0.5-C=0.75,2525-NUSVR--nu=0.75-C=0.75,2525-NUSVR--nu=0.05-C=1,2525-NUSVR--nu=0.1-C=1,2525-NUSVR--nu=0.15-C=1,2525-NUSVR--nu=0.25-C=1,2525-NUSVR--nu=0.5-C=1,2525-NUSVR--nu=0.75-C=1,2525-NUSVR--nu=0.05-C=10,2525-NUSVR--nu=0.1-C=10,2525-NUSVR--nu=0.15-C=10,2525-NUSVR--nu=0.25-C=10,2525-NUSVR--nu=0.5-C=10,2525-NUSVR--nu=0.75-C=10
0,ABCG1,ABCG1,ABCB1,A4GALT,A2M,A1BG,ABCG1,ABCG1,ABCB1,A4GALT,A2M,A1BG,ABCG1,ABCG1,ABCB1,A4GALT,A2M,A1BG,ABCG1,ABCG1,ABCB1,A4GALT,A2M,A1BG,ABCG1,ABCG1,ABCB1,A4GALT,A2M,A1BG
1,ABHD12,ABHD12,ABCG1,AAMP,A4GALT,A1CF,ABHD12,ABHD12,ABCG1,AAMP,A4GALT,A1CF,ABHD12,ABHD12,ABCG1,AAMP,A4GALT,A1CF,ABHD12,ABHD12,ABCG1,AAMP,A4GALT,A1CF,ABHD12,ABHD12,ABCG1,AAMP,A4GALT,A1CF
2,ABL2,ABHD17A,ABHD12,AASDH,AAMP,A2M,ABL2,ABHD17A,ABHD12,AASDH,AAMP,A2M,ABL2,ABHD17A,ABHD12,AASDH,AAMP,A2M,ABL2,ABHD17A,ABHD12,AASDH,AAMP,A2M,ABL2,ABHD17A,ABHD12,AASDH,AAMP,A2M
3,ABLIM3,ABHD3,ABHD17A,AATF,AARS,A4GALT,ABLIM3,ABHD3,ABHD17A,AATF,AARS,A4GALT,ABLIM3,ABHD3,ABHD17A,AATF,AARS,A4GALT,ABLIM3,ABHD3,ABHD17A,AATF,AARS,A4GALT,ABLIM3,ABHD3,ABHD17A,AATF,AARS,A4GALT
4,ACP5,ABL2,ABHD3,ABCA2,AARSD1,AACS,ACP5,ABL2,ABHD3,ABCA2,AARSD1,AACS,ACP5,ABL2,ABHD3,ABCA2,AARSD1,AACS,ACP5,ABL2,ABHD3,ABCA2,AARSD1,AACS,ACP5,ABL2,ABHD3,ABCA2,AARSD1,AACS
5,ACRBP,ABLIM3,ABI3BP,ABCB1,AASDH,AAMDC,ACRBP,ABLIM3,ABI3BP,ABCB1,AASDH,AAMDC,ACRBP,ABLIM3,ABI3BP,ABCB1,AASDH,AAMDC,ACRBP,ABLIM3,ABI3BP,ABCB1,AASDH,AAMDC,ACRBP,ABLIM3,ABI3BP,ABCB1,AASDH,AAMDC
6,ACTN1,ABTB1,ABL2,ABCC1,AASS,AAMP,ACTN1,ABTB1,ABL2,ABCC1,AASS,AAMP,ACTN1,ABTB1,ABL2,ABCC1,AASS,AAMP,ACTN1,ABTB1,ABL2,ABCC1,AASS,AAMP,ACTN1,ABTB1,ABL2,ABCC1,AASS,AAMP
7,ACTN4,ACER3,ABLIM3,ABCG1,AATF,AAR2,ACTN4,ACER3,ABLIM3,ABCG1,AATF,AAR2,ACTN4,ACER3,ABLIM3,ABCG1,AATF,AAR2,ACTN4,ACER3,ABLIM3,ABCG1,AATF,AAR2,ACTN4,ACER3,ABLIM3,ABCG1,AATF,AAR2
8,ACYP1,ACLY,ABTB1,ABHD12,ABCA2,AARS,ACYP1,ACLY,ABTB1,ABHD12,ABCA2,AARS,ACYP1,ACLY,ABTB1,ABHD12,ABCA2,AARS,ACYP1,ACLY,ABTB1,ABHD12,ABCA2,AARS,ACYP1,ACLY,ABTB1,ABHD12,ABCA2,AARS
9,ADAM28,ACP5,ACER3,ABHD17A,ABCA5,AARSD1,ADAM28,ACP5,ACER3,ABHD17A,ABCA5,AARSD1,ADAM28,ACP5,ACER3,ABHD17A,ABCA5,AARSD1,ADAM28,ACP5,ACER3,ABHD17A,ABCA5,AARSD1,ADAM28,ACP5,ACER3,ABHD17A,ABCA5,AARSD1
10,ADAMTS2,ACPP,ACLY,ABHD3,ABCA6,AASDH,ADAMTS2,ACPP,ACLY,ABHD3,ABCA6,AASDH,ADAMTS2,ACPP,ACLY,ABHD3,ABCA6,AASDH,ADAMTS2,ACPP,ACLY,ABHD3,ABCA6,AASDH,ADAMTS2,ACPP,ACLY,ABHD3,ABCA6,AASDH
11,ADAMTS9,ACRBP,ACOT11,ABHD6,ABCA7,AASDHPPT,ADAMTS9,ACRBP,ACOT11,ABHD6,ABCA7,AASDHPPT,ADAMTS9,ACRBP,ACOT11,ABHD6,ABCA7,AASDHPPT,ADAMTS9,ACRBP,ACOT11,ABHD6,ABCA7,AASDHPPT,ADAMTS9,ACRBP,ACOT11,ABHD6,ABCA7,AASDHPPT
12,ADGRG6,ACTN1,ACP5,ABI2,ABCB1,AASS,ADGRG6,ACTN1,ACP5,ABI2,ABCB1,AASS,ADGRG6,ACTN1,ACP5,ABI2,ABCB1,AASS,ADGRG6,ACTN1,ACP5,ABI2,ABCB1,AASS,ADGRG6,ACTN1,ACP5,ABI2,ABCB1,AASS
13,ADGRL4,ACTN4,ACPP,ABI3,ABCB10,AATF,ADGRL4,ACTN4,ACPP,ABI3,ABCB10,AATF,ADGRL4,ACTN4,ACPP,ABI3,ABCB10,AATF,ADGRL4,ACTN4,ACPP,ABI3,ABCB10,AATF,ADGRL4,ACTN4,ACPP,ABI3,ABCB10,AATF
14,AFG3L1P,ACYP1,ACRBP,ABI3BP,ABCB9,ABCA1,AFG3L1P,ACYP1,ACRBP,ABI3BP,ABCB9,ABCA1,AFG3L1P,ACYP1,ACRBP,ABI3BP,ABCB9,ABCA1,AFG3L1P,ACYP1,ACRBP,ABI3BP,ABCB9,ABCA1,AFG3L1P,ACYP1,ACRBP,ABI3BP,ABCB9,ABCA1
15,AGER,ADAM28,ACTN1,ABL2,ABCC1,ABCA13,AKAP13,ADAM28,ACTN1,ABL2,ABCC1,ABCA13,AKAP13,ADAM28,ACTN1,ABL2,ABCC1,ABCA13,AGER,ADAM28,ACTN1,ABL2,ABCC1,ABCA13,AKAP13,ADAM28,ACTN1,ABL2,ABCC1,ABCA13
16,AKAP13,ADAMTS2,ACTN4,ABLIM1,ABCC3,ABCA2,AKNA,ADAMTS2,ACTN4,ABLIM1,ABCC3,ABCA2,AKNA,ADAMTS2,ACTN4,ABLIM1,ABCC3,ABCA2,AKAP13,ADAMTS2,ACTN4,ABLIM1,ABCC3,ABCA2,AKNA,ADAMTS2,ACTN4,ABLIM1,ABCC3,ABCA2
17,AKNA,ADAMTS9,ACTR2,ABLIM3,ABCC9,ABCA3,ALAS2,ADAMTS9,ACTR2,ABLIM3,ABCC9,ABCA3,ALAS2,ADAMTS9,ACTR2,ABLIM3,ABCC9,ABCA3,AKNA,ADAMTS9,ACTR2,ABLIM3,ABCC9,ABCA3,ALAS2,ADAMTS9,ACTR2,ABLIM3,ABCC9,ABCA3
18,ALAS2,ADGRG6,ACYP1,ABTB1,ABCD3,ABCA5,ALCAM,ADGRG6,ACYP1,ABTB1,ABCD3,ABCA5,ALCAM,ADGRG6,ACYP1,ABTB1,ABCD3,ABCA5,ALAS2,ADGRG6,ACYP1,ABTB1,ABCD3,ABCA5,ALCAM,ADGRG6,ACYP1,ABTB1,ABCD3,ABCA5
19,ALCAM,ADGRL4,ADAM28,AC005785.2,ABCE1,ABCA6,ALOX5AP,ADGRL4,ADAM28,AC005785.2,ABCE1,ABCA6,ALOX5AP,ADGRL4,ADAM28,AC005785.2,ABCE1,ABCA6,ALCAM,ADGRL4,ADAM28,AC005785.2,ABCE1,ABCA6,ALOX5AP,ADGRL4,ADAM28,AC005785.2,ABCE1,ABCA6
20,ALOX5AP,ADRM1,ADAMTS2,AC010642.2,ABCF2,ABCA7,ANK1,ADRM1,ADAMTS2,AC010642.2,ABCF2,ABCA7,ANK1,ADRM1,ADAMTS2,AC010642.2,ABCF2,ABCA7,ALOX5AP,ADRM1,ADAMTS2,AC010642.2,ABCF2,ABCA7,ANK1,ADRM1,ADAMTS2,AC010642.2,ABCF2,ABCA7
21,ANK1,AFF1,ADAMTS9,AC079922.2,ABCF3,ABCB1,ANK3,AFF1,ADAMTS9,AC079922.2,ABCF3,ABCB1,ANKRD36C,AFF1,ADAMTS9,AC079922.2,ABCF3,ABCB1,ANK1,AFF1,ADAMTS9,AC079922.2,ABCF3,ABCB1,ANK3,AFF1,ADAMTS9,AC079922.2,ABCF3,ABCB1
22,ANKRD36C,AFG3L1P,ADGRG3,ACADSB,ABCG1,ABCB10,ANKRD36C,AFG3L1P,ADGRG3,ACADSB,ABCG1,ABCB10,ANP32B,AFG3L1P,ADGRG3,ACADSB,ABCG1,ABCB10,ANKRD36C,AFG3L1P,ADGRG3,ACADSB,ABCG1,ABCB10,ANKRD36C,AFG3L1P,ADGRG3,ACADSB,ABCG1,ABCB10
23,ANP32B,AGPAT1,ADGRG6,ACER3,ABHD12,ABCB9,ANP32B,AGPAT1,ADGRG6,ACER3,ABHD12,ABCB9,ANXA1,AGPAT1,ADGRG6,ACER3,ABHD12,ABCB9,ANP32B,AGPAT1,ADGRG6,ACER3,ABHD12,ABCB9,ANP32B,AGPAT1,ADGRG6,ACER3,ABHD12,ABCB9
24,ANXA1,AKAP13,ADGRL4,ACLY,ABHD13,ABCC1,ANXA1,AKAP13,ADGRL4,ACLY,ABHD13,ABCC1,ANXA6,AKAP13,ADGRL4,ACLY,ABHD13,ABCC1,ANXA1,AKAP13,ADGRL4,ACLY,ABHD13,ABCC1,ANXA1,AKAP13,ADGRL4,ACLY,ABHD13,ABCC1
25,ANXA6,AKNA,ADIPOR1,ACO2,ABHD14A,ABCC11,ANXA6,AKNA,ADIPOR1,ACO2,ABHD14A,ABCC11,AOC1,AKNA,ADIPOR1,ACO2,ABHD14A,ABCC11,ANXA6,AKNA,ADIPOR1,ACO2,ABHD14A,ABCC11,ANXA6,AKNA,ADIPOR1,ACO2,ABHD14A,ABCC11
