,2567-NUSVR--nu=0.05-C=0.1,2567-NUSVR--nu=0.1-C=0.1,2567-NUSVR--nu=0.15-C=0.1,2567-NUSVR--nu=0.25-C=0.1,2567-NUSVR--nu=0.5-C=0.1,2567-NUSVR--nu=0.75-C=0.1,2567-NUSVR--nu=0.05-C=0.5,2567-NUSVR--nu=0.1-C=0.5,2567-NUSVR--nu=0.15-C=0.5,2567-NUSVR--nu=0.25-C=0.5,2567-NUSVR--nu=0.5-C=0.5,2567-NUSVR--nu=0.75-C=0.5,2567-NUSVR--nu=0.05-C=0.75,2567-NUSVR--nu=0.1-C=0.75,2567-NUSVR--nu=0.15-C=0.75,2567-NUSVR--nu=0.25-C=0.75,2567-NUSVR--nu=0.5-C=0.75,2567-NUSVR--nu=0.75-C=0.75,2567-NUSVR--nu=0.05-C=1,2567-NUSVR--nu=0.1-C=1,2567-NUSVR--nu=0.15-C=1,2567-NUSVR--nu=0.25-C=1,2567-NUSVR--nu=0.5-C=1,2567-NUSVR--nu=0.75-C=1,2567-NUSVR--nu=0.05-C=10,2567-NUSVR--nu=0.1-C=10,2567-NUSVR--nu=0.15-C=10,2567-NUSVR--nu=0.25-C=10,2567-NUSVR--nu=0.5-C=10,2567-NUSVR--nu=0.75-C=10
0,ABCA8,ABCA8,ABCA8,A2M,A1BG,A1BG,ABCA8,ABCA8,ABCA8,A2M,A1BG,A1BG,ABCA8,ABCA8,ABCA8,A2M,A1BG,A1BG,ABCA8,ABCA8,ABCA8,A2M,A1BG,A1BG,ABCA8,ABCA8,ABCA8,A2M,A1BG,A1BG
1,ABCC3,ABCC3,ABCB9,AASS,A2M,A1CF,ABCC3,ABCC3,ABCB9,AASS,A2M,A1CF,ABCC3,ABCC3,ABCB9,AASS,A2M,A1CF,ABCC3,ABCC3,ABCB9,AASS,A2M,A1CF,ABCC3,ABCC3,ABCB9,AASS,A2M,A1CF
2,ABHD11,ABCC4,ABCC3,AATF,A4GALT,A2M,ABHD11,ABCC4,ABCC3,AATF,A4GALT,A2M,ABHD11,ABCC4,ABCC3,AATF,A4GALT,A2M,ABHD11,ABCC4,ABCC3,AATF,A4GALT,A2M,ABHD11,ABCC4,ABCC3,AATF,A4GALT,A2M
3,ABL2,ABHD11,ABCC4,ABCA5,AAK1,A4GALT,ABL2,ABHD11,ABCC4,ABCA5,AAK1,A4GALT,ABL2,ABHD11,ABCC4,ABCA5,AAK1,A4GALT,ABL2,ABHD11,ABCC4,ABCA5,AAK1,A4GALT,ABL2,ABHD11,ABCC4,ABCA5,AAK1,A4GALT
4,ABLIM3,ABHD12,ABHD11,ABCA8,AAMDC,AAK1,ABLIM3,ABHD12,ABHD11,ABCA8,AAMDC,AAK1,ABLIM3,ABHD12,ABHD11,ABCA8,AAMDC,AAK1,ABLIM3,ABHD12,ABHD11,ABCA8,AAMDC,AAK1,ABLIM3,ABHD12,ABHD11,ABCA8,AAMDC,AAK1
5,ACRBP,ABHD3,ABHD12,ABCB9,AAMP,AAMDC,ACRBP,ABHD3,ABHD12,ABCB9,AAMP,AAMDC,ACRBP,ABHD3,ABHD12,ABCB9,AAMP,AAMDC,ACRBP,ABHD3,ABHD12,ABCB9,AAMP,AAMDC,ACRBP,ABHD3,ABHD12,ABCB9,AAMP,AAMDC
6,ACTN1,ABL2,ABHD17A,ABCC1,AARS,AAMP,ACTN1,ABL2,ABHD17A,ABCC1,AARS,AAMP,ACTN1,ABL2,ABHD17A,ABCC1,AARS,AAMP,ACTN1,ABL2,ABHD17A,ABCC1,AARS,AAMP,ACTN1,ABL2,ABHD17A,ABCC1,AARS,AAMP
7,ACTN4,ABLIM3,ABHD3,ABCC3,AARS2,AAR2,ACTN4,ABLIM3,ABHD3,ABCC3,AARS2,AAR2,ACTN4,ABLIM3,ABHD3,ABCC3,AARS2,AAR2,ACTN4,ABLIM3,ABHD3,ABCC3,AARS2,AAR2,ACTN4,ABLIM3,ABHD3,ABCC3,AARS2,AAR2
8,ACTR2,AC009506.1,ABL2,ABCC4,AASDH,AARS,ACTR2,AC009506.1,ABL2,ABCC4,AASDH,AARS,ACTR2,AC009506.1,ABL2,ABCC4,AASDH,AARS,ACTR2,AC009506.1,ABL2,ABCC4,AASDH,AARS,ACTR2,AC009506.1,ABL2,ABCC4,AASDH,AARS
9,ACTR3,ACP5,ABLIM1,ABHD11,AASS,AARS2,ACTR3,ACP5,ABLIM1,ABHD11,AASS,AARS2,ACTR3,ACP5,ABLIM1,ABHD11,AASS,AARS2,ACTR3,ACP5,ABLIM1,ABHD11,AASS,AARS2,ACTR3,ACP5,ABLIM1,ABHD11,AASS,AARS2
