,1936-NUSVR--nu=0.05-C=0.1,1936-NUSVR--nu=0.1-C=0.1,1936-NUSVR--nu=0.15-C=0.1,1936-NUSVR--nu=0.25-C=0.1,1936-NUSVR--nu=0.5-C=0.1,1936-NUSVR--nu=0.75-C=0.1,1936-NUSVR--nu=0.05-C=0.5,1936-NUSVR--nu=0.1-C=0.5,1936-NUSVR--nu=0.15-C=0.5,1936-NUSVR--nu=0.25-C=0.5,1936-NUSVR--nu=0.5-C=0.5,1936-NUSVR--nu=0.75-C=0.5,1936-NUSVR--nu=0.05-C=0.75,1936-NUSVR--nu=0.1-C=0.75,1936-NUSVR--nu=0.15-C=0.75,1936-NUSVR--nu=0.25-C=0.75,1936-NUSVR--nu=0.5-C=0.75,1936-NUSVR--nu=0.75-C=0.75,1936-NUSVR--nu=0.05-C=1,1936-NUSVR--nu=0.1-C=1,1936-NUSVR--nu=0.15-C=1,1936-NUSVR--nu=0.25-C=1,1936-NUSVR--nu=0.5-C=1,1936-NUSVR--nu=0.75-C=1,1936-NUSVR--nu=0.05-C=10,1936-NUSVR--nu=0.1-C=10,1936-NUSVR--nu=0.15-C=10,1936-NUSVR--nu=0.25-C=10,1936-NUSVR--nu=0.5-C=10,1936-NUSVR--nu=0.75-C=10
0,ABL2,ABCA8,A2M,A2M,A2M,A2M,ABL2,ABCA8,A2M,A2M,A2M,A2M,ABL2,ABCA8,A2M,A2M,A2M,A2M,ABL2,ABCA8,A2M,A2M,A2M,A2M,ABL2,ABCA8,A2M,A2M,A2M,A2M
1,ABLIM1,ABHD3,A4GALT,A4GALT,A4GALT,A4GALT,ABLIM1,ABHD11,A4GALT,A4GALT,A4GALT,A4GALT,ABLIM1,ABHD11,A4GALT,A4GALT,A4GALT,A4GALT,ABLIM1,ABHD11,A4GALT,A4GALT,A4GALT,A4GALT,ABLIM1,ABHD3,A4GALT,A4GALT,A4GALT,A4GALT
2,ABLIM3,ABL2,ABCA7,AATF,AACS,AACS,ABLIM3,ABHD3,ABCA7,AATF,AACS,AACS,ABLIM3,ABHD3,ABCA7,AATF,AACS,AACS,ABLIM3,ABHD3,ABCA7,AATF,AACS,AACS,ABLIM3,ABL2,ABCA7,ABCA2,AACS,AACS
3,ACP5,ABLIM1,ABCA8,ABCA2,AAK1,AAK1,ACP5,ABL2,ABCA8,ABCA2,AAK1,AAK1,ACP5,ABL2,ABCA8,ABCA2,AAK1,AAK1,ACP5,ABL2,ABCA8,ABCA2,AAK1,AAK1,ACP5,ABLIM1,ABCA8,ABCA5,AAK1,AAK1
4,ACPP,ABLIM3,ABCB1,ABCA5,AAMDC,AAMDC,ACPP,ABLIM1,ABCB1,ABCA5,AAMDC,AAMDC,ACPP,ABLIM1,ABCB1,ABCA5,AAMDC,AAMDC,ACPP,ABLIM1,ABCB1,ABCA5,AAMDC,AAMDC,ACPP,ABLIM3,ABCB1,ABCA7,AAMDC,AAMDC
5,ACRBP,ACLY,ABHD11,ABCA7,AARS2,AAMP,ACRBP,ABLIM3,ABHD11,ABCA7,AARS2,AAMP,ACRBP,ABLIM3,ABHD11,ABCA7,AARS2,AAMP,ACRBP,ABLIM3,ABHD11,ABCA7,AARS2,AAMP,ACRBP,ACLY,ABHD11,ABCA8,AARS2,AAMP
6,ACTN1,ACP5,ABHD17A,ABCA8,AASDH,AAR2,ACTN1,ACLY,ABHD17A,ABCA8,AASDH,AAR2,ACTN1,ACLY,ABHD17A,ABCA8,AASDH,AAR2,ACTN1,ACLY,ABHD17A,ABCA8,AASDH,AAR2,ACTN1,ACP5,ABHD17A,ABCB1,AASDH,AAR2
7,ACTN4,ACPP,ABHD3,ABCB1,AASS,AARS,ACTN4,ACP5,ABHD3,ABCB1,AASS,AARS,ACTN4,ACP5,ABHD3,ABCB1,AASS,AARS,ACTN4,ACP5,ABHD3,ABCB1,AASS,AARS,ACTN4,ACPP,ABHD3,ABCB9,AASS,AARS
8,ACTR2,ACRBP,ABHD5,ABCB9,AATF,AARS2,ACTR2,ACPP,ABHD5,ABCB9,AATF,AARS2,ACTR2,ACPP,ABHD5,ABCB9,AATF,AARS2,ACTR2,ACPP,ABHD5,ABCB9,AATF,AARS2,ACTR2,ACRBP,ABHD5,ABCC4,AATF,AARS2
9,ACTR3,ACSL1,ABL2,ABCC4,ABCA2,AASDH,ACTR3,ACRBP,ABL2,ABCC4,ABCA2,AASDH,ACTR3,ACRBP,ABL2,ABCC4,ABCA2,AASDH,ACTR3,ACRBP,ABL2,ABCC4,ABCA2,AASDH,ACTR3,ACSL1,ABL2,ABCD3,ABCA2,AASDH
10,ADGRG6,ACTC1,ABLIM1,ABCD3,ABCA5,AASS,ADGRG6,ACSL1,ABLIM1,ABCD3,ABCA5,AASS,ADGRG6,ACSL1,ABLIM1,ABCD3,ABCA5,AASS,ADGRG6,ACSL1,ABLIM1,ABCD3,ABCA5,AASS,ADGRG6,ACTC1,ABLIM1,ABHD11,ABCA5,AASS
11,ADIPOR1,ACTN1,ABLIM3,ABHD11,ABCA7,AATF,ADIPOR1,ACTC1,ABLIM3,ABHD11,ABCA7,AATF,ADIPOR1,ACTC1,ABLIM3,ABHD11,ABCA7,AATF,ADIPOR1,ACTC1,ABLIM3,ABHD11,ABCA7,AATF,ADIPOR1,ACTN1,ABLIM3,ABHD12,ABCA7,AATF
