,1884-NUSVR--nu=0.05-C=0.1,1884-NUSVR--nu=0.1-C=0.1,1884-NUSVR--nu=0.15-C=0.1,1884-NUSVR--nu=0.25-C=0.1,1884-NUSVR--nu=0.5-C=0.1,1884-NUSVR--nu=0.75-C=0.1,1884-NUSVR--nu=0.05-C=0.5,1884-NUSVR--nu=0.1-C=0.5,1884-NUSVR--nu=0.15-C=0.5,1884-NUSVR--nu=0.25-C=0.5,1884-NUSVR--nu=0.5-C=0.5,1884-NUSVR--nu=0.75-C=0.5,1884-NUSVR--nu=0.05-C=0.75,1884-NUSVR--nu=0.1-C=0.75,1884-NUSVR--nu=0.15-C=0.75,1884-NUSVR--nu=0.25-C=0.75,1884-NUSVR--nu=0.5-C=0.75,1884-NUSVR--nu=0.75-C=0.75,1884-NUSVR--nu=0.05-C=1,1884-NUSVR--nu=0.1-C=1,1884-NUSVR--nu=0.15-C=1,1884-NUSVR--nu=0.25-C=1,1884-NUSVR--nu=0.5-C=1,1884-NUSVR--nu=0.75-C=1,1884-NUSVR--nu=0.05-C=10,1884-NUSVR--nu=0.1-C=10,1884-NUSVR--nu=0.15-C=10,1884-NUSVR--nu=0.25-C=10,1884-NUSVR--nu=0.5-C=10,1884-NUSVR--nu=0.75-C=10
0,ABHD3,ABCC3,ABCB1,AASDH,AAK1,A1CF,ABHD3,ABCC3,ABCB1,AASDH,AAK1,A1CF,ABHD3,ABCC3,ABCB1,AASDH,AAK1,A1CF,ABHD3,ABCC3,ABCB1,AASDH,AAK1,A1CF,ABHD3,ABCC3,ABCB1,AASDH,AAK1,A1CF
1,ABL2,ABHD12,ABCC3,AASS,AAMDC,A2M,ABL2,ABHD12,ABCC3,AASS,AAMDC,A2M,ABL2,ABHD12,ABCC3,AASS,AAMDC,A2M,ABL2,ABHD12,ABCC3,AASS,AAMDC,A2M,ABL2,ABHD12,ABCC3,AASS,AAMDC,A2M
2,ABLIM3,ABHD3,ABHD12,ABCB1,AARS,A4GALT,ABLIM3,ABHD3,ABHD12,ABCB1,AARS,A4GALT,ABLIM3,ABHD3,ABHD12,ABCB1,AARS,A4GALT,ABLIM3,ABHD3,ABHD12,ABCB1,AARS,A4GALT,ABLIM3,ABHD3,ABHD12,ABCB1,AARS,A4GALT
3,ACP5,ABHD6,ABHD3,ABCC3,AARSD1,AACS,ACP5,ABHD6,ABHD3,ABCC3,AARSD1,AACS,ACP5,ABHD6,ABHD3,ABCC3,AARSD1,AACS,ACP5,ABHD6,ABHD3,ABCC3,AARSD1,AACS,ACP5,ABHD6,ABHD3,ABCC3,AARSD1,AACS
4,ACPP,ABL2,ABHD5,ABCD4,AASDH,AAK1,ACPP,ABL2,ABHD5,ABCD4,AASDH,AAK1,ACPP,ABL2,ABHD5,ABCD4,AASDH,AAK1,ACPP,ABL2,ABHD5,ABCD4,AASDH,AAK1,ACPP,ABL2,ABHD5,ABCD4,AASDH,AAK1
5,ACRBP,ABLIM1,ABHD6,ABHD12,AASDHPPT,AAMDC,ACRBP,ABLIM1,ABHD6,ABHD12,AASDHPPT,AAMDC,ACRBP,ABLIM1,ABHD6,ABHD12,AASDHPPT,AAMDC,ACRBP,ABLIM1,ABHD6,ABHD12,AASDHPPT,AAMDC,ACRBP,ABLIM1,ABHD6,ABHD12,AASDHPPT,AAMDC
6,ACTN4,ABLIM3,ABL2,ABHD17A,AASS,AAMP,ACTN4,ABLIM3,ABL2,ABHD17A,AASS,AAMP,ACTN4,ABLIM3,ABL2,ABHD17A,AASS,AAMP,ACTN4,ABLIM3,ABL2,ABHD17A,AASS,AAMP,ACTN4,ABLIM3,ABL2,ABHD17A,AASS,AAMP
7,ACTR2,ACP5,ABLIM1,ABHD3,AATF,AARS,ACTR2,ACP5,ABLIM1,ABHD3,AATF,AARS,ACTR2,ACP5,ABLIM1,ABHD3,AATF,AARS,ACTR2,ACP5,ABLIM1,ABHD3,AATF,AARS,ACTR2,ACP5,ABLIM1,ABHD3,AATF,AARS
8,ACTR3,ACPP,ABLIM3,ABHD5,ABCA5,AARSD1,ACTR3,ACPP,ABLIM3,ABHD5,ABCA5,AARSD1,ACTR3,ACPP,ABLIM3,ABHD5,ABCA5,AARSD1,ACTR3,ACPP,ABLIM3,ABHD5,ABCA5,AARSD1,ACTR3,ACPP,ABLIM3,ABHD5,ABCA5,AARSD1
9,ADGRL4,ACRBP,AC010642.2,ABHD6,ABCB1,AASDH,ADGRL4,ACRBP,AC010642.2,ABHD6,ABCB1,AASDH,ADGRL4,ACRBP,AC010642.2,ABHD6,ABCB1,AASDH,ADGRL4,ACRBP,AC010642.2,ABHD6,ABCB1,AASDH,ADGRL4,ACRBP,AC010642.2,ABHD6,ABCB1,AASDH
