,11282-NUSVR--nu=0.05-C=0.1,11282-NUSVR--nu=0.1-C=0.1,11282-NUSVR--nu=0.15-C=0.1,11282-NUSVR--nu=0.25-C=0.1,11282-NUSVR--nu=0.5-C=0.1,11282-NUSVR--nu=0.75-C=0.1,11282-NUSVR--nu=0.05-C=0.5,11282-NUSVR--nu=0.1-C=0.5,11282-NUSVR--nu=0.15-C=0.5,11282-NUSVR--nu=0.25-C=0.5,11282-NUSVR--nu=0.5-C=0.5,11282-NUSVR--nu=0.75-C=0.5,11282-NUSVR--nu=0.05-C=0.75,11282-NUSVR--nu=0.1-C=0.75,11282-NUSVR--nu=0.15-C=0.75,11282-NUSVR--nu=0.25-C=0.75,11282-NUSVR--nu=0.5-C=0.75,11282-NUSVR--nu=0.75-C=0.75,11282-NUSVR--nu=0.05-C=1,11282-NUSVR--nu=0.1-C=1,11282-NUSVR--nu=0.15-C=1,11282-NUSVR--nu=0.25-C=1,11282-NUSVR--nu=0.5-C=1,11282-NUSVR--nu=0.75-C=1,11282-NUSVR--nu=0.05-C=10,11282-NUSVR--nu=0.1-C=10,11282-NUSVR--nu=0.15-C=10,11282-NUSVR--nu=0.25-C=10,11282-NUSVR--nu=0.5-C=10,11282-NUSVR--nu=0.75-C=10
0,ABCC3,AATK,AATK,A1BG,A1BG,A1BG,ABCC3,AATK,AATK,A1BG,A1BG,A1BG,ABCC3,AATK,AATK,A1BG,A1BG,A1BG,ABCC3,AATK,AATK,A1BG,A1BG,A1BG,ABCC3,AATK,AATK,A1BG,A1BG,A1BG
1,ABCC4,ABCC3,ABCC1,AAK1,A2M,A1CF,ABCC4,ABCC3,ABCC1,AAK1,A2M,A1CF,ABCC4,ABCC3,ABCC1,AAK1,A2M,A1CF,ABCC4,ABCC3,ABCC1,AAK1,A2M,A1CF,ABCC4,ABCC3,ABCC1,AAK1,A2M,A1CF
2,ABHD11,ABCC4,ABCC3,AARD,A2ML1,A2M,ABHD11,ABCC4,ABCC3,AARD,A2ML1,A2M,ABHD11,ABCC4,ABCC3,AARD,A2ML1,A2M,ABHD11,ABCC4,ABCC3,AARD,A2ML1,A2M,ABHD11,ABCC4,ABCC3,AARD,A2ML1,A2M
3,ABHD12,ABHD11,ABCC4,AATK,A4GALT,A2ML1,ABHD12,ABHD11,ABCC4,AATK,A4GALT,A2ML1,ABHD12,ABHD11,ABCC4,AATK,A4GALT,A2ML1,ABHD12,ABHD11,ABCC4,AATK,A4GALT,A2ML1,ABHD12,ABHD11,ABCC4,AATK,A4GALT,A2ML1
4,ABLIM3,ABHD12,ABHD11,ABCB1,AAK1,A4GALT,ABLIM3,ABHD12,ABHD11,ABCB1,AAK1,A4GALT,ABLIM3,ABHD12,ABHD11,ABCB1,AAK1,A4GALT,ABLIM3,ABHD12,ABHD11,ABCB1,AAK1,A4GALT,ABLIM3,ABHD12,ABHD11,ABCB1,AAK1,A4GALT
5,AC009506.1,ABHD17A,ABHD12,ABCB10,AARD,A4GNT,AC009506.1,ABHD17A,ABHD12,ABCB10,AARD,A4GNT,AC009506.1,ABHD17A,ABHD12,ABCB10,AARD,A4GNT,AC147651.4,ABHD17A,ABHD12,ABCB10,AARD,A4GNT,AC009506.1,ABHD17A,ABHD12,ABCB10,AARD,A4GNT
6,AC147651.4,ABLIM3,ABHD17A,ABCB9,AARS,AAK1,AC147651.4,ABLIM3,ABHD17A,ABCB9,AARS,AAK1,AC147651.4,ABLIM3,ABHD17A,ABCB9,AARS,AAK1,ACPP,ABLIM3,ABHD17A,ABCB9,AARS,AAK1,AC147651.4,ABLIM3,ABHD17A,ABCB9,AARS,AAK1
7,ACPP,ABO,ABI3BP,ABCC1,AARS2,AAMP,ACPP,ABO,ABI3BP,ABCC1,AARS2,AAMP,ACPP,ABO,ABI3BP,ABCC1,AARS2,AAMP,ACRBP,ABO,ABI3BP,ABCC1,AARS2,AAMP,ACPP,ABO,ABI3BP,ABCC1,AARS2,AAMP
8,ACRBP,AC009506.1,ABLIM1,ABCC3,AATF,AARD,ACRBP,AC009506.1,ABLIM3,ABCC3,AATF,AARD,ACRBP,AC009506.1,ABLIM3,ABCC3,AATF,AARD,ACTN1,AC009506.1,ABLIM3,ABCC3,AATF,AARD,ACRBP,AC009506.1,ABLIM3,ABCC3,AATF,AARD
9,ACTN1,AC017083.2,ABLIM3,ABCC4,AATK,AARS,ACTN1,AC017083.2,ABO,ABCC4,AATK,AARS,ACTN1,AC017083.2,ABO,ABCC4,AATK,AARS,ACTR2,AC017083.2,ABO,ABCC4,AATK,AARS,ACTN1,AC017083.2,ABO,ABCC4,AATK,AARS
10,ACTR2,AC098617.1,ABO,ABCG1,ABCA1,AARS2,ACTR2,AC098617.1,ABTB1,ABCG1,ABCA1,AARS2,ACTR2,AC098617.1,ABTB1,ABCG1,ABCA1,AARS2,ACTR3,AC098617.1,ABTB1,ABCG1,ABCA1,AARS2,ACTR2,AC098617.1,ABTB1,ABCG1,ABCA1,AARS2
11,ACTR3,AC147651.4,ABTB1,ABHD11,ABCA2,AARSD1,ACTR3,AC147651.4,AC009506.1,ABHD11,ABCA2,AARSD1,ACTR3,AC147651.4,AC009506.1,ABHD11,ABCA2,AARSD1,ADGRG6,AC147651.4,AC009506.1,ABHD11,ABCA2,AARSD1,ACTR3,AC147651.4,AC009506.1,ABHD11,ABCA2,AARSD1
12,ADGRG6,ACPP,AC009506.1,ABHD12,ABCA3,AASDH,ADGRG6,ACPP,AC017083.2,ABHD12,ABCA3,AASDH,ADGRG6,ACPP,AC017083.2,ABHD12,ABCA3,AASDH,ADGRL4,ACPP,AC017083.2,ABHD12,ABCA3,AASDH,ADGRG6,ACPP,AC017083.2,ABHD12,ABCA3,AASDH
13,ADGRL4,ACRBP,AC017083.2,ABHD17A,ABCA5,AASDHPPT,ADGRL4,ACRBP,AC098617.1,ABHD17A,ABCA5,AASDHPPT,ADGRL4,ACRBP,AC098617.1,ABHD17A,ABCA5,AASDHPPT,ADIPOR1,ACRBP,AC098617.1,ABHD17A,ABCA5,AASDHPPT,ADGRL4,ACRBP,AC098617.1,ABHD17A,ABCA5,AASDHPPT
14,ADIPOR1,ACTN1,AC098617.1,ABHD3,ABCB1,AASS,ADIPOR1,ACTN1,AC147651.4,ABHD3,ABCB1,AASS,ADIPOR1,ACTN1,AC147651.4,ABHD3,ABCB1,AASS,ADIPOR2,ACTN1,AC147651.4,ABHD3,ABCB1,AASS,ADIPOR1,ACTN1,AC147651.4,ABHD3,ABCB1,AASS
15,ADIPOR2,ACTN4,AC147651.4,ABHD4,ABCB10,AATF,ADIPOR2,ACTN4,ACPP,ABHD4,ABCB10,AATF,ADIPOR2,ACTN4,ACPP,ABHD4,ABCB10,AATF,AGPAT1,ACTN4,ACPP,ABHD4,ABCB10,AATF,ADIPOR2,ACTN4,ACPP,ABHD4,ABCB10,AATF
16,AGPAT1,ACTR2,ACPP,ABHD5,ABCB8,AATK,AGPAT1,ACTR2,ACRBP,ABHD5,ABCB8,AATK,AGPAT1,ACTR2,ACRBP,ABHD5,ABCB8,AATK,AGPAT5,ACTR2,ACRBP,ABHD5,ABCB8,AATK,AGPAT1,ACTR2,ACRBP,ABHD5,ABCB8,AATK
17,AGPAT5,ACTR3,ACRBP,ABI2,ABCB9,ABCA1,AGPAT5,ACTR3,ACSL4,ABI2,ABCB9,ABCA1,AGPAT5,ACTR3,ACSL4,ABI2,ABCB9,ABCA1,AKIRIN1,ACTR3,ACSL4,ABI2,ABCB9,ABCA1,AGPAT5,ACTR3,ACSL4,ABI2,ABCB9,ABCA1
18,AKIRIN1,ACVR1,ACSL4,ABI3BP,ABCC1,ABCA2,AKIRIN1,ACVR1,ACTN1,ABI3BP,ABCC1,ABCA2,AKIRIN1,ACVR1,ACTN1,ABI3BP,ABCC1,ABCA2,AKR7A2,ACVR1,ACTN1,ABI3BP,ABCC1,ABCA2,AKIRIN1,ACVR1,ACTN1,ABI3BP,ABCC1,ABCA2
19,AKR7A2,ACVR2A,ACTN1,ABLIM1,ABCC3,ABCA3,AKR7A2,ACVR2A,ACTN4,ABLIM1,ABCC3,ABCA3,AKR7A2,ACVR2A,ACTN4,ABLIM1,ABCC3,ABCA3,AKT3,ACVR2A,ACTN4,ABLIM1,ABCC3,ABCA3,AKR7A2,ACVR2A,ACTN4,ABLIM1,ABCC3,ABCA3
20,AKT3,ACYP2,ACTN4,ABLIM3,ABCC4,ABCA5,AKT3,ACYP2,ACTR2,ABLIM3,ABCC4,ABCA5,AKT3,ACYP2,ACTR2,ABLIM3,ABCC4,ABCA5,ANGPTL4,ACYP2,ACTR2,ABLIM3,ABCC4,ABCA5,AKT3,ACYP2,ACTR2,ABLIM3,ABCC4,ABCA5
21,ANGPTL4,ADD3,ACTR2,ABO,ABCC5,ABCA7,ANGPTL4,ADD3,ACTR3,ABO,ABCC5,ABCA7,ANGPTL4,ADD3,ACTR3,ABO,ABCC5,ABCA7,ANKRD28,ADD3,ACTR3,ABO,ABCC5,ABCA7,ANGPTL4,ADD3,ACTR3,ABO,ABCC5,ABCA7
22,ANKRD28,ADGRG6,ACTR3,ABTB1,ABCD4,ABCB1,ANKRD28,ADGRG6,ACTR3B,ABTB1,ABCD4,ABCB1,ANKRD28,ADGRG6,ACTR3B,ABTB1,ABCD4,ABCB1,ANKRD33B,ADGRG6,ACTR3B,ABTB1,ABCD4,ABCB1,ANKRD28,ADGRG6,ACTR3B,ABTB1,ABCD4,ABCB1
23,ANKRD33B,ADGRL4,ACTR3B,AC005785.2,ABCE1,ABCB10,ANKRD33B,ADGRL4,ACVR1,AC005785.2,ABCE1,ABCB10,ANKRD33B,ADGRL4,ACVR1,AC005785.2,ABCE1,ABCB10,ANKRD9,ADGRL4,ACVR1,AC005785.2,ABCE1,ABCB10,ANKRD33B,ADGRL4,ACVR1,AC005785.2,ABCE1,ABCB10
24,ANKRD9,ADI1,ACVR1,AC009506.1,ABCG1,ABCB7,ANKRD9,ADI1,ACVR2A,AC009506.1,ABCG1,ABCB7,ANKRD9,ADI1,ACVR2A,AC009506.1,ABCG1,ABCB7,ANO6,ADI1,ACVR2A,AC009506.1,ABCG1,ABCB7,ANKRD9,ADI1,ACVR2A,AC009506.1,ABCG1,ABCB7
25,ANO6,ADIPOR1,ACVR2A,AC017083.2,ABHD11,ABCB8,ANO6,ADIPOR1,ACYP2,AC017083.2,ABHD11,ABCB8,ANO6,ADIPOR1,ACYP2,AC017083.2,ABHD11,ABCB8,ANP32A,ADIPOR1,ACYP2,AC017083.2,ABHD11,ABCB8,ANO6,ADIPOR1,ACYP2,AC017083.2,ABHD11,ABCB8
26,ANP32A,ADIPOR2,ACYP2,AC098617.1,ABHD12,ABCB9,ANP32A,ADIPOR2,ADAM10,AC098617.1,ABHD12,ABCB9,ANP32A,ADIPOR2,ADAM10,AC098617.1,ABHD12,ABCB9,ANXA4,ADIPOR2,ADAM10,AC098617.1,ABHD12,ABCB9,ANP32A,ADIPOR2,ADAM10,AC098617.1,ABHD12,ABCB9
27,ANXA4,AFF1,ADAM10,AC104699.1,ABHD12B,ABCC1,ANXA4,AFF1,ADAM9,AC104699.1,ABHD12B,ABCC1,ANXA4,AFF1,ADAM9,AC104699.1,ABHD12B,ABCC1,AOC1,AFF1,ADAM9,AC104699.1,ABHD12B,ABCC1,ANXA4,AFF1,ADAM9,AC104699.1,ABHD12B,ABCC1
28,AOC1,AGBL5,ADAM9,AC147651.4,ABHD14B,ABCC11,AOC1,AGBL5,ADAT1,AC147651.4,ABHD14B,ABCC11,AOC1,AGBL5,ADAT1,AC147651.4,ABHD14B,ABCC11,AP2M1,AGBL5,ADAT1,AC147651.4,ABHD14B,ABCC11,AOC1,AGBL5,ADAT1,AC147651.4,ABHD14B,ABCC11
29,AP2M1,AGER,ADAT1,ACAD11,ABHD17A,ABCC13,AP2M1,AGER,ADD3,ACAD11,ABHD17A,ABCC13,AP2M1,AGO1,ADD3,ACAD11,ABHD17A,ABCC13,APOD,AGO1,ADD3,ACAD11,ABHD17A,ABCC13,AP2M1,AGO1,ADD3,ACAD11,ABHD17A,ABCC13
30,APOD,AGO1,ADD3,ACADM,ABHD17B,ABCC3,APOD,AGO1,ADGRE1,ACADM,ABHD17B,ABCC3,APOD,AGPAT1,ADGRE1,ACADM,ABHD17B,ABCC3,APP,AGPAT1,ADGRE1,ACADM,ABHD17B,ABCC3,APOD,AGPAT1,ADGRE1,ACADM,ABHD17B,ABCC3
31,APP,AGPAT1,ADGRE1,ACAP2,ABHD18,ABCC4,APP,AGPAT1,ADGRG3,ACAP2,ABHD18,ABCC4,APP,AGPAT5,ADGRG3,ACAP2,ABHD18,ABCC4,AQP10,AGPAT5,ADGRG3,ACAP2,ABHD18,ABCC4,APP,AGPAT5,ADGRG3,ACAP2,ABHD18,ABCC4
32,AQP10,AGPAT5,ADGRG3,ACCS,ABHD3,ABCC5,AQP10,AGPAT5,ADGRG6,ACCS,ABHD3,ABCC5,AQP10,AGTRAP,ADGRG6,ACCS,ABHD3,ABCC5,ARF1,AGTRAP,ADGRG6,ACCS,ABHD3,ABCC5,AQP10,AGTRAP,ADGRG6,ACCS,ABHD3,ABCC5
33,ARF1,AGTRAP,ADGRG6,ACLY,ABHD4,ABCC9,ARF1,AGTRAP,ADGRL4,ACLY,ABHD4,ABCC9,ARF1,AKIRIN1,ADGRL4,ACLY,ABHD4,ABCC9,ARF3,AKIRIN1,ADGRL4,ACLY,ABHD4,ABCC9,ARF1,AKIRIN1,ADGRL4,ACLY,ABHD4,ABCD1
34,ARF3,AKIRIN1,ADGRL4,ACOT7,ABHD5,ABCD1,ARF3,AKIRIN1,ADI1,ACOT7,ABHD5,ABCD1,ARF3,AKNA,ADI1,ACOT7,ABHD5,ABCD1,ARG2,AKNA,ADI1,ACOT7,ABHD5,ABCD1,ARF3,AKNA,ADI1,ACOT7,ABHD5,ABCD3
35,ARHGAP18,AKNA,ADI1,ACP2,ABI2,ABCD3,ARG2,AKNA,ADIPOR1,ACP2,ABI2,ABCD3,ARG2,AKR7A2,ADIPOR1,ACP2,ABI2,ABCD3,ARHGAP18,AKR7A2,ADIPOR1,ACP2,ABI2,ABCD3,ARG2,AKR7A2,ADIPOR1,ACP2,ABI2,ABCD4
36,ARHGAP30,AKR7A2,ADIPOR1,ACPP,ABI3,ABCD4,ARHGAP18,AKR7A2,ADIPOR2,ACPP,ABI3,ABCD4,ARHGAP18,AKT3,ADIPOR2,ACPP,ABI3,ABCD4,ARHGAP30,AKT3,ADIPOR2,ACPP,ABI3,ABCD4,ARHGAP18,AKT3,ADIPOR2,ACPP,ABI3,ABCE1
37,ARHGDIB,AKT3,ADIPOR2,ACRBP,ABI3BP,ABCE1,ARHGAP30,AKT3,AFAP1L2,ACRBP,ABI3BP,ABCE1,ARHGAP30,ALAS2,AFAP1L2,ACRBP,ABI3BP,ABCE1,ARHGDIB,ALAS2,AFAP1L2,ACRBP,ABI3BP,ABCE1,ARHGAP30,ALAS2,AFAP1L2,ACRBP,ABI3BP,ABCF2
38,ARHGEF12,ALAS2,AFAP1L2,ACSBG1,ABL1,ABCF2,ARHGDIB,ALAS2,AFF1,ACSBG1,ABL1,ABCF2,ARHGDIB,AMZ2P1,AFF1,ACSBG1,ABL1,ABCF2,ARHGEF12,AMZ2P1,AFF1,ACSBG1,ABL1,ABCF2,ARHGDIB,AMZ2P1,AFF1,ACSBG1,ABL1,ABCF3
39,ARHGEF38,AMZ2P1,AFF1,ACSL1,ABL2,ABCF3,ARHGEF12,AMZ2P1,AFF3,ACSL1,ABL2,ABCF3,ARHGEF12,ANK1,AFF3,ACSL1,ABL2,ABCF3,ARHGEF38,ANK1,AFF3,ACSL1,ABL2,ABCF3,ARHGEF12,ANK1,AFF3,ACSL1,ABL2,ABCG1
40,ARID3B,ANK1,AFF3,ACSL4,ABLIM1,ABCG1,ARHGEF38,ANK1,AFG3L1P,ACSL4,ABLIM1,ABCG1,ARHGEF38,ANKRD28,AFG3L1P,ACSL4,ABLIM1,ABCG1,ARID3B,ANKRD28,AFG3L1P,ACSL4,ABLIM1,ABCG1,ARHGEF38,ANKRD28,AFG3L1P,ACSL4,ABLIM1,ABCG2
41,ARPC5,ANKRD28,AFG3L1P,ACTN1,ABLIM3,ABCG2,ARID3B,ANKRD28,AGBL5,ACTN1,ABLIM3,ABCG2,ARID3B,ANKRD33B,AGBL5,ACTN1,ABLIM3,ABCG2,ARPC5,ANKRD33B,AGBL5,ACTN1,ABLIM3,ABCG2,ARID3B,ANKRD33B,AGBL5,ACTN1,ABLIM3,ABHD1
42,ARRB2,ANKRD33B,AGBL5,ACTN4,ABO,ABHD1,ARPC5,ANKRD33B,AGER,ACTN4,ABO,ABHD1,ARPC5,ANKRD36C,AGER,ACTN4,ABO,ABHD1,ARRB2,ANKRD36C,AGER,ACTN4,ABO,ABHD1,ARPC5,ANKRD36C,AGER,ACTN4,ABO,ABHD11
43,ASAP1,ANKRD36C,AGER,ACTR10,ABTB1,ABHD11,ARRB2,ANKRD36C,AGL,ACTR10,ABTB1,ABHD11,ARRB2,ANKRD9,AGL,ACTR10,ABTB1,ABHD11,ASAP1,ANKRD9,AGL,ACTR10,ABTB1,ABHD11,ARRB2,ANKRD9,AGL,ACTR10,ABTB1,ABHD12
44,ATOX1,ANKRD9,AGL,ACTR2,ABTB2,ABHD12,ASAP1,ANKRD9,AGO1,ACTR2,ABTB2,ABHD12,ASAP1,ANO6,AGO1,ACTR2,ABTB2,ABHD12,ATOX1,ANO6,AGO1,ACTR2,ABTB2,ABHD12,ASAP1,ANO6,AGO1,ACTR2,ABTB2,ABHD12B
45,ATP2A3,ANO6,AGO1,ACTR3,AC005785.2,ABHD12B,ATOX1,ANO6,AGPAT1,ACTR3,AC005785.2,ABHD12B,ATOX1,ANP32A,AGPAT1,ACTR3,AC005785.2,ABHD12B,ATP2A3,ANP32A,AGPAT1,ACTR3,AC005785.2,ABHD12B,ATOX1,ANP32A,AGPAT1,ACTR3,AC005562.1,ABHD14B
46,ATP8A1,ANO9,AGPAT1,ACTR3B,AC009506.1,ABHD14B,ATP2A3,ANP32A,AGPAT5,ACTR3B,AC009506.1,ABHD14B,ATP2A3,ANP32B,AGPAT5,ACTR3B,AC009506.1,ABHD14B,ATP8A1,ANP32B,AGPAT5,ACTR3B,AC009506.1,ABHD14B,ATP2A3,ANP32B,AGPAT5,ACTR3B,AC005785.2,ABHD15
47,AVIL,ANP32A,AGPAT5,ACVR1,AC017083.2,ABHD15,ATP8A1,ANP32B,AGTPBP1,ACVR1,AC017083.2,ABHD15,ATP8A1,ANXA1,AGTPBP1,ACVR1,AC017083.2,ABHD15,AVIL,ANXA1,AGTPBP1,ACVR1,AC017083.2,ABHD15,ATP8A1,ANXA1,AGTPBP1,ACVR1,AC009506.1,ABHD17A
48,AZIN1,ANP32B,AGTPBP1,ACVR1B,AC023590.1,ABHD17A,AVIL,ANXA1,AGTRAP,ACVR1B,AC023590.1,ABHD17A,AVIL,ANXA11,AGTRAP,ACVR1B,AC023590.1,ABHD17A,AZIN1,ANXA11,AGTRAP,ACVR1B,AC023590.1,ABHD17A,AVIL,ANXA11,AGTRAP,ACVR1B,AC017083.2,ABHD17B
