,5650-NUSVR--nu=0.05-C=0.1,5650-NUSVR--nu=0.1-C=0.1,5650-NUSVR--nu=0.15-C=0.1,5650-NUSVR--nu=0.25-C=0.1,5650-NUSVR--nu=0.5-C=0.1,5650-NUSVR--nu=0.75-C=0.1,5650-NUSVR--nu=0.05-C=0.5,5650-NUSVR--nu=0.1-C=0.5,5650-NUSVR--nu=0.15-C=0.5,5650-NUSVR--nu=0.25-C=0.5,5650-NUSVR--nu=0.5-C=0.5,5650-NUSVR--nu=0.75-C=0.5,5650-NUSVR--nu=0.05-C=0.75,5650-NUSVR--nu=0.1-C=0.75,5650-NUSVR--nu=0.15-C=0.75,5650-NUSVR--nu=0.25-C=0.75,5650-NUSVR--nu=0.5-C=0.75,5650-NUSVR--nu=0.75-C=0.75,5650-NUSVR--nu=0.05-C=1,5650-NUSVR--nu=0.1-C=1,5650-NUSVR--nu=0.15-C=1,5650-NUSVR--nu=0.25-C=1,5650-NUSVR--nu=0.5-C=1,5650-NUSVR--nu=0.75-C=1,5650-NUSVR--nu=0.05-C=10,5650-NUSVR--nu=0.1-C=10,5650-NUSVR--nu=0.15-C=10,5650-NUSVR--nu=0.25-C=10,5650-NUSVR--nu=0.5-C=10,5650-NUSVR--nu=0.75-C=10
0,ABL2,ABCA5,ABCA5,AAK1,A1BG,A1BG,ABL2,ABCA5,ABCA5,AAK1,A1BG,A1BG,ABL2,ABCA5,ABCA5,AAK1,A1BG,A1BG,ABL2,ABCA5,ABCA5,AAK1,A1BG,A1BG,ABL2,ABCA5,ABCA5,AAK1,A1BG,A1BG
1,ABLIM3,ABCA8,ABCA8,AASDH,A2M,A2M,ABLIM3,ABCA8,ABCA8,AASDH,A2M,A2M,ABLIM3,ABCA8,ABCA8,AASDH,A2M,A2M,ABLIM3,ABCA8,ABCA8,AASDH,A2M,A2M,ABLIM3,ABCA8,ABCA8,AASDH,A2M,A2M
2,ACPP,ABCC3,ABCB1,AATF,A4GALT,A2ML1,ACPP,ABCC3,ABCB1,AATF,A4GALT,A2ML1,ACPP,ABCC3,ABCB1,AATF,A4GALT,A2ML1,ACPP,ABCC3,ABCB1,AATF,A4GALT,A2ML1,ACPP,ABCC3,ABCB1,AATF,A4GALT,A2ML1
3,ACRBP,ABHD11,ABCC3,ABCA4,AAK1,A4GALT,ACRBP,ABHD11,ABCC3,ABCA4,AAK1,A4GALT,ACRBP,ABHD11,ABCC3,ABCA4,AAK1,A4GALT,ACRBP,ABHD11,ABCC3,ABCA4,AAK1,A4GALT,ACRBP,ABHD11,ABCC3,ABCA4,AAK1,A4GALT
4,ACTN1,ABHD12,ABCC5,ABCA5,AAMDC,AACS,ACTN1,ABHD12,ABCC5,ABCA5,AAMDC,AACS,ACTN1,ABHD12,ABCC5,ABCA5,AAMDC,AACS,ACTN1,ABHD12,ABCC5,ABCA5,AAMDC,AACS,ACTN1,ABHD12,ABCC5,ABCA5,AAMDC,AACS
5,ACTN4,ABHD3,ABHD11,ABCA8,AAMP,AAK1,ACTN4,ABHD3,ABHD11,ABCA8,AAMP,AAK1,ACTN4,ABHD3,ABHD11,ABCA8,AAMP,AAK1,ACTN4,ABHD3,ABHD11,ABCA8,AAMP,AAK1,ACTN4,ABHD3,ABHD11,ABCA8,AAMP,AAK1
6,ACTR2,ABHD5,ABHD12,ABCB1,AARD,AAMDC,ACTR2,ABHD5,ABHD12,ABCB1,AARD,AAMDC,ACTR2,ABHD5,ABHD12,ABCB1,AARD,AAMDC,ACTR2,ABHD5,ABHD12,ABCB1,AARD,AAMDC,ACTR2,ABHD5,ABHD12,ABCB1,AARD,AAMDC
7,ADGRG6,ABL2,ABHD3,ABCB10,AARS,AAMP,ADGRG6,ABL2,ABHD3,ABCB10,AARS,AAMP,ADGRG6,ABL2,ABHD3,ABCB10,AARS,AAMP,ADGRG6,ABL2,ABHD3,ABCB10,AARS,AAMP,ADGRG6,ABL2,ABHD3,ABCB10,AARS,AAMP
8,ADGRL4,ABLIM1,ABHD5,ABCC1,AARS2,AAR2,ADGRL4,ABLIM1,ABHD5,ABCC1,AARS2,AAR2,ADGRL4,ABLIM1,ABHD5,ABCC1,AARS2,AAR2,ADGRL4,ABLIM1,ABHD5,ABCC1,AARS2,AAR2,ADGRL4,ABLIM1,ABHD5,ABCC1,AARS2,AAR2
9,ADIPOR1,ABLIM3,ABL2,ABCC3,AASDH,AARD,ADIPOR1,ABLIM3,ABL2,ABCC3,AASDH,AARD,ADIPOR1,ABLIM3,ABL2,ABCC3,AASDH,AARD,ADIPOR1,ABLIM3,ABL2,ABCC3,AASDH,AARD,ADIPOR1,ABLIM3,ABL2,ABCC3,AASDH,AARD
