,2517-NUSVR--nu=0.05-C=0.1,2517-NUSVR--nu=0.1-C=0.1,2517-NUSVR--nu=0.15-C=0.1,2517-NUSVR--nu=0.25-C=0.1,2517-NUSVR--nu=0.5-C=0.1,2517-NUSVR--nu=0.75-C=0.1,2517-NUSVR--nu=0.05-C=0.5,2517-NUSVR--nu=0.1-C=0.5,2517-NUSVR--nu=0.15-C=0.5,2517-NUSVR--nu=0.25-C=0.5,2517-NUSVR--nu=0.5-C=0.5,2517-NUSVR--nu=0.75-C=0.5,2517-NUSVR--nu=0.05-C=0.75,2517-NUSVR--nu=0.1-C=0.75,2517-NUSVR--nu=0.15-C=0.75,2517-NUSVR--nu=0.25-C=0.75,2517-NUSVR--nu=0.5-C=0.75,2517-NUSVR--nu=0.75-C=0.75,2517-NUSVR--nu=0.05-C=1,2517-NUSVR--nu=0.1-C=1,2517-NUSVR--nu=0.15-C=1,2517-NUSVR--nu=0.25-C=1,2517-NUSVR--nu=0.5-C=1,2517-NUSVR--nu=0.75-C=1,2517-NUSVR--nu=0.05-C=10,2517-NUSVR--nu=0.1-C=10,2517-NUSVR--nu=0.15-C=10,2517-NUSVR--nu=0.25-C=10,2517-NUSVR--nu=0.5-C=10,2517-NUSVR--nu=0.75-C=10
0,ABCA8,ABCA5,ABCA5,A2M,A2M,A2M,ABCA8,ABCA5,ABCA5,A2M,A2M,A2M,ABCA8,ABCA5,ABCA5,A2M,A2M,A2M,ABCA8,ABCA5,ABCA5,A2M,A2M,A2M,ABCA8,ABCA5,ABCA5,A2M,A2M,A2M
1,ABLIM3,ABCA8,ABCA8,AAK1,AAK1,AACS,ABLIM3,ABCA8,ABCA8,AAK1,AAK1,AACS,ABLIM3,ABCA8,ABCA8,AAK1,AAK1,AACS,ABLIM3,ABCA8,ABCA8,AAK1,AAK1,AACS,ABLIM3,ABCA8,ABCA8,AAK1,AAK1,AACS
2,ACPP,ABHD11,ABCC5,AATF,AAMDC,AAK1,ACPP,ABHD11,ABCC5,AATF,AAMDC,AAK1,ACPP,ABHD11,ABCC5,AATF,AAMDC,AAK1,ACPP,ABHD11,ABCC5,AATF,AAMDC,AAK1,ACPP,ABHD11,ABCC5,AATF,AAMDC,AAK1
3,ACRBP,ABHD12,ABHD11,AATK,AAMP,AAMDC,ACRBP,ABHD12,ABHD11,AATK,AAMP,AAMDC,ACRBP,ABHD12,ABHD11,AATK,AAMP,AAMDC,ACRBP,ABHD12,ABHD11,AATK,AAMP,AAMDC,ACRBP,ABHD12,ABHD11,AATK,AAMP,AAMDC
4,ACTN1,ABHD17A,ABHD12,ABCA5,AAR2,AAMP,ACTN1,ABHD17A,ABHD12,ABCA5,AAR2,AAMP,ACTN1,ABHD17A,ABHD12,ABCA5,AAR2,AAMP,ACTN1,ABHD17A,ABHD12,ABCA5,AAR2,AAMP,ACTN1,ABHD17A,ABHD12,ABCA5,AAR2,AAMP
5,ACTN4,ABHD3,ABHD17A,ABCA8,AARS,AAR2,ACTN4,ABHD3,ABHD17A,ABCA8,AARS,AAR2,ACTN4,ABHD3,ABHD17A,ABCA8,AARS,AAR2,ACTN4,ABHD3,ABHD17A,ABCA8,AARS,AAR2,ACTN4,ABHD3,ABHD17A,ABCA8,AARS,AAR2
6,ACTR2,ABLIM1,ABHD3,ABCB9,AASDH,AARS,ACTR2,ABLIM1,ABHD3,ABCB9,AASDH,AARS,ACTR2,ABLIM1,ABHD3,ABCB9,AASDH,AARS,ACTR2,ABLIM1,ABHD3,ABCB9,AASDH,AARS,ACTR2,ABLIM1,ABHD3,ABCB9,AASDH,AARS
7,ACTR3,ABLIM3,ABHD5,ABCC5,AASS,AASDH,ACTR3,ABLIM3,ABHD5,ABCC5,AASS,AASDH,ACTR3,ABLIM3,ABHD5,ABCC5,AASS,AASDH,ACTR3,ABLIM3,ABHD5,ABCC5,AASS,AASDH,ACTR3,ABLIM3,ABHD5,ABCC5,AASS,AASDH
8,ADD3,AC009506.1,ABI3,ABCG1,AATF,AASDHPPT,ADD3,AC009506.1,ABI3,ABCG1,AATF,AASDHPPT,ADD3,AC009506.1,ABI3,ABCG1,AATF,AASDHPPT,ADD3,AC009506.1,ABI3,ABCG1,AATF,AASDHPPT,ADD3,AC009506.1,ABI3,ABCG1,AATF,AASDHPPT
9,ADGRL4,ACPP,ABL2,ABHD11,AATK,AASS,ADGRL4,ACPP,ABL2,ABHD11,AATK,AASS,ADGRL4,ACPP,ABL2,ABHD11,AATK,AASS,ADGRL4,ACPP,ABL2,ABHD11,AATK,AASS,ADGRL4,ACPP,ABL2,ABHD11,AATK,AASS
10,ADIPOR1,ACRBP,ABLIM1,ABHD12,ABCA5,AATF,ADIPOR1,ACRBP,ABLIM1,ABHD12,ABCA5,AATF,ADIPOR1,ACRBP,ABLIM1,ABHD12,ABCA5,AATF,ADIPOR1,ACRBP,ABLIM1,ABHD12,ABCA5,AATF,ADIPOR1,ACRBP,ABLIM1,ABHD12,ABCA5,AATF
11,AGPAT5,ACTC1,ABLIM3,ABHD15,ABCA8,AATK,AGPAT5,ACTC1,ABLIM3,ABHD15,ABCA8,AATK,AGPAT5,ACTC1,ABLIM3,ABHD15,ABCA8,AATK,AGPAT5,ACTC1,ABLIM3,ABHD15,ABCA8,AATK,AGPAT5,ACTC1,ABLIM3,ABHD15,ABCA8,AATK
12,AGTRAP,ACTN1,ABO,ABHD17A,ABCB1,ABCA1,AGTRAP,ACTN1,ABO,ABHD17A,ABCB1,ABCA1,AGTRAP,ACTN1,ABO,ABHD17A,ABCB1,ABCA1,AGTRAP,ACTN1,ABO,ABHD17A,ABCB1,ABCA1,AGTRAP,ACTN1,ABO,ABHD17A,ABCB1,ABCA1
13,AKAP13,ACTN4,AC009506.1,ABHD3,ABCB8,ABCA12,AKAP13,ACTN4,AC009506.1,ABHD3,ABCB8,ABCA12,AKAP13,ACTN4,AC009506.1,ABHD3,ABCB8,ABCA12,AKAP13,ACTN4,AC009506.1,ABHD3,ABCB8,ABCA12,AKAP13,ACTN4,AC009506.1,ABHD3,ABCB8,ABCA12
14,AKIRIN2,ACTR2,ACLY,ABHD4,ABCB9,ABCA2,AKIRIN2,ACTR2,ACLY,ABHD4,ABCB9,ABCA2,AKIRIN1,ACTR2,ACLY,ABHD4,ABCB9,ABCA2,AKIRIN2,ACTR2,ACLY,ABHD4,ABCB9,ABCA2,AKIRIN2,ACTR2,ACLY,ABHD4,ABCB9,ABCA2
15,AKNA,ACTR3,ACPP,ABHD5,ABCC1,ABCA5,AKNA,ACTR3,ACPP,ABHD5,ABCC1,ABCA5,AKIRIN2,ACTR3,ACPP,ABHD5,ABCC1,ABCA5,AKNA,ACTR3,ACPP,ABHD5,ABCC1,ABCA5,AKNA,ACTR3,ACPP,ABHD5,ABCC1,ABCA5
16,ANK1,ACYP1,ACRBP,ABI3,ABCC3,ABCA8,ALOX5AP,ACYP1,ACRBP,ABI3,ABCC3,ABCA8,AKNA,ACYP1,ACRBP,ABI3,ABCC3,ABCA8,ALOX5AP,ACYP1,ACRBP,ABI3,ABCC3,ABCA8,ALOX5AP,ACYP1,ACRBP,ABI3,ABCC3,ABCA8
17,ANKRD33B,ADAMTS9,ACTC1,ABL2,ABCC5,ABCB1,ANK1,ADAMTS9,ACTC1,ABL2,ABCC5,ABCB1,ALOX5AP,ADAMTS9,ACTC1,ABL2,ABCC5,ABCB1,ANK1,ADAMTS9,ACTC1,ABL2,ABCC5,ABCB1,ANK1,ADAMTS9,ACTC1,ABL2,ABCC5,ABCB1
18,ANKRD36C,ADD3,ACTN1,ABLIM1,ABCD3,ABCB10,ANKRD33B,ADD3,ACTN1,ABLIM1,ABCD3,ABCB10,ANK1,ADD3,ACTN1,ABLIM1,ABCD3,ABCB10,ANKRD33B,ADD3,ACTN1,ABLIM1,ABCD3,ABCB10,ANKRD33B,ADD3,ACTN1,ABLIM1,ABCD3,ABCB10
19,ANKRD9,ADGRG3,ACTN4,ABLIM3,ABCF2,ABCB7,ANKRD36C,ADGRG3,ACTN4,ABLIM3,ABCF2,ABCB7,ANKRD33B,ADGRG3,ACTN4,ABLIM3,ABCF2,ABCB7,ANKRD36C,ADGRG3,ACTN4,ABLIM3,ABCF2,ABCB7,ANKRD36C,ADGRG6,ACTN4,ABLIM3,ABCF2,ABCB7
20,ANP32A,ADGRG6,ACTR2,ABO,ABCG1,ABCB8,ANKRD9,ADGRG6,ACTR2,ABO,ABCG1,ABCB8,ANKRD36C,ADGRG6,ACTR2,ABO,ABCG1,ABCB8,ANKRD9,ADGRG6,ACTR2,ABO,ABCG1,ABCB8,ANKRD9,ADGRL4,ACTR2,ABO,ABCG1,ABCB8
21,ANP32B,ADGRL4,ACTR3,ABTB1,ABHD10,ABCB9,ANP32A,ADGRL4,ACTR3,ABTB1,ABHD10,ABCB9,ANKRD9,ADGRL4,ACTR3,ABTB1,ABHD10,ABCB9,ANP32A,ADGRL4,ACTR3,ABTB1,ABHD10,ABCB9,ANP32A,ADIPOR1,ACTR3,ABTB1,ABHD10,ABCB9
