,2553-NUSVR--nu=0.05-C=0.1,2553-NUSVR--nu=0.1-C=0.1,2553-NUSVR--nu=0.15-C=0.1,2553-NUSVR--nu=0.25-C=0.1,2553-NUSVR--nu=0.5-C=0.1,2553-NUSVR--nu=0.75-C=0.1,2553-NUSVR--nu=0.05-C=0.5,2553-NUSVR--nu=0.1-C=0.5,2553-NUSVR--nu=0.15-C=0.5,2553-NUSVR--nu=0.25-C=0.5,2553-NUSVR--nu=0.5-C=0.5,2553-NUSVR--nu=0.75-C=0.5,2553-NUSVR--nu=0.05-C=0.75,2553-NUSVR--nu=0.1-C=0.75,2553-NUSVR--nu=0.15-C=0.75,2553-NUSVR--nu=0.25-C=0.75,2553-NUSVR--nu=0.5-C=0.75,2553-NUSVR--nu=0.75-C=0.75,2553-NUSVR--nu=0.05-C=1,2553-NUSVR--nu=0.1-C=1,2553-NUSVR--nu=0.15-C=1,2553-NUSVR--nu=0.25-C=1,2553-NUSVR--nu=0.5-C=1,2553-NUSVR--nu=0.75-C=1,2553-NUSVR--nu=0.05-C=10,2553-NUSVR--nu=0.1-C=10,2553-NUSVR--nu=0.15-C=10,2553-NUSVR--nu=0.25-C=10,2553-NUSVR--nu=0.5-C=10,2553-NUSVR--nu=0.75-C=10
0,ABHD12,ABCA8,A2ML1,A2ML1,A1BG,A1BG,ABHD12,ABCA8,A2ML1,A2ML1,A1BG,A1BG,ABHD12,ABCA8,A2ML1,A2ML1,A1BG,A1BG,ABHD12,ABCA8,A2ML1,A2ML1,A1BG,A1BG,ABHD12,ABCA8,A2ML1,A2ML1,A1BG,A1BG
1,ABLIM3,ABCC3,ABCA8,AAK1,A2M,A2M,ABLIM3,ABCC3,ABCA8,AAK1,A2M,A2M,ABLIM3,ABCC3,ABCA8,AAK1,A2M,A2M,ABLIM3,ABCC3,ABCA8,AAK1,A2M,A2M,ABLIM3,ABCC3,ABCA8,AAK1,A2M,A2M
2,ACPP,ABHD11,ABCB9,AASDH,A2ML1,A2ML1,ACPP,ABHD11,ABCB9,AASDH,A2ML1,A2ML1,ACPP,ABHD11,ABCB9,AASDH,A2ML1,A2ML1,ACPP,ABHD11,ABCB9,AASDH,A2ML1,A2ML1,ACPP,ABHD11,ABCB9,AASDH,A2ML1,A2ML1
3,ACRBP,ABHD12,ABCC3,AATK,A4GALT,A4GALT,ACRBP,ABHD12,ABCC3,AATK,A4GALT,A4GALT,ACRBP,ABHD12,ABCC3,AATK,A4GALT,A4GALT,ACRBP,ABHD12,ABCC3,AATK,A4GALT,A4GALT,ACRBP,ABHD12,ABCC3,AATK,A4GALT,A4GALT
4,ACTC1,ABHD3,ABHD11,ABCA8,AAK1,AACS,ACTC1,ABHD3,ABHD11,ABCA8,AAK1,AACS,ACTC1,ABHD3,ABHD11,ABCA8,AAK1,AACS,ACTC1,ABHD3,ABHD11,ABCA8,AAK1,AACS,ACTC1,ABHD3,ABHD11,ABCA8,AAK1,AACS
5,ACTN1,ABLIM3,ABHD12,ABCB9,AAMDC,AAK1,ACTN1,ABLIM3,ABHD12,ABCB9,AAMDC,AAK1,ACTN1,ABLIM3,ABHD12,ABCB9,AAMDC,AAK1,ACTN1,ABLIM3,ABHD12,ABCB9,AAMDC,AAK1,ACTN1,ABLIM3,ABHD12,ABCB9,AAMDC,AAK1
6,ACTN4,ABO,ABHD3,ABCC1,AARS,AAMDC,ACTN4,ABO,ABHD3,ABCC1,AARS,AAMDC,ACTN4,ABO,ABHD3,ABCC1,AARS,AAMDC,ACTN4,ABO,ABHD3,ABCC1,AARS,AAMDC,ACTN4,ABO,ABHD3,ABCC1,AARS,AAMDC
7,ACTR2,AC144652.1,ABL1,ABCC3,AARSD1,AAMP,ACTR2,AC144652.1,ABL1,ABCC3,AARSD1,AAMP,ACTR2,AC144652.1,ABL1,ABCC3,AARSD1,AAMP,ACTR2,AC144652.1,ABL1,ABCC3,AARSD1,AAMP,ACTR2,AC144652.1,ABL1,ABCC3,AARSD1,AAMP
8,ADGRG6,ACLY,ABL2,ABCC5,AASDH,AAR2,ADGRG6,ACLY,ABL2,ABCC5,AASDH,AAR2,ADGRG6,ACLY,ABL2,ABCC5,AASDH,AAR2,ADGRG6,ACLY,ABL2,ABCC5,AASDH,AAR2,ADGRG6,ACLY,ABL2,ABCC5,AASDH,AAR2
9,ADGRL4,ACP1,ABLIM3,ABHD11,AASDHPPT,AARS,ADGRL4,ACP1,ABLIM3,ABHD11,AASDHPPT,AARS,ADGRL4,ACP1,ABLIM3,ABHD11,AASDHPPT,AARS,ADGRL4,ACP1,ABLIM3,ABHD11,AASDHPPT,AARS,ADGRL4,ACP1,ABLIM3,ABHD11,AASDHPPT,AARS
10,ADIPOR1,ACPP,ABO,ABHD12,AASS,AARSD1,ADIPOR1,ACPP,ABO,ABHD12,AASS,AARSD1,ADIPOR1,ACPP,ABO,ABHD12,AASS,AARSD1,ADIPOR1,ACPP,ABO,ABHD12,AASS,AARSD1,ADIPOR1,ACPP,ABO,ABHD12,AASS,AARSD1
11,AGPAT5,ACRBP,AC144652.1,ABHD3,AATF,AASDH,AGPAT5,ACRBP,AC144652.1,ABHD3,AATF,AASDH,AGPAT5,ACRBP,AC144652.1,ABHD3,AATF,AASDH,AGPAT5,ACRBP,AC144652.1,ABHD3,AATF,AASDH,AGPAT5,ACRBP,AC144652.1,ABHD3,AATF,AASDH
12,AKAP12,ACTC1,ACKR3,ABHD6,AATK,AASDHPPT,AKAP12,ACTC1,ACKR3,ABHD6,AATK,AASDHPPT,AKAP12,ACTC1,ACKR3,ABHD6,AATK,AASDHPPT,AKAP12,ACTC1,ACKR3,ABHD6,AATK,AASDHPPT,AKAP12,ACTC1,ACKR3,ABHD6,AATK,AASDHPPT
13,AKAP13,ACTN1,ACLY,ABI3BP,ABCA12,AASS,AKAP13,ACTN1,ACLY,ABI3BP,ABCA12,AASS,AKAP13,ACTN1,ACLY,ABI3BP,ABCA12,AASS,AKAP13,ACTN1,ACLY,ABI3BP,ABCA12,AASS,AKAP13,ACTN1,ACLY,ABI3BP,ABCA12,AASS
14,AKIRIN1,ACTN4,ACOT11,ABL1,ABCA3,AATF,AKIRIN1,ACTN4,ACOT11,ABL1,ABCA3,AATF,AKIRIN1,ACTN4,ACOT11,ABL1,ABCA3,AATF,AKIRIN1,ACTN4,ACOT11,ABL1,ABCA3,AATF,AKIRIN1,ACTN4,ACOT11,ABL1,ABCA3,AATF
15,AKIRIN2,ACTR2,ACP1,ABL2,ABCA5,AATK,AKIRIN2,ACTR2,ACP1,ABL2,ABCA5,AATK,AKIRIN2,ACTR2,ACP1,ABL2,ABCA5,AATK,AKIRIN2,ACTR2,ACP1,ABL2,ABCA5,AATK,AKIRIN2,ACTR2,ACP1,ABL2,ABCA5,AATK
16,AKNA,ACTR3,ACPP,ABLIM1,ABCA8,ABCA10,AKNA,ACTR3,ACPP,ABLIM1,ABCA8,ABCA10,AKNA,ACTR3,ACPP,ABLIM1,ABCA8,ABCA10,AKNA,ACTR3,ACPP,ABLIM1,ABCA8,ABCA10,AKNA,ACTR3,ACPP,ABLIM1,ABCA8,ABCA10
17,ALOX5AP,ACYP1,ACRBP,ABLIM3,ABCB1,ABCA12,ANK1,ACYP1,ACRBP,ABLIM3,ABCB1,ABCA12,ANK1,ACYP1,ACRBP,ABLIM3,ABCB1,ABCA12,ANK1,ACYP1,ACRBP,ABLIM3,ABCB1,ABCA12,ANK1,ACYP1,ACRBP,ABLIM3,ABCB1,ABCA12
18,ANK1,ADAM28,ACTC1,ABO,ABCB10,ABCA3,ANKRD28,ADAM28,ACTC1,ABO,ABCB10,ABCA3,ANKRD28,ADAM28,ACTC1,ABO,ABCB10,ABCA3,ANKRD28,ADAM28,ACTC1,ABO,ABCB10,ABCA3,ANKRD28,ADAM28,ACTC1,ABO,ABCB10,ABCA3
19,ANKRD28,ADAMTS1,ACTN1,ABTB1,ABCB8,ABCA5,ANKRD33B,ADAMTS1,ACTN1,ABTB1,ABCB8,ABCA5,ANKRD33B,ADAMTS1,ACTN1,ABTB1,ABCB8,ABCA5,ANKRD33B,ADAMTS1,ACTN1,ABTB1,ABCB8,ABCA5,ANKRD33B,ADAMTS1,ACTN1,ABTB1,ABCB8,ABCA5
20,ANKRD33B,ADAT1,ACTN4,AC079807.1,ABCB9,ABCA6,ANKRD36C,ADAT1,ACTN4,AC079807.1,ABCB9,ABCA6,ANKRD36C,ADAT1,ACTN4,AC079807.1,ABCB9,ABCA6,ANKRD36C,ADAT1,ACTN4,AC079807.1,ABCB9,ABCA6,ANKRD36C,ADAT1,ACTN4,AC104699.1,ABCB9,ABCA6
21,ANKRD36C,ADGRG6,ACTR2,AC104699.1,ABCC1,ABCA7,ANKRD9,ADGRG6,ACTR2,AC104699.1,ABCC1,ABCA7,ANKRD9,ADGRG6,ACTR2,AC104699.1,ABCC1,ABCA7,ANKRD9,ADGRG6,ACTR2,AC104699.1,ABCC1,ABCA7,ANKRD9,ADGRG6,ACTR2,AC144652.1,ABCC1,ABCA7
22,ANKRD9,ADGRL4,ACTR3,AC144652.1,ABCC3,ABCA8,ANO6,ADGRL4,ACTR3,AC144652.1,ABCC3,ABCA8,ANO6,ADGRL4,ACTR3,AC144652.1,ABCC3,ABCA8,ANO6,ADGRL4,ACTR3,AC144652.1,ABCC3,ABCA8,ANO6,ADGRL4,ACTR3,ACACB,ABCC3,ABCA8
23,ANO6,ADIPOR1,ACYP1,ACACB,ABCC5,ABCA9,ANP32B,ADIPOR1,ACYP1,ACACB,ABCC4,ABCA9,ANP32B,ADIPOR1,ACYP1,ACACB,ABCC4,ABCA9,ANP32B,ADIPOR1,ACYP1,ACACB,ABCC4,ABCA9,ANP32B,ADIPOR1,ACYP1,ACAD11,ABCC4,ABCA9
24,ANP32B,ADIPOR2,ACYP2,ACAD11,ABCC9,ABCB1,ANXA1,ADIPOR2,ACYP2,ACAD11,ABCC5,ABCB1,ANXA1,ADIPOR2,ACYP2,ACAD11,ABCC5,ABCB1,ANXA1,ADIPOR2,ACYP2,ACAD11,ABCC5,ABCB1,ANXA1,ADIPOR2,ACYP2,ACKR3,ABCC5,ABCB1
25,ANXA1,AFDN,ADAM28,ACKR3,ABCD3,ABCB10,ANXA4,AFDN,ADAM28,ACKR3,ABCC9,ABCB10,ANXA4,AFDN,ADAM28,ACKR3,ABCC9,ABCB10,ANXA4,AFDN,ADAM28,ACKR3,ABCC9,ABCB10,ANXA4,AFDN,ADAM28,ACLY,ABCC9,ABCB10
26,ANXA4,AFF1,ADAMTS1,ACLY,ABCD4,ABCB8,ANXA6,AFF1,ADAMTS1,ACLY,ABCD3,ABCB8,ANXA6,AFF1,ADAMTS1,ACLY,ABCD3,ABCB8,ANXA6,AFF1,ADAMTS1,ACLY,ABCD3,ABCB8,ANXA6,AFF1,ADAMTS1,ACOT11,ABCD3,ABCB8
27,ANXA6,AFG3L1P,ADAMTS2,ACOT11,ABCE1,ABCB9,AP1B1,AFG3L1P,ADAMTS2,ACOT11,ABCD4,ABCB9,AP1B1,AFG3L1P,ADAMTS2,ACOT11,ABCD4,ABCB9,AP1B1,AFG3L1P,ADAMTS2,ACOT11,ABCD4,ABCB9,AP1B1,AFG3L1P,ADAMTS2,ACP1,ABCD4,ABCB9
28,AP1B1,AGO1,ADAT1,ACP1,ABCF2,ABCC1,AP2A2,AGO1,ADAT1,ACP1,ABCE1,ABCC1,AP2A2,AGO1,ADAT1,ACP1,ABCE1,ABCC1,AP2A2,AGO1,ADAT1,ACP1,ABCE1,ABCC1,AP2A2,AGO1,ADAT1,ACPP,ABCE1,ABCC1
29,AP2A2,AGPAT5,ADD3,ACPP,ABCF3,ABCC11,AP2M1,AGPAT5,ADD3,ACPP,ABCF2,ABCC11,AP2M1,AGPAT5,ADD3,ACPP,ABCF2,ABCC11,AP2M1,AGPAT5,ADD3,ACPP,ABCF2,ABCC11,AP2M1,AGPAT5,ADD3,ACRBP,ABCF2,ABCC11
30,AP2M1,AGTRAP,ADGRG3,ACRBP,ABHD11,ABCC3,APOD,AGTRAP,ADGRG3,ACRBP,ABCF3,ABCC3,APOD,AGTRAP,ADGRG3,ACRBP,ABCF3,ABCC3,APOD,AGTRAP,ADGRG3,ACRBP,ABCF3,ABCC3,APOD,AGTRAP,ADGRG3,ACSL4,ABCF3,ABCC3
31,APOD,AIDA,ADGRG6,ACSL4,ABHD12,ABCC4,APP,AIDA,ADGRG6,ACSL4,ABHD11,ABCC4,APP,AIDA,ADGRG6,ACSL4,ABHD11,ABCC4,APP,AIDA,ADGRG6,ACSL4,ABHD11,ABCC4,APP,AIDA,ADGRG6,ACTC1,ABHD11,ABCC4
32,APP,AKAP12,ADGRL4,ACTC1,ABHD12B,ABCC5,AQP10,AKAP12,ADGRL4,ACTC1,ABHD12,ABCC5,AQP10,AKAP12,ADGRL4,ACTC1,ABHD12,ABCC5,AQP10,AKAP12,ADGRL4,ACTC1,ABHD12,ABCC5,AQP10,AKAP12,ADGRL4,ACTN1,ABHD12,ABCC5
33,AQP10,AKAP13,ADIPOR1,ACTN1,ABHD13,ABCC9,AQP9,AKAP13,ADIPOR1,ACTN1,ABHD12B,ABCC9,AQP9,AKAP13,ADIPOR1,ACTN1,ABHD12B,ABCC9,AQP9,AKAP13,ADIPOR1,ACTN1,ABHD12B,ABCC9,AQP9,AKAP13,ADIPOR1,ACTN4,ABHD12B,ABCC9
34,AQP9,AKIRIN1,ADIPOR2,ACTN4,ABHD3,ABCD1,ARAP1,AKIRIN1,ADIPOR2,ACTN4,ABHD13,ABCD1,ARAP1,AKIRIN1,ADIPOR2,ACTN4,ABHD13,ABCD1,ARAP1,AKIRIN1,ADIPOR2,ACTN4,ABHD13,ABCD1,ARAP1,AKIRIN1,ADIPOR2,ACTR1B,ABHD13,ABCD1
35,ARAP1,AKIRIN2,AFAP1L1,ACTR1B,ABHD4,ABCD3,ARAP3,AKIRIN2,AFAP1L1,ACTR1B,ABHD3,ABCD3,ARAP3,AKIRIN2,AFAP1L1,ACTR1B,ABHD3,ABCD3,ARAP3,AKIRIN2,AFAP1L1,ACTR1B,ABHD3,ABCD3,ARAP3,AKIRIN2,AFAP1L1,ACTR2,ABHD3,ABCD3
