,2537-NUSVR--nu=0.05-C=0.1,2537-NUSVR--nu=0.1-C=0.1,2537-NUSVR--nu=0.15-C=0.1,2537-NUSVR--nu=0.25-C=0.1,2537-NUSVR--nu=0.5-C=0.1,2537-NUSVR--nu=0.75-C=0.1,2537-NUSVR--nu=0.05-C=0.5,2537-NUSVR--nu=0.1-C=0.5,2537-NUSVR--nu=0.15-C=0.5,2537-NUSVR--nu=0.25-C=0.5,2537-NUSVR--nu=0.5-C=0.5,2537-NUSVR--nu=0.75-C=0.5,2537-NUSVR--nu=0.05-C=0.75,2537-NUSVR--nu=0.1-C=0.75,2537-NUSVR--nu=0.15-C=0.75,2537-NUSVR--nu=0.25-C=0.75,2537-NUSVR--nu=0.5-C=0.75,2537-NUSVR--nu=0.75-C=0.75,2537-NUSVR--nu=0.05-C=1,2537-NUSVR--nu=0.1-C=1,2537-NUSVR--nu=0.15-C=1,2537-NUSVR--nu=0.25-C=1,2537-NUSVR--nu=0.5-C=1,2537-NUSVR--nu=0.75-C=1,2537-NUSVR--nu=0.05-C=10,2537-NUSVR--nu=0.1-C=10,2537-NUSVR--nu=0.15-C=10,2537-NUSVR--nu=0.25-C=10,2537-NUSVR--nu=0.5-C=10,2537-NUSVR--nu=0.75-C=10
0,ABL2,ABCB1,AARS2,AARS2,A2M,A2M,ABL2,ABCB1,AARS2,AARS2,A2M,A2M,ABL2,ABCB1,AARS2,AARS2,A2M,A2M,ABL2,ABCB1,AARS2,AARS2,A2M,A2M,ABL2,ABCB1,AARS2,AARS2,A2M,A2M
1,ABLIM3,ABCG1,ABCB1,AASDH,A4GALT,A4GALT,ABLIM3,ABCG1,ABCB1,AASDH,A4GALT,A4GALT,ABLIM3,ABCG1,ABCB1,AASDH,A4GALT,A4GALT,ABLIM3,ABCG1,ABCB1,AASDH,A4GALT,A4GALT,ABLIM3,ABCG1,ABCB1,AASDH,A4GALT,A4GALT
2,ABTB1,ABHD3,ABCD4,AATF,AACS,AACS,ABTB1,ABHD3,ABCD4,AATF,AACS,AACS,ABTB1,ABHD3,ABCD4,AATF,AACS,AACS,ABTB1,ABHD3,ABCD4,AATF,AACS,AACS,ABTB1,ABHD3,ABCD4,AATF,AACS,AACS
3,ACP5,ABL2,ABCG1,ABCB1,AAK1,AAK1,ACP5,ABL2,ABCG1,ABCB1,AAK1,AAK1,ACP5,ABL2,ABCG1,ABCB1,AAK1,AAK1,ACP5,ABL2,ABCG1,ABCB1,AAK1,AAK1,ACP5,ABL2,ABCG1,ABCB1,AAK1,AAK1
4,ACRBP,ABLIM3,ABHD17A,ABCC3,AAMP,AAMDC,ACRBP,ABLIM3,ABHD17A,ABCC3,AAMP,AAMDC,ACRBP,ABLIM3,ABHD17A,ABCC3,AAMP,AAMDC,ACRBP,ABLIM3,ABHD17A,ABCC3,AAMP,AAMDC,ACRBP,ABLIM3,ABHD17A,ABCC3,AAMP,AAMDC
5,ACTC1,ABTB1,ABHD3,ABCC5,AARS,AAMP,ACTC1,ABTB1,ABHD3,ABCC5,AARS,AAMP,ACTC1,ABTB1,ABHD3,ABCC5,AARS,AAMP,ACTC1,ABTB1,ABHD3,ABCC5,AARS,AAMP,ACTC1,ABTB1,ABHD3,ABCC5,AARS,AAMP
6,ACTN1,ACLY,ABL2,ABCD4,AARS2,AARS,ACTN1,ACLY,ABL2,ABCD4,AARS2,AARS,ACTN1,ACLY,ABL2,ABCD4,AARS2,AARS,ACTN1,ACLY,ABL2,ABCD4,AARS2,AARS,ACTN1,ACLY,ABL2,ABCD4,AARS2,AARS
7,ACTN4,ACP5,ABLIM3,ABCF3,AARSD1,AARS2,ACTN4,ACP5,ABLIM3,ABCF3,AARSD1,AARS2,ACTN4,ACP5,ABLIM3,ABCF3,AARSD1,AARS2,ACTN4,ACP5,ABLIM3,ABCF3,AARSD1,AARS2,ACTN4,ACP5,ABLIM3,ABCF3,AARSD1,AARS2
8,ADAMTS9,ACPP,ABRACL,ABCG1,AASDH,AARSD1,ADAMTS9,ACPP,ABRACL,ABCG1,AASDH,AARSD1,ADAMTS9,ACPP,ABRACL,ABCG1,AASDH,AARSD1,ADAMTS9,ACPP,ABRACL,ABCG1,AASDH,AARSD1,ADAMTS9,ACPP,ABRACL,ABCG1,AASDH,AARSD1
9,ADGRG6,ACRBP,ABTB1,ABHD12,AASDHPPT,AASDH,ADGRG6,ACRBP,ABTB1,ABHD12,AASDHPPT,AASDH,ADGRG6,ACRBP,ABTB1,ABHD12,AASDHPPT,AASDH,ADGRG6,ACRBP,ABTB1,ABHD12,AASDHPPT,AASDH,ADGRG6,ACRBP,ABTB1,ABHD12,AASDHPPT,AASDH
10,ADGRL4,ACTN1,ACLY,ABHD13,AASS,AASDHPPT,ADGRL4,ACTN1,ACLY,ABHD13,AASS,AASDHPPT,ADGRL4,ACTN1,ACLY,ABHD13,AASS,AASDHPPT,ADGRL4,ACTN1,ACLY,ABHD13,AASS,AASDHPPT,ADGRL4,ACTN1,ACLY,ABHD13,AASS,AASDHPPT
11,ADPGK,ACTN4,ACP5,ABHD15,AATF,AASS,ADPGK,ACTN4,ACP5,ABHD15,AATF,AASS,ADPGK,ACTN4,ACP5,ABHD15,AATF,AASS,ADPGK,ACTN4,ACP5,ABHD15,AATF,AASS,ADPGK,ACTN4,ACP5,ABHD15,AATF,AASS
12,AKAP13,ACTR2,ACPP,ABHD17A,AATK,AATF,AKAP13,ACTR2,ACPP,ABHD17A,AATK,AATF,AKAP13,ACTR2,ACPP,ABHD17A,AATK,AATF,AKAP13,ACTR2,ACPP,ABHD17A,AATK,AATF,AKAP13,ACTR2,ACPP,ABHD17A,AATK,AATF
13,AKNA,ADAM28,ACRBP,ABHD3,ABCA3,AATK,AKNA,ADAM28,ACRBP,ABHD3,ABCA3,AATK,AKNA,ADAM28,ACRBP,ABHD3,ABCA3,AATK,AKNA,ADAM28,ACRBP,ABHD3,ABCA3,AATK,AKNA,ADAM28,ACRBP,ABHD3,ABCA3,AATK
14,ALCAM,ADAMTS9,ACTN1,ABI2,ABCB1,ABCA1,ALCAM,ADAMTS9,ACTN1,ABI2,ABCA6,ABCA1,ALCAM,ADAMTS9,ACTN1,ABI2,ABCA6,ABCA1,ALCAM,ADAMTS9,ACTN1,ABI2,ABCA6,ABCA1,ALCAM,ADAMTS9,ACTN1,ABI2,ABCA6,ABCA1
15,ALOX5,ADCY7,ACTN4,ABI3,ABCB9,ABCA3,ALOX5,ADCY7,ACTN4,ABI3,ABCB1,ABCA3,ALOX5,ADCY7,ACTN4,ABI3,ABCB1,ABCA3,ALOX5,ADCY7,ACTN4,ABI3,ABCB1,ABCA3,ALOX5,ADCY7,ACTN4,ABI3,ABCB1,ABCA3
16,ALOX5AP,ADGRG3,ACTR2,ABI3BP,ABCC1,ABCA6,ALOX5AP,ADGRG3,ACTR2,ABI3BP,ABCB9,ABCA6,ALOX5AP,ADGRG3,ACTR2,ABI3BP,ABCB9,ABCA6,ALOX5AP,ADGRG3,ACTR2,ABI3BP,ABCB9,ABCA6,ALOX5AP,ADGRG3,ACTR2,ABI3BP,ABCB9,ABCA6
17,ANKRD36C,ADGRG6,ACYP1,ABL1,ABCC3,ABCA9,ANKRD36C,ADGRG6,ACYP1,ABL1,ABCC1,ABCA9,ANKRD36C,ADGRG6,ACYP1,ABL1,ABCC1,ABCA9,ANKRD36C,ADGRG6,ACYP1,ABL1,ABCC1,ABCA9,ANKRD36C,ADGRG6,ACYP1,ABL1,ABCC1,ABCA9
