,11366-NUSVR--nu=0.05-C=0.1,11366-NUSVR--nu=0.1-C=0.1,11366-NUSVR--nu=0.15-C=0.1,11366-NUSVR--nu=0.25-C=0.1,11366-NUSVR--nu=0.5-C=0.1,11366-NUSVR--nu=0.75-C=0.1,11366-NUSVR--nu=0.05-C=0.5,11366-NUSVR--nu=0.1-C=0.5,11366-NUSVR--nu=0.15-C=0.5,11366-NUSVR--nu=0.25-C=0.5,11366-NUSVR--nu=0.5-C=0.5,11366-NUSVR--nu=0.75-C=0.5,11366-NUSVR--nu=0.05-C=0.75,11366-NUSVR--nu=0.1-C=0.75,11366-NUSVR--nu=0.15-C=0.75,11366-NUSVR--nu=0.25-C=0.75,11366-NUSVR--nu=0.5-C=0.75,11366-NUSVR--nu=0.75-C=0.75,11366-NUSVR--nu=0.05-C=1,11366-NUSVR--nu=0.1-C=1,11366-NUSVR--nu=0.15-C=1,11366-NUSVR--nu=0.25-C=1,11366-NUSVR--nu=0.5-C=1,11366-NUSVR--nu=0.75-C=1,11366-NUSVR--nu=0.05-C=10,11366-NUSVR--nu=0.1-C=10,11366-NUSVR--nu=0.15-C=10,11366-NUSVR--nu=0.25-C=10,11366-NUSVR--nu=0.5-C=10,11366-NUSVR--nu=0.75-C=10
0,ABL2,ABCA13,A4GALT,A4GALT,A1BG,A1BG,ABL2,ABCA13,A4GALT,A4GALT,A1BG,A1BG,ABL2,ABCA13,A4GALT,A4GALT,A1BG,A1BG,ABL2,ABCA13,A4GALT,A4GALT,A1BG,A1BG,ABL2,ABCA13,A4GALT,A4GALT,A1BG,A1BG
1,ABLIM3,ABCC4,AATK,AATK,A2M,A1CF,ABLIM3,ABCC4,AATK,AATK,A2M,A1CF,ABLIM3,ABCC4,AATK,AATK,A2M,A1CF,ABLIM3,ABCC4,AATK,AATK,A2M,A1CF,ABLIM3,ABCC4,AATK,AATK,A2M,A1CF
2,ACPP,ABCG1,ABCA13,ABCA13,A4GALT,A2M,ACPP,ABCG1,ABCA13,ABCA13,A4GALT,A2M,ACPP,ABCG1,ABCA13,ABCA13,A4GALT,A2M,ACPP,ABCG1,ABCA13,ABCA13,A4GALT,A2M,ACPP,ABCG1,ABCA13,ABCA13,A4GALT,A2M
3,ACRBP,ABHD11,ABCA5,ABCA5,AAK1,A4GALT,ACRBP,ABHD11,ABCA5,ABCA5,AAK1,A4GALT,ACRBP,ABHD11,ABCA5,ABCA5,AAK1,A4GALT,ACRBP,ABHD11,ABCA5,ABCA5,AAK1,A4GALT,ACRBP,ABHD11,ABCA5,ABCA5,AAK1,A4GALT
4,ACTC1,ABHD12,ABCC1,ABCB9,AAMP,AADAT,ACTC1,ABHD12,ABCC1,ABCB9,AAMP,AADAT,ACTC1,ABHD12,ABCC1,ABCB9,AAMP,AADAT,ACTC1,ABHD12,ABCC1,ABCB9,AAMP,AADAT,ACTC1,ABHD12,ABCC1,ABCB9,AAMP,AADAT
5,ACTN1,ABL2,ABCC4,ABCC1,AARS,AAK1,ACTN1,ABL2,ABCC4,ABCC1,AARS,AAK1,ACTN1,ABL2,ABCC4,ABCC1,AARS,AAK1,ACTN1,ABL2,ABCC4,ABCC1,AARS,AAK1,ACTN1,ABL2,ABCC4,ABCC1,AARS,AAK1
6,ACTN4,ABLIM3,ABCG1,ABCC4,AARS2,AAMDC,ACTN4,ABLIM3,ABCG1,ABCC4,AARS2,AAMDC,ACTN4,ABLIM3,ABCG1,ABCC4,AARS2,AAMDC,ACTN4,ABLIM3,ABCG1,ABCC4,AARS2,AAMDC,ACTN4,ABLIM3,ABCG1,ABCC4,AARS2,AAMDC
7,ACTR2,ABO,ABHD11,ABCD4,AARSD1,AAMP,ACTR2,ABO,ABHD11,ABCD4,AARSD1,AAMP,ACTR2,ABO,ABHD11,ABCD4,AARSD1,AAMP,ACTR2,ABO,ABHD11,ABCD4,AARSD1,AAMP,ACTR2,ABO,ABHD11,ABCD4,AARSD1,AAMP
8,ADGRG6,AC009506.1,ABHD12,ABCG1,AASDH,AAR2,ADGRG6,AC009506.1,ABHD12,ABCG1,AASDH,AAR2,ADGRG6,AC009506.1,ABHD12,ABCG1,AASDH,AAR2,ADGRG6,AC009506.1,ABHD12,ABCG1,AASDH,AAR2,ADGRG6,AC009506.1,ABHD12,ABCG1,AASDH,AAR2
9,ADGRL4,AC144652.1,ABHD17A,ABHD11,AASDHPPT,AARS,ADGRL4,AC144652.1,ABHD17A,ABHD11,AASDHPPT,AARS,ADGRL4,AC144652.1,ABHD17A,ABHD11,AASDHPPT,AARS,ADGRL4,AC144652.1,ABHD17A,ABHD11,AASDHPPT,AARS,ADGRL4,AC144652.1,ABHD17A,ABHD11,AASDHPPT,AARS
