,2549-NUSVR--nu=0.05-C=0.1,2549-NUSVR--nu=0.1-C=0.1,2549-NUSVR--nu=0.15-C=0.1,2549-NUSVR--nu=0.25-C=0.1,2549-NUSVR--nu=0.5-C=0.1,2549-NUSVR--nu=0.75-C=0.1,2549-NUSVR--nu=0.05-C=0.5,2549-NUSVR--nu=0.1-C=0.5,2549-NUSVR--nu=0.15-C=0.5,2549-NUSVR--nu=0.25-C=0.5,2549-NUSVR--nu=0.5-C=0.5,2549-NUSVR--nu=0.75-C=0.5,2549-NUSVR--nu=0.05-C=0.75,2549-NUSVR--nu=0.1-C=0.75,2549-NUSVR--nu=0.15-C=0.75,2549-NUSVR--nu=0.25-C=0.75,2549-NUSVR--nu=0.5-C=0.75,2549-NUSVR--nu=0.75-C=0.75,2549-NUSVR--nu=0.05-C=1,2549-NUSVR--nu=0.1-C=1,2549-NUSVR--nu=0.15-C=1,2549-NUSVR--nu=0.25-C=1,2549-NUSVR--nu=0.5-C=1,2549-NUSVR--nu=0.75-C=1,2549-NUSVR--nu=0.05-C=10,2549-NUSVR--nu=0.1-C=10,2549-NUSVR--nu=0.15-C=10,2549-NUSVR--nu=0.25-C=10,2549-NUSVR--nu=0.5-C=10,2549-NUSVR--nu=0.75-C=10
0,ABCA8,ABCA8,A2M,A2M,A2M,A1CF,ABCA8,ABCA8,A2M,A2M,A2M,A1CF,ABCA8,ABCA8,A2M,A2M,A2M,A1CF,ABCA8,ABCA8,A2M,A2M,A2M,A1CF,ABCA8,ABCA8,A2M,A2M,A2M,A1CF
1,ABL2,ABCB1,ABCA8,AASS,AAK1,A2M,ABL2,ABCB1,ABCA8,AASS,AAK1,A2M,ABL2,ABCB1,ABCA8,AASS,AAK1,A2M,ABL2,ABCB1,ABCA8,AASS,AAK1,A2M,ABL2,ABCB1,ABCA8,AASS,AAK1,A2M
2,ABLIM3,ABCC5,ABCB1,ABCA5,AAMDC,A2ML1,ABLIM3,ABCC5,ABCB1,ABCA5,AAMDC,A2ML1,ABLIM3,ABCC5,ABCB1,ABCA5,AAMDC,A2ML1,ABLIM3,ABCC5,ABCB1,ABCA5,AAMDC,A2ML1,ABLIM3,ABCC5,ABCB1,ABCA5,AAMDC,A2ML1
3,ABTB1,ABHD12,ABCC5,ABCA8,AAMP,A4GALT,ABTB1,ABHD12,ABCC5,ABCA8,AAMP,A4GALT,ABTB1,ABHD12,ABCC5,ABCA8,AAMP,A4GALT,ABTB1,ABHD12,ABCC5,ABCA8,AAMP,A4GALT,ABTB1,ABHD12,ABCC5,ABCA8,AAMP,A4GALT
4,ACRBP,ABHD3,ABCD4,ABCB1,AARS,AAK1,ACPP,ABHD3,ABCD4,ABCB1,AARS,AAK1,ACPP,ABHD3,ABCD4,ABCB1,AARS,AAK1,ACPP,ABHD3,ABCD4,ABCB1,AARS,AAK1,ACPP,ABHD3,ABCD4,ABCB1,AARS,AAK1
5,ACTN1,ABL2,ABHD12,ABCB9,AASDH,AAMDC,ACRBP,ABL2,ABHD12,ABCB9,AASDH,AAMDC,ACRBP,ABL2,ABHD12,ABCB9,AASDH,AAMDC,ACRBP,ABL2,ABHD12,ABCB9,AASDH,AAMDC,ACRBP,ABL2,ABHD12,ABCB9,AASDH,AAMDC
6,ACTN4,ABLIM3,ABHD3,ABCC1,AASS,AAMP,ACTN1,ABLIM3,ABHD3,ABCC1,AASS,AAMP,ACTN1,ABLIM3,ABHD3,ABCC1,AASS,AAMP,ACTN1,ABLIM3,ABHD3,ABCC1,AASS,AAMP,ACTN1,ABLIM3,ABHD3,ABCC1,AASS,AAMP
7,ADGRG6,ABTB1,ABL2,ABCC3,AATF,AAR2,ACTN4,ABTB1,ABL2,ABCC3,AATF,AAR2,ACTN4,ABTB1,ABL2,ABCC3,AATF,AAR2,ACTN4,ABTB1,ABL2,ABCC3,AATF,AAR2,ACTN4,ABTB1,ABL2,ABCC3,AATF,AAR2
8,ADGRL4,AC009506.1,ABLIM3,ABCC5,AATK,AARS,ADGRG6,AC009506.1,ABLIM3,ABCC5,AATK,AARS,ADGRG6,AC009506.1,ABLIM3,ABCC5,AATK,AARS,ADGRG6,AC009506.1,ABLIM3,ABCC5,AATK,AARS,ADGRG6,AC009506.1,ABLIM3,ABCC5,AATK,AARS
9,ADIPOR1,ACPP,ABTB1,ABCD4,ABCA10,AARSD1,ADGRL4,ACPP,ABTB1,ABCD4,ABCA10,AARSD1,ADGRL4,ACPP,ABTB1,ABCD4,ABCA10,AARSD1,ADGRL4,ACPP,ABTB1,ABCD4,ABCA10,AARSD1,ADGRL4,ACPP,ABTB1,ABCD4,ABCA10,AARSD1
10,AFG3L1P,ACRBP,AC009506.1,ABCE1,ABCA2,AASDH,ADIPOR1,ACRBP,AC009506.1,ABCE1,ABCA2,AASDH,ADIPOR1,ACRBP,AC009506.1,ABCE1,ABCA2,AASDH,ADIPOR1,ACRBP,AC009506.1,ABCE1,ABCA2,AASDH,ADIPOR1,ACRBP,AC009506.1,ABCE1,ABCA2,AASDH
11,AGPAT5,ACTN1,ACLY,ABHD12,ABCA3,AASDHPPT,AFG3L1P,ACTN1,ACLY,ABHD12,ABCA3,AASDHPPT,AFG3L1P,ACTN1,ACLY,ABHD12,ABCA3,AASDHPPT,AFG3L1P,ACTN1,ACLY,ABHD11,ABCA3,AASDHPPT,AFG3L1P,ACTN1,ACLY,ABHD12,ABCA3,AASDHPPT
12,AGT,ACTN4,ACPP,ABHD3,ABCA5,AASS,AGPAT5,ACTN4,ACPP,ABHD3,ABCA5,AASS,AGPAT5,ACTN4,ACPP,ABHD3,ABCA5,AASS,AGPAT5,ACTN4,ACPP,ABHD12,ABCA5,AASS,AGPAT5,ACTN4,ACPP,ABHD3,ABCA5,AASS
13,AKAP13,ACTR2,ACRBP,ABHD5,ABCA6,AATF,AGT,ACTR2,ACRBP,ABHD5,ABCA6,AATF,AGT,ACTR2,ACRBP,ABHD5,ABCA6,AATF,AGT,ACTR2,ACRBP,ABHD3,ABCA6,AATF,AGT,ACTR2,ACRBP,ABHD5,ABCA6,AATF
14,AKIRIN2,ACYP1,ACTN1,ABL1,ABCA8,AATK,AKAP13,ACYP1,ACTN1,ABL1,ABCA8,AATK,AKAP13,ACYP1,ACTN1,ABL1,ABCA8,AATK,AKAP13,ACYP1,ACTN1,ABHD5,ABCA8,AATK,AKAP13,ACYP1,ACTN1,ABL1,ABCA8,AATK
15,AKNA,ACYP2,ACTN4,ABL2,ABCB1,ABCA1,AKIRIN2,ACYP2,ACTN4,ABL2,ABCB1,ABCA1,AKIRIN2,ACYP2,ACTN4,ABL2,ABCB1,ABCA1,AKIRIN2,ACYP2,ACTN4,ABL1,ABCB1,ABCA1,AKIRIN2,ACYP2,ACTN4,ABL2,ABCB1,ABCA1
16,ALCAM,ADAM28,ACTR2,ABLIM1,ABCB8,ABCA10,AKNA,ADAM28,ACTR2,ABLIM1,ABCB8,ABCA10,AKNA,ADAM28,ACTR2,ABLIM1,ABCB8,ABCA10,AKNA,ADAM28,ACTR2,ABL2,ABCB8,ABCA10,AKNA,ADAM28,ACTR2,ABLIM1,ABCB8,ABCA10
17,ALOX5,ADAMTS2,ACTR3,ABLIM3,ABCB9,ABCA2,ALCAM,ADAMTS2,ACTR3,ABLIM3,ABCB9,ABCA2,ALCAM,ADAMTS2,ACTR3,ABLIM3,ABCB9,ABCA2,ALCAM,ADAMTS2,ACTR3,ABLIM1,ABCB9,ABCA2,ALCAM,ADAMTS2,ACTR3,ABLIM3,ABCB9,ABCA2
18,ALOX5AP,ADGRG4,ACYP1,ABO,ABCC1,ABCA3,ALOX5,ADGRG6,ACYP1,ABO,ABCC1,ABCA3,ALOX5,ADGRG6,ACYP1,ABO,ABCC1,ABCA3,ALOX5,ADGRG6,ACYP1,ABLIM3,ABCC1,ABCA3,ALOX5,ADGRG6,ACYP1,ABO,ABCC1,ABCA3
