,3362-NUSVR--nu=0.05-C=0.1,3362-NUSVR--nu=0.1-C=0.1,3362-NUSVR--nu=0.15-C=0.1,3362-NUSVR--nu=0.25-C=0.1,3362-NUSVR--nu=0.5-C=0.1,3362-NUSVR--nu=0.75-C=0.1,3362-NUSVR--nu=0.05-C=0.5,3362-NUSVR--nu=0.1-C=0.5,3362-NUSVR--nu=0.15-C=0.5,3362-NUSVR--nu=0.25-C=0.5,3362-NUSVR--nu=0.5-C=0.5,3362-NUSVR--nu=0.75-C=0.5,3362-NUSVR--nu=0.05-C=0.75,3362-NUSVR--nu=0.1-C=0.75,3362-NUSVR--nu=0.15-C=0.75,3362-NUSVR--nu=0.25-C=0.75,3362-NUSVR--nu=0.5-C=0.75,3362-NUSVR--nu=0.75-C=0.75,3362-NUSVR--nu=0.05-C=1,3362-NUSVR--nu=0.1-C=1,3362-NUSVR--nu=0.15-C=1,3362-NUSVR--nu=0.25-C=1,3362-NUSVR--nu=0.5-C=1,3362-NUSVR--nu=0.75-C=1,3362-NUSVR--nu=0.05-C=10,3362-NUSVR--nu=0.1-C=10,3362-NUSVR--nu=0.15-C=10,3362-NUSVR--nu=0.25-C=10,3362-NUSVR--nu=0.5-C=10,3362-NUSVR--nu=0.75-C=10
0,ABCC4,AATK,AATK,A1BG,A1BG,A1BG,ABCC4,AATK,AATK,A1BG,A1BG,A1BG,ABCC4,AATK,AATK,A1BG,A1BG,A1BG,ABCC4,AATK,AATK,A1BG,A1BG,A1BG,ABCC4,AATK,AATK,A1BG,A1BG,A1BG
1,ABHD11,ABCC1,ABCA13,AAK1,A4GALT,A2M,ABHD11,ABCC1,ABCA13,AAK1,A4GALT,A2M,ABHD11,ABCC1,ABCA13,AAK1,A4GALT,A2M,ABHD11,ABCC1,ABCA13,AAK1,A4GALT,A2M,ABHD11,ABCC1,ABCA13,AAK1,A4GALT,A2M
2,ABHD12,ABCC3,ABCC1,AASDHPPT,AAK1,A4GALT,ABHD12,ABCC3,ABCC1,AASDHPPT,AAK1,A4GALT,ABHD12,ABCC3,ABCC1,AASDHPPT,AAK1,A4GALT,ABHD12,ABCC3,ABCC1,AASDHPPT,AAK1,A4GALT,ABHD12,ABCC3,ABCC1,AASDHPPT,AAK1,A4GALT
3,ABLIM3,ABCC4,ABCC3,AATK,AARS,AACS,ABLIM3,ABCC4,ABCC3,AATK,AARS,AACS,ABLIM3,ABCC4,ABCC3,AATK,AARS,AACS,ABLIM3,ABCC4,ABCC3,AATK,AARS,AACS,ABLIM3,ABCC4,ABCC3,AATK,AARS,AACS
4,ACRBP,ABHD11,ABCC4,ABCA13,AASDHPPT,AAK1,ACRBP,ABHD11,ABCC4,ABCA13,AASDHPPT,AAK1,ACRBP,ABHD11,ABCC4,ABCA13,AASDHPPT,AAK1,ACRBP,ABHD11,ABCC4,ABCA13,AASDHPPT,AAK1,ACRBP,ABHD11,ABCC4,ABCA13,AASDHPPT,AAK1
5,ACTC1,ABHD12,ABHD11,ABCA3,AASS,AAR2,ACTC1,ABHD12,ABHD11,ABCA3,AASS,AAR2,ACTC1,ABHD12,ABHD11,ABCA3,AASS,AAR2,ACTC1,ABHD12,ABHD11,ABCA3,AASS,AAR2,ACTC1,ABHD12,ABHD11,ABCA3,AASS,AAR2
6,ACTN1,ABHD4,ABHD12,ABCB1,AATF,AARS,ACTN1,ABHD4,ABHD12,ABCB1,AATF,AARS,ACTN1,ABHD4,ABHD12,ABCB1,AATF,AARS,ACTN1,ABHD4,ABHD12,ABCB1,AATF,AARS,ACTN1,ABHD4,ABHD12,ABCB1,AATF,AARS
7,ACVR2A,ABLIM3,ABHD17A,ABCB10,AATK,AARS2,ACVR2A,ABLIM3,ABHD17A,ABCB10,AATK,AARS2,ACVR2A,ABLIM3,ABHD17A,ABCB10,AATK,AARS2,ACVR2A,ABLIM3,ABHD17A,ABCB10,AATK,AARS2,ACVR2A,ABLIM3,ABHD17A,ABCB10,AATK,AARS2
8,ADGRG6,ABO,ABHD4,ABCC1,ABCA10,AARSD1,ADGRG6,ABO,ABHD4,ABCC1,ABCA10,AARSD1,ADGRG6,ABO,ABHD4,ABCC1,ABCA10,AARSD1,ADGRG6,ABO,ABHD4,ABCC1,ABCA10,AARSD1,ADGRG6,ABO,ABHD4,ABCC1,ABCA10,AARSD1
9,ADGRL4,AC022182.2,ABLIM1,ABCC3,ABCA13,AASDHPPT,ADGRL4,AC022182.2,ABLIM1,ABCC3,ABCA13,AASDHPPT,ADGRL4,AC022182.2,ABLIM1,ABCC3,ABCA13,AASDHPPT,ADGRL4,AC022182.2,ABLIM1,ABCC3,ABCA13,AASDHPPT,ADGRL4,AC022182.2,ABLIM1,ABCC3,ABCA13,AASDHPPT
