,5657-NUSVR--nu=0.05-C=0.1,5657-NUSVR--nu=0.1-C=0.1,5657-NUSVR--nu=0.15-C=0.1,5657-NUSVR--nu=0.25-C=0.1,5657-NUSVR--nu=0.5-C=0.1,5657-NUSVR--nu=0.75-C=0.1,5657-NUSVR--nu=0.05-C=0.5,5657-NUSVR--nu=0.1-C=0.5,5657-NUSVR--nu=0.15-C=0.5,5657-NUSVR--nu=0.25-C=0.5,5657-NUSVR--nu=0.5-C=0.5,5657-NUSVR--nu=0.75-C=0.5,5657-NUSVR--nu=0.05-C=0.75,5657-NUSVR--nu=0.1-C=0.75,5657-NUSVR--nu=0.15-C=0.75,5657-NUSVR--nu=0.25-C=0.75,5657-NUSVR--nu=0.5-C=0.75,5657-NUSVR--nu=0.75-C=0.75,5657-NUSVR--nu=0.05-C=1,5657-NUSVR--nu=0.1-C=1,5657-NUSVR--nu=0.15-C=1,5657-NUSVR--nu=0.25-C=1,5657-NUSVR--nu=0.5-C=1,5657-NUSVR--nu=0.75-C=1,5657-NUSVR--nu=0.05-C=10,5657-NUSVR--nu=0.1-C=10,5657-NUSVR--nu=0.15-C=10,5657-NUSVR--nu=0.25-C=10,5657-NUSVR--nu=0.5-C=10,5657-NUSVR--nu=0.75-C=10
0,ABCA8,AASDH,AASDH,A2M,A2M,A1BG,ABCA8,AASDH,AASDH,A2M,A2M,A1BG,ABCA8,AASDH,AASDH,A2M,A2M,A1BG,ABCA8,AASDH,AASDH,A2M,A2M,A1BG,ABCA8,AASDH,AASDH,A2M,A2M,A1BG
1,ABL2,ABCA8,ABCA8,AASDH,AAK1,A1CF,ABL2,ABCA8,ABCA8,AASDH,AAK1,A1CF,ABL2,ABCA8,ABCA8,AASDH,AAK1,A1CF,ABL2,ABCA8,ABCA8,AASDH,AAK1,A1CF,ABL2,ABCA8,ABCA8,AASDH,AAK1,A1CF
2,ABLIM3,ABCC3,ABCC3,AATF,AAMP,A2M,ABLIM3,ABCC3,ABCC3,AATF,AAMP,A2M,ABLIM3,ABCC3,ABCC3,AATF,AAMP,A2M,ABLIM3,ABCC3,ABCC3,AATF,AAMP,A2M,ABLIM3,ABCC3,ABCC3,AATF,AAMP,A2M
3,ACPP,ABHD3,ABHD12,ABCA5,AARD,AAK1,ACPP,ABHD3,ABHD12,ABCA5,AARD,AAK1,ACPP,ABHD3,ABHD12,ABCA5,AARD,AAK1,ACPP,ABHD3,ABHD12,ABCA5,AARD,AAK1,ACPP,ABHD3,ABHD12,ABCA5,AARD,AAK1
4,ACRBP,ABL2,ABHD3,ABCA8,AARS,AAMDC,ACRBP,ABL2,ABHD3,ABCA8,AARS,AAMDC,ACRBP,ABL2,ABHD3,ABCA8,AARS,AAMDC,ACRBP,ABL2,ABHD3,ABCA8,AARS,AAMDC,ACRBP,ABL2,ABHD3,ABCA8,AARS,AAMDC
5,ACTN4,ABLIM1,ABHD5,ABCB1,AARS2,AAMP,ACTN4,ABLIM1,ABHD5,ABCB1,AARS2,AAMP,ACTN4,ABLIM1,ABHD5,ABCB1,AARS2,AAMP,ACTN4,ABLIM1,ABHD5,ABCB1,AARS2,AAMP,ACTN4,ABLIM1,ABHD5,ABCB1,AARS2,AAMP
6,ACTR2,ABLIM3,ABI3,ABCB9,AARSD1,AAR2,ACTR2,ABLIM3,ABI3,ABCB9,AARSD1,AAR2,ACTR2,ABLIM3,ABI3,ABCB9,AARSD1,AAR2,ACTR2,ABLIM3,ABI3,ABCB9,AARSD1,AAR2,ACTR2,ABLIM3,ABI3,ABCB9,AARSD1,AAR2
7,ACTR3,ACLY,ABL2,ABCC3,AASDH,AARD,ACTR3,ACLY,ABL2,ABCC3,AASDH,AARD,ACTR3,ACLY,ABL2,ABCC3,AASDH,AARD,ACTR3,ACLY,ABL2,ABCC3,AASDH,AARD,ACTR3,ACLY,ABL2,ABCC3,AASDH,AARD
8,ACYP1,ACPP,ABLIM1,ABCD4,AASS,AARS,ACYP1,ACPP,ABLIM1,ABCD4,AASS,AARS,ACYP1,ACPP,ABLIM1,ABCD4,AASS,AARS,ACYP1,ACPP,ABLIM1,ABCD4,AASS,AARS,ACYP1,ACPP,ABLIM1,ABCD4,AASS,AARS
9,ADD3,ACRBP,ABLIM3,ABHD12,AATF,AARS2,ADD3,ACRBP,ABLIM3,ABHD12,AATF,AARS2,ADD3,ACRBP,ABLIM3,ABHD12,AATF,AARS2,ADD3,ACRBP,ABLIM3,ABHD12,AATF,AARS2,ADD3,ACRBP,ABLIM3,ABHD12,AATF,AARS2
10,ADPGK,ACTN1,ACAP2,ABHD17A,ABCA10,AARSD1,ADPGK,ACTN1,ACAP2,ABHD17A,ABCA10,AARSD1,ADPGK,ACTN1,ACAP2,ABHD17A,ABCA10,AARSD1,ADPGK,ACTN1,ACAP2,ABHD17A,ABCA10,AARSD1,ADPGK,ACTN1,ACAP2,ABHD17A,ABCA10,AARSD1
11,AGPAT5,ACTN4,ACBD6,ABHD3,ABCA4,AASDH,AGPAT5,ACTN4,ACBD6,ABHD3,ABCA4,AASDH,AGPAT5,ACTN4,ACBD6,ABHD3,ABCA4,AASDH,AGPAT5,ACTN4,ACBD6,ABHD3,ABCA5,AASDH,AGPAT5,ACTN4,ACBD6,ABHD3,ABCA5,AASDH
