,11226-NUSVR--nu=0.05-C=0.1,11226-NUSVR--nu=0.1-C=0.1,11226-NUSVR--nu=0.15-C=0.1,11226-NUSVR--nu=0.25-C=0.1,11226-NUSVR--nu=0.5-C=0.1,11226-NUSVR--nu=0.75-C=0.1,11226-NUSVR--nu=0.05-C=0.5,11226-NUSVR--nu=0.1-C=0.5,11226-NUSVR--nu=0.15-C=0.5,11226-NUSVR--nu=0.25-C=0.5,11226-NUSVR--nu=0.5-C=0.5,11226-NUSVR--nu=0.75-C=0.5,11226-NUSVR--nu=0.05-C=0.75,11226-NUSVR--nu=0.1-C=0.75,11226-NUSVR--nu=0.15-C=0.75,11226-NUSVR--nu=0.25-C=0.75,11226-NUSVR--nu=0.5-C=0.75,11226-NUSVR--nu=0.75-C=0.75,11226-NUSVR--nu=0.05-C=1,11226-NUSVR--nu=0.1-C=1,11226-NUSVR--nu=0.15-C=1,11226-NUSVR--nu=0.25-C=1,11226-NUSVR--nu=0.5-C=1,11226-NUSVR--nu=0.75-C=1,11226-NUSVR--nu=0.05-C=10,11226-NUSVR--nu=0.1-C=10,11226-NUSVR--nu=0.15-C=10,11226-NUSVR--nu=0.25-C=10,11226-NUSVR--nu=0.5-C=10,11226-NUSVR--nu=0.75-C=10
0,ABHD17A,AASS,AASS,AASDH,AAK1,A2M,ABHD17A,AASS,AASS,A2M,AAK1,A2M,ABHD17A,AASS,AASS,AASDH,AAK1,A2M,ABHD17A,AASS,AASS,A2M,AAK1,A2M,ABHD17A,AASS,AASS,A2M,AAK1,A2M
1,ABL2,ABHD11,ABHD11,AASS,AARD,AACS,ABL2,ABHD12,ABHD11,AASDH,AARD,AACS,ABL2,ABHD12,ABHD11,AASS,AARD,AACS,ABL2,ABHD12,ABHD11,AASDH,AARD,AACS,ABL2,ABHD12,ABHD11,AASDH,AARD,AACS
2,ABLIM3,ABHD12,ABHD12,AATF,AARS,AADAT,ABLIM3,ABHD17A,ABHD12,AASS,AARS,AADAT,ABLIM3,ABHD17A,ABHD12,AATF,AARS,AADAT,ABLIM3,ABHD17A,ABHD12,AASS,AARS,AADAT,ABLIM3,ABHD17A,ABHD12,AASS,AARS,AADAT
3,ACPP,ABHD17A,ABHD17A,ABCA5,AASDH,AAK1,ACPP,ABHD5,ABHD17A,AATF,AASDH,AAK1,ACPP,ABHD5,ABHD17A,ABCA5,AASDH,AAK1,ACPP,ABHD5,ABHD17A,AATF,AASDH,AAK1,ACPP,ABHD5,ABHD17A,AATF,AASDH,AAK1
4,ACRBP,ABHD5,ABHD3,ABCB9,AASS,AAMDC,ACRBP,ABL2,ABHD3,ABCA5,AASS,AAMDC,ACRBP,ABL2,ABHD3,ABCB9,AASS,AAMDC,ACRBP,ABL2,ABHD3,ABCA5,AASS,AAMDC,ACRBP,ABL2,ABHD3,ABCA5,AASS,AAMDC
5,ACTN1,ABL2,ABHD5,ABCC1,AATF,AAMP,ACTN1,ABLIM3,ABHD5,ABCB9,AATF,AAMP,ACTN1,ABLIM3,ABHD5,ABCC1,AATF,AAMP,ACTN1,ABLIM3,ABHD5,ABCB9,AATF,AAMP,ACTN1,ABLIM3,ABHD5,ABCB9,AATF,AAMP
6,ACTN4,ABLIM3,ABL2,ABCC4,ABCA5,AAR2,ACTN4,ABTB1,ABL2,ABCC1,ABCA5,AAR2,ACTN4,ABTB1,ABL2,ABCC4,ABCA5,AAR2,ACTN4,ABTB1,ABL2,ABCC1,ABCA5,AAR2,ACTN4,ABTB1,ABL2,ABCC1,ABCA5,AAR2
7,ACTR2,ABTB1,ABLIM1,ABHD11,ABCA7,AARD,ACTR2,ACAP2,ABLIM1,ABCC4,ABCA7,AARD,ACTR2,ACER3,ABLIM1,ABHD11,ABCA7,AARD,ACTR2,ACER3,ABLIM1,ABCC4,ABCA7,AARD,ACTR2,ACAP2,ABLIM1,ABCC4,ABCA7,AARD
8,ADGRE5,ACAP2,ABLIM3,ABHD12,ABCB1,AARS,ADGRE5,ACER3,ABLIM3,ABHD11,ABCB1,AARS,ADGRE5,ACLY,ABLIM3,ABHD12,ABCB1,AARS,ADGRE5,ACLY,ABLIM3,ABHD11,ABCB1,AARS,ADGRE5,ACER3,ABLIM3,ABHD11,ABCB1,AARS
9,ADGRF5,ACER3,ABTB1,ABHD17A,ABCB9,AARS2,ADGRF5,ACLY,ABTB1,ABHD12,ABCB9,AARS2,ADGRF5,ACRBP,ABTB1,ABHD17A,ABCB9,AARS2,ADGRF5,ACRBP,ABTB1,ABHD12,ABCB9,AARS2,ADGRF5,ACLY,ABTB1,ABHD12,ABCB9,AARS2
10,ADIPOR1,ACLY,ACAP2,ABHD3,ABCC1,AARSD1,ADIPOR1,ACRBP,ACAP2,ABHD17A,ABCC1,AARSD1,ADIPOR1,ACTN1,ACAP2,ABHD3,ABCC1,AARSD1,ADIPOR1,ACTN1,ACAP2,ABHD17A,ABCC1,AARSD1,ADIPOR1,ACRBP,ACAP2,ABHD17A,ABCC1,AARSD1
11,AGPAT5,ACRBP,ACER3,ABHD4,ABCC4,AASDH,AGPAT5,ACTN1,ACER3,ABHD3,ABCC4,AASDH,AGPAT5,ACTN4,ACER3,ABHD4,ABCC4,AASDH,AGPAT5,ACTN4,ACER3,ABHD3,ABCC4,AASDH,AGPAT5,ACTN1,ACER3,ABHD3,ABCC4,AASDH
12,AKAP13,ACTN1,ACLY,ABHD5,ABCC5,AASS,AKAP13,ACTN4,ACLY,ABHD4,ABCC5,AASS,AKAP13,ACTR2,ACLY,ABHD5,ABCC5,AASS,AKAP13,ACTR2,ACLY,ABHD4,ABCC5,AASS,AKAP13,ACTN4,ACLY,ABHD4,ABCC5,AASS
13,AKIRIN2,ACTN4,ACPP,ABL1,ABCD4,AATF,AKIRIN2,ACTR2,ACPP,ABHD5,ABCD4,AATF,AKIRIN2,ACTR3,ACPP,ABL1,ABCD4,AATF,AKIRIN2,ACTR3,ACPP,ABHD5,ABCD4,AATF,AKIRIN2,ACTR2,ACPP,ABHD5,ABCD4,AATF
14,AKNA,ACTR2,ACRBP,ABL2,ABCF2,AATK,AKNA,ACTR3,ACRBP,ABL1,ABCF2,AATK,AKNA,ACYP1,ACRBP,ABL2,ABCF2,AATK,AKNA,ACYP1,ACRBP,ABL1,ABCF2,AATK,AKNA,ACTR3,ACRBP,ABL1,ABCF2,AATK
15,ALCAM,ACTR3,ACSL1,ABLIM1,ABCF3,ABCA2,ALCAM,ACYP1,ACSL1,ABL2,ABCF3,ABCA2,ALCAM,ADAM28,ACSL1,ABLIM1,ABCF3,ABCA2,ALCAM,ADAM28,ACSL1,ABL2,ABCF3,ABCA2,ALCAM,ACYP1,ACSL1,ABL2,ABCF3,ABCA2
16,ANK1,ACYP1,ACSL4,ABLIM3,ABCG1,ABCA3,ANK1,ADAM28,ACSL4,ABLIM1,ABCG1,ABCA3,ANK1,ADAM8,ACSL4,ABLIM3,ABCG1,ABCA3,ANK1,ADAM8,ACSL4,ABLIM1,ABCG1,ABCA3,ANK1,ADAM28,ACSL4,ABLIM1,ABCG1,ABCA3
17,ANK3,ADAM28,ACTN1,ABO,ABHD11,ABCA5,ANK3,ADAM8,ACTN1,ABLIM3,ABHD11,ABCA5,ANK3,ADD3,ACTN1,ABO,ABHD11,ABCA5,ANK3,ADD3,ACTN1,ABLIM3,ABHD11,ABCA5,ANK3,ADAM8,ACTN1,ABLIM3,ABHD11,ABCA5
18,ANKRD33B,ADAM8,ACTN4,ABTB1,ABHD12,ABCA7,ANKRD33B,ADD3,ACTN4,ABO,ABHD12,ABCA7,ANKRD33B,ADGRE5,ACTN4,ABTB1,ABHD12,ABCA7,ANKRD33B,ADGRE5,ACTN4,ABO,ABHD12,ABCA7,ANKRD33B,ADD3,ACTN4,ABO,ABHD12,ABCA7
19,ANKRD36C,ADD3,ACTR2,ACAP2,ABHD17A,ABCB1,ANKRD36C,ADGRE5,ACTR2,ABTB1,ABHD17A,ABCB1,ANKRD36C,ADGRF5,ACTR2,ACAP2,ABHD17A,ABCB1,ANKRD36C,ADGRF5,ACTR2,ABTB1,ABHD17A,ABCB1,ANKRD36C,ADGRE5,ACTR2,ABTB1,ABHD17A,ABCB1
20,ANP32A,ADGRE5,ACTR3,ACBD6,ABHD3,ABCB10,ANP32A,ADGRF5,ACTR3,ACAP2,ABHD3,ABCB10,ANP32A,ADGRG6,ACTR3,ACBD6,ABHD3,ABCB10,ANP32A,ADGRG6,ACTR3,ACAP2,ABHD3,ABCB10,ANP32A,ADGRF5,ACTR3,ACAP2,ABHD3,ABCB10
21,ANP32B,ADGRF5,ACVR2A,ACER3,ABHD4,ABCB8,ANP32B,ADGRG6,ACVR2A,ACBD6,ABHD4,ABCB8,ANP32B,ADGRL4,ACVR2A,ACER3,ABHD4,ABCB8,ANP32B,ADGRL4,ACVR2A,ACBD6,ABHD4,ABCB8,ANP32B,ADGRG6,ACVR2A,ACBD6,ABHD4,ABCB8
22,ANPEP,ADGRG6,ACYP1,ACKR3,ABHD5,ABCB9,ANPEP,ADGRL4,ACYP1,ACER3,ABHD5,ABCB9,ANPEP,ADIPOR1,ACYP1,ACKR3,ABHD5,ABCB9,ANPEP,ADIPOR1,ACYP1,ACER3,ABHD5,ABCB9,ANPEP,ADGRL4,ACYP1,ACER3,ABHD5,ABCB9
