,2561-NUSVR--nu=0.05-C=0.1,2561-NUSVR--nu=0.1-C=0.1,2561-NUSVR--nu=0.15-C=0.1,2561-NUSVR--nu=0.25-C=0.1,2561-NUSVR--nu=0.5-C=0.1,2561-NUSVR--nu=0.75-C=0.1,2561-NUSVR--nu=0.05-C=0.5,2561-NUSVR--nu=0.1-C=0.5,2561-NUSVR--nu=0.15-C=0.5,2561-NUSVR--nu=0.25-C=0.5,2561-NUSVR--nu=0.5-C=0.5,2561-NUSVR--nu=0.75-C=0.5,2561-NUSVR--nu=0.05-C=0.75,2561-NUSVR--nu=0.1-C=0.75,2561-NUSVR--nu=0.15-C=0.75,2561-NUSVR--nu=0.25-C=0.75,2561-NUSVR--nu=0.5-C=0.75,2561-NUSVR--nu=0.75-C=0.75,2561-NUSVR--nu=0.05-C=1,2561-NUSVR--nu=0.1-C=1,2561-NUSVR--nu=0.15-C=1,2561-NUSVR--nu=0.25-C=1,2561-NUSVR--nu=0.5-C=1,2561-NUSVR--nu=0.75-C=1,2561-NUSVR--nu=0.05-C=10,2561-NUSVR--nu=0.1-C=10,2561-NUSVR--nu=0.15-C=10,2561-NUSVR--nu=0.25-C=10,2561-NUSVR--nu=0.5-C=10,2561-NUSVR--nu=0.75-C=10
0,ABL2,ABCA5,AASDH,A2ML1,A2M,A2M,ABL2,ABCA5,AASDH,A2ML1,A2M,A2M,ABL2,ABCA5,AASDH,A2ML1,A2M,A2M,ABL2,ABHD3,AASDH,A2ML1,A2M,A2M,ABL2,ABCA5,AASDH,A2ML1,A2M,A2M
1,ABLIM3,ABHD3,ABCA5,AARS,A2ML1,A2ML1,ABLIM3,ABHD3,ABCA5,AARS,A2ML1,A2ML1,ABLIM3,ABHD3,ABCA5,AARS,A2ML1,A2ML1,ABLIM3,ABL2,ABCA5,AARS,A2ML1,A2ML1,ABLIM3,ABHD3,ABCA5,AARS,A2ML1,A2ML1
2,ABTB1,ABL2,ABCC5,AASDH,AAK1,A4GALT,ABTB1,ABL2,ABCC5,AASDH,AAK1,A4GALT,ABTB1,ABL2,ABCC5,AASDH,AAK1,A4GALT,ABTB1,ABLIM3,ABCC5,AASDH,AAK1,A4GALT,ABTB1,ABL2,ABCC5,AASDH,AAK1,A4GALT
3,ACPP,ABLIM3,ABHD12,ABCA5,AAMDC,AAK1,ACPP,ABLIM3,ABHD12,ABCA5,AAMDC,AAK1,ACPP,ABLIM3,ABHD12,ABCA5,AAMDC,AAK1,ACPP,ABTB1,ABHD12,ABCA5,AAMDC,AAK1,ACPP,ABLIM3,ABHD12,ABCA5,AAMDC,AAK1
4,ACRBP,ABTB1,ABHD3,ABCB9,AAMP,AAMDC,ACRBP,ABTB1,ABHD3,ABCB9,AAMP,AAMDC,ACRBP,ABTB1,ABHD3,ABCB9,AAMP,AAMDC,ACRBP,ACER3,ABHD3,ABCB9,AAMP,AAMDC,ACRBP,ABTB1,ABHD3,ABCB9,AAMP,AAMDC
5,ACTN1,ACER3,ABHD5,ABCC1,AARS,AAMP,ACTN1,ACER3,ABI3BP,ABCC1,AARS,AAMP,ACTN1,ACER3,ABI3BP,ABCC1,AARS,AAMP,ACTN1,ACPP,ABI3BP,ABCC1,AARS,AAMP,ACTN1,ACER3,ABI3BP,ABCC1,AARS,AAMP
6,ACTN4,ACPP,ABI3BP,ABCC5,AARSD1,AAR2,ACTN4,ACPP,ABL2,ABCC5,AARSD1,AAR2,ACTN4,ACPP,ABL2,ABCC5,AARSD1,AAR2,ACTN4,ACRBP,ABL2,ABCC5,AARSD1,AAR2,ACTN4,ACPP,ABL2,ABCC5,AARSD1,AAR2
7,ADAM28,ACRBP,ABL2,ABHD11,AASDH,AARS,ADAM28,ACRBP,ABLIM1,ABHD11,AASDH,AARS,ADAM28,ACRBP,ABLIM1,ABHD11,AASDH,AARS,ADAM28,ACSL1,ABLIM1,ABHD11,AASDH,AARS,ADAM28,ACRBP,ABLIM1,ABHD11,AASDH,AARS
8,ADAMTS2,ACSL1,ABLIM1,ABHD12,AASS,AARSD1,ADAMTS2,ACSL1,ABLIM3,ABHD12,AASS,AARSD1,ADAMTS2,ACSL1,ABLIM3,ABHD12,AASS,AARSD1,ADAMTS2,ACTN1,ABLIM3,ABHD12,AASS,AARSD1,ADAMTS2,ACSL1,ABLIM3,ABHD12,AASS,AARSD1
9,ADGRG4,ACTN1,ABLIM3,ABHD13,AATF,AASDH,ADGRG4,ACTN1,ABTB1,ABHD13,AATF,AASDH,ADGRG4,ACTN1,ABTB1,ABHD13,AATF,AASDH,ADGRG4,ACTN4,ABTB1,ABHD13,AATF,AASDH,ADGRG4,ACTN1,ABTB1,ABHD13,AATF,AASDH
