,2558-NUSVR--nu=0.05-C=0.1,2558-NUSVR--nu=0.1-C=0.1,2558-NUSVR--nu=0.15-C=0.1,2558-NUSVR--nu=0.25-C=0.1,2558-NUSVR--nu=0.5-C=0.1,2558-NUSVR--nu=0.75-C=0.1,2558-NUSVR--nu=0.05-C=0.5,2558-NUSVR--nu=0.1-C=0.5,2558-NUSVR--nu=0.15-C=0.5,2558-NUSVR--nu=0.25-C=0.5,2558-NUSVR--nu=0.5-C=0.5,2558-NUSVR--nu=0.75-C=0.5,2558-NUSVR--nu=0.05-C=0.75,2558-NUSVR--nu=0.1-C=0.75,2558-NUSVR--nu=0.15-C=0.75,2558-NUSVR--nu=0.25-C=0.75,2558-NUSVR--nu=0.5-C=0.75,2558-NUSVR--nu=0.75-C=0.75,2558-NUSVR--nu=0.05-C=1,2558-NUSVR--nu=0.1-C=1,2558-NUSVR--nu=0.15-C=1,2558-NUSVR--nu=0.25-C=1,2558-NUSVR--nu=0.5-C=1,2558-NUSVR--nu=0.75-C=1,2558-NUSVR--nu=0.05-C=10,2558-NUSVR--nu=0.1-C=10,2558-NUSVR--nu=0.15-C=10,2558-NUSVR--nu=0.25-C=10,2558-NUSVR--nu=0.5-C=10,2558-NUSVR--nu=0.75-C=10
0,ABCA8,ABCA8,ABCA5,AAK1,A2M,A2M,ABCA8,ABCA8,ABCA5,AAK1,A2M,A2M,ABCA8,ABCA8,ABCA5,AAK1,A2M,A2M,ABCA8,ABCA8,ABCA5,AAK1,A2M,A2M,ABCA8,ABCA8,ABCA5,AAK1,A2M,A2M
1,ABL2,ABHD12,ABCA8,AASDH,A4GALT,A4GALT,ABL2,ABHD12,ABCA8,AASDH,A4GALT,A4GALT,ABL2,ABHD12,ABCA8,AASDH,A4GALT,A4GALT,ABL2,ABHD12,ABCA8,AASDH,A4GALT,A4GALT,ABL2,ABHD12,ABCA8,AASDH,A4GALT,A4GALT
2,ABLIM3,ABHD17A,ABCB1,AATF,AADAT,AADAT,ABLIM3,ABHD17A,ABCB1,AATF,AADAT,AADAT,ABLIM3,ABHD17A,ABCB1,AATF,AADAT,AADAT,ABLIM3,ABHD17A,ABCB1,AATF,AADAT,AADAT,ABLIM3,ABHD17A,ABCB1,AATF,AADAT,AADAT
3,ACRBP,ABL2,ABCC4,AATK,AAK1,AAK1,ACRBP,ABL2,ABCC4,AATK,AAK1,AAK1,ACRBP,ABL2,ABCC4,AATK,AAK1,AAK1,ACRBP,ABL2,ABCC4,AATK,AAK1,AAK1,ACRBP,ABL2,ABCC4,AATK,AAK1,AAK1
4,ACTN1,ABLIM1,ABCC5,ABCA5,AAMDC,AAMDC,ACTN1,ABLIM1,ABCC5,ABCA5,AAMDC,AAMDC,ACTN1,ABLIM1,ABCC5,ABCA5,AAMDC,AAMDC,ACTN1,ABLIM1,ABCC5,ABCA5,AAMDC,AAMDC,ACTN1,ABLIM1,ABCC5,ABCA5,AAMDC,AAMDC
5,ACTN4,ABLIM3,ABCG1,ABCA8,AAMP,AAMP,ACTN4,ABLIM3,ABCG1,ABCA8,AAMP,AAMP,ACTN4,ABLIM3,ABCG1,ABCA8,AAMP,AAMP,ACTN4,ABLIM3,ABCG1,ABCA8,AAMP,AAMP,ACTN4,ABLIM3,ABCG1,ABCA8,AAMP,AAMP
6,ACTR2,ACLY,ABHD11,ABCB1,AARS,AAR2,ACTR2,ACLY,ABHD11,ABCB1,AARS,AAR2,ACTR2,ACLY,ABHD11,ABCB1,AARS,AAR2,ACTR2,ACLY,ABHD11,ABCB1,AARS,AAR2,ACTR2,ACLY,ABHD11,ABCB1,AARS,AAR2
7,ACTR3,ACPP,ABHD12,ABCB9,AARSD1,AARS,ACTR3,ACPP,ABHD12,ABCB9,AARSD1,AARS,ACTR3,ACPP,ABHD12,ABCB9,AARSD1,AARS,ACTR3,ACPP,ABHD12,ABCB9,AARSD1,AARS,ACTR3,ACPP,ABHD12,ABCB9,AARSD1,AARS
8,ACYP1,ACRBP,ABHD17A,ABCC4,AASDH,AARS2,ACYP1,ACRBP,ABHD17A,ABCC4,AASDH,AARS2,ACYP1,ACRBP,ABHD17A,ABCC4,AASDH,AARS2,ACYP1,ACRBP,ABHD17A,ABCC4,AASDH,AARS2,ACYP1,ACRBP,ABHD17A,ABCC4,AASDH,AARS2
9,ADGRG6,ACTN1,ABHD3,ABCC5,AASS,AARSD1,ADGRG6,ACTN1,ABHD3,ABCC5,AASS,AARSD1,ADGRG6,ACTN1,ABHD3,ABCC5,AASS,AARSD1,ADGRG6,ACTN1,ABHD3,ABCC5,AASS,AARSD1,ADGRG6,ACTN1,ABHD3,ABCC5,AASS,AARSD1
10,ADIPOR1,ACTN4,ABHD5,ABCG1,AATF,AASDH,ADIPOR1,ACTN4,ABHD5,ABCG1,AATF,AASDH,ADIPOR1,ACTN4,ABHD5,ABCG1,AATF,AASDH,ADIPOR1,ACTN4,ABHD5,ABCG1,AATF,AASDH,ADIPOR1,ACTN4,ABHD5,ABCG1,AATF,AASDH
11,AFG3L1P,ACTR2,ABL2,ABHD11,AATK,AASDHPPT,AFG3L1P,ACTR2,ABL2,ABHD11,AATK,AASDHPPT,AFG3L1P,ACTR2,ABL2,ABHD11,AATK,AASDHPPT,AFG3L1P,ACTR2,ABL2,ABHD11,AATK,AASDHPPT,AFG3L1P,ACTR2,ABL2,ABHD11,AATK,AASDHPPT
12,AGPAT5,ACTR3,ABLIM1,ABHD12,ABCA5,AASS,AGPAT5,ACTR3,ABLIM1,ABHD12,ABCA5,AASS,AGPAT5,ACTR3,ABLIM1,ABHD12,ABCA5,AASS,AGPAT5,ACTR3,ABLIM1,ABHD12,ABCA5,AASS,AGPAT5,ACTR3,ABLIM1,ABHD12,ABCA5,AASS
13,AGTRAP,ACYP1,ABLIM3,ABHD17A,ABCA8,AATF,AGTRAP,ACYP1,ABLIM3,ABHD17A,ABCA8,AATF,AGTRAP,ACYP1,ABLIM3,ABHD17A,ABCA8,AATF,AGTRAP,ACYP1,ABLIM3,ABHD17A,ABCA8,AATF,AGTRAP,ACYP1,ABLIM3,ABHD17A,ABCA8,AATF
14,AHSP,ADD3,ACAP2,ABHD3,ABCB1,AATK,AHSP,ADD3,ACAP2,ABHD3,ABCB1,AATK,AHSP,ADD3,ACAP2,ABHD3,ABCB1,AATK,AHSP,ADD3,ACAP2,ABHD3,ABCB1,AATK,AHSP,ADD3,ACAP2,ABHD3,ABCB1,AATK
15,AKAP13,ADGRG3,ACKR3,ABHD5,ABCB8,ABCA1,AKAP13,ADGRG3,ACKR3,ABHD5,ABCB9,ABCA1,AKAP13,ADGRG3,ACKR3,ABHD5,ABCB9,ABCA1,AKAP13,ADGRG3,ACKR3,ABHD5,ABCB9,ABCA1,AKAP13,ADGRG3,ACKR3,ABHD5,ABCB9,ABCA1
16,AKNA,ADGRG6,ACLY,ABHD6,ABCB9,ABCA10,AKNA,ADGRG6,ACLY,ABHD6,ABCC1,ABCA10,AKNA,ADGRG6,ACLY,ABHD6,ABCC1,ABCA10,AKNA,ADGRG6,ACLY,ABHD6,ABCC1,ABCA10,AKNA,ADGRG6,ACLY,ABHD6,ABCC1,ABCA10
17,AMBP,ADGRL4,ACP5,ABL2,ABCC1,ABCA11P,AMBP,ADGRL4,ACP5,ABL2,ABCC3,ABCA11P,AMBP,ADGRL4,ACP5,ABL2,ABCC3,ABCA11P,AMBP,ADGRL4,ACP5,ABL2,ABCC3,ABCA11P,AMBP,ADGRL4,ACP5,ABL2,ABCC3,ABCA11P
18,ANK1,ADIPOR1,ACPP,ABLIM1,ABCC3,ABCA2,ANK1,ADIPOR1,ACPP,ABLIM1,ABCC4,ABCA2,ANK1,ADIPOR1,ACPP,ABLIM1,ABCC4,ABCA2,ANK1,ADIPOR1,ACPP,ABLIM1,ABCC4,ABCA2,ANK1,ADIPOR1,ACPP,ABLIM1,ABCC4,ABCA2
19,ANKRD36C,AFF1,ACRBP,ABLIM3,ABCC4,ABCA3,ANKRD36C,AFF1,ACRBP,ABLIM3,ABCC5,ABCA3,ANKRD36C,AFF1,ACRBP,ABLIM3,ABCC5,ABCA3,ANKRD36C,AFF1,ACRBP,ABLIM3,ABCC5,ABCA3,ANKRD36C,AFF1,ACRBP,ABLIM3,ABCC5,ABCA3
20,ANP32A,AFG3L1P,ACTN1,ABO,ABCC5,ABCA5,ANP32A,AFG3L1P,ACTN1,ABO,ABCD3,ABCA5,ANP32A,AFG3L1P,ACTN1,ABO,ABCD3,ABCA5,ANP32A,AFG3L1P,ACTN1,ABO,ABCD3,ABCA5,ANP32A,AFG3L1P,ACTN1,ABO,ABCD3,ABCA5
21,ANP32B,AGO1,ACTN4,AC009506.1,ABCD3,ABCA6,ANP32B,AGO1,ACTN4,AC009506.1,ABCD4,ABCA6,ANP32B,AGO1,ACTN4,AC009506.1,ABCD4,ABCA6,ANP32B,AGO1,ACTN4,AC009506.1,ABCD4,ABCA6,ANP32B,AGO1,ACTN4,AC009506.1,ABCD4,ABCA6
22,ANP32E,AGPAT1,ACTR2,ACAP2,ABCD4,ABCA7,ANP32E,AGPAT1,ACTR2,ACAP2,ABCF2,ABCA7,ANP32E,AGPAT1,ACTR2,ACAP2,ABCF2,ABCA7,ANP32E,AGPAT1,ACTR2,ACAP2,ABCF2,ABCA7,ANP32E,AGPAT1,ACTR2,ACAP2,ABCF2,ABCA7
23,ANXA1,AGPAT5,ACTR3,ACBD6,ABCF2,ABCA8,ANXA1,AGPAT5,ACTR3,ACBD6,ABCF3,ABCA8,ANXA1,AGPAT5,ACTR3,ACBD6,ABCF3,ABCA8,ANXA1,AGPAT5,ACTR3,ACBD6,ABCF3,ABCA8,ANXA1,AGPAT5,ACTR3,ACBD6,ABCF3,ABCA8
24,AOC1,AGT,ACYP1,ACCS,ABCF3,ABCB1,AOC1,AGT,ACYP1,ACCS,ABCG1,ABCB1,AOC1,AGT,ACYP1,ACCS,ABCG1,ABCB1,AOC1,AGT,ACYP1,ACCS,ABCG1,ABCB1,AOC1,AGT,ACYP1,ACCS,ABCG1,ABCB1
25,AP2M1,AGTPBP1,ADD3,ACKR3,ABCG1,ABCB8,AP2M1,AGTPBP1,ADD3,ACKR3,ABHD11,ABCB8,AP2M1,AGTPBP1,ADD3,ACKR3,ABHD11,ABCB8,AP2M1,AGTPBP1,ADD3,ACKR3,ABHD11,ABCB8,AP2M1,AGTPBP1,ADD3,ACKR3,ABHD11,ABCB8
26,APOD,AGTRAP,ADGRE2,ACLY,ABHD11,ABCB9,APOD,AGTRAP,ADGRE2,ACLY,ABHD12,ABCB9,APOD,AGTRAP,ADGRE2,ACLY,ABHD12,ABCB9,APOD,AGTRAP,ADGRE2,ACLY,ABHD12,ABCB9,APOD,AGTRAP,ADGRE2,ACLY,ABHD12,ABCB9
27,APOL3,AHSP,ADGRG3,ACP5,ABHD12,ABCC1,APOL3,AHSP,ADGRG3,ACP5,ABHD15,ABCC1,APOL3,AHSP,ADGRG3,ACP5,ABHD15,ABCC1,APOL3,AHSP,ADGRG3,ACP5,ABHD15,ABCC1,APOL3,AHSP,ADGRG3,ACP5,ABHD15,ABCC1
28,APP,AIDA,ADGRG6,ACPP,ABHD13,ABCC11,APP,AIDA,ADGRG6,ACPP,ABHD17A,ABCC11,APP,AIDA,ADGRG6,ACPP,ABHD17A,ABCC11,APP,AIDA,ADGRG6,ACPP,ABHD17A,ABCC11,APP,AIDA,ADGRG6,ACPP,ABHD17A,ABCC11
29,AQP10,AKAP13,ADGRL4,ACRBP,ABHD15,ABCC13,AQP10,AKAP13,ADGRL4,ACRBP,ABHD3,ABCC13,AQP10,AKAP13,ADGRL4,ACRBP,ABHD3,ABCC13,AQP10,AKAP13,ADGRL4,ACRBP,ABHD3,ABCC13,AQP10,AKAP13,ADGRL4,ACRBP,ABHD3,ABCC13
30,AQP3,AKIRIN2,ADIPOR1,ACSL4,ABHD17A,ABCC3,AQP3,AKIRIN2,ADIPOR1,ACSL4,ABHD4,ABCC3,AQP3,AKIRIN2,ADIPOR1,ACSL4,ABHD4,ABCC3,AQP3,AKIRIN2,ADIPOR1,ACSL4,ABHD4,ABCC3,AQP3,AKIRIN2,ADIPOR1,ACSL4,ABHD4,ABCC3
31,ARAP1,AKNA,ADNP,ACTN1,ABHD3,ABCC4,ARAP1,AKNA,ADNP,ACTN1,ABHD5,ABCC4,ARAP1,AKNA,ADNP,ACTN1,ABHD5,ABCC4,ARAP1,AKNA,ADNP,ACTN1,ABHD5,ABCC4,ARAP1,AKNA,ADNP,ACTN1,ABHD5,ABCC4
32,ARF1,AKT3,ADPGK,ACTN4,ABHD4,ABCC5,ARF1,AKT3,ADPGK,ACTN4,ABHD6,ABCC5,ARF1,AKT3,ADPGK,ACTN4,ABHD6,ABCC5,ARF1,AKT3,ADPGK,ACTN4,ABHD6,ABCC5,ARF1,AKT3,ADPGK,ACTN4,ABHD6,ABCC5
33,ARG2,ALAS2,ADRA2C,ACTR2,ABHD5,ABCC9,ARG2,ALAS2,ADRA2C,ACTR2,ABI2,ABCC9,ARG2,ALAS2,ADRA2C,ACTR2,ABI2,ABCC9,ARG2,ALAS2,ADRA2C,ACTR2,ABI2,ABCC9,ARG2,ALAS2,ADRA2C,ACTR2,ABI2,ABCC9
34,ARHGAP18,ALOX5AP,AFF1,ACTR3,ABHD6,ABCD3,ARHGAP18,ALOX5AP,AFF1,ACTR3,ABI3,ABCD3,ARHGAP18,ALOX5AP,AFF1,ACTR3,ABI3,ABCD3,ARHGAP18,ALOX5AP,AFF1,ACTR3,ABI3,ABCD3,ARHGAP18,ALOX5AP,AFF1,ACTR3,ABI3,ABCD3
35,ARHGAP30,ALPL,AFG3L1P,ACYP1,ABI2,ABCD4,ARHGAP30,ALPL,AFG3L1P,ACYP1,ABL1,ABCD4,ARHGAP30,ALPL,AFG3L1P,ACYP1,ABL1,ABCD4,ARHGAP30,ALPL,AFG3L1P,ACYP1,ABL1,ABCD4,ARHGAP24,ALPL,AFG3L1P,ACYP1,ABL1,ABCD4
36,ARHGAP45,AMZ2P1,AGO1,ACYP2,ABI3,ABCE1,ARHGAP45,AMZ2P1,AGO1,ACYP2,ABL2,ABCE1,ARHGAP45,AMZ2P1,AGO1,ACYP2,ABL2,ABCE1,ARHGAP45,AMZ2P1,AGO1,ACYP2,ABL2,ABCE1,ARHGAP30,AMZ2P1,AGO1,ACYP2,ABL2,ABCE1
37,ARHGDIB,ANK1,AGPAT1,ADAM15,ABL1,ABCF2,ARHGDIB,ANK1,AGPAT1,ADAM15,ABLIM1,ABCF2,ARHGDIB,ANK1,AGPAT1,ADAM15,ABLIM1,ABCF2,ARHGDIB,ANK1,AGPAT1,ADAM15,ABLIM1,ABCF2,ARHGAP45,ANK1,AGPAT1,ADAM15,ABLIM1,ABCF2
38,ARHGEF12,ANK3,AGPAT5,ADAM23,ABL2,ABCF3,ARHGEF12,ANK3,AGPAT5,ADAM23,ABLIM3,ABCF3,ARHGEF12,ANK3,AGPAT5,ADAM23,ABLIM3,ABCF3,ARHGEF12,ANK3,AGPAT5,ADAM23,ABLIM3,ABCF3,ARHGDIB,ANK3,AGPAT5,ADAM23,ABLIM3,ABCF3
39,ARHGEF3,ANKRD33B,AGT,ADAM28,ABLIM1,ABCG1,ARHGEF3,ANKRD33B,AGT,ADAM28,ABO,ABCG1,ARHGEF3,ANKRD33B,AGT,ADAM28,ABO,ABCG1,ARHGEF3,ANKRD33B,AGT,ADAM28,ABO,ABCG1,ARHGEF12,ANKRD33B,AGT,ADAM28,ABO,ABCG1
40,ARHGEF38,ANKRD36B,AGTPBP1,ADAMTS1,ABLIM3,ABHD1,ARHGEF38,ANKRD36B,AGTPBP1,ADAMTS1,ABRACL,ABHD1,ARHGEF38,ANKRD36B,AGTPBP1,ADAMTS1,ABRACL,ABHD1,ARHGEF38,ANKRD36B,AGTPBP1,ADAMTS1,ABRACL,ABHD1,ARHGEF3,ANKRD36B,AGTPBP1,ADAMTS1,ABRACL,ABHD1
41,ARID1A,ANKRD36C,AGTRAP,ADAMTS9,ABO,ABHD10,ARID1A,ANKRD36C,AGTRAP,ADAMTS9,ABTB1,ABHD10,ARID1A,ANKRD36C,AGTRAP,ADAMTS9,ABTB1,ABHD10,ARID1A,ANKRD36C,AGTRAP,ADAMTS9,ABTB1,ABHD10,ARHGEF38,ANKRD36C,AGTRAP,ADAMTS9,ABTB1,ABHD10
42,ARL4C,ANO6,AHSP,ADD3,ABRACL,ABHD11,ARL4C,ANO6,AHSP,ADD3,AC004057.1,ABHD11,ARL4C,ANO6,AHSP,ADD3,AC004057.1,ABHD11,ARL4C,ANO6,AHSP,ADD3,AC004057.1,ABHD11,ARID1A,ANO6,AHSP,ADD3,AC004057.1,ABHD11
43,ARPC5,ANO9,AIDA,ADGRE2,ABTB1,ABHD12,ARPC5,ANO9,AIDA,ADGRE2,AC009506.1,ABHD12,ARPC5,ANO9,AIDA,ADGRE2,AC009506.1,ABHD12,ARPC5,ANO9,AIDA,ADGRE2,AC009506.1,ABHD12,ARL4C,ANO9,AIDA,ADGRE2,AC009506.1,ABHD12
44,ARRB2,ANP32A,AKAP13,ADGRG1,AC004057.1,ABHD13,ARRB2,ANP32A,AKAP13,ADGRG1,AC010468.1,ABHD13,ARRB2,ANP32A,AKAP13,ADGRG1,AC010468.1,ABHD13,ARRB2,ANP32A,AKAP13,ADGRG1,AC010468.1,ABHD13,ARPC5,ANP32A,AKAP13,ADGRG1,AC010468.1,ABHD13
45,ASAP1,ANP32B,AKIRIN2,ADGRG3,AC009506.1,ABHD14A,ASAP1,ANP32B,AKIRIN2,ADGRG3,AC022182.2,ABHD14A,ASAP1,ANP32B,AKIRIN2,ADGRG3,AC022182.2,ABHD14A,ASAP1,ANP32B,AKIRIN2,ADGRG3,AC022182.2,ABHD14A,ARRB2,ANP32B,AKIRIN2,ADGRG3,AC022182.2,ABHD14A
46,ATF7IP,ANP32E,AKNA,ADGRG6,AC010468.1,ABHD15,ATF7IP,ANP32E,AKNA,ADGRG6,AC092066.1,ABHD15,ATF7IP,ANP32E,AKNA,ADGRG6,AC092066.1,ABHD15,ATF7IP,ANP32E,AKNA,ADGRG6,AC092066.1,ABHD15,ASAP1,ANP32E,AKNA,ADGRG6,AC092066.1,ABHD15
47,ATM,ANXA1,AKR7A2,ADGRL4,AC022182.2,ABHD17A,ATM,ANXA1,AKR7A2,ADGRL4,AC104699.1,ABHD17A,ATM,ANXA1,AKR7A2,ADGRL4,AC104699.1,ABHD17A,ATM,ANXA1,AKR7A2,ADGRL4,AC104699.1,ABHD17A,ATF7IP,ANXA1,AKR7A2,ADGRL4,AC104699.1,ABHD17A
48,ATOX1,ANXA11,AKT2,ADH1B,AC092066.1,ABHD18,ATOX1,ANXA11,AKT2,ADH1B,ACAA1,ABHD18,ATOX1,ANXA11,AKT2,ADH1B,ACAA1,ABHD18,ATOX1,ANXA11,AKT2,ADH1B,ACAA1,ABHD18,ATM,ANXA11,AKT2,ADH1B,ACAA1,ABHD18
49,ATP6V0B,ANXA4,AKT3,ADIPOR1,AC104699.1,ABHD3,ATP6V0B,ANXA4,AKT3,ADIPOR1,ACACB,ABHD3,ATP6V0B,ANXA4,AKT3,ADIPOR1,ACACB,ABHD3,ATP6V0B,ANXA4,AKT3,ADIPOR1,ACACB,ABHD3,ATOX1,ANXA4,AKT3,ADIPOR1,ACACB,ABHD3
50,AVIL,ANXA5,ALAS2,ADM,ACAA1,ABHD4,AVIL,ANXA5,ALAS2,ADM,ACADM,ABHD4,AVIL,ANXA5,ALAS2,ADM,ACADM,ABHD4,AVIL,ANXA5,ALAS2,ADM,ACADM,ABHD4,ATP6V0B,ANXA5,ALAS2,ADM,ACADM,ABHD4
51,AZGP1,ANXA6,ALCAM,ADM5,ACACB,ABHD5,AZGP1,ANXA6,ALCAM,ADM5,ACADVL,ABHD5,AZGP1,ANXA6,ALCAM,ADM5,ACADVL,ABHD5,AZGP1,ANXA6,ALCAM,ADM5,ACADVL,ABHD5,AVIL,ANXA6,ALCAM,ADM5,ACADVL,ABHD5
52,BASP1,AOC1,ALKBH5,ADNP,ACADM,ABHD6,BASP1,AOC1,ALKBH5,ADNP,ACAP1,ABHD6,BASP1,AOC1,ALKBH5,ADNP,ACAP1,ABHD6,BASP1,AOC1,ALKBH5,ADNP,ACAP1,ABHD6,AZGP1,AOC1,ALKBH5,ADNP,ACAP1,ABHD6
53,BCL6B,AP2M1,ALOX5,ADPGK,ACADVL,ABI2,BCL6B,AP2M1,ALOX5,ADPGK,ACAP2,ABI2,BCL6B,AP2M1,ALOX5,ADPGK,ACAP2,ABI2,BCL6B,AP2M1,ALOX5,ADPGK,ACAP2,ABI2,BASP1,AP2M1,ALOX5,ADPGK,ACAP2,ABI2
54,BIN2,APOBEC3A,ALOX5AP,ADRA2C,ACAP1,ABI3,BIN2,APOBEC3A,ALOX5AP,ADRA2C,ACAT1,ABI3,BIN2,APOBEC3A,ALOX5AP,ADRA2C,ACAT1,ABI3,BIN2,APOBEC3A,ALOX5AP,ADRA2C,ACAT1,ABI3,BCL6B,APOBEC3A,ALOX5AP,ADRA2C,ACAT1,ABI3
55,BMX,APOBEC3C,ALPL,ADRB2,ACAP2,ABL1,BMX,APOBEC3C,ALPL,ADRB2,ACBD5,ABL1,BMX,APOBEC3C,ALPL,ADRB2,ACBD5,ABL1,BMX,APOBEC3C,ALPL,ADRB2,ACBD5,ABL1,BIN2,APOBEC3C,ALPL,ADRB2,ACBD5,ABL1
56,BPGM,APOD,AMOTL1,ADRM1,ACAT1,ABL2,BPGM,APOD,AMOTL1,ADRM1,ACBD6,ABL2,BPGM,APOD,AMOTL1,ADRM1,ACBD6,ABL2,BPGM,APOD,AMOTL1,ADRM1,ACBD6,ABL2,BMX,APOD,AMOTL1,ADRM1,ACBD6,ABL2
57,BRI3,APOL3,AMZ2P1,AFDN,ACBD5,ABLIM1,BRI3,APOL3,AMZ2P1,AFDN,ACCS,ABLIM1,BRI3,APOL3,AMZ2P1,AFDN,ACCS,ABLIM1,BRI3,APOL3,AMZ2P1,AFDN,ACCS,ABLIM1,BPGM,APOL3,AMZ2P1,AFDN,ACCS,ABLIM1
58,BSG,APOLD1,ANK1,AFF1,ACBD6,ABLIM3,BSG,APOLD1,ANK1,AFF1,ACKR3,ABLIM3,BSG,APOLD1,ANK1,AFF1,ACKR3,ABLIM3,BSG,APOLD1,ANK1,AFF1,ACKR3,ABLIM3,BRI3,APOLD1,ANK1,AFF1,ACKR3,ABLIM3
59,C11orf96,APP,ANK3,AFG3L1P,ACCS,ABO,BTNL9,APP,ANK3,AFG3L1P,ACKR4,ABO,BTNL9,APP,ANK3,AFG3L1P,ACKR4,ABO,BTNL9,APP,ANK3,AFG3L1P,ACKR4,ABO,BSG,APP,ANK3,AFG3L1P,ACKR4,ABO
