,1906-NUSVR--nu=0.05-C=0.1,1906-NUSVR--nu=0.1-C=0.1,1906-NUSVR--nu=0.15-C=0.1,1906-NUSVR--nu=0.25-C=0.1,1906-NUSVR--nu=0.5-C=0.1,1906-NUSVR--nu=0.75-C=0.1,1906-NUSVR--nu=0.05-C=0.5,1906-NUSVR--nu=0.1-C=0.5,1906-NUSVR--nu=0.15-C=0.5,1906-NUSVR--nu=0.25-C=0.5,1906-NUSVR--nu=0.5-C=0.5,1906-NUSVR--nu=0.75-C=0.5,1906-NUSVR--nu=0.05-C=0.75,1906-NUSVR--nu=0.1-C=0.75,1906-NUSVR--nu=0.15-C=0.75,1906-NUSVR--nu=0.25-C=0.75,1906-NUSVR--nu=0.5-C=0.75,1906-NUSVR--nu=0.75-C=0.75,1906-NUSVR--nu=0.05-C=1,1906-NUSVR--nu=0.1-C=1,1906-NUSVR--nu=0.15-C=1,1906-NUSVR--nu=0.25-C=1,1906-NUSVR--nu=0.5-C=1,1906-NUSVR--nu=0.75-C=1,1906-NUSVR--nu=0.05-C=10,1906-NUSVR--nu=0.1-C=10,1906-NUSVR--nu=0.15-C=10,1906-NUSVR--nu=0.25-C=10,1906-NUSVR--nu=0.5-C=10,1906-NUSVR--nu=0.75-C=10
0,ABCA8,ABCA8,ABCA8,AAMDC,A1BG,A1BG,ABCA8,ABCA8,ABCA8,AAMDC,AAMDC,A1BG,ABCA8,ABCA8,ABCA8,AAMDC,AAMDC,A1BG,ABCA8,ABCA8,ABCA8,AAMDC,A1BG,A1BG,ABCA8,ABCA8,ABCA8,AAMDC,AAMDC,A1BG
1,ABL2,ABCB1,ABCB1,AARS,AAMDC,A2M,ABL2,ABCB1,ABCB1,AARS,AARS,A2M,ABL2,ABCB1,ABCB1,AARS,AARS,A2M,ABL2,ABCB1,ABCB1,AARS,AAMDC,A2M,ABL2,ABCB1,ABCB1,AARS,AARS,A2M
2,ABLIM3,ABCG1,ABCG1,AASDHPPT,AARS,A4GALT,ABLIM3,ABCG1,ABCG1,AASDHPPT,AASDHPPT,A4GALT,ABLIM3,ABCG1,ABCG1,AASDHPPT,AASDHPPT,A4GALT,ABLIM3,ABCG1,ABCG1,AASDHPPT,AARS,A4GALT,ABLIM3,ABCG1,ABCG1,AASDHPPT,AASDHPPT,A4GALT
3,ACP5,ABHD12,ABHD12,AASS,AASDHPPT,AACS,ACP5,ABHD12,ABHD12,AASS,AASS,AACS,ACP5,ABHD12,ABHD12,AASS,AASS,AACS,ACP5,ABHD12,ABHD12,AASS,AASDHPPT,AACS,ACP5,ABHD12,ABHD12,AASS,AASS,AACS
4,ACRBP,ABHD3,ABHD17A,AATF,AASS,AADAC,ACRBP,ABHD3,ABHD17A,AATF,AATF,AADAC,ACRBP,ABHD3,ABHD17A,AATF,AATF,AADAC,ACRBP,ABHD3,ABHD17A,AATF,AASS,AADAC,ACRBP,ABHD3,ABHD17A,AATF,AATF,AADAC
5,ACTN4,ABL2,ABHD3,AATK,AATF,AADACP1,ACTN4,ABL2,ABHD3,AATK,AATK,AADACP1,ACTN4,ABL2,ABHD3,AATK,AATK,AADACP1,ACTN4,ABL2,ABHD3,AATK,AATF,AADACP1,ACTN4,ABL2,ABHD3,AATK,AATK,AADACP1
6,ADGRL4,ABLIM3,ABL2,ABCA5,AATK,AAK1,ADGRL4,ABLIM3,ABL2,ABCA5,ABCA10,AAK1,ADGRL4,ABLIM3,ABL2,ABCA5,ABCA10,AAK1,ADGRL4,ABLIM3,ABL2,ABCA5,AATK,AAK1,ADGRL4,ABLIM3,ABL2,ABCA5,ABCA10,AAK1
7,ADIPOR1,AC147651.4,ABLIM1,ABCA8,ABCA10,AAMDC,ADIPOR1,AC147651.4,ABLIM1,ABCA8,ABCA2,AAMDC,ADIPOR1,AC147651.4,ABLIM1,ABCA8,ABCA2,AAMDC,ADIPOR1,AC147651.4,ABLIM1,ABCA8,ABCA10,AAMDC,ADIPOR1,AC147651.4,ABLIM1,ABCA8,ABCA2,AAMDC
8,ADRB2,ACACB,ABLIM3,ABCB1,ABCA2,AAMP,ADRB2,ACACB,ABLIM3,ABCB1,ABCA5,AAMP,ADRB2,ACACB,ABLIM3,ABCB1,ABCA5,AAMP,ADRB2,ACACB,ABLIM3,ABCB1,ABCA2,AAMP,ADRB2,ACACB,ABLIM3,ABCB1,ABCA5,AAMP
9,AGT,ACP5,AC147651.4,ABCC1,ABCA5,AARS,AGT,ACP5,AC147651.4,ABCC1,ABCA7,AARS,AGT,ACP5,AC147651.4,ABCC1,ABCA7,AARS,AGT,ACP5,AC147651.4,ABCC1,ABCA5,AARS,AGT,ACP5,AC147651.4,ABCC1,ABCA7,AARS
