,3224-NUSVR--nu=0.05-C=0.1,3224-NUSVR--nu=0.1-C=0.1,3224-NUSVR--nu=0.15-C=0.1,3224-NUSVR--nu=0.25-C=0.1,3224-NUSVR--nu=0.5-C=0.1,3224-NUSVR--nu=0.75-C=0.1,3224-NUSVR--nu=0.05-C=0.5,3224-NUSVR--nu=0.1-C=0.5,3224-NUSVR--nu=0.15-C=0.5,3224-NUSVR--nu=0.25-C=0.5,3224-NUSVR--nu=0.5-C=0.5,3224-NUSVR--nu=0.75-C=0.5,3224-NUSVR--nu=0.05-C=0.75,3224-NUSVR--nu=0.1-C=0.75,3224-NUSVR--nu=0.15-C=0.75,3224-NUSVR--nu=0.25-C=0.75,3224-NUSVR--nu=0.5-C=0.75,3224-NUSVR--nu=0.75-C=0.75,3224-NUSVR--nu=0.05-C=1,3224-NUSVR--nu=0.1-C=1,3224-NUSVR--nu=0.15-C=1,3224-NUSVR--nu=0.25-C=1,3224-NUSVR--nu=0.5-C=1,3224-NUSVR--nu=0.75-C=1,3224-NUSVR--nu=0.05-C=10,3224-NUSVR--nu=0.1-C=10,3224-NUSVR--nu=0.15-C=10,3224-NUSVR--nu=0.25-C=10,3224-NUSVR--nu=0.5-C=10,3224-NUSVR--nu=0.75-C=10
0,AATK,AATK,A2M,A1BG,A1BG,A1BG,AATK,AATK,A2M,A1BG,A1BG,A1BG,AATK,AATK,A2M,A1BG,A1BG,A1BG,AATK,AATK,A2M,A1BG,A1BG,A1BG,AATK,AATK,A2M,A1BG,A1BG,A1BG
1,ABCC4,ABCA13,AATK,AAK1,A2M,A1CF,ABCC4,ABCA13,AATK,AAK1,A2M,A1CF,ABCC4,ABCA13,AATK,AAK1,A2M,A1CF,ABCC4,ABCA13,AATK,AAK1,A2M,A1CF,ABCC4,ABCA13,AATK,AAK1,A2M,A1CF
2,ABHD11,ABCB10,ABCA13,AATK,A4GALT,A2M,ABHD11,ABCB10,ABCA13,AATK,A4GALT,A2M,ABHD11,ABCB10,ABCA13,AATK,A4GALT,A2M,ABHD11,ABCB10,ABCA13,AATK,A4GALT,A2M,ABHD11,ABCB10,ABCA13,AATK,A4GALT,A2M
3,ABHD12,ABCC4,ABCB10,ABCA13,AAK1,A4GALT,ABHD12,ABCC4,ABCB10,ABCA13,AAK1,A4GALT,ABHD12,ABCC4,ABCB10,ABCA13,AAK1,A4GALT,ABHD12,ABCC4,ABCB10,ABCA13,AAK1,A4GALT,ABHD12,ABCC4,ABCB10,ABCA13,AAK1,A4GALT
4,ABHD17A,ABHD11,ABCB9,ABCA5,AAMP,AADAT,ABHD17A,ABHD11,ABCB9,ABCB10,AAMP,AADAT,ABHD17A,ABHD11,ABCB9,ABCB10,AAMP,AADAT,ABHD17A,ABHD11,ABCB9,ABCB10,AAMP,AADAT,ABHD17A,ABHD11,ABCB9,ABCB10,AAMP,AADAT
5,ABLIM3,ABHD12,ABCC1,ABCB10,AARS2,AAK1,ABLIM3,ABHD12,ABCC1,ABCB9,AARS2,AAK1,ABLIM3,ABHD12,ABCC1,ABCB9,AARS2,AAK1,ABLIM3,ABHD12,ABCC1,ABCB9,AARS2,AAK1,ABLIM3,ABHD12,ABCC1,ABCB9,AARS2,AAK1
6,ACKR3,ABHD17A,ABCC3,ABCB9,AASDH,AAMP,ACKR3,ABHD17A,ABCC3,ABCC1,AASDH,AAMP,ACKR3,ABHD17A,ABCC3,ABCC1,AASDH,AAMP,ACKR3,ABHD17A,ABCC3,ABCC1,AASDH,AAMP,ACKR3,ABHD17A,ABCC3,ABCC1,AASDH,AAMP
7,ACPP,ABLIM3,ABCC4,ABCC1,AASS,AAR2,ACPP,ABLIM3,ABCC4,ABCC3,AASS,AAR2,ACPP,ABLIM3,ABCC4,ABCC3,AASS,AAR2,ACPP,ABLIM3,ABCC4,ABCC3,AASS,AAR2,ACPP,ABLIM3,ABCC4,ABCC3,AASS,AAR2
8,ACRBP,ABO,ABCC5,ABCC3,AATF,AARS,ACRBP,ABO,ABCC5,ABCC4,AATF,AARS,ACRBP,ABO,ABCC5,ABCC4,AATF,AARS,ACRBP,ABO,ABCC5,ABCC4,AATF,AARS,ACRBP,ABO,ABCC5,ABCC4,AATF,AARS
9,ACSL4,AC009506.1,ABHD11,ABCC4,AATK,AARS2,ACSL4,AC009506.1,ABHD11,ABCC5,AATK,AARS2,ACSL4,AC009506.1,ABHD11,ABCC5,AATK,AARS2,ACSL4,AC009506.1,ABHD11,ABCC5,AATK,AARS2,ACSL4,AC009506.1,ABHD11,ABCC5,AATK,AARS2
10,ACTC1,AC144652.1,ABHD12,ABCC5,ABCA13,AARSD1,ACTC1,AC144652.1,ABHD12,ABHD11,ABCA13,AARSD1,ACTC1,AC144652.1,ABHD12,ABHD11,ABCA13,AARSD1,ACTC1,AC144652.1,ABHD12,ABHD11,ABCA13,AARSD1,ACTC1,AC144652.1,ABHD12,ABHD11,ABCA13,AARSD1
11,ACTN1,ACAP2,ABHD17A,ABHD11,ABCA5,AASDH,ACTN1,ACAP2,ABHD17A,ABHD12,ABCA5,AASDH,ACTN1,ACAP2,ABHD17A,ABHD12,ABCA5,AASDH,ACTN1,ACAP2,ABHD17A,ABHD12,ABCA5,AASDH,ACTN1,ACAP2,ABHD17A,ABHD12,ABCA5,AASDH
12,ACTR2,ACPP,ABI2,ABHD12,ABCB1,AASS,ACTR2,ACPP,ABI2,ABHD14B,ABCB1,AASS,ACTR2,ACPP,ABI2,ABHD14B,ABCB1,AASS,ACTR2,ACPP,ABI2,ABHD14B,ABCB1,AASS,ACTR2,ACPP,ABI2,ABHD14B,ABCB1,AASS
13,ACTR3,ACRBP,ABLIM1,ABHD14B,ABCB10,AATF,ACTR3,ACRBP,ABLIM1,ABHD17A,ABCB10,AATF,ACTR3,ACRBP,ABLIM1,ABHD17A,ABCB10,AATF,ACTR3,ACRBP,ABLIM1,ABHD17A,ABCB10,AATF,ACTR3,ACRBP,ABLIM1,ABHD17A,ABCB10,AATF
14,ADAMTS1,ACSL4,ABLIM3,ABHD17A,ABCB8,AATK,ADAMTS1,ACSL4,ABLIM3,ABI2,ABCB8,AATK,ADAMTS1,ACSL4,ABLIM3,ABI2,ABCB8,AATK,ADAMTS1,ACSL4,ABLIM3,ABI2,ABCB8,AATK,ADAMTS1,ACSL4,ABLIM3,ABI2,ABCB8,AATK
15,ADD3,ACTC1,ABO,ABI2,ABCB9,ABCA10,ADD3,ACTC1,ABO,ABLIM1,ABCB9,ABCA10,ADD3,ACTC1,ABO,ABLIM1,ABCB9,ABCA10,ADD3,ACTC1,ABO,ABLIM1,ABCB9,ABCA10,ADD3,ACTC1,ABO,ABLIM1,ABCB9,ABCA10
16,ADGRG6,ACTN1,AC009506.1,ABLIM1,ABCC1,ABCA13,ADGRG6,ACTN1,AC009506.1,ABLIM3,ABCC1,ABCA13,ADGRG6,ACTN1,AC009506.1,ABLIM3,ABCC1,ABCA13,ADGRG6,ACTN1,AC009506.1,ABLIM3,ABCC1,ABCA13,ADGRG6,ACTN1,AC009506.1,ABLIM3,ABCC1,ABCA13
17,ADIPOR2,ACTN4,AC098617.1,ABLIM3,ABCC3,ABCA3,ADIPOR2,ACTN4,AC098617.1,ABO,ABCC3,ABCA3,ADIPOR2,ACTN4,AC098617.1,ABO,ABCC3,ABCA3,ADIPOR2,ACTN4,AC098617.1,ABO,ABCC3,ABCA3,ADIPOR2,ACTN4,AC098617.1,ABO,ABCC3,ABCA3
18,AGPAT5,ACTR2,AC144652.1,ABO,ABCC4,ABCA5,AGPAT5,ACTR2,AC144652.1,AC009506.1,ABCC4,ABCA5,AGPAT5,ACTR2,AC144652.1,AC009506.1,ABCC4,ABCA5,AGPAT5,ACTR2,AC144652.1,AC009506.1,ABCC4,ABCA5,AGPAT5,ACTR2,AC144652.1,AC009506.1,ABCC4,ABCA5
19,AKR1C1,ACTR3,ACAP2,AC009506.1,ABCC5,ABCB1,AKR1C1,ACTR3,ACAP2,AC098617.1,ABCC5,ABCB1,AKR1C1,ACTR3,ACAP2,AC098617.1,ABCC5,ABCB1,AKR1C1,ACTR3,ACAP2,AC098617.1,ABCC5,ABCB1,AKR1C1,ACTR3,ACAP2,AC098617.1,ABCC5,ABCB1
20,AKT3,ACVR2A,ACCS,AC098617.1,ABCD3,ABCB10,AKT3,ACVR2A,ACCS,AC144652.1,ABCD3,ABCB10,AKT3,ACVR2A,ACCS,AC144652.1,ABCD3,ABCB10,AKT3,ACVR2A,ACCS,AC144652.1,ABCD3,ABCB10,AKT3,ACVR2A,ACCS,AC144652.1,ABCD3,ABCB10
21,AMD1,ACYP2,ACKR3,AC144652.1,ABCD4,ABCB7,AMD1,ACYP2,ACKR3,ACADM,ABCD4,ABCB7,AMD1,ACYP2,ACKR3,ACADM,ABCD4,ABCB7,AMD1,ACYP2,ACKR3,ACADM,ABCD4,ABCB7,AMD1,ACYP2,ACKR3,ACADM,ABCD4,ABCB7
22,ANGPT1,ADAM10,ACP2,ACADM,ABCG1,ABCB8,ANGPT1,ADAM10,ACP2,ACAP1,ABCG1,ABCB8,ANGPT1,ADAM10,ACP2,ACAP1,ABCG1,ABCB8,ANGPT1,ADAM10,ACP2,ACAP1,ABCG1,ABCB8,ANGPT1,ADAM10,ACP2,ACAP2,ABCG1,ABCB8
23,ANGPTL4,ADAM9,ACPP,ACAP1,ABHD11,ABCB9,ANGPTL4,ADAM9,ACPP,ACAP2,ABHD11,ABCB9,ANGPTL4,ADAM9,ACPP,ACAP2,ABHD11,ABCB9,ANGPTL4,ADAM9,ACPP,ACAP2,ABHD11,ABCB9,ANGPTL4,ADAM9,ACPP,ACBD4,ABHD11,ABCB9
24,ANKRD28,ADAMTS1,ACRBP,ACAP2,ABHD12,ABCC1,ANKRD28,ADAMTS1,ACRBP,ACBD4,ABHD12,ABCC1,ANKRD28,ADAMTS1,ACRBP,ACBD4,ABHD12,ABCC1,ANKRD28,ADAMTS1,ACRBP,ACBD4,ABHD12,ABCC1,ANKRD28,ADAMTS1,ACRBP,ACCS,ABHD12,ABCC1
25,ANKRD33B,ADD3,ACSL4,ACBD4,ABHD12B,ABCC11,ANKRD33B,ADD3,ACSL4,ACCS,ABHD12B,ABCC11,ANKRD33B,ADD3,ACSL4,ACCS,ABHD12B,ABCC11,ANKRD33B,ADD3,ACSL4,ACCS,ABHD12B,ABCC11,ANKRD33B,ADD3,ACSL4,ACER3,ABHD12B,ABCC11
26,ANKRD9,ADGRG6,ACTC1,ACCS,ABHD14B,ABCC3,ANKRD9,ADGRG6,ACTC1,ACER3,ABHD14B,ABCC3,ANKRD9,ADGRG6,ACTC1,ACER3,ABHD14B,ABCC3,ANKRD9,ADGRG6,ACTC1,ACER3,ABHD14B,ABCC3,ANKRD9,ADGRG6,ACTC1,ACKR3,ABHD14B,ABCC3
27,ANO6,ADGRL4,ACTN1,ACER3,ABHD15,ABCC4,ANO6,ADGRL4,ACTN1,ACKR3,ABHD15,ABCC4,ANO6,ADGRL4,ACTN1,ACKR3,ABHD15,ABCC4,ANO6,ADGRL4,ACTN1,ACKR3,ABHD15,ABCC4,ANO6,ADGRL4,ACTN1,ACLY,ABHD15,ABCC4
28,ANXA4,ADIPOR1,ACTN4,ACKR3,ABHD17A,ABCC5,ANXA4,ADIPOR1,ACTN4,ACLY,ABHD17A,ABCC5,ANXA4,ADIPOR1,ACTN4,ACLY,ABHD17A,ABCC5,ANXA4,ADIPOR1,ACTN4,ACLY,ABHD17A,ABCC5,ANXA4,ADIPOR1,ACTN4,ACP2,ABHD17A,ABCC5
29,AOC3,ADIPOR2,ACTR10,ACLY,ABHD17B,ABCD3,AOC3,ADIPOR2,ACTR10,ACP2,ABHD17B,ABCD3,AOC3,ADIPOR2,ACTR10,ACP2,ABHD17B,ABCD3,AOC3,ADIPOR2,ACTR10,ACP2,ABHD17B,ABCD3,AOC3,ADIPOR2,ACTR10,ACPP,ABHD17B,ABCD3
30,AP2M1,AFF1,ACTR2,ACP2,ABHD18,ABCD4,AP2M1,AFF1,ACTR2,ACPP,ABHD18,ABCD4,AP2M1,AFF1,ACTR2,ACPP,ABHD18,ABCD4,AP2M1,AFF1,ACTR2,ACPP,ABHD18,ABCD4,AP2M1,AFF1,ACTR2,ACRBP,ABHD18,ABCD4
31,APOB,AGER,ACTR3,ACPP,ABHD3,ABCE1,APOB,AGER,ACTR3,ACRBP,ABHD3,ABCE1,APOB,AGER,ACTR3,ACRBP,ABHD3,ABCE1,APOB,AGER,ACTR3,ACRBP,ABHD3,ABCE1,APOB,AGER,ACTR3,ACSL4,ABHD3,ABCE1
32,APOD,AGPAT1,ACVR1,ACRBP,ABHD4,ABCF2,APOD,AGPAT1,ACVR1,ACSL4,ABHD4,ABCF2,APOD,AGPAT1,ACVR1,ACSL4,ABHD4,ABCF2,APOD,AGPAT1,ACVR1,ACSL4,ABHD4,ABCF2,APOD,AGPAT1,ACVR1,ACTC1,ABHD4,ABCF2
33,APP,AGPAT5,ACVR2A,ACSL4,ABHD5,ABCF3,APP,AGPAT5,ACVR2A,ACTC1,ABHD5,ABCF3,APP,AGPAT5,ACVR2A,ACTC1,ABHD5,ABCF3,APP,AGPAT5,ACVR2A,ACTC1,ABHD5,ABCF3,APP,AGPAT5,ACVR2A,ACTN1,ABHD5,ABCF3
34,AQP10,AIDA,ACYP2,ACTC1,ABHD6,ABCG1,AQP10,AIDA,ACYP2,ACTN1,ABHD6,ABCG1,AQP10,AIDA,ACYP2,ACTN1,ABHD6,ABCG1,AQP10,AIDA,ACYP2,ACTN1,ABHD6,ABCG1,AQP10,AIDA,ACYP2,ACTN4,ABHD6,ABCG1
35,ARF1,AIG1,ADAM10,ACTN1,ABI2,ABCG5,ARF1,AIG1,ADAM10,ACTN4,ABI2,ABCG5,ARF1,AIG1,ADAM10,ACTN4,ABI2,ABCG5,ARF1,AIG1,ADAM10,ACTN4,ABI2,ABCG5,ARF1,AIG1,ADAM10,ACTR10,ABI2,ABCG5
36,ARHGAP18,AKAP13,ADAM28,ACTN4,ABL1,ABCG8,ARHGAP18,AKAP13,ADAM28,ACTR10,ABL1,ABCG8,ARHGAP18,AKAP13,ADAM28,ACTR10,ABL1,ABCG8,ARHGAP18,AKAP13,ADAM28,ACTR10,ABL1,ABCG8,ARHGAP18,AKAP13,ADAM28,ACTR2,ABL1,ABCG8
37,ARHGAP21,AKIRIN1,ADAM9,ACTR10,ABL2,ABHD1,ARHGAP21,AKIRIN1,ADAM9,ACTR2,ABL2,ABHD1,ARHGAP21,AKIRIN1,ADAM9,ACTR2,ABL2,ABHD1,ARHGAP21,AKIRIN1,ADAM9,ACTR2,ABL2,ABHD1,ARHGAP21,AKIRIN1,ADAM9,ACTR3,ABL2,ABHD1
38,ARHGAP24,AKIRIN2,ADAMTS1,ACTR2,ABLIM1,ABHD10,ARHGAP24,AKIRIN2,ADAMTS1,ACTR3,ABLIM1,ABHD10,ARHGAP24,AKIRIN2,ADAMTS1,ACTR3,ABLIM1,ABHD10,ARHGAP24,AKIRIN2,ADAMTS1,ACTR3,ABLIM1,ABHD10,ARHGAP24,AKIRIN2,ADAMTS1,ACTR3B,ABLIM1,ABHD10
39,ARHGAP30,AKR7A2,ADAT1,ACTR3,ABLIM3,ABHD11,ARHGAP30,AKR7A2,ADAT1,ACTR3B,ABLIM3,ABHD11,ARHGAP30,AKR7A2,ADAT1,ACTR3B,ABLIM3,ABHD11,ARHGAP30,AKR7A2,ADAT1,ACTR3B,ABLIM3,ABHD11,ARHGAP30,AKR7A2,ADAT1,ACVR1,ABLIM3,ABHD11
40,ARHGDIB,AKT1S1,ADD3,ACTR3B,ABO,ABHD12,ARHGDIB,AKT1S1,ADD3,ACVR1,ABO,ABHD12,ARHGDIB,AKT1S1,ADD3,ACVR1,ABO,ABHD12,ARHGDIB,AKT1S1,ADD3,ACVR1,ABO,ABHD12,ARHGDIB,AKT1S1,ADD3,ACVR1B,ABO,ABHD12
41,ARHGEF12,AKT3,ADGRG6,ACVR1,ABTB1,ABHD12B,ARHGEF12,AKT3,ADGRG6,ACVR1B,ABTB1,ABHD12B,ARHGEF12,AKT3,ADGRG6,ACVR1B,ABTB1,ABHD12B,ARHGEF12,AKT3,ADGRF5,ACVR1B,ABTB1,ABHD12B,ARHGEF12,AKT3,ADGRF5,ACVR2A,ABTB1,ABHD12B
42,ARHGEF38,ALYREF,ADGRL4,ACVR1B,ABTB2,ABHD13,ARHGEF38,ALYREF,ADGRL4,ACVR2A,ABTB2,ABHD13,ARHGEF38,ALYREF,ADGRL4,ACVR2A,ABTB2,ABHD13,ARHGEF38,ALYREF,ADGRG6,ACVR2A,ABTB2,ABHD13,ARHGEF38,ALYREF,ADGRG6,ACVR2B,ABTB2,ABHD13
43,ARID3B,AMD1,ADI1,ACVR2A,AC004057.1,ABHD14A,ARID3B,AMD1,ADI1,ACVR2B,AC004057.1,ABHD14A,ARID3B,AMD1,ADI1,ACVR2B,AC004057.1,ABHD14A,ARID3B,AMD1,ADGRL4,ACVR2B,AC004057.1,ABHD14A,ARID3B,AMD1,ADGRL4,ACYP1,AC004057.1,ABHD14A
44,ARL6IP5,AMZ2P1,ADIPOR1,ACVR2B,AC009506.1,ABHD14B,ARL6IP5,AMZ2P1,ADIPOR1,ACYP1,AC009506.1,ABHD14B,ARL6IP5,AMZ2P1,ADIPOR1,ACYP1,AC009506.1,ABHD14B,ARL6IP5,AMZ2P1,ADI1,ACYP1,AC009506.1,ABHD14B,ARL6IP5,AMZ2P1,ADI1,ACYP2,AC009506.1,ABHD14B
