,2577-NUSVR--nu=0.05-C=0.1,2577-NUSVR--nu=0.1-C=0.1,2577-NUSVR--nu=0.15-C=0.1,2577-NUSVR--nu=0.25-C=0.1,2577-NUSVR--nu=0.5-C=0.1,2577-NUSVR--nu=0.75-C=0.1,2577-NUSVR--nu=0.05-C=0.5,2577-NUSVR--nu=0.1-C=0.5,2577-NUSVR--nu=0.15-C=0.5,2577-NUSVR--nu=0.25-C=0.5,2577-NUSVR--nu=0.5-C=0.5,2577-NUSVR--nu=0.75-C=0.5,2577-NUSVR--nu=0.05-C=0.75,2577-NUSVR--nu=0.1-C=0.75,2577-NUSVR--nu=0.15-C=0.75,2577-NUSVR--nu=0.25-C=0.75,2577-NUSVR--nu=0.5-C=0.75,2577-NUSVR--nu=0.75-C=0.75,2577-NUSVR--nu=0.05-C=1,2577-NUSVR--nu=0.1-C=1,2577-NUSVR--nu=0.15-C=1,2577-NUSVR--nu=0.25-C=1,2577-NUSVR--nu=0.5-C=1,2577-NUSVR--nu=0.75-C=1,2577-NUSVR--nu=0.05-C=10,2577-NUSVR--nu=0.1-C=10,2577-NUSVR--nu=0.15-C=10,2577-NUSVR--nu=0.25-C=10,2577-NUSVR--nu=0.5-C=10,2577-NUSVR--nu=0.75-C=10
0,ABCC5,ABCC4,AAK1,AAK1,A1BG,A1BG,ABCC5,ABCC4,AAK1,AAK1,A1BG,A1BG,ABCC5,ABCC4,AAK1,AAK1,A1BG,A1BG,ABCC5,ABCC4,AAK1,AAK1,A1BG,A1BG,ABCC5,ABCC4,AAK1,AAK1,A1BG,A1BG
1,ABHD12,ABCC5,ABCC4,AASDH,A2M,A2M,ABHD12,ABCC5,ABCC4,AASDH,A2M,A2M,ABHD12,ABCC5,ABCC4,AASDH,A2M,A2M,ABHD12,ABCC5,ABCC4,AASDH,A2M,A2M,ABHD12,ABCC5,ABCC4,AASDH,A2M,A2M
2,ABL2,ABHD11,ABCC5,ABCA5,A2ML1,A2ML1,ABLIM3,ABHD11,ABCC5,ABCA5,A2ML1,A2ML1,ABLIM3,ABHD11,ABCC5,ABCA5,A2ML1,A2ML1,ABLIM3,ABHD11,ABCC5,ABCA5,A2ML1,A2ML1,ABLIM3,ABHD11,ABCC5,ABCA5,A2ML1,A2ML1
3,ABLIM3,ABHD12,ABHD11,ABCB9,AAK1,A4GALT,ACPP,ABHD12,ABHD11,ABCB9,AAK1,A4GALT,ACPP,ABHD12,ABHD11,ABCB9,AAK1,A4GALT,ACPP,ABHD12,ABHD11,ABCB9,AAK1,A4GALT,ACPP,ABHD12,ABHD11,ABCB9,AAK1,A4GALT
4,ACPP,ABHD3,ABHD12,ABCC1,AAMDC,AAK1,ACRBP,ABHD3,ABHD12,ABCC1,AAMDC,AAK1,ACRBP,ABHD3,ABHD12,ABCC1,AAMDC,AAK1,ACRBP,ABHD3,ABHD12,ABCC1,AAMDC,AAK1,ACRBP,ABHD3,ABHD12,ABCC1,AAMDC,AAK1
5,ACRBP,ABL2,ABHD3,ABCC4,AARS,AAMDC,ACTN1,ABL2,ABHD3,ABCC4,AARS,AAMDC,ACTN1,ABL2,ABHD3,ABCC4,AARS,AAMDC,ACTN1,ABL2,ABHD3,ABCC4,AARS,AAMDC,ACTN1,ABL2,ABHD3,ABCC4,AARS,AAMDC
6,ACTN1,ABLIM3,ABL2,ABCC5,AARS2,AAMP,ACTN4,ABLIM3,ABL2,ABCC5,AARS2,AAMP,ACTN4,ABLIM3,ABL2,ABCC5,AARS2,AAMP,ACTN4,ABLIM3,ABL2,ABCC5,AARS2,AAMP,ACTN4,ABLIM3,ABL2,ABCC5,AARS2,AAMP
7,ACTN4,ACPP,ABLIM1,ABCG1,AARSD1,AARS,ACTR2,ACPP,ABLIM1,ABCG1,AARSD1,AARS,ACTR2,ACPP,ABLIM1,ABCG1,AARSD1,AARS,ACTR2,ACPP,ABLIM1,ABCG1,AARSD1,AARS,ACTR2,ACPP,ABLIM1,ABCG1,AARSD1,AARS
8,ACTR2,ACRBP,ABLIM3,ABHD11,AASDH,AARS2,ACTR3,ACRBP,ABLIM3,ABHD11,AASDH,AARS2,ACTR3,ACRBP,ABLIM3,ABHD11,AASDH,AARS2,ACTR3,ACRBP,ABLIM3,ABHD11,AASDH,AARS2,ACTR3,ACRBP,ABLIM3,ABHD11,AASDH,AARS2
9,ACTR3,ACTN1,ABO,ABHD12,AATF,AARSD1,ADGRG6,ACTN1,ABO,ABHD12,AATF,AARSD1,ADGRG6,ACTN1,ABO,ABHD12,AATF,AARSD1,ADGRG6,ACTN1,ABO,ABHD12,AATF,AARSD1,ADGRG6,ACTN1,ABO,ABHD12,AATF,AARSD1
