,3228-NUSVR--nu=0.05-C=0.1,3228-NUSVR--nu=0.1-C=0.1,3228-NUSVR--nu=0.15-C=0.1,3228-NUSVR--nu=0.25-C=0.1,3228-NUSVR--nu=0.5-C=0.1,3228-NUSVR--nu=0.75-C=0.1,3228-NUSVR--nu=0.05-C=0.5,3228-NUSVR--nu=0.1-C=0.5,3228-NUSVR--nu=0.15-C=0.5,3228-NUSVR--nu=0.25-C=0.5,3228-NUSVR--nu=0.5-C=0.5,3228-NUSVR--nu=0.75-C=0.5,3228-NUSVR--nu=0.05-C=0.75,3228-NUSVR--nu=0.1-C=0.75,3228-NUSVR--nu=0.15-C=0.75,3228-NUSVR--nu=0.25-C=0.75,3228-NUSVR--nu=0.5-C=0.75,3228-NUSVR--nu=0.75-C=0.75,3228-NUSVR--nu=0.05-C=1,3228-NUSVR--nu=0.1-C=1,3228-NUSVR--nu=0.15-C=1,3228-NUSVR--nu=0.25-C=1,3228-NUSVR--nu=0.5-C=1,3228-NUSVR--nu=0.75-C=1,3228-NUSVR--nu=0.05-C=10,3228-NUSVR--nu=0.1-C=10,3228-NUSVR--nu=0.15-C=10,3228-NUSVR--nu=0.25-C=10,3228-NUSVR--nu=0.5-C=10,3228-NUSVR--nu=0.75-C=10
0,ABCC3,AATK,AATK,A2ML1,A2ML1,A1CF,ABCC3,AATK,AATK,A2ML1,A2ML1,A1CF,ABCC3,AATK,AATK,A2ML1,A2ML1,A1CF,ABCC3,AATK,AATK,A2ML1,A2ML1,A1CF,ABCC3,AATK,AATK,A2ML1,A2ML1,A1CF
1,ABHD11,ABCC3,ABCA13,A4GALT,A4GALT,A2M,ABHD11,ABCC3,ABCA5,A4GALT,A4GALT,A2M,ABHD11,ABCC3,ABCA13,A4GALT,A4GALT,A2M,ABHD11,ABCC3,ABCA5,A4GALT,A4GALT,A2M,ABHD11,ABCC3,ABCA13,A4GALT,A4GALT,A2M
2,ABHD12,ABCC4,ABCA5,AAK1,AAK1,A2ML1,ABHD12,ABCC4,ABCC1,AAK1,AAK1,A2ML1,ABHD12,ABCC4,ABCA5,AAK1,AAK1,A2ML1,ABHD12,ABCC4,ABCC1,AAK1,AAK1,A2ML1,ABHD12,ABCC4,ABCA5,AAK1,AAK1,A2ML1
3,ABLIM3,ABHD11,ABCC1,AATK,AAMP,A4GALT,ABLIM3,ABHD11,ABCC3,AATK,AAMP,A4GALT,ABLIM3,ABHD11,ABCC1,AATK,AAMP,A4GALT,ABLIM3,ABHD11,ABCC3,AATK,AAMP,A4GALT,ABLIM3,ABHD11,ABCC1,AATK,AAMP,A4GALT
4,AC009506.1,ABHD12,ABCC3,ABCA13,AARS,AAK1,AC009506.1,ABHD12,ABCC4,ABCA13,AARS,AAK1,AC009506.1,ABHD12,ABCC3,ABCA13,AARS,AAK1,AC009506.1,ABHD12,ABCC4,ABCA13,AARS,AAK1,AC009506.1,ABHD12,ABCC3,ABCA13,AARS,AAK1
5,ACPP,ABLIM3,ABCC4,ABCA3,AASDH,AAMP,ACPP,ABLIM3,ABCC5,ABCA3,AASDH,AAMP,ACPP,ABLIM3,ABCC4,ABCA3,AASDH,AAMP,ACPP,ABLIM3,ABCC5,ABCA3,AASDH,AAMP,ACPP,ABLIM3,ABCC4,ABCA3,AASDH,AAMP
6,ACRBP,ABO,ABCC5,ABCA5,AASDHPPT,AAR2,ACRBP,ABO,ABHD11,ABCA5,AASDHPPT,AAR2,ACRBP,ABO,ABCC5,ABCA5,AASDHPPT,AAR2,ACRBP,ABO,ABHD11,ABCA5,AASDHPPT,AAR2,ACRBP,ABO,ABCC5,ABCA5,AASDHPPT,AAR2
7,ACTC1,AC009506.1,ABHD11,ABCB1,AATK,AARS,ACTC1,AC009506.1,ABHD12,ABCB1,AATK,AARS,ACTC1,AC009506.1,ABHD11,ABCB1,AATK,AARS,ACTC1,AC009506.1,ABHD12,ABCB1,AATK,AARS,ACTC1,AC009506.1,ABHD11,ABCB1,AATK,AARS
8,ACTN1,ACP1,ABHD12,ABCB9,ABCA12,AARSD1,ACTN1,ACP1,ABHD3,ABCB9,ABCA12,AARSD1,ACTN1,ACP1,ABHD12,ABCB9,ABCA12,AARSD1,ACTN1,ACP1,ABHD3,ABCB9,ABCA12,AARSD1,ACTN1,ACP1,ABHD12,ABCB9,ABCA12,AARSD1
9,ACTN4,ACPP,ABHD3,ABCC1,ABCA13,AASDH,ACTN4,ACPP,ABHD4,ABCC1,ABCA13,AASDH,ACTN4,ACPP,ABHD3,ABCC1,ABCA13,AASDH,ACTN4,ACPP,ABHD4,ABCC1,ABCA13,AASDH,ACTN4,ACPP,ABHD3,ABCC1,ABCA13,AASDH
10,ACTR2,ACRBP,ABHD4,ABCC3,ABCA3,AASDHPPT,ACTR2,ACRBP,ABHD5,ABCC3,ABCA3,AASDHPPT,ACTR2,ACRBP,ABHD4,ABCC3,ABCA3,AASDHPPT,ACTR2,ACRBP,ABHD5,ABCC3,ABCA3,AASDHPPT,ACTR2,ACRBP,ABHD4,ABCC3,ABCA3,AASDHPPT
11,ADGRG6,ACSL4,ABHD5,ABCC4,ABCA5,AASS,ADGRG6,ACSL4,ABLIM3,ABCC4,ABCA5,AASS,ADGRG6,ACSL4,ABHD5,ABCC4,ABCA5,AASS,ADGRG6,ACSL4,ABLIM3,ABCC4,ABCA5,AASS,ADGRG6,ACSL4,ABHD5,ABCC4,ABCA5,AASS
12,ADGRL4,ACTC1,ABLIM3,ABCC5,ABCB1,AATF,ADGRL4,ACTC1,ABO,ABCC5,ABCB1,AATF,ADGRL4,ACTC1,ABLIM3,ABCC5,ABCB1,AATF,ADGRL4,ACTC1,ABO,ABCC5,ABCB1,AATF,ADGRL4,ACTC1,ABLIM3,ABCC5,ABCB1,AATF
13,ADIPOR1,ACTN1,ABO,ABCG1,ABCB8,AATK,ADIPOR1,ACTN1,ABTB1,ABCG1,ABCB8,AATK,ADIPOR1,ACTN1,ABO,ABCG1,ABCB8,AATK,ADIPOR1,ACTN1,ABTB1,ABCG1,ABCB8,AATK,ADIPOR1,ACTN1,ABO,ABCG1,ABCB8,AATK
14,ADIPOR2,ACTN4,ABTB1,ABHD11,ABCB9,ABCA12,ADIPOR2,ACTN4,AC009506.1,ABHD11,ABCB9,ABCA12,ADIPOR2,ACTN4,ABTB1,ABHD11,ABCB9,ABCA12,ADIPOR2,ACTN4,AC009506.1,ABHD11,ABCB9,ABCA12,ADIPOR2,ACTN4,ABTB1,ABHD11,ABCB9,ABCA12
15,AGPAT1,ACTR2,AC009506.1,ABHD12,ABCC1,ABCA13,AGPAT1,ACTR2,AC098617.1,ABHD12,ABCC1,ABCA13,AGPAT1,ACTR2,AC009506.1,ABHD12,ABCC1,ABCA13,AGPAT1,ACTR2,AC098617.1,ABHD12,ABCC1,ABCA13,AGPAT1,ACTR2,AC009506.1,ABHD12,ABCC1,ABCA13
16,AGPAT5,ACTR3,AC098617.1,ABHD17A,ABCC3,ABCA2,AGPAT5,ACTR3,ACCS,ABHD17A,ABCC3,ABCA2,AGPAT5,ACTR3,AC098617.1,ABHD17A,ABCC3,ABCA2,AGPAT5,ACTR3,ACCS,ABHD17A,ABCC3,ABCA2,AGPAT5,ACTR3,AC098617.1,ABHD17A,ABCC3,ABCA2
17,AGT,ACVR2A,ACCS,ABHD3,ABCC4,ABCA3,AGT,ACVR2A,ACP1,ABHD3,ABCC4,ABCA3,AGT,ACVR2A,ACCS,ABHD3,ABCC4,ABCA3,AGT,ACVR2A,ACP1,ABHD3,ABCC4,ABCA3,AGT,ACVR2A,ACCS,ABHD3,ABCC4,ABCA3
18,AGTRAP,ACYP2,ACP1,ABHD4,ABCC5,ABCA5,AGTRAP,ACYP2,ACRBP,ABHD4,ABCC5,ABCA5,AGTRAP,ACYP2,ACP1,ABHD4,ABCC5,ABCA5,AGTRAP,ACYP2,ACRBP,ABHD4,ABCC5,ABCA5,AGTRAP,ACYP2,ACP1,ABHD4,ABCC5,ABCA5
19,AKIRIN1,ADAM9,ACRBP,ABHD5,ABCD4,ABCB1,AKIRIN1,ADAM9,ACSL4,ABHD5,ABCD4,ABCB1,AKIRIN1,ADAM9,ACRBP,ABHD5,ABCD4,ABCB1,AKIRIN1,ADAM9,ACSL4,ABHD5,ABCD4,ABCB1,AKIRIN1,ADAM9,ACRBP,ABHD5,ABCD4,ABCB1
20,AKNA,ADAMTS1,ACSL4,ABI2,ABCF3,ABCB10,AKNA,ADAMTS1,ACTC1,ABI2,ABCF3,ABCB10,AKNA,ADAMTS1,ACSL4,ABI2,ABCF3,ABCB10,AKNA,ADAMTS1,ACTC1,ABI2,ABCF3,ABCB10,AKNA,ADAMTS1,ACSL4,ABI2,ABCF3,ABCB10
21,AMD1,ADAT1,ACTC1,ABI3BP,ABCG1,ABCB4,AMD1,ADAT1,ACTN1,ABI3BP,ABCG1,ABCB4,AMD1,ADAT1,ACTC1,ABI3BP,ABCG1,ABCB4,AMD1,ADAT1,ACTN1,ABI3BP,ABCG1,ABCB4,AMD1,ADAT1,ACTC1,ABI3BP,ABCG1,ABCB4
