,5653-NUSVR--nu=0.05-C=0.1,5653-NUSVR--nu=0.1-C=0.1,5653-NUSVR--nu=0.15-C=0.1,5653-NUSVR--nu=0.25-C=0.1,5653-NUSVR--nu=0.5-C=0.1,5653-NUSVR--nu=0.75-C=0.1,5653-NUSVR--nu=0.05-C=0.5,5653-NUSVR--nu=0.1-C=0.5,5653-NUSVR--nu=0.15-C=0.5,5653-NUSVR--nu=0.25-C=0.5,5653-NUSVR--nu=0.5-C=0.5,5653-NUSVR--nu=0.75-C=0.5,5653-NUSVR--nu=0.05-C=0.75,5653-NUSVR--nu=0.1-C=0.75,5653-NUSVR--nu=0.15-C=0.75,5653-NUSVR--nu=0.25-C=0.75,5653-NUSVR--nu=0.5-C=0.75,5653-NUSVR--nu=0.75-C=0.75,5653-NUSVR--nu=0.05-C=1,5653-NUSVR--nu=0.1-C=1,5653-NUSVR--nu=0.15-C=1,5653-NUSVR--nu=0.25-C=1,5653-NUSVR--nu=0.5-C=1,5653-NUSVR--nu=0.75-C=1,5653-NUSVR--nu=0.05-C=10,5653-NUSVR--nu=0.1-C=10,5653-NUSVR--nu=0.15-C=10,5653-NUSVR--nu=0.25-C=10,5653-NUSVR--nu=0.5-C=10,5653-NUSVR--nu=0.75-C=10
0,ABLIM3,ABCA8,A4GALT,A4GALT,A1BG,A1BG,ABLIM3,ABCA8,A4GALT,A4GALT,A1BG,A1BG,ABLIM3,ABCA8,A4GALT,A4GALT,A1BG,A1BG,ABLIM3,ABCA8,A4GALT,A4GALT,A1BG,A1BG,ABLIM3,ABCA8,A4GALT,A4GALT,A1BG,A1BG
1,ACRBP,ABCB1,ABCA8,AAK1,A2M,A2M,ACRBP,ABCB1,ABCA8,AAK1,A2M,A2M,ACRBP,ABCB1,ABCA8,AAK1,A2M,A2M,ACRBP,ABCB1,ABCA8,AAK1,A2M,A2M,ACRBP,ABCB1,ABCA8,AAK1,A2M,A2M
2,ACTN1,ABCG1,ABCB1,AAMP,A4GALT,A4GALT,ACTN1,ABCG1,ABCB1,AAMP,A4GALT,A4GALT,ACTN1,ABCG1,ABCB1,AAMP,A4GALT,A4GALT,ACTN1,ABCG1,ABCB1,AAMP,A4GALT,A4GALT,ACTN1,ABCG1,ABCB1,AAMP,A4GALT,A4GALT
3,ACTN4,ABHD3,ABCB9,AARS2,AAK1,AACS,ACTN4,ABHD3,ABCB9,AARS2,AAK1,AACS,ACTN4,ABHD3,ABCB9,AARS2,AAK1,AACS,ACTN4,ABHD3,ABCB9,AARS2,AAK1,AACS,ACTN4,ABHD3,ABCB9,AARS2,AAK1,AACS
4,ACTR2,ABL2,ABCC3,ABCA7,AAMP,AAK1,ACTR2,ABL2,ABCC3,ABCA7,AAMP,AAK1,ACTR2,ABL2,ABCC3,ABCA7,AAMP,AAK1,ACTR2,ABL2,ABCC3,ABCA7,AAMP,AAK1,ACTR2,ABL2,ABCC3,ABCA7,AAMP,AAK1
5,ADGRG6,ABLIM1,ABCG1,ABCA8,AARS,AAMDC,ADGRG6,ABLIM1,ABCG1,ABCA8,AARS,AAMDC,ADGRG6,ABLIM1,ABCG1,ABCA8,AARS,AAMDC,ADGRG6,ABLIM1,ABCG1,ABCA8,AARS,AAMDC,ADGRG6,ABLIM1,ABCG1,ABCA8,AARS,AAMDC
6,ADGRL4,ABLIM3,ABHD3,ABCB1,AARS2,AAMP,ADGRL4,ABLIM3,ABHD3,ABCB1,AARS2,AAMP,ADGRL4,ABLIM3,ABHD3,ABCB1,AARS2,AAMP,ADGRL4,ABLIM3,ABHD3,ABCB1,AARS2,AAMP,ADGRL4,ABLIM3,ABHD3,ABCB1,AARS2,AAMP
7,ADIPOR1,ACRBP,ABHD5,ABCB9,AASDH,AAR2,ADIPOR1,ACRBP,ABHD5,ABCB9,AASDH,AAR2,ADIPOR1,ACRBP,ABHD5,ABCB9,AASDH,AAR2,ADIPOR1,ACRBP,ABHD5,ABCB9,AASDH,AAR2,ADIPOR1,ACRBP,ABHD5,ABCB9,AASDH,AAR2
8,AGPAT5,ACTN1,ABL2,ABCC1,AATF,AARS,AGPAT5,ACTN1,ABL2,ABCC1,AATF,AARS,AGPAT5,ACTN1,ABL2,ABCC1,AATF,AARS,AGPAT5,ACTN1,ABL2,ABCC1,AATF,AARS,AGPAT5,ACTN1,ABL2,ABCC1,AASDHPPT,AARS
9,AGTRAP,ACTN4,ABLIM1,ABCC3,ABCA10,AARS2,AGTRAP,ACTN4,ABLIM1,ABCC3,ABCA10,AARS2,AGTRAP,ACTN4,ABLIM1,ABCC3,ABCA10,AARS2,AGTRAP,ACTN4,ABLIM1,ABCC3,ABCA10,AARS2,AGTRAP,ACTN4,ABLIM1,ABCC3,AATF,AARS2
