,2500-NUSVR--nu=0.05-C=0.1,2500-NUSVR--nu=0.1-C=0.1,2500-NUSVR--nu=0.15-C=0.1,2500-NUSVR--nu=0.25-C=0.1,2500-NUSVR--nu=0.5-C=0.1,2500-NUSVR--nu=0.75-C=0.1,2500-NUSVR--nu=0.05-C=0.5,2500-NUSVR--nu=0.1-C=0.5,2500-NUSVR--nu=0.15-C=0.5,2500-NUSVR--nu=0.25-C=0.5,2500-NUSVR--nu=0.5-C=0.5,2500-NUSVR--nu=0.75-C=0.5,2500-NUSVR--nu=0.05-C=0.75,2500-NUSVR--nu=0.1-C=0.75,2500-NUSVR--nu=0.15-C=0.75,2500-NUSVR--nu=0.25-C=0.75,2500-NUSVR--nu=0.5-C=0.75,2500-NUSVR--nu=0.75-C=0.75,2500-NUSVR--nu=0.05-C=1,2500-NUSVR--nu=0.1-C=1,2500-NUSVR--nu=0.15-C=1,2500-NUSVR--nu=0.25-C=1,2500-NUSVR--nu=0.5-C=1,2500-NUSVR--nu=0.75-C=1,2500-NUSVR--nu=0.05-C=10,2500-NUSVR--nu=0.1-C=10,2500-NUSVR--nu=0.15-C=10,2500-NUSVR--nu=0.25-C=10,2500-NUSVR--nu=0.5-C=10,2500-NUSVR--nu=0.75-C=10
0,ABCC4,AATK,AATK,AAK1,A4GALT,A2M,ABCC4,AATK,AATK,AAK1,A4GALT,A2M,ABCC4,AATK,AATK,AAK1,A2M,A2M,ABCC4,AATK,AATK,AAK1,A4GALT,A2M,ABCC4,AATK,AATK,AAK1,A4GALT,A2M
1,ABHD12,ABCA13,ABCA13,AATK,AAK1,A4GALT,ABHD12,ABCA13,ABCA13,AATK,AAK1,A4GALT,ABHD12,ABCA13,ABCA13,AATK,A4GALT,A4GALT,ABHD12,ABCA13,ABCA13,AATK,AAK1,A4GALT,ABHD12,ABCA13,ABCA13,AATK,AAK1,A4GALT
2,ABHD17A,ABCC4,ABCA5,ABCA13,AARS,AAK1,ABHD17A,ABCC4,ABCA5,ABCA13,AARS,AAK1,ABHD17A,ABCC4,ABCA5,ABCA13,AAK1,AAK1,ABHD17A,ABCC4,ABCA5,ABCA13,AARS,AAK1,ABHD17A,ABCC4,ABCA5,ABCA13,AARS,AAK1
3,ABLIM3,ABHD12,ABCA8,ABCA5,AARSD1,AAMDC,ABLIM3,ABHD12,ABCA8,ABCA5,AARSD1,AAMDC,ABLIM3,ABHD12,ABCA8,ABCA5,AARS,AAMDC,ABLIM3,ABHD12,ABCA8,ABCA5,AARSD1,AAMDC,ABLIM3,ABHD12,ABCA8,ABCA5,AARSD1,AAMDC
4,ACRBP,ABHD17A,ABCB1,ABCA8,AASDHPPT,AAMP,ACRBP,ABHD17A,ABCC1,ABCA8,AASDHPPT,AAMP,ACRBP,ABHD17A,ABCC1,ABCA8,AARSD1,AAMP,ACRBP,ABHD17A,ABCC1,ABCA8,AASDHPPT,AAMP,ACRBP,ABHD17A,ABCC1,ABCA8,AASDHPPT,AAMP
5,ACTC1,ABLIM3,ABCC1,ABCB1,AASS,AAR2,ACTC1,ABLIM3,ABCC4,ABCB1,AASS,AAR2,ACTC1,ABLIM3,ABCC4,ABCB1,AASDHPPT,AAR2,ACTC1,ABLIM3,ABCC4,ABCB1,AASS,AAR2,ACTC1,ABLIM3,ABCC4,ABCB1,AASS,AAR2
6,ACTN1,ACPP,ABCC4,ABCB10,AATF,AARS,ACTN1,ACPP,ABHD12,ABCB10,AATF,AARS,ACTN1,ACPP,ABHD12,ABCB10,AASS,AARS,ACTN1,ACPP,ABHD12,ABCB10,AATF,AARS,ACTN1,ACPP,ABHD12,ABCB10,AATF,AARS
7,ACTN4,ACRBP,ABHD12,ABCC1,AATK,AARS2,ACTN4,ACRBP,ABHD17A,ABCC1,AATK,AARS2,ACTN4,ACRBP,ABHD17A,ABCC1,AATF,AARS2,ACTN4,ACRBP,ABHD17A,ABCC1,AATK,AARS2,ACTN4,ACRBP,ABHD17A,ABCC1,AATK,AARS2
8,ACTR2,ACSL4,ABHD17A,ABCC3,ABCA13,AARSD1,ACTR2,ACSL4,ABHD3,ABCC3,ABCA13,AARSD1,ACTR2,ACSL4,ABHD3,ABCC3,AATK,AARSD1,ACTR2,ACSL4,ABHD3,ABCC3,ABCA13,AARSD1,ACTR2,ACSL4,ABHD3,ABCC3,ABCA13,AARSD1
9,ACTR3,ACTC1,ABHD3,ABCC4,ABCA2,AASDH,ACTR3,ACTC1,ABLIM1,ABCC4,ABCA2,AASDH,ACTR3,ACTC1,ABLIM1,ABCC4,ABCA13,AASDH,ACTR3,ACTC1,ABLIM1,ABCC4,ABCA2,AASDH,ACTR3,ACTC1,ABLIM1,ABCC4,ABCA2,AASDH
