,3226-NUSVR--nu=0.05-C=0.1,3226-NUSVR--nu=0.1-C=0.1,3226-NUSVR--nu=0.15-C=0.1,3226-NUSVR--nu=0.25-C=0.1,3226-NUSVR--nu=0.5-C=0.1,3226-NUSVR--nu=0.75-C=0.1,3226-NUSVR--nu=0.05-C=0.5,3226-NUSVR--nu=0.1-C=0.5,3226-NUSVR--nu=0.15-C=0.5,3226-NUSVR--nu=0.25-C=0.5,3226-NUSVR--nu=0.5-C=0.5,3226-NUSVR--nu=0.75-C=0.5,3226-NUSVR--nu=0.05-C=0.75,3226-NUSVR--nu=0.1-C=0.75,3226-NUSVR--nu=0.15-C=0.75,3226-NUSVR--nu=0.25-C=0.75,3226-NUSVR--nu=0.5-C=0.75,3226-NUSVR--nu=0.75-C=0.75,3226-NUSVR--nu=0.05-C=1,3226-NUSVR--nu=0.1-C=1,3226-NUSVR--nu=0.15-C=1,3226-NUSVR--nu=0.25-C=1,3226-NUSVR--nu=0.5-C=1,3226-NUSVR--nu=0.75-C=1,3226-NUSVR--nu=0.05-C=10,3226-NUSVR--nu=0.1-C=10,3226-NUSVR--nu=0.15-C=10,3226-NUSVR--nu=0.25-C=10,3226-NUSVR--nu=0.5-C=10,3226-NUSVR--nu=0.75-C=10
0,ABCC3,AATK,AATK,A1BG,A1BG,A1BG,ABCC3,AATK,AATK,A1BG,A1BG,A1BG,ABCC3,AATK,AATK,A1BG,A1BG,A1BG,ABCC3,AATK,AATK,A1BG,A1BG,A1BG,ABCC3,AATK,AATK,A1BG,A1BG,A1BG
1,ABCC4,ABCA8,ABCA8,AAK1,A2M,A2M,ABCC4,ABCA8,ABCA8,AAK1,A2M,A2M,ABCC4,ABCA8,ABCA8,AAK1,A2M,A2M,ABCC4,ABCA8,ABCA8,AAK1,A2M,A2M,ABCC4,ABCA8,ABCA8,AAK1,A2M,A2M
2,ABHD11,ABCC3,ABCC3,AATK,A2ML1,A2ML1,ABHD11,ABCC3,ABCC3,AATK,A2ML1,A2ML1,ABHD11,ABCC3,ABCC3,AATK,A2ML1,A2ML1,ABHD11,ABCC3,ABCC3,AATK,A2ML1,A2ML1,ABHD11,ABCC3,ABCC3,AATK,A2ML1,A2ML1
3,ABHD12,ABCC4,ABCC4,ABCA5,A4GALT,A4GALT,ABHD12,ABCC4,ABCC4,ABCA5,A4GALT,A4GALT,ABHD12,ABCC4,ABCC4,ABCA5,A4GALT,A4GALT,ABHD12,ABCC4,ABCC4,ABCA5,A4GALT,A4GALT,ABHD12,ABCC4,ABCC4,ABCA5,A4GALT,A4GALT
4,ABLIM3,ABHD11,ABCC5,ABCA8,AAK1,AAK1,ABLIM3,ABHD11,ABCC5,ABCA8,AAK1,AAK1,ABLIM3,ABHD11,ABCC5,ABCA8,AAK1,AAK1,ABLIM3,ABHD11,ABCC5,ABCA8,AAK1,AAK1,ABLIM3,ABHD11,ABCC5,ABCA8,AAK1,AAK1
5,AC009506.1,ABHD12,ABHD11,ABCB1,AAMP,AAMDC,AC009506.1,ABHD12,ABHD11,ABCB1,AAMP,AAMDC,AC009506.1,ABHD12,ABHD11,ABCB1,AAMP,AAMDC,AC009506.1,ABHD12,ABHD11,ABCB1,AAMP,AAMDC,AC009506.1,ABHD12,ABHD11,ABCB1,AAMP,AAMP
6,AC147651.4,ABHD4,ABHD12,ABCB9,AARS,AAMP,AC147651.4,ABHD4,ABHD12,ABCB9,AARS,AAMP,AC147651.4,ABHD4,ABHD12,ABCB9,AARS,AAMP,AC147651.4,ABHD4,ABHD12,ABCB9,AARS,AAMP,AC147651.4,ABHD4,ABHD12,ABCB9,AARS,AAR2
7,ACRBP,ABL2,ABHD17A,ABCC1,AARS2,AAR2,ACRBP,ABL2,ABHD17A,ABCC1,AARS2,AAR2,ACPP,ABL2,ABHD17A,ABCC1,AARS2,AAR2,ACRBP,ABL2,ABHD17A,ABCC1,AARS2,AAR2,ACPP,ABL2,ABHD17A,ABCC1,AARS2,AARS
8,ACTC1,ABLIM3,ABHD4,ABCC3,AARSD1,AARS,ACTC1,ABLIM3,ABHD4,ABCC3,AARSD1,AARS,ACRBP,ABLIM3,ABHD4,ABCC3,AARSD1,AARS,ACTC1,ABLIM3,ABHD4,ABCC3,AARSD1,AARS,ACRBP,ABLIM3,ABHD4,ABCC3,AARSD1,AARS2
9,ACTN1,ABO,ABI2,ABCC4,AASDH,AARS2,ACTN1,ABO,ABI2,ABCC4,AASDH,AARS2,ACTC1,ABO,ABI2,ABCC4,AASDH,AARS2,ACTN1,ABO,ABI2,ABCC4,AASDH,AARS2,ACTC1,ABO,ABI2,ABCC4,AASDH,AARSD1
10,ACTN4,AC009506.1,ABL2,ABCC5,AASDHPPT,AARSD1,ACTN4,AC009506.1,ABL2,ABCC5,AASDHPPT,AARSD1,ACTN1,AC009506.1,ABL2,ABCC5,AASDHPPT,AARSD1,ACTN4,AC009506.1,ABL2,ABCC5,AASDHPPT,AARSD1,ACTN1,AC009506.1,ABL2,ABCC5,AASDHPPT,AASDH
11,ACTR2,AC144652.1,ABLIM3,ABHD11,AASS,AASDH,ACTR2,AC144652.1,ABLIM3,ABHD11,AASS,AASDH,ACTN4,AC144652.1,ABLIM3,ABHD11,AASS,AASDH,ACTR2,AC144652.1,ABLIM3,ABHD11,AASS,AASDH,ACTN4,AC144652.1,ABLIM3,ABHD11,AASS,AASDHPPT
12,ADGRG6,AC147651.4,ABO,ABHD12,AATF,AASDHPPT,ADGRG6,AC147651.4,ABO,ABHD12,AATF,AASDHPPT,ACTR2,AC147651.4,ABO,ABHD12,AATF,AASDHPPT,ADGRG6,AC147651.4,ABO,ABHD12,AATF,AASDHPPT,ACTR2,AC147651.4,ABO,ABHD12,AATF,AASS
13,ADGRL4,ACPP,ABTB1,ABHD17A,AATK,AASS,ADGRL4,ACPP,ABTB1,ABHD17A,AATK,AASS,ADGRG6,ACPP,ABTB1,ABHD17A,AATK,AASS,ADGRL4,ACPP,ABTB1,ABHD17A,AATK,AASS,ADGRG6,ACPP,ABTB1,ABHD17A,AATK,AATF
