,11190-NUSVR--nu=0.05-C=0.1,11190-NUSVR--nu=0.1-C=0.1,11190-NUSVR--nu=0.15-C=0.1,11190-NUSVR--nu=0.25-C=0.1,11190-NUSVR--nu=0.5-C=0.1,11190-NUSVR--nu=0.75-C=0.1,11190-NUSVR--nu=0.05-C=0.5,11190-NUSVR--nu=0.1-C=0.5,11190-NUSVR--nu=0.15-C=0.5,11190-NUSVR--nu=0.25-C=0.5,11190-NUSVR--nu=0.5-C=0.5,11190-NUSVR--nu=0.75-C=0.5,11190-NUSVR--nu=0.05-C=0.75,11190-NUSVR--nu=0.1-C=0.75,11190-NUSVR--nu=0.15-C=0.75,11190-NUSVR--nu=0.25-C=0.75,11190-NUSVR--nu=0.5-C=0.75,11190-NUSVR--nu=0.75-C=0.75,11190-NUSVR--nu=0.05-C=1,11190-NUSVR--nu=0.1-C=1,11190-NUSVR--nu=0.15-C=1,11190-NUSVR--nu=0.25-C=1,11190-NUSVR--nu=0.5-C=1,11190-NUSVR--nu=0.75-C=1,11190-NUSVR--nu=0.05-C=10,11190-NUSVR--nu=0.1-C=10,11190-NUSVR--nu=0.15-C=10,11190-NUSVR--nu=0.25-C=10,11190-NUSVR--nu=0.5-C=10,11190-NUSVR--nu=0.75-C=10
0,ABLIM3,ABCC1,AATK,A1BG,A1BG,A1BG,ABLIM3,ABCC1,AATK,A1BG,A1BG,A1BG,ABLIM3,ABCC1,AATK,A1BG,A1BG,A1BG,ABLIM3,ABCC1,AATK,A1BG,A1BG,A1BG,ABLIM3,ABCC1,AATK,A1BG,A1BG,A1BG
1,ACPP,ABCC4,ABCC1,AAK1,AAK1,A1CF,ACPP,ABCC4,ABCC1,AAK1,AAK1,A1CF,ACPP,ABCC4,ABCC1,AAK1,AAK1,A1CF,ACPP,ABCC4,ABCC1,AAK1,AAK1,A1CF,ACPP,ABCC4,ABCC1,AAK1,AAK1,A1CF
2,ACRBP,ABHD11,ABCC4,AASS,AARS,A2M,ACRBP,ABHD11,ABCC4,AASS,AARS,A2M,ACRBP,ABHD11,ABCC4,AASS,AARS,A2M,ACRBP,ABHD11,ABCC4,AASS,AARS,A2M,ACRBP,ABHD11,ABCC4,AASS,AARS,A2M
3,ACTC1,ABHD12,ABHD11,AATK,AASDHPPT,A4GALT,ACTC1,ABHD12,ABHD11,AATK,AASDHPPT,A4GALT,ACTC1,ABHD12,ABHD11,AATK,AASDHPPT,A4GALT,ACTC1,ABHD12,ABHD11,AATK,AASDHPPT,A4GALT,ACTC1,ABHD12,ABHD11,AATK,AASDHPPT,A4GALT
4,ACTN1,ABLIM3,ABHD12,ABCB1,AASS,AADACP1,ACTN1,ABLIM3,ABHD12,ABCB1,AASS,AADACP1,ACTN1,ABLIM3,ABHD12,ABCB1,AASS,AADACP1,ACTN1,ABLIM3,ABHD12,ABCB1,AASS,AADACP1,ACTN1,ABLIM3,ABHD12,ABCB1,AASS,AADACP1
5,ACTN4,ABO,ABHD17A,ABCC1,AATF,AAK1,ACTN4,ABO,ABHD17A,ABCC1,AATF,AAK1,ACTN4,ABO,ABHD17A,ABCC1,AATF,AAK1,ACTN4,ABO,ABHD17A,ABCC1,AATF,AAK1,ACTN4,ABO,ABHD17A,ABCC1,AATF,AAK1
6,ADGRL4,AC009506.1,ABLIM3,ABCC4,AATK,AAMP,ADGRL4,AC009506.1,ABLIM3,ABCC4,AATK,AAMP,ADGRL4,AC009506.1,ABLIM3,ABCC4,AATK,AAMP,ADGRL4,AC009506.1,ABLIM3,ABCC4,AATK,AAMP,ADGRL4,AC009506.1,ABLIM3,ABCC4,AATK,AAMP
7,ADIPOR1,AC147651.4,ABO,ABHD11,ABCA13,AARS,ADIPOR1,AC147651.4,ABO,ABHD11,ABCA13,AARS,ADIPOR1,AC147651.4,ABO,ABHD11,ABCA13,AARS,ADIPOR1,AC147651.4,ABO,ABHD11,ABCA13,AARS,ADIPOR1,AC147651.4,ABO,ABHD11,ABCA13,AARS
8,ADIPOR2,ACPP,ABTB1,ABHD12,ABCA5,AARSD1,ADIPOR2,ACPP,ABTB1,ABHD12,ABCA5,AARSD1,ADIPOR2,ACPP,ABTB1,ABHD12,ABCA5,AARSD1,ADIPOR2,ACPP,ABTB1,ABHD12,ABCA5,AARSD1,ADIPOR2,ACPP,ABTB1,ABHD12,ABCA5,AARSD1
9,AFF1,ACRBP,AC009506.1,ABHD17A,ABCA7,AASDHPPT,AFF1,ACRBP,AC009506.1,ABHD17A,ABCA7,AASDHPPT,AFF1,ACRBP,AC009506.1,ABHD17A,ABCA7,AASDHPPT,AFF1,ACRBP,AC009506.1,ABHD17A,ABCA7,AASDHPPT,AFF1,ACRBP,AC009506.1,ABHD17A,ABCA7,AASDHPPT
10,AGPAT1,ACTC1,AC147651.4,ABHD3,ABCB1,AASS,AGPAT1,ACTC1,AC147651.4,ABHD3,ABCB1,AASS,AGPAT1,ACTC1,AC147651.4,ABHD3,ABCB1,AASS,AGPAT1,ACTC1,AC147651.4,ABHD3,ABCB1,AASS,AGPAT1,ACTC1,AC147651.4,ABHD3,ABCB1,AASS
11,AGPAT5,ACTN1,ACCS,ABHD4,ABCB10,AATF,AGPAT5,ACTN1,ACCS,ABHD4,ABCB10,AATF,AGPAT5,ACTN1,ACCS,ABHD4,ABCB10,AATF,AGPAT5,ACTN1,ACCS,ABHD4,ABCB10,AATF,AGPAT5,ACTN1,ACCS,ABHD4,ABCB10,AATF
