,11414-NUSVR--nu=0.05-C=0.1,11414-NUSVR--nu=0.1-C=0.1,11414-NUSVR--nu=0.15-C=0.1,11414-NUSVR--nu=0.25-C=0.1,11414-NUSVR--nu=0.5-C=0.1,11414-NUSVR--nu=0.75-C=0.1,11414-NUSVR--nu=0.05-C=0.5,11414-NUSVR--nu=0.1-C=0.5,11414-NUSVR--nu=0.15-C=0.5,11414-NUSVR--nu=0.25-C=0.5,11414-NUSVR--nu=0.5-C=0.5,11414-NUSVR--nu=0.75-C=0.5,11414-NUSVR--nu=0.05-C=0.75,11414-NUSVR--nu=0.1-C=0.75,11414-NUSVR--nu=0.15-C=0.75,11414-NUSVR--nu=0.25-C=0.75,11414-NUSVR--nu=0.5-C=0.75,11414-NUSVR--nu=0.75-C=0.75,11414-NUSVR--nu=0.05-C=1,11414-NUSVR--nu=0.1-C=1,11414-NUSVR--nu=0.15-C=1,11414-NUSVR--nu=0.25-C=1,11414-NUSVR--nu=0.5-C=1,11414-NUSVR--nu=0.75-C=1,11414-NUSVR--nu=0.05-C=10,11414-NUSVR--nu=0.1-C=10,11414-NUSVR--nu=0.15-C=10,11414-NUSVR--nu=0.25-C=10,11414-NUSVR--nu=0.5-C=10,11414-NUSVR--nu=0.75-C=10
0,A2M,A2M,A2M,A1BG,A1BG,A1BG,A2M,A2M,A2M,A1BG,A1BG,A1BG,A2M,A2M,A2M,A1BG,A1BG,A1BG,A2M,A2M,A2M,A1BG,A1BG,A1BG,A2M,A2M,A2M,A1BG,A1BG,A1BG
1,ABHD11,ABCA8,AAK1,A2M,A2M,A1CF,ABHD11,ABCA8,AAK1,A2M,A2M,A1CF,ABHD11,ABCA8,AAK1,A2M,A2M,A1CF,ABHD11,ABCA8,AAK1,A2M,A2M,A1CF,ABHD11,ABCA8,AAK1,A2M,A2M,A1CF
2,ABHD12,ABCC3,AATK,AAK1,AAK1,A2M,ABHD12,ABCC3,AATK,AAK1,AAK1,A2M,ABHD12,ABCC3,AATK,AAK1,AAK1,A2M,ABHD12,ABCC3,AATK,AAK1,AAK1,A2M,ABHD12,ABCC3,AATK,AAK1,AAK1,A2M
3,ABHD17A,ABCC4,ABCA8,AATK,AARD,AAK1,ABHD17A,ABCC4,ABCA8,AATK,AARD,AAK1,ABHD17A,ABCC4,ABCA8,AATK,AARD,AAK1,ABHD17A,ABCC4,ABCA8,AATK,AARD,AAK1,ABHD17A,ABCC4,ABCA8,AATK,AARD,AAK1
4,ABL2,ABHD11,ABCC1,ABCA8,AASDH,AAMP,ABL2,ABHD11,ABCC1,ABCA8,AASDH,AAMP,ABL2,ABHD11,ABCC1,ABCA8,AASDH,AAMP,ABL2,ABHD11,ABCC1,ABCA8,AASDH,AAMP,ABL2,ABHD11,ABCC1,ABCA8,AASDH,AAMP
5,ABLIM3,ABHD12,ABCC3,ABCB10,AASS,AARD,ABLIM3,ABHD12,ABCC3,ABCB10,AASS,AARD,ABLIM3,ABHD12,ABCC3,ABCB10,AASS,AARD,ABLIM3,ABHD12,ABCC3,ABCB10,AASS,AARD,ABLIM3,ABHD12,ABCC3,ABCB10,AASS,AARD
6,AC009506.1,ABHD17A,ABCC4,ABCB9,AATF,AARS2,AC009506.1,ABHD17A,ABCC4,ABCB9,AATF,AARS2,AC009506.1,ABHD17A,ABCC4,ABCB9,AATF,AARS2,AC009506.1,ABHD17A,ABCC4,ABCB9,AATF,AARS2,AC009506.1,ABHD17A,ABCC4,ABCB9,AATF,AARS2
7,AC144652.1,ABL2,ABHD11,ABCC1,AATK,AARSD1,AC144652.1,ABL2,ABHD11,ABCC1,AATK,AARSD1,AC144652.1,ABL2,ABHD11,ABCC1,AATK,AARSD1,AC144652.1,ABL2,ABHD11,ABCC1,AATK,AARSD1,AC144652.1,ABL2,ABHD11,ABCC1,AATK,AARSD1
8,AC147651.4,ABLIM3,ABHD12,ABCC3,ABCA3,AASDH,AC147651.4,ABLIM3,ABHD12,ABCC3,ABCA3,AASDH,AC147651.4,ABLIM3,ABHD12,ABCC3,ABCA3,AASDH,AC147651.4,ABLIM3,ABHD12,ABCC3,ABCA3,AASDH,AC147651.4,ABLIM3,ABHD12,ABCC3,ABCA3,AASDH
9,ACPP,ABTB1,ABHD17A,ABCC4,ABCA5,AASDHPPT,ACPP,ABTB1,ABHD17A,ABCC4,ABCA5,AASDHPPT,ACPP,ABTB1,ABHD17A,ABCC4,ABCA5,AASDHPPT,ACPP,ABTB1,ABHD17A,ABCC4,ABCA5,AASDHPPT,ACPP,ABTB1,ABHD17A,ABCC4,ABCA5,AASDHPPT
