,11386-NUSVR--nu=0.05-C=0.1,11386-NUSVR--nu=0.1-C=0.1,11386-NUSVR--nu=0.15-C=0.1,11386-NUSVR--nu=0.25-C=0.1,11386-NUSVR--nu=0.5-C=0.1,11386-NUSVR--nu=0.75-C=0.1,11386-NUSVR--nu=0.05-C=0.5,11386-NUSVR--nu=0.1-C=0.5,11386-NUSVR--nu=0.15-C=0.5,11386-NUSVR--nu=0.25-C=0.5,11386-NUSVR--nu=0.5-C=0.5,11386-NUSVR--nu=0.75-C=0.5,11386-NUSVR--nu=0.05-C=0.75,11386-NUSVR--nu=0.1-C=0.75,11386-NUSVR--nu=0.15-C=0.75,11386-NUSVR--nu=0.25-C=0.75,11386-NUSVR--nu=0.5-C=0.75,11386-NUSVR--nu=0.75-C=0.75,11386-NUSVR--nu=0.05-C=1,11386-NUSVR--nu=0.1-C=1,11386-NUSVR--nu=0.15-C=1,11386-NUSVR--nu=0.25-C=1,11386-NUSVR--nu=0.5-C=1,11386-NUSVR--nu=0.75-C=1,11386-NUSVR--nu=0.05-C=10,11386-NUSVR--nu=0.1-C=10,11386-NUSVR--nu=0.15-C=10,11386-NUSVR--nu=0.25-C=10,11386-NUSVR--nu=0.5-C=10,11386-NUSVR--nu=0.75-C=10
0,ABCC3,ABCA5,ABCA5,A1BG,A1BG,A1BG,ABCC3,ABCA5,ABCA5,A1BG,A1BG,A1BG,ABCC3,ABCA5,ABCA5,A1BG,A1BG,A1BG,ABCC3,ABCA5,ABCA5,A1BG,A1BG,A1BG,ABCC3,ABCA5,ABCA5,A1BG,A1BG,A1BG
1,ABLIM3,ABCC3,ABCC1,ABCA5,AAK1,A1CF,ABLIM3,ABCC3,ABCC1,ABCA5,AAK1,A1CF,ABLIM3,ABCC3,ABCC1,ABCA5,AAK1,A1CF,ABLIM3,ABCC3,ABCC1,ABCA5,AAK1,A1CF,ABLIM3,ABCC3,ABCC1,ABCA5,AAK1,A1CF
2,ABTB1,ABHD11,ABCC3,ABCB1,AARS,A2M,ABTB1,ABHD11,ABCC3,ABCB1,AARS,A2M,ABTB1,ABHD11,ABCC3,ABCB1,AARS,A2M,ABTB1,ABHD11,ABCC3,ABCB1,AARS,A2M,ABTB1,ABHD11,ABCC3,ABCB1,AARS,A2M
3,AC009506.1,ABHD12,ABCC5,ABCB9,AARS2,AADAC,AC009506.1,ABHD12,ABCC5,ABCB9,AARS2,AADAC,AC009506.1,ABHD12,ABCC5,ABCB9,AARS2,AADAC,AC009506.1,ABHD12,ABCC5,ABCB9,AARS2,AADAC,AC009506.1,ABHD12,ABCC5,ABCB9,AARS2,AADAC
4,ACRBP,ABHD3,ABHD11,ABCC1,AASDH,AADAT,ACRBP,ABHD3,ABHD11,ABCC1,AASDH,AADAT,ACRBP,ABHD3,ABHD11,ABCC1,AASDH,AADAT,ACRBP,ABHD3,ABHD11,ABCC1,AASDH,AADAT,ACRBP,ABHD3,ABHD11,ABCC1,AASDH,AADAT
5,ACTN1,ABL2,ABHD12,ABCC3,AASS,AAK1,ACTN1,ABL2,ABHD12,ABCC3,AASS,AAK1,ACTN1,ABL2,ABHD12,ABCC3,AASS,AAK1,ACTN1,ABL2,ABHD12,ABCC3,AASS,AAK1,ACTN1,ABL2,ABHD12,ABCC3,AASS,AAK1
6,ACTN4,ABLIM3,ABHD3,ABCC4,AATF,AAMDC,ACTN4,ABLIM3,ABHD3,ABCC4,AATF,AAMDC,ACTN4,ABLIM3,ABHD3,ABCC4,AATF,AAMDC,ACTN4,ABLIM3,ABHD3,ABCC4,AATF,AAMDC,ACTN4,ABLIM3,ABHD3,ABCC4,AATF,AAMDC
7,ADAM28,ABO,ABHD4,ABCC5,ABCA10,AAMP,ADAM28,ABO,ABHD4,ABCC5,ABCA10,AAMP,ADAM28,ABO,ABHD4,ABCC5,ABCA10,AAMP,ADAM28,ABO,ABHD4,ABCC5,ABCA10,AAMP,ADAM28,ABO,ABHD4,ABCC5,ABCA10,AAMP
8,ADGRG6,ABTB1,ABI3BP,ABHD11,ABCA3,AAR2,ADGRG6,ABTB1,ABI3BP,ABHD11,ABCA3,AAR2,ADGRG6,ABTB1,ABI3BP,ABHD11,ABCA3,AAR2,ADGRG6,ABTB1,ABI3BP,ABHD11,ABCA3,AAR2,ADGRG6,ABTB1,ABI3BP,ABHD11,ABCA3,AAR2
9,ADGRL4,AC009506.1,ABL2,ABHD12,ABCA4,AARD,ADGRL4,AC009506.1,ABL2,ABHD12,ABCA4,AARD,ADGRL4,AC009506.1,ABL2,ABHD12,ABCA4,AARD,ADGRL4,AC009506.1,ABL2,ABHD12,ABCA4,AARD,ADGRL4,AC009506.1,ABL2,ABHD12,ABCA4,AARD
10,ADIPOR1,ACPP,ABLIM1,ABHD17A,ABCA5,AARS,ADIPOR1,ACPP,ABLIM1,ABHD17A,ABCA5,AARS,ADIPOR1,ACPP,ABLIM1,ABHD17A,ABCA5,AARS,ADIPOR1,ACPP,ABLIM1,ABHD17A,ABCA5,AARS,ADIPOR1,ACPP,ABLIM1,ABHD17A,ABCA5,AARS
11,AGPAT1,ACRBP,ABLIM3,ABHD3,ABCA7,AARS2,AGPAT1,ACRBP,ABLIM3,ABHD3,ABCA7,AARS2,AGPAT1,ACRBP,ABLIM3,ABHD3,ABCA7,AARS2,AGPAT1,ACRBP,ABLIM3,ABHD3,ABCA7,AARS2,AGPAT1,ACRBP,ABLIM3,ABHD3,ABCA7,AARS2
12,AGPAT5,ACTN1,ABO,ABHD4,ABCB1,AARSD1,AGPAT5,ACTN1,ABO,ABHD4,ABCB1,AARSD1,AGPAT5,ACTN1,ABO,ABHD4,ABCB1,AARSD1,AGPAT5,ACTN1,ABO,ABHD4,ABCB1,AARSD1,AGPAT5,ACTN1,ABO,ABHD4,ABCB1,AARSD1
13,AKIRIN1,ACTN4,ABTB1,ABHD5,ABCB9,AASDH,AKIRIN1,ACTN4,ABTB1,ABHD5,ABCB9,AASDH,AKIRIN1,ACTN4,ABTB1,ABHD5,ABCB9,AASDH,AKIRIN1,ACTN4,ABTB1,ABHD5,ABCB9,AASDH,AKIRIN1,ACTN4,ABTB1,ABHD5,ABCB9,AASDH
14,AKIRIN2,ACYP2,AC009506.1,ABI3BP,ABCC1,AASDHPPT,AKIRIN2,ACYP2,AC009506.1,ABI3BP,ABCC1,AASDHPPT,AKIRIN2,ACYP2,AC009506.1,ABI3BP,ABCC1,AASDHPPT,AKIRIN2,ACYP2,AC009506.1,ABI3BP,ABCC1,AASDHPPT,AKIRIN2,ACYP2,AC009506.1,ABI3BP,ABCC1,AASDHPPT
15,AKNA,ADAM28,AC098617.1,ABL2,ABCC3,AASS,AKNA,ADAM28,AC098617.1,ABL2,ABCC3,AASS,AKNA,ADAM28,AC098617.1,ABL2,ABCC3,AASS,AKNA,ADAM28,AC098617.1,ABL2,ABCC3,AASS,AKNA,ADAM28,AC098617.1,ABL2,ABCC3,AASS
16,AMPD2,ADAMTS2,ACAD11,ABLIM1,ABCC4,AATF,AMPD2,ADAMTS2,ACAD11,ABLIM1,ABCC4,AATF,AMPD2,ADAMTS2,ACAD11,ABLIM1,ABCC4,AATF,AMPD2,ADAMTS2,ACAD11,ABLIM1,ABCC4,AATF,AMPD2,ADAMTS2,ACAD11,ABLIM1,ABCC4,AATF
17,ANK1,ADGRE5,ACLY,ABLIM3,ABCC5,AATK,ANK1,ADGRE5,ACLY,ABLIM3,ABCC5,AATK,ANK1,ADGRE5,ACLY,ABLIM3,ABCC5,AATK,ANK1,ADGRE5,ACLY,ABLIM3,ABCC5,AATK,ANK1,ADGRE5,ACLY,ABLIM3,ABCC5,AATK
18,ANKRD33B,ADGRG6,ACOT11,ABO,ABCC9,ABCA10,ANKRD33B,ADGRG6,ACOT11,ABO,ABCC9,ABCA10,ANKRD33B,ADGRG6,ACOT11,ABO,ABCC9,ABCA10,ANKRD33B,ADGRG6,ACOT11,ABO,ABCC9,ABCA10,ANKRD33B,ADGRG6,ACOT11,ABO,ABCC9,ABCA10
19,ANO6,ADGRL4,ACPP,ABTB1,ABCD1,ABCA13,ANO6,ADGRL4,ACPP,ABTB1,ABCD1,ABCA13,ANO6,ADGRL4,ACPP,ABTB1,ABCD1,ABCA13,ANO6,ADGRL4,ACPP,ABTB1,ABCD1,ABCA13,ANO6,ADGRL4,ACPP,ABTB1,ABCD1,ABCA13
20,ANXA1,ADIPOR1,ACRBP,AC009506.1,ABCD4,ABCA2,ANXA1,ADIPOR1,ACRBP,AC009506.1,ABCD4,ABCA2,ANXA1,ADIPOR1,ACRBP,AC009506.1,ABCD4,ABCA2,ANXA1,ADIPOR1,ACRBP,AC009506.1,ABCD4,ABCA2,ANXA1,ADIPOR1,ACRBP,AC009506.1,ABCD4,ABCA2
21,ANXA11,AFF1,ACTN1,AC098617.1,ABCE1,ABCA3,ANXA11,AFF1,ACTN1,AC098617.1,ABCE1,ABCA3,ANXA11,AFF1,ACTN1,AC098617.1,ABCE1,ABCA3,ANXA11,AFF1,ACTN1,AC098617.1,ABCE1,ABCA3,ANXA11,AFF1,ACTN1,AC098617.1,ABCE1,ABCA3
22,ANXA3,AFG3L1P,ACTN4,ACAD11,ABCF2,ABCA4,ANXA3,AFG3L1P,ACTN4,ACAD11,ABCF2,ABCA4,ANXA3,AFG3L1P,ACTN4,ACAD11,ABCF2,ABCA4,ANXA3,AFG3L1P,ACTN4,ACAD11,ABCF2,ABCA4,ANXA3,AFG3L1P,ACTN4,ACAD11,ABCF2,ABCA4
23,AOC1,AGBL5,ACVR1,ACAP1,ABCF3,ABCA5,AOC1,AGBL5,ACVR1,ACAP1,ABCF3,ABCA5,AOC1,AGBL5,ACVR1,ACAP1,ABCF3,ABCA5,AOC1,AGBL5,ACVR1,ACAP1,ABCF3,ABCA5,AOC1,AGBL5,ACVR1,ACAP1,ABCF3,ABCA5
24,AP1S2,AGER,ACYP2,ACCS,ABHD1,ABCA6,AP1S2,AGER,ACYP1,ACCS,ABHD1,ABCA6,AP1S2,AGER,ACYP1,ACCS,ABHD1,ABCA6,AP1S2,AGER,ACYP1,ACCS,ABHD1,ABCA6,AP1S2,AGER,ACYP1,ACCS,ABHD1,ABCA6
25,AP2M1,AGO1,ADAM28,ACKR3,ABHD11,ABCA7,AP2M1,AGO1,ACYP2,ACKR3,ABHD11,ABCA7,AP2M1,AGO1,ACYP2,ACKR3,ABHD11,ABCA7,AP2M1,AGO1,ACYP2,ACKR3,ABHD11,ABCA7,AP2M1,AGO1,ACYP2,ACKR3,ABHD11,ABCA7
26,APP,AGPAT1,ADAMTS2,ACLY,ABHD12,ABCA9,APP,AGPAT1,ADAM28,ACLY,ABHD12,ABCA9,APP,AGPAT1,ADAM28,ACLY,ABHD12,ABCA9,APP,AGPAT1,ADAM28,ACLY,ABHD12,ABCA9,APP,AGPAT1,ADAM28,ACLY,ABHD12,ABCA9
27,ARAP1,AGPAT5,ADGRE5,ACOT11,ABHD12B,ABCB1,ARAP1,AGPAT5,ADAMTS2,ACOT11,ABHD12B,ABCB1,ARAP1,AGPAT5,ADAMTS2,ACOT11,ABHD12B,ABCB1,ARAP1,AGPAT5,ADAMTS2,ACOT11,ABHD12B,ABCB1,ARAP1,AGPAT5,ADAMTS2,ACOT11,ABHD12B,ABCB1
28,ARF1,AKIRIN1,ADGRG6,ACPP,ABHD13,ABCB10,ARF1,AKIRIN1,ADGRE5,ACPP,ABHD13,ABCB10,ARF1,AKIRIN1,ADGRE5,ACPP,ABHD13,ABCB10,ARF1,AKIRIN1,ADGRE5,ACPP,ABHD13,ABCB10,ARF1,AKIRIN1,ADGRE5,ACPP,ABHD13,ABCB10
