,2529-NUSVR--nu=0.05-C=0.1,2529-NUSVR--nu=0.1-C=0.1,2529-NUSVR--nu=0.15-C=0.1,2529-NUSVR--nu=0.25-C=0.1,2529-NUSVR--nu=0.5-C=0.1,2529-NUSVR--nu=0.75-C=0.1,2529-NUSVR--nu=0.05-C=0.5,2529-NUSVR--nu=0.1-C=0.5,2529-NUSVR--nu=0.15-C=0.5,2529-NUSVR--nu=0.25-C=0.5,2529-NUSVR--nu=0.5-C=0.5,2529-NUSVR--nu=0.75-C=0.5,2529-NUSVR--nu=0.05-C=0.75,2529-NUSVR--nu=0.1-C=0.75,2529-NUSVR--nu=0.15-C=0.75,2529-NUSVR--nu=0.25-C=0.75,2529-NUSVR--nu=0.5-C=0.75,2529-NUSVR--nu=0.75-C=0.75,2529-NUSVR--nu=0.05-C=1,2529-NUSVR--nu=0.1-C=1,2529-NUSVR--nu=0.15-C=1,2529-NUSVR--nu=0.25-C=1,2529-NUSVR--nu=0.5-C=1,2529-NUSVR--nu=0.75-C=1,2529-NUSVR--nu=0.05-C=10,2529-NUSVR--nu=0.1-C=10,2529-NUSVR--nu=0.15-C=10,2529-NUSVR--nu=0.25-C=10,2529-NUSVR--nu=0.5-C=10,2529-NUSVR--nu=0.75-C=10
0,ABCA8,ABCA8,ABCA8,A2M,A2M,A2M,ABCA8,ABCA8,ABCA8,A2M,A2M,A2M,ABCA8,ABCA8,ABCA8,A2M,A2M,A2M,ABCA8,ABCA8,ABCA8,A2M,A2M,A2M,ABCA8,ABCA8,ABCA8,A2M,A2M,A2M
1,ABL2,ABHD12,ABCB1,A2ML1,A2ML1,A2ML1,ABL2,ABHD12,ABCB1,A2ML1,A2ML1,A2ML1,ABL2,ABHD12,ABCB1,A2ML1,A2ML1,A2ML1,ABL2,ABHD12,ABCB1,A2ML1,A2ML1,A2ML1,ABL2,ABHD12,ABCB1,A2ML1,A2ML1,A2ML1
2,ABLIM3,ABL2,ABHD12,AASDH,AADAT,A4GALT,ABLIM3,ABL2,ABHD12,AASDH,AADAT,A4GALT,ABLIM3,ABL2,ABHD12,AASDH,AADAT,A4GALT,ABLIM3,ABL2,ABHD12,AASDH,AADAT,A4GALT,ABLIM3,ABL2,ABHD12,AASDH,AADAT,A4GALT
3,ACPP,ABLIM1,ABHD3,ABCA2,AAK1,AACS,ACPP,ABLIM1,ABHD3,ABCA2,AAK1,AACS,ACPP,ABLIM1,ABHD3,ABCA2,AAK1,AACS,ACPP,ABLIM1,ABHD3,ABCA2,AAK1,AACS,ACPP,ABLIM1,ABHD3,ABCA2,AAK1,AACS
4,ACRBP,ABLIM3,ABHD5,ABCA5,AAMDC,AADAT,ACRBP,ABLIM3,ABHD5,ABCA5,AAMDC,AADAT,ACRBP,ABLIM3,ABHD5,ABCA5,AAMDC,AADAT,ACRBP,ABLIM3,ABHD5,ABCA5,AAMDC,AADAT,ACRBP,ABLIM3,ABHD5,ABCA5,AAMDC,AADAT
5,ACTN1,ABTB1,ABL2,ABCA8,AAMP,AAK1,ACTN1,ABTB1,ABL2,ABCA8,AAMP,AAK1,ACTN1,ABTB1,ABL2,ABCA8,AAMP,AAK1,ACTN1,ABTB1,ABL2,ABCA8,AAMP,AAK1,ACTN1,ABTB1,ABL2,ABCA8,AAMP,AAK1
6,ACTN4,ACLY,ABLIM1,ABCB1,AAR2,AAMDC,ACTN4,ACLY,ABLIM1,ABCB1,AAR2,AAMDC,ACTN4,ACLY,ABLIM1,ABCB1,AAR2,AAMDC,ACTN4,ACLY,ABLIM1,ABCB1,AAR2,AAMDC,ACTN4,ACLY,ABLIM1,ABCB1,AAR2,AAMDC
7,ACTR2,ACP5,ABLIM3,ABCC1,AARS,AAMP,ACTR2,ACP5,ABLIM3,ABCC1,AARS,AAMP,ACTR2,ACP5,ABLIM3,ABCC1,AARS,AAMP,ACTR2,ACP5,ABLIM3,ABCC1,AARS,AAMP,ACTR2,ACP5,ABLIM3,ABCC1,AARS,AAMP
8,ADGRG6,ACPP,ABTB1,ABHD11,AARSD1,AAR2,ADGRG6,ACPP,ABTB1,ABHD11,AARSD1,AAR2,ADGRG6,ACPP,ABTB1,ABHD11,AARSD1,AAR2,ADGRG6,ACPP,ABTB1,ABHD11,AARSD1,AAR2,ADGRG6,ACPP,ABTB1,ABHD11,AARSD1,AAR2
9,ADGRL4,ACRBP,AC147651.4,ABHD12,AASDH,AARS,ADGRL4,ACRBP,AC147651.4,ABHD12,AASDH,AARS,ADGRL4,ACRBP,AC147651.4,ABHD12,AASDH,AARS,ADGRL4,ACRBP,AC147651.4,ABHD12,AASDH,AARS,ADGRL4,ACRBP,AC147651.4,ABHD12,AASDH,AARS
