,11374-NUSVR--nu=0.05-C=0.1,11374-NUSVR--nu=0.1-C=0.1,11374-NUSVR--nu=0.15-C=0.1,11374-NUSVR--nu=0.25-C=0.1,11374-NUSVR--nu=0.5-C=0.1,11374-NUSVR--nu=0.75-C=0.1,11374-NUSVR--nu=0.05-C=0.5,11374-NUSVR--nu=0.1-C=0.5,11374-NUSVR--nu=0.15-C=0.5,11374-NUSVR--nu=0.25-C=0.5,11374-NUSVR--nu=0.5-C=0.5,11374-NUSVR--nu=0.75-C=0.5,11374-NUSVR--nu=0.05-C=0.75,11374-NUSVR--nu=0.1-C=0.75,11374-NUSVR--nu=0.15-C=0.75,11374-NUSVR--nu=0.25-C=0.75,11374-NUSVR--nu=0.5-C=0.75,11374-NUSVR--nu=0.75-C=0.75,11374-NUSVR--nu=0.05-C=1,11374-NUSVR--nu=0.1-C=1,11374-NUSVR--nu=0.15-C=1,11374-NUSVR--nu=0.25-C=1,11374-NUSVR--nu=0.5-C=1,11374-NUSVR--nu=0.75-C=1,11374-NUSVR--nu=0.05-C=10,11374-NUSVR--nu=0.1-C=10,11374-NUSVR--nu=0.15-C=10,11374-NUSVR--nu=0.25-C=10,11374-NUSVR--nu=0.5-C=10,11374-NUSVR--nu=0.75-C=10
0,AACS,A2M,A2M,A2M,A1BG,A1BG,AACS,A2M,A2M,A2M,A1BG,A1BG,AACS,A2M,A2M,A2M,A1BG,A1BG,AACS,A2M,A2M,A2M,A1BG,A1BG,AACS,A2M,A2M,A2M,A1BG,A1BG
1,ABCA2,AACS,AACS,A4GALT,A2M,A2M,ABCA2,AACS,AACS,A4GALT,A2M,A2M,ABCA2,AACS,AACS,A4GALT,A2M,A2M,ABCA2,AACS,AACS,A4GALT,A2M,A2M,ABCA2,AACS,AACS,A4GALT,A2M,A2M
2,ABCC10,AADACP1,AADACP1,AACS,A4GALT,A4GALT,ABCC3,AADACP1,AADACP1,AACS,A4GALT,A4GALT,ABCC3,AADACP1,AADACP1,AACS,A4GALT,A4GALT,ABCC3,AADACP1,AADACP1,AACS,A4GALT,A4GALT,ABCC3,AADACP1,AADACP1,AACS,A4GALT,A4GALT
3,ABCC3,ABCA11P,AAMDC,AADACP1,AACS,AACS,ABLIM3,ABCA11P,AAMDC,AADACP1,AACS,AACS,ABLIM3,ABCA11P,AAMDC,AADACP1,AACS,AACS,ABLIM3,ABCA11P,AAMDC,AADACP1,AACS,AACS,ABLIM3,ABCA11P,AAMDC,AADACP1,AACS,AACS
4,ABLIM3,ABCA2,ABCA11P,AAMDC,AADAC,AADAC,AC002306.1,ABCA2,ABCA11P,AAMDC,AADAC,AADAC,AC002306.1,ABCA2,ABCA11P,AAMDC,AADAC,AADAC,AC002306.1,ABCA2,ABCA11P,AAMDC,AADAC,AADAC,AC002306.1,ABCA2,ABCA11P,AAMDC,AADAC,AADAC
5,AC002306.1,ABCC10,ABCA2,AASS,AADACP1,AADACP1,AC005776.1,ABCC10,ABCA2,AASS,AADACP1,AADACP1,AC005776.1,ABCC10,ABCA2,AASS,AADACP1,AADACP1,AC005776.1,ABCC10,ABCA2,AASS,AADACP1,AADACP1,AC005776.1,ABCC10,ABCA2,AASS,AADACP1,AADACP1
6,AC005776.1,ABCC3,ABCB8,ABCA11P,AAK1,AADAT,AC009502.1,ABCC3,ABCB8,ABCA11P,AAK1,AADAT,AC009502.1,ABCC3,ABCB8,ABCA11P,AAK1,AADAT,AC009502.1,ABCC3,ABCB8,ABCA11P,AAK1,AADAT,AC009502.1,ABCC3,ABCB8,ABCA11P,AAK1,AADAT
7,AC009502.1,ABLIM3,ABCC10,ABCA2,AAMDC,AAK1,AC009506.1,ABLIM3,ABCC10,ABCA2,AAMDC,AAK1,AC009506.1,ABLIM3,ABCC10,ABCA2,AAMDC,AAK1,AC009506.1,ABLIM3,ABCC10,ABCA2,AAMDC,AAK1,AC009506.1,ABLIM3,ABCC10,ABCA2,AAMDC,AAK1
8,AC009506.1,ABTB1,ABCC3,ABCA5,AAMP,AAMDC,AC010148.1,ABTB1,ABCC3,ABCA5,AAMP,AAMDC,AC010148.1,ABTB1,ABCC3,ABCA5,AAMP,AAMDC,AC010148.1,ABTB1,ABCC3,ABCA5,AAMP,AAMDC,AC010148.1,ABTB1,ABCC3,ABCA5,AAMP,AAMDC
9,AC010148.1,AC002306.1,ABL1,ABCA7,AARD,AAMP,AC010894.5,AC002306.1,ABL1,ABCA7,AARD,AAMP,AC010894.5,AC002306.1,ABL1,ABCA7,AARD,AAMP,AC010894.5,AC002306.1,ABL1,ABCA7,AARD,AAMP,AC010894.5,AC002306.1,ABL1,ABCA7,AARD,AAMP
10,AC010894.5,AC004057.1,ABL2,ABCB8,AASDHPPT,AARD,AC010976.2,AC004057.1,ABL2,ABCB8,AASDHPPT,AARD,AC010976.2,AC004057.1,ABL2,ABCB8,AASDHPPT,AARD,AC010976.2,AC004057.1,ABL2,ABCB8,AASDHPPT,AARD,AC010976.2,AC004057.1,ABL2,ABCB8,AASDHPPT,AARD
11,AC010976.2,AC005562.1,ABLIM3,ABCB9,AASS,AARS,AC010980.2,AC005562.1,ABLIM3,ABCB9,AASS,AARS,AC010980.2,AC005562.1,ABLIM3,ABCB9,AASS,AARS,AC010980.2,AC005562.1,ABLIM3,ABCB9,AASS,AARS,AC010980.2,AC005562.1,ABLIM3,ABCB9,AASS,AARS
12,AC010980.2,AC005776.1,ABTB1,ABCC10,AATK,AASDH,AC016831.7,AC005776.1,ABTB1,ABCC10,AATK,AASDH,AC016831.7,AC005776.1,ABTB1,ABCC10,AATK,AASDH,AC016831.7,AC005776.1,ABTB1,ABCC10,AATK,AASDH,AC016831.7,AC005776.1,ABTB1,ABCC10,AATK,AASDH
13,AC016831.7,AC006460.2,AC002306.1,ABCC13,ABCA10,AASDHPPT,AC079922.2,AC006460.2,AC002306.1,ABCC13,ABCA10,AASDHPPT,AC079922.2,AC006460.2,AC002306.1,ABCC13,ABCA10,AASDHPPT,AC079922.2,AC006460.2,AC002306.1,ABCC13,ABCA10,AASDHPPT,AC079922.2,AC006460.2,AC002306.1,ABCC13,ABCA10,AASDHPPT
14,AC079922.2,AC009502.1,AC004057.1,ABCC3,ABCA11P,AASS,AC098614.3,AC009502.1,AC004057.1,ABCC3,ABCA11P,AASS,AC098614.3,AC009502.1,AC004057.1,ABCC3,ABCA11P,AASS,AC098614.3,AC009502.1,AC004057.1,ABCC3,ABCA11P,AASS,AC098614.3,AC009502.1,AC004057.1,ABCC3,ABCA11P,AASS
15,AC098614.3,AC009506.1,AC004069.1,ABCC8,ABCA13,AATF,AC098617.1,AC009506.1,AC004069.1,ABCC8,ABCA13,AATF,AC098617.1,AC009506.1,AC004069.1,ABCC8,ABCA13,AATF,AC098617.1,AC009506.1,AC004069.1,ABCC8,ABCA13,AATF,AC098617.1,AC009506.1,AC004069.1,ABCC8,ABCA13,AATF
16,AC098617.1,AC010148.1,AC005562.1,ABCD3,ABCA2,AATK,AC104024.1,AC010148.1,AC005562.1,ABCD3,ABCA2,AATK,AC104024.1,AC010148.1,AC005562.1,ABCD3,ABCA2,AATK,AC104024.1,AC010148.1,AC005562.1,ABCD3,ABCA2,AATK,AC104024.1,AC010148.1,AC005562.1,ABCD3,ABCA2,AATK
17,AC104024.1,AC010468.1,AC005776.1,ABCF3,ABCA3,ABCA10,AC112220.2,AC010468.1,AC005776.1,ABCF3,ABCA3,ABCA10,AC112220.2,AC010468.1,AC005776.1,ABCF3,ABCA3,ABCA10,AC112220.2,AC010468.1,AC005776.1,ABCF3,ABCA3,ABCA10,AC112220.2,AC010468.1,AC005776.1,ABCF3,ABCA3,ABCA10
18,AC112220.2,AC010894.5,AC006460.2,ABHD12B,ABCA5,ABCA11P,AC114763.1,AC010894.5,AC006460.2,ABHD12B,ABCA5,ABCA11P,AC114763.1,AC010894.5,AC006460.2,ABHD12B,ABCA5,ABCA11P,AC114763.1,AC010894.5,AC006460.2,ABHD12B,ABCA5,ABCA11P,AC114763.1,AC010894.5,AC006460.2,ABHD12B,ABCA5,ABCA11P
19,AC114763.1,AC010976.2,AC009502.1,ABL1,ABCA7,ABCA13,AC123023.1,AC010976.2,AC009502.1,ABL1,ABCA7,ABCA13,AC123023.1,AC010976.2,AC009502.1,ABL1,ABCA7,ABCA13,AC123023.1,AC010976.2,AC009502.1,ABL1,ABCA7,ABCA13,AC123023.1,AC010976.2,AC009502.1,ABL1,ABCA7,ABCA13
20,AC123023.1,AC010980.2,AC009506.1,ABL2,ABCA8,ABCA2,AC133644.2,AC010980.2,AC009506.1,ABL2,ABCA8,ABCA2,AC133644.2,AC010980.2,AC009506.1,ABL2,ABCA8,ABCA2,AC133644.2,AC010980.2,AC009506.1,ABL2,ABCA8,ABCA2,AC133644.2,AC010980.2,AC009506.1,ABL2,ABCA8,ABCA2
