,3248-NUSVR--nu=0.05-C=0.1,3248-NUSVR--nu=0.1-C=0.1,3248-NUSVR--nu=0.15-C=0.1,3248-NUSVR--nu=0.25-C=0.1,3248-NUSVR--nu=0.5-C=0.1,3248-NUSVR--nu=0.75-C=0.1,3248-NUSVR--nu=0.05-C=0.5,3248-NUSVR--nu=0.1-C=0.5,3248-NUSVR--nu=0.15-C=0.5,3248-NUSVR--nu=0.25-C=0.5,3248-NUSVR--nu=0.5-C=0.5,3248-NUSVR--nu=0.75-C=0.5,3248-NUSVR--nu=0.05-C=0.75,3248-NUSVR--nu=0.1-C=0.75,3248-NUSVR--nu=0.15-C=0.75,3248-NUSVR--nu=0.25-C=0.75,3248-NUSVR--nu=0.5-C=0.75,3248-NUSVR--nu=0.75-C=0.75,3248-NUSVR--nu=0.05-C=1,3248-NUSVR--nu=0.1-C=1,3248-NUSVR--nu=0.15-C=1,3248-NUSVR--nu=0.25-C=1,3248-NUSVR--nu=0.5-C=1,3248-NUSVR--nu=0.75-C=1,3248-NUSVR--nu=0.05-C=10,3248-NUSVR--nu=0.1-C=10,3248-NUSVR--nu=0.15-C=10,3248-NUSVR--nu=0.25-C=10,3248-NUSVR--nu=0.5-C=10,3248-NUSVR--nu=0.75-C=10
0,ABHD12,ABCB1,ABCB1,A2M,A1CF,A1CF,ABHD12,ABCB1,ABCB1,A2M,A1CF,A1CF,ABHD12,ABCB1,ABCB1,A2M,A1CF,A1CF,ABHD12,ABCB1,ABCB1,A2M,A1CF,A1CF,ABHD12,ABCB1,ABCB1,A2M,A1CF,A1CF
1,ABLIM3,ABCC4,ABCC4,A4GALT,A2M,A2M,ABLIM3,ABCC4,ABCC4,A4GALT,A2M,A2M,ABLIM3,ABCC4,ABCC4,A4GALT,A2M,A2M,ABLIM3,ABCC4,ABCC4,A4GALT,A2M,A2M,ABLIM3,ABCC4,ABCC4,A4GALT,A2M,A2M
2,ACP5,ABHD11,ABHD11,AARS2,A4GALT,A4GALT,ACP5,ABHD11,ABHD11,AARS2,A4GALT,A4GALT,ACP5,ABHD11,ABHD11,AARS2,A4GALT,A4GALT,ACP5,ABHD11,ABHD11,AARS2,A4GALT,A4GALT,ACP5,ABHD11,ABHD11,AARS2,A4GALT,A4GALT
3,ACPP,ABHD12,ABHD12,ABCA2,AADAT,AADAT,ACPP,ABHD12,ABHD12,ABCA2,AADAT,AADAT,ACPP,ABHD12,ABHD12,ABCA2,AADAT,AADAT,ACPP,ABHD12,ABHD12,ABCA2,AADAT,AADAT,ACPP,ABHD12,ABHD12,ABCA2,AADAT,AADAT
4,ACRBP,ABHD5,ABHD3,ABCA5,AARS,AAK1,ACRBP,ABHD5,ABHD3,ABCA5,AARS,AAK1,ACRBP,ABHD5,ABHD3,ABCA5,AARS,AAK1,ACRBP,ABHD5,ABHD3,ABCA5,AARS,AAK1,ACRBP,ABHD5,ABHD3,ABCA5,AARS,AAK1
5,ACTN1,ABL2,ABHD5,ABCB1,AARS2,AAMDC,ACTN1,ABL2,ABHD5,ABCB1,AARS2,AAMDC,ACTN1,ABL2,ABHD5,ABCB1,AARS2,AAMDC,ACTN1,ABL2,ABHD5,ABCB1,AARS2,AAMDC,ACTN1,ABL2,ABHD5,ABCB1,AARS2,AAMDC
6,ACTN4,ABLIM3,ABL2,ABCB8,AASDH,AAMP,ACTN4,ABLIM3,ABL2,ABCB8,AASDH,AAMP,ACTN4,ABLIM3,ABL2,ABCB8,AASDH,AAMP,ACTN4,ABLIM3,ABL2,ABCB8,AASDH,AAMP,ACTN4,ABLIM3,ABL2,ABCB8,AASDH,AAMP
7,ACTR2,ACP5,ABLIM1,ABCC1,AASDHPPT,AAR2,ACTR2,ACP5,ABLIM1,ABCC1,AASDHPPT,AAR2,ACTR2,ACP5,ABLIM1,ABCC1,AASDHPPT,AAR2,ACTR2,ACP5,ABLIM1,ABCC1,AASDHPPT,AAR2,ACTR2,ACP5,ABLIM1,ABCC1,AASDHPPT,AAR2
8,ADGRG6,ACRBP,ABLIM3,ABCC3,AASS,AARS,ADGRG6,ACRBP,ABLIM3,ABCC4,AASS,AARS,ADGRG6,ACRBP,ABLIM3,ABCC4,AASS,AARS,ADGRG6,ACRBP,ABLIM3,ABCC4,AASS,AARS,ADGRG6,ACRBP,ABLIM3,ABCC3,AASS,AARS
9,ADGRL4,ACTN1,ABO,ABCC4,AATF,AARS2,ADGRL4,ACTN1,ABO,ABCD3,AATF,AARS2,ADGRL4,ACTN1,ABO,ABCD3,AATF,AARS2,ADGRL4,ACTN1,ABO,ABCD3,AATF,AARS2,ADGRL4,ACTN1,ABO,ABCC4,AATF,AARS2
