,5706-NUSVR--nu=0.05-C=0.1,5706-NUSVR--nu=0.1-C=0.1,5706-NUSVR--nu=0.15-C=0.1,5706-NUSVR--nu=0.25-C=0.1,5706-NUSVR--nu=0.5-C=0.1,5706-NUSVR--nu=0.75-C=0.1,5706-NUSVR--nu=0.05-C=0.5,5706-NUSVR--nu=0.1-C=0.5,5706-NUSVR--nu=0.15-C=0.5,5706-NUSVR--nu=0.25-C=0.5,5706-NUSVR--nu=0.5-C=0.5,5706-NUSVR--nu=0.75-C=0.5,5706-NUSVR--nu=0.05-C=0.75,5706-NUSVR--nu=0.1-C=0.75,5706-NUSVR--nu=0.15-C=0.75,5706-NUSVR--nu=0.25-C=0.75,5706-NUSVR--nu=0.5-C=0.75,5706-NUSVR--nu=0.75-C=0.75,5706-NUSVR--nu=0.05-C=1,5706-NUSVR--nu=0.1-C=1,5706-NUSVR--nu=0.15-C=1,5706-NUSVR--nu=0.25-C=1,5706-NUSVR--nu=0.5-C=1,5706-NUSVR--nu=0.75-C=1,5706-NUSVR--nu=0.05-C=10,5706-NUSVR--nu=0.1-C=10,5706-NUSVR--nu=0.15-C=10,5706-NUSVR--nu=0.25-C=10,5706-NUSVR--nu=0.5-C=10,5706-NUSVR--nu=0.75-C=10
0,ABCA8,A2M,A2M,A2M,A2M,A2M,ABCA8,A2M,A2M,A2M,A2M,A2M,ABCA8,A2M,A2M,A2M,A2M,A2M,ABCA8,A2M,A2M,A2M,A2M,A2M,ABCA8,A2M,A2M,A2M,A2M,A2M
1,ABHD3,ABCA8,ABCA8,AAK1,AAK1,AADAT,ABHD3,ABCA8,ABCA8,AAK1,AAK1,AADAT,ABHD3,ABCA8,ABCA8,AAK1,AAK1,AADAT,ABHD3,ABCA8,ABCA8,AAK1,AAK1,AADAT,ABHD3,ABCA8,ABCA8,AAK1,AAK1,AADAT
2,ABL2,ABHD12,ABCB1,AASDH,AAMP,AAK1,ABL2,ABHD12,ABCB1,AASDH,AAMP,AAK1,ABL2,ABHD12,ABCB1,AASDH,AAMP,AAK1,ABL2,ABHD12,ABCB1,AASDH,AAMP,AAK1,ABL2,ABHD12,ABCB1,AASDH,AAMP,AAK1
3,ABLIM3,ABHD3,ABCC5,AATF,AARS,AAMDC,ABLIM3,ABHD3,ABCC5,AATF,AARS,AAMDC,ABLIM3,ABHD3,ABCC5,AATF,AARS,AAMDC,ABLIM3,ABHD3,ABCC5,AATF,AARS,AAMDC,ABLIM3,ABHD3,ABCC5,AATF,AARS,AAMDC
4,ACP5,ABL2,ABHD12,ABCA5,AARSD1,AAMP,ACP5,ABL2,ABHD12,ABCA5,AARSD1,AAMP,ACP5,ABL2,ABHD12,ABCA5,AARSD1,AAMP,ACP5,ABL2,ABHD12,ABCA5,AARSD1,AAMP,ACP5,ABL2,ABHD12,ABCA5,AARSD1,AAMP
5,ACRBP,ABLIM1,ABHD3,ABCA8,AASDH,AAR2,ACRBP,ABLIM1,ABHD3,ABCA8,AASDH,AAR2,ACRBP,ABLIM1,ABHD3,ABCA8,AASDH,AAR2,ACRBP,ABLIM1,ABHD3,ABCA8,AASDH,AAR2,ACRBP,ABLIM1,ABHD3,ABCA8,AASDH,AAR2
6,ACTC1,ABLIM3,ABL2,ABCB1,AASS,AARS,ACTC1,ABLIM3,ABL2,ABCB1,AASS,AARS,ACTC1,ABLIM3,ABL2,ABCB1,AASS,AARS,ACTC1,ABLIM3,ABL2,ABCB1,AASS,AARS,ACTC1,ABLIM3,ABL2,ABCB1,AASS,AARS
7,ACTN1,ACLY,ABLIM1,ABCB9,AATF,AARS2,ACTN1,ACLY,ABLIM1,ABCB9,AATF,AARS2,ACTN1,ACLY,ABLIM1,ABCB9,AATF,AARS2,ACTN1,ACLY,ABLIM1,ABCB9,AATF,AARS2,ACTN1,ACLY,ABLIM1,ABCB9,AATF,AARS2
8,ACTN4,ACP5,ABLIM3,ABCC5,ABCA10,AARSD1,ACTN4,ACP5,ABLIM3,ABCC5,ABCA10,AARSD1,ACTN4,ACP5,ABLIM3,ABCC5,ABCA10,AARSD1,ACTN4,ACP5,ABLIM3,ABCC5,ABCA10,AARSD1,ACTN4,ACP5,ABLIM3,ABCC5,ABCA10,AARSD1
9,ACTR2,ACPP,ABTB1,ABCD3,ABCA5,AASDH,ACTR2,ACPP,ABTB1,ABCD3,ABCA5,AASDH,ACTR2,ACPP,ABTB1,ABCD3,ABCA5,AASDH,ACTR2,ACPP,ABTB1,ABCD3,ABCA5,AASDH,ACTR2,ACPP,ABTB1,ABCD3,ABCA5,AASDH
10,ACTR3,ACRBP,ACLY,ABCD4,ABCA6,AASS,ACTR3,ACRBP,ACLY,ABCD4,ABCA6,AASS,ACTR3,ACRBP,ACLY,ABCD4,ABCA6,AASS,ACTR3,ACRBP,ACLY,ABCD4,ABCA6,AASS,ACTR3,ACRBP,ACLY,ABCD4,ABCA6,AASS
11,ACYP1,ACTN1,ACP5,ABHD12,ABCA8,AATF,ACYP1,ACTN1,ACP5,ABHD12,ABCA8,AATF,ACYP1,ACTN1,ACP5,ABHD12,ABCA8,AATF,ACYP1,ACTN1,ACP5,ABHD12,ABCA8,AATF,ACYP1,ACTN1,ACP5,ABHD12,ABCA8,AATF
12,ADAM28,ACTN4,ACPP,ABHD17A,ABCB1,AATK,ADAMTS2,ACTN4,ACPP,ABHD17A,ABCB1,AATK,ADAMTS2,ACTN4,ACPP,ABHD17A,ABCB1,AATK,ADAMTS2,ACTN4,ACPP,ABHD17A,ABCB1,AATK,ADAMTS2,ACTN4,ACPP,ABHD17A,ABCB1,AATK
