,3335-NUSVR--nu=0.05-C=0.1,3335-NUSVR--nu=0.1-C=0.1,3335-NUSVR--nu=0.15-C=0.1,3335-NUSVR--nu=0.25-C=0.1,3335-NUSVR--nu=0.5-C=0.1,3335-NUSVR--nu=0.75-C=0.1,3335-NUSVR--nu=0.05-C=0.5,3335-NUSVR--nu=0.1-C=0.5,3335-NUSVR--nu=0.15-C=0.5,3335-NUSVR--nu=0.25-C=0.5,3335-NUSVR--nu=0.5-C=0.5,3335-NUSVR--nu=0.75-C=0.5,3335-NUSVR--nu=0.05-C=0.75,3335-NUSVR--nu=0.1-C=0.75,3335-NUSVR--nu=0.15-C=0.75,3335-NUSVR--nu=0.25-C=0.75,3335-NUSVR--nu=0.5-C=0.75,3335-NUSVR--nu=0.75-C=0.75,3335-NUSVR--nu=0.05-C=1,3335-NUSVR--nu=0.1-C=1,3335-NUSVR--nu=0.15-C=1,3335-NUSVR--nu=0.25-C=1,3335-NUSVR--nu=0.5-C=1,3335-NUSVR--nu=0.75-C=1,3335-NUSVR--nu=0.05-C=10,3335-NUSVR--nu=0.1-C=10,3335-NUSVR--nu=0.15-C=10,3335-NUSVR--nu=0.25-C=10,3335-NUSVR--nu=0.5-C=10,3335-NUSVR--nu=0.75-C=10
0,ABCC3,ABCA5,A2M,A2M,A1BG,A1BG,ABCC3,ABCA5,A2M,A2M,A1BG,A1BG,ABCC3,ABCA5,A2M,A2M,A1BG,A1BG,ABCC3,ABCA5,A2M,A2M,A1BG,A1BG,ABCC3,ABCA5,A2M,A2M,A1BG,A1BG
1,ABLIM3,ABCC3,AASDH,AASDH,A1CF,A1CF,ABLIM3,ABCC3,AASDH,AASDH,A1CF,A1CF,ABLIM3,ABCC3,AASDH,AASDH,A1CF,A1CF,ABLIM3,ABCC3,AASDH,AASDH,A1CF,A1CF,ABLIM3,ABCC3,AASDH,AASDH,A1CF,A1CF
2,ACPP,ABHD11,ABCA13,AATF,A2M,A2M,ACPP,ABHD11,ABCA13,AATF,A2M,A2M,ACPP,ABHD11,ABCA13,AATF,A2M,A2M,ACPP,ABHD11,ABCA13,AATF,A2M,A2M,ACPP,ABHD11,ABCA13,AATF,A2M,A2M
3,ACRBP,ABHD12,ABCA5,AATK,A4GALT,A4GALT,ACRBP,ABHD12,ABCA5,AATK,A4GALT,A4GALT,ACRBP,ABHD12,ABCA5,AATK,A4GALT,A4GALT,ACRBP,ABHD12,ABCA5,AATK,A4GALT,A4GALT,ACRBP,ABHD12,ABCA5,AATK,A4GALT,A4GALT
4,ACTN4,ABHD5,ABCC3,ABCA13,AAK1,AACS,ACTN4,ABHD5,ABCC3,ABCA13,AAK1,AACS,ACTN4,ABHD5,ABCC3,ABCA13,AAK1,AACS,ACTN4,ABHD5,ABCC3,ABCA13,AAK1,AACS,ACTN4,ABHD5,ABCC3,ABCA13,AAK1,AACS
5,ACTR2,ABLIM3,ABCC4,ABCA5,AAMDC,AAK1,ACTR2,ABLIM3,ABCC4,ABCA5,AAMDC,AAK1,ACTR2,ABLIM3,ABCC4,ABCA5,AAMDC,AAK1,ACTR2,ABLIM3,ABCC4,ABCA5,AAMDC,AAK1,ACTR2,ABLIM3,ABCC4,ABCA5,AAMDC,AAK1
6,ACTR3,AC009506.1,ABHD12,ABCB1,AAMP,AAMDC,ACTR3,AC009506.1,ABHD12,ABCB1,AAMP,AAMDC,ACTR3,AC009506.1,ABHD12,ABCB1,AAMP,AAMDC,ACTR3,AC009506.1,ABHD12,ABCB1,AAMP,AAMDC,ACTR3,AC009506.1,ABHD12,ABCB1,AAMP,AAMDC
7,ACVR2A,ACPP,ABHD5,ABCB9,AARS,AAMP,ACVR2A,ACPP,ABHD5,ABCB9,AARS,AAMP,ACVR2A,ACPP,ABHD5,ABCB9,AARS,AAMP,ACVR2A,ACPP,ABHD5,ABCB9,AARS,AAMP,ACVR2A,ACPP,ABHD5,ABCB9,AARS,AAMP
8,ADD3,ACRBP,ABL2,ABCC1,AARS2,AAR2,ADD3,ACRBP,ABL2,ABCC1,AARS2,AAR2,ADD3,ACRBP,ABL2,ABCC1,AARS2,AAR2,ADD3,ACRBP,ABL2,ABCC1,AARS2,AAR2,ADD3,ACRBP,ABL2,ABCC1,AARS2,AAR2
9,ADIPOR1,ACTN4,ABLIM1,ABCC3,AASDH,AARS,ADIPOR1,ACTN4,ABLIM1,ABCC3,AASDH,AARS,ADIPOR1,ACTN4,ABLIM1,ABCC3,AASDH,AARS,ADIPOR1,ACTN4,ABLIM1,ABCC3,AASDH,AARS,ADIPOR1,ACTN4,ABLIM1,ABCC3,AASDH,AARS
10,AFF1,ACTR2,ABLIM3,ABCC4,AATF,AARS2,AFF1,ACTR2,ABLIM3,ABCC4,AATF,AARS2,AFF1,ACTR2,ABLIM3,ABCC4,AATF,AARS2,AFF1,ACTR2,ABLIM3,ABCC4,AATF,AARS2,AFF1,ACTR2,ABLIM3,ABCC4,AATF,AARS2
11,AGPAT5,ACTR3,AC009506.1,ABCE1,AATK,AARSD1,AGPAT5,ACTR3,AC009506.1,ABCE1,AATK,AARSD1,AGPAT5,ACTR3,AC009506.1,ABCE1,AATK,AARSD1,AGPAT5,ACTR3,AC009506.1,ABCE1,AATK,AARSD1,AGPAT5,ACTR3,AC009506.1,ABCE1,AATK,AARSD1
12,AGTRAP,ACVR2A,ACAP2,ABHD11,ABCA13,AASDH,AGTRAP,ACVR2A,ACAP2,ABHD11,ABCA13,AASDH,AGTRAP,ACVR2A,ACAP2,ABHD11,ABCA13,AASDH,AGTRAP,ACVR2A,ACAP2,ABHD11,ABCA13,AASDH,AGTRAP,ACVR2A,ACAP2,ABHD11,ABCA13,AASDH
13,AKAP13,ACYP2,ACLY,ABHD12,ABCA5,AATF,AKAP13,ACYP2,ACLY,ABHD12,ABCA5,AATF,AKAP13,ACYP2,ACLY,ABHD12,ABCA5,AATF,AKAP13,ACYP2,ACLY,ABHD12,ABCA5,AATF,AKAP13,ACYP2,ACLY,ABHD12,ABCA5,AATF
14,AKIRIN2,ADAM28,ACP5,ABHD17A,ABCA6,AATK,AKIRIN2,ADAM28,ACP5,ABHD17A,ABCA6,AATK,AKIRIN2,ADAM28,ACP5,ABHD17A,ABCA6,AATK,AKIRIN2,ADAM28,ACP5,ABHD17A,ABCA6,AATK,AKIRIN2,ADAM28,ACP5,ABHD17A,ABCA6,AATK
15,AKNA,ADAMTS1,ACPP,ABHD4,ABCB1,ABCA1,AKNA,ADD3,ACPP,ABHD4,ABCB1,ABCA1,AKNA,ADD3,ACPP,ABHD4,ABCB1,ABCA1,AKNA,ADD3,ACPP,ABHD4,ABCB1,ABCA1,AKNA,ADD3,ACPP,ABHD4,ABCB1,ABCA1
16,AKR7A2,ADD3,ACRBP,ABHD5,ABCB8,ABCA12,AKR7A2,ADIPOR1,ACRBP,ABHD5,ABCB8,ABCA12,AKR7A2,ADIPOR1,ACRBP,ABHD5,ABCB8,ABCA12,AKR7A2,ADIPOR1,ACRBP,ABHD5,ABCB8,ABCA12,AKR7A2,ADIPOR1,ACRBP,ABHD5,ABCB8,ABCA12
17,AKT3,ADIPOR1,ACTN4,ABL2,ABCB9,ABCA13,AKT3,ADIPOR2,ACTN4,ABL2,ABCB9,ABCA13,AKT3,ADIPOR2,ACTN4,ABL2,ABCB9,ABCA13,AKT3,ADIPOR2,ACTN4,ABL2,ABCB9,ABCA13,AKT3,ADIPOR2,ACTN4,ABL2,ABCB9,ABCA13
18,ALOX5AP,ADIPOR2,ACTR2,ABLIM1,ABCC1,ABCA3,ALOX5AP,AFF1,ACTR2,ABLIM1,ABCC1,ABCA3,ALOX5AP,AFF1,ACTR2,ABLIM1,ABCC1,ABCA3,ALOX5AP,AFF1,ACTR2,ABLIM1,ABCC1,ABCA3,ALOX5AP,AFF1,ACTR2,ABLIM1,ABCC1,ABCA3
19,AMBP,AFF1,ACTR3,ABLIM3,ABCC3,ABCA5,AMBP,AFG3L1P,ACTR3,ABLIM3,ABCC3,ABCA5,AMBP,AFG3L1P,ACTR3,ABLIM3,ABCC3,ABCA5,AMBP,AFG3L1P,ACTR3,ABLIM3,ABCC3,ABCA5,AMBP,AFG3L1P,ACTR3,ABLIM3,ABCC3,ABCA5
20,ANKRD33B,AFG3L1P,ACVR2A,AC009506.1,ABCC4,ABCA6,ANKRD33B,AGPAT5,ACVR2A,AC009506.1,ABCC4,ABCA6,ANKRD33B,AGPAT5,ACVR2A,AC009506.1,ABCC4,ABCA6,ANKRD33B,AGPAT5,ACVR2A,AC009506.1,ABCC4,ABCA6,ANKRD33B,AGPAT5,ACVR2A,AC009506.1,ABCC4,ABCA6
21,ANKRD36C,AGPAT5,ACYP1,AC017083.2,ABCC5,ABCB1,ANKRD36C,AGTPBP1,ACYP1,AC017083.2,ABCC5,ABCB1,ANKRD36C,AGTPBP1,ACYP1,AC017083.2,ABCC5,ABCB1,ANKRD36C,AGTPBP1,ACYP1,AC017083.2,ABCC5,ABCB1,ANKRD36C,AGTPBP1,ACYP1,AC017083.2,ABCC5,ABCB1
22,ANKRD9,AGTPBP1,ACYP2,AC022182.2,ABCD3,ABCB8,ANKRD9,AGTRAP,ACYP2,AC022182.2,ABCD3,ABCB8,ANKRD9,AGTRAP,ACYP2,AC022182.2,ABCD3,ABCB8,ANKRD9,AGTRAP,ACYP2,AC022182.2,ABCD3,ABCB8,ANKRD9,AGTRAP,ACYP2,AC022182.2,ABCD3,ABCB8
23,ANP32A,AGTRAP,ADAM28,ACAP2,ABCD4,ABCB9,ANP32A,AKAP13,ADAM28,ACAP2,ABCD4,ABCB9,ANP32A,AKAP13,ADAM28,ACAP2,ABCD4,ABCB9,ANP32A,AKAP13,ADAM28,ACAP2,ABCD4,ABCB9,ANP32A,AKAP13,ADAM28,ACAP2,ABCD4,ABCB9
24,ANP32B,AKAP13,ADAMTS1,ACER3,ABCE1,ABCC1,ANP32B,AKIRIN1,ADAMTS1,ACER3,ABCE1,ABCC1,ANP32B,AKIRIN1,ADAMTS1,ACER3,ABCE1,ABCC1,ANP32B,AKIRIN1,ADAMTS1,ACER3,ABCE1,ABCC1,ANP32B,AKIRIN1,ADAMTS1,ACER3,ABCE1,ABCC1
25,ANXA1,AKIRIN1,ADAMTS9,ACKR3,ABCF2,ABCC10,ANXA1,AKIRIN2,ADAMTS9,ACKR3,ABCF2,ABCC10,ANXA1,AKIRIN2,ADAMTS9,ACKR3,ABCF2,ABCC10,ANXA1,AKIRIN2,ADAMTS9,ACKR3,ABCF2,ABCC10,ANXA1,AKIRIN2,ADAMTS9,ACKR3,ABCF2,ABCC10
26,ANXA4,AKIRIN2,ADCY3,ACLY,ABCF3,ABCC3,ANXA4,AKNA,ADCY3,ACLY,ABCF3,ABCC3,ANXA4,AKNA,ADCY3,ACLY,ABCF3,ABCC3,ANXA4,AKNA,ADCY3,ACLY,ABCF3,ABCC3,ANXA4,AKNA,ADCY3,ACLY,ABCF3,ABCC3
27,ANXA6,AKNA,ADD3,ACOT11,ABCG1,ABCC4,ANXA6,AKR7A2,ADD3,ACOT11,ABCG1,ABCC4,ANXA6,AKR7A2,ADD3,ACOT11,ABCG1,ABCC4,ANXA6,AKR7A2,ADD3,ACOT11,ABCG1,ABCC4,ANXA6,AKR7A2,ADD3,ACOT11,ABCG1,ABCC4
28,APOD,AKR7A2,ADGRG1,ACP5,ABHD11,ABCC5,APOD,AKT3,ADGRG1,ACP5,ABHD11,ABCC5,APOD,AKT3,ADGRG1,ACP5,ABHD11,ABCC5,APOD,AKT3,ADGRG1,ACP5,ABHD11,ABCC5,APOD,AKT3,ADGRG1,ACP5,ABHD11,ABCC5
29,APOLD1,AKT3,ADGRG3,ACPP,ABHD12,ABCD2,APOLD1,ALOX5AP,ADGRG3,ACPP,ABHD12,ABCD2,APOLD1,ALOX5AP,ADGRG3,ACPP,ABHD12,ABCD2,APOLD1,ALOX5AP,ADGRG3,ACPP,ABHD12,ABCD2,APOLD1,ALOX5AP,ADGRG3,ACPP,ABHD12,ABCD2
30,APP,ALOX5AP,ADIPOR1,ACRBP,ABHD15,ABCD3,APP,AMBP,ADIPOR1,ACRBP,ABHD15,ABCD3,APP,AMBP,ADIPOR1,ACRBP,ABHD15,ABCD3,APP,AMBP,ADIPOR1,ACRBP,ABHD15,ABCD3,APP,AMBP,ADIPOR1,ACRBP,ABHD15,ABCD3
31,AQP10,AMBP,ADIPOR2,ACSL1,ABHD17A,ABCD4,AQP10,AMZ2P1,ADIPOR2,ACSL1,ABHD17A,ABCD4,AQP10,AMZ2P1,ADIPOR2,ACSL1,ABHD17A,ABCD4,AQP10,AMZ2P1,ADIPOR2,ACSL1,ABHD17A,ABCD4,AQP10,AMZ2P1,ADIPOR2,ACSL1,ABHD17A,ABCD4
32,ARF1,AMZ2P1,ADNP,ACTN4,ABHD18,ABCE1,ARF1,ANK1,ADNP,ACTN4,ABHD18,ABCE1,ARF1,ANK1,ADNP,ACTN4,ABHD18,ABCE1,ARF1,ANK1,ADNP,ACTN4,ABHD18,ABCE1,ARF1,ANK1,ADNP,ACTN4,ABHD18,ABCE1
33,ARG2,ANK1,AFDN,ACTR2,ABHD3,ABCF2,ARG2,ANK3,AFDN,ACTR2,ABHD3,ABCF2,ARG2,ANK3,AFDN,ACTR2,ABHD3,ABCF2,ARG2,ANK3,AFDN,ACTR2,ABHD3,ABCF2,ARG2,ANK3,AFDN,ACTR2,ABHD3,ABCF2
34,ARHGAP18,ANK3,AFF1,ACTR3,ABHD4,ABCF3,ARHGAP18,ANKRD28,AFF1,ACTR3,ABHD4,ABCF3,ARHGAP18,ANKRD28,AFF1,ACTR3,ABHD4,ABCF3,ARHGAP18,ANKRD28,AFF1,ACTR3,ABHD4,ABCF3,ARHGAP18,ANKRD28,AFF1,ACTR3,ABHD4,ABCF3
35,ARHGAP30,ANKRD28,AFG3L1P,ACVR2A,ABHD5,ABCG1,ARHGAP30,ANKRD33B,AFG3L1P,ACVR2A,ABHD5,ABCG1,ARHGAP30,ANKRD33B,AFG3L1P,ACVR2A,ABHD5,ABCG1,ARHGAP30,ANKRD33B,AFG3L1P,ACVR2A,ABHD5,ABCG1,ARHGAP30,ANKRD33B,AFG3L1P,ACVR2A,ABHD5,ABCG1
36,ARHGAP45,ANKRD33B,AGO4,ACYP1,ABHD6,ABHD1,ARHGAP45,ANKRD36B,AGO4,ACYP1,ABHD6,ABHD1,ARHGAP45,ANKRD36B,AGO4,ACYP1,ABHD6,ABHD1,ARHGAP45,ANKRD36B,AGO4,ACYP1,ABHD6,ABHD1,ARHGAP45,ANKRD36B,AGO4,ACYP1,ABHD6,ABHD1
37,ARHGAP6,ANKRD36B,AGPAT5,ACYP2,ABI2,ABHD11,ARHGAP6,ANKRD36C,AGPAT5,ACYP2,ABI2,ABHD11,ARHGAP6,ANKRD36C,AGPAT5,ACYP2,ABI2,ABHD11,ARHGAP6,ANKRD36C,AGPAT5,ACYP2,ABI2,ABHD11,ARHGAP6,ANKRD36C,AGPAT5,ACYP2,ABI2,ABHD11
38,ARHGDIB,ANKRD36C,AGTPBP1,ADAM28,ABI3,ABHD12,ARHGDIB,ANKRD9,AGTPBP1,ADAM28,ABI3,ABHD12,ARHGDIB,ANKRD9,AGTPBP1,ADAM28,ABI3,ABHD12,ARHGDIB,ANKRD9,AGTPBP1,ADAM28,ABI3,ABHD12,ARHGDIB,ANKRD9,AGTPBP1,ADAM28,ABI3,ABHD12
39,ARHGEF12,ANKRD9,AGTRAP,ADAMTS1,ABL1,ABHD13,ARHGEF12,ANP32A,AGTRAP,ADAMTS1,ABL1,ABHD13,ARHGEF12,ANP32A,AGTRAP,ADAMTS1,ABL1,ABHD13,ARHGEF12,ANP32A,AGTRAP,ADAMTS1,ABL1,ABHD13,ARHGEF12,ANP32A,AGTRAP,ADAMTS1,ABL1,ABHD13
40,ARID1A,ANP32A,AIDA,ADAMTS9,ABL2,ABHD14A,ARID1A,ANP32B,AIDA,ADAMTS9,ABL2,ABHD14A,ARID1A,ANP32B,AIDA,ADAMTS9,ABL2,ABHD14A,ARID1A,ANP32B,AIDA,ADAMTS9,ABL2,ABHD14A,ARID1A,ANP32B,AIDA,ADAMTS9,ABL2,ABHD14A
41,ARL4C,ANP32B,AKAP13,ADCY3,ABLIM1,ABHD15,ARL4C,ANXA1,AKAP13,ADCY3,ABLIM1,ABHD15,ARL4C,ANXA1,AKAP13,ADCY3,ABLIM1,ABHD15,ARL4C,ANXA1,AKAP13,ADCY3,ABLIM1,ABHD15,ARL4C,ANXA1,AKAP13,ADCY3,ABLIM1,ABHD15
42,ARL6IP5,ANXA1,AKIRIN1,ADCY4,ABLIM3,ABHD17A,ARL6IP5,ANXA11,AKIRIN1,ADCY4,ABLIM3,ABHD17A,ARL6IP5,ANXA11,AKIRIN1,ADCY4,ABLIM3,ABHD17A,ARL6IP5,ANXA11,AKIRIN1,ADCY4,ABLIM3,ABHD17A,ARL6IP5,ANXA11,AKIRIN1,ADCY4,ABLIM3,ABHD17A
43,ARRB2,ANXA11,AKIRIN2,ADD3,ABO,ABHD17C,ARRB2,ANXA4,AKIRIN2,ADD3,ABO,ABHD17C,ARRB2,ANXA4,AKIRIN2,ADD3,ABO,ABHD17C,ARRB2,ANXA4,AKIRIN2,ADD3,ABO,ABHD17C,ARRB2,ANXA4,AKIRIN2,ADD3,ABO,ABHD17C
44,ASAP1,ANXA4,AKNA,ADGRG1,ABTB1,ABHD18,ASAP1,ANXA6,AKNA,ADGRG1,ABTB1,ABHD18,ASAP1,ANXA6,AKNA,ADGRG1,ABTB1,ABHD18,ASAP1,ANXA6,AKNA,ADGRG1,ABTB1,ABHD18,ASAP1,ANXA6,AKNA,ADGRG1,ABTB1,ABHD18
45,ASPM,ANXA6,AKR7A2,ADGRG3,ABTB2,ABHD3,ASPM,AP2M1,AKR7A2,ADGRG3,ABTB2,ABHD3,ASPM,AP2M1,AKR7A2,ADGRG3,ABTB2,ABHD3,ASPM,AP2M1,AKR7A2,ADGRG3,ABTB2,ABHD3,ASPM,AP2M1,AKR7A2,ADGRG3,ABTB2,ABHD3
46,ATM,AP2M1,AKT3,ADGRL4,AC009506.1,ABHD4,ATM,APLF,AKT3,ADGRL4,AC009506.1,ABHD4,ATM,APLF,AKT3,ADGRL4,AC009506.1,ABHD4,ATM,APLF,AKT3,ADGRL4,AC009506.1,ABHD4,ATM,APLF,AKT3,ADGRG4,AC009506.1,ABHD4
47,ATOX1,APLF,ALDH1A3,ADIPOR1,AC017083.2,ABHD5,ATOX1,APMAP,ALDH1A3,ADIPOR1,AC017083.2,ABHD5,ATOX1,APMAP,ALDH1A3,ADIPOR1,AC017083.2,ABHD5,ATOX1,APMAP,ALDH1A3,ADIPOR1,AC017083.2,ABHD5,ATOX1,APMAP,ALDH1A3,ADGRL4,AC017083.2,ABHD5
