,2578-NUSVR--nu=0.05-C=0.1,2578-NUSVR--nu=0.1-C=0.1,2578-NUSVR--nu=0.15-C=0.1,2578-NUSVR--nu=0.25-C=0.1,2578-NUSVR--nu=0.5-C=0.1,2578-NUSVR--nu=0.75-C=0.1,2578-NUSVR--nu=0.05-C=0.5,2578-NUSVR--nu=0.1-C=0.5,2578-NUSVR--nu=0.15-C=0.5,2578-NUSVR--nu=0.25-C=0.5,2578-NUSVR--nu=0.5-C=0.5,2578-NUSVR--nu=0.75-C=0.5,2578-NUSVR--nu=0.05-C=0.75,2578-NUSVR--nu=0.1-C=0.75,2578-NUSVR--nu=0.15-C=0.75,2578-NUSVR--nu=0.25-C=0.75,2578-NUSVR--nu=0.5-C=0.75,2578-NUSVR--nu=0.75-C=0.75,2578-NUSVR--nu=0.05-C=1,2578-NUSVR--nu=0.1-C=1,2578-NUSVR--nu=0.15-C=1,2578-NUSVR--nu=0.25-C=1,2578-NUSVR--nu=0.5-C=1,2578-NUSVR--nu=0.75-C=1,2578-NUSVR--nu=0.05-C=10,2578-NUSVR--nu=0.1-C=10,2578-NUSVR--nu=0.15-C=10,2578-NUSVR--nu=0.25-C=10,2578-NUSVR--nu=0.5-C=10,2578-NUSVR--nu=0.75-C=10
0,ABCA8,ABCA8,ABCA8,AARS,AADAT,A1CF,ABCA8,ABCA8,ABCA8,AARS,AADAT,A1CF,ABCA8,ABCA8,ABCA8,AARS,AADAT,A1CF,ABCA8,ABCA8,ABCA8,AARS,AADAT,A1CF,ABCA8,ABCA8,ABCA8,AARS,AADAT,A1CF
1,ABL2,ABCB1,ABCB1,AASDH,AAK1,A2M,ABLIM3,ABCB1,ABCB1,AASDH,AAK1,A2M,ABLIM3,ABCB1,ABCB1,AASDH,AAK1,A2M,ABLIM3,ABCB1,ABCB1,AASDH,AAK1,A2M,ABL2,ABCB1,ABCB1,AASDH,AAK1,A2M
2,ABLIM3,ABCG1,ABCB9,ABCA5,AAMDC,AADAT,ACRBP,ABCG1,ABCB9,ABCA5,AAMDC,AADAT,ACRBP,ABCG1,ABCB9,ABCA5,AAMDC,AADAT,ACRBP,ABCG1,ABCB9,ABCA5,AAMDC,AADAT,ABLIM3,ABCG1,ABCB9,ABCA5,AAMDC,AADAT
3,ACRBP,ABHD11,ABCC3,ABCA8,AAMP,AAK1,ACTN1,ABHD11,ABCC3,ABCA8,AAMP,AAK1,ACTN1,ABHD11,ABCC3,ABCA8,AAMP,AAK1,ACTN1,ABHD11,ABCC3,ABCA8,AAMP,AAK1,ACRBP,ABHD11,ABCC3,ABCA8,AAMP,AAK1
4,ACTN1,ABHD12,ABCG1,ABCB1,AARD,AAMDC,ACTN4,ABHD12,ABCG1,ABCB1,AARD,AAMDC,ACTN4,ABHD12,ABCG1,ABCB1,AARD,AAMDC,ACTN4,ABHD12,ABCG1,ABCB1,AARD,AAMDC,ACTN1,ABHD12,ABCG1,ABCB1,AARD,AAMDC
5,ACTN4,ABHD3,ABHD11,ABCB9,AARS,AAMP,ACTR2,ABHD3,ABHD11,ABCB9,AARS,AAMP,ACTR2,ABHD3,ABHD11,ABCB9,AARS,AAMP,ACTR2,ABHD3,ABHD11,ABCB9,AARS,AAMP,ACTN4,ABHD3,ABHD11,ABCB9,AARS,AAMP
6,ACTR2,ABL2,ABHD12,ABCC1,AARSD1,AAR2,ADGRG3,ABL2,ABHD12,ABCC1,AARSD1,AAR2,ADGRG3,ABL2,ABHD12,ABCC1,AARSD1,AAR2,ADGRG3,ABL2,ABHD12,ABCC1,AARSD1,AAR2,ACTR2,ABL2,ABHD12,ABCC1,AARSD1,AAR2
7,ADGRG3,ABLIM3,ABHD3,ABCC3,AASDH,AARD,ADGRG6,ABLIM3,ABHD3,ABCC3,AASDH,AARD,ADGRG6,ABLIM3,ABHD3,ABCC3,AASDH,AARD,ADGRG6,ABLIM3,ABHD3,ABCC3,AASDH,AARD,ADGRG3,ABLIM3,ABHD3,ABCC3,AASDH,AARD
8,ADGRG6,ABTB1,ABL2,ABCE1,AASDHPPT,AARS,ADGRL4,ABTB1,ABL2,ABCE1,AASDHPPT,AARS,ADGRL4,ABTB1,ABL2,ABCE1,AASDHPPT,AARS,ADGRL4,ABTB1,ABL2,ABCE1,AASDHPPT,AARS,ADGRG6,ABTB1,ABL2,ABCE1,AASDHPPT,AARS
9,ADGRL4,AC009506.1,ABLIM1,ABCG1,AATF,AARS2,ADIPOR1,AC009506.1,ABLIM1,ABCG1,AATF,AARS2,ADIPOR1,AC009506.1,ABLIM1,ABCG1,AATF,AARS2,ADIPOR1,AC009506.1,ABLIM1,ABCG1,AATF,AARS2,ADGRL4,AC009506.1,ABLIM1,ABCG1,AATF,AARS2
10,ADIPOR1,ACPP,ABLIM3,ABHD11,ABCA3,AARSD1,AFF1,ACPP,ABLIM3,ABHD11,ABCA3,AARSD1,AFF1,ACPP,ABLIM3,ABHD11,ABCA3,AARSD1,AFF1,ACPP,ABLIM3,ABHD11,ABCA3,AARSD1,ADIPOR1,ACPP,ABLIM3,ABHD11,ABCA3,AARSD1
11,AFF1,ACRBP,ABTB1,ABHD12,ABCA5,AASDH,AFG3L1P,ACRBP,ABTB1,ABHD12,ABCA5,AASDH,AFG3L1P,ACRBP,ABTB1,ABHD12,ABCA5,AASDH,AFG3L1P,ACRBP,ABTB1,ABHD12,ABCA5,AASDH,AFF1,ACRBP,ABTB1,ABHD12,ABCA5,AASDH
12,AFG3L1P,ACTN1,AC009506.1,ABHD3,ABCA6,AASDHPPT,AGER,ACTN1,AC009506.1,ABHD3,ABCA6,AASDHPPT,AGER,ACTN1,AC009506.1,ABHD3,ABCA6,AASDHPPT,AGER,ACTN1,AC009506.1,ABHD3,ABCA6,AASDHPPT,AFG3L1P,ACTN1,AC009506.1,ABHD3,ABCA6,AASDHPPT
13,AGER,ACTN4,AC098617.1,ABHD4,ABCA8,AASS,AGPAT5,ACTN4,AC098617.1,ABHD4,ABCA8,AASS,AGPAT5,ACTN4,AC098617.1,ABHD4,ABCA8,AASS,AGPAT5,ACTN4,AC098617.1,ABHD4,ABCA8,AASS,AGER,ACTN4,AC098617.1,ABHD4,ABCA8,AASS
14,AGPAT5,ACTR2,ACLY,ABHD6,ABCB1,AATF,AGTRAP,ACTR2,ACLY,ABHD6,ABCB1,AATF,AGTRAP,ACTR2,ACLY,ABHD6,ABCB1,AATF,AGTRAP,ACTR2,ACLY,ABHD6,ABCB1,AATF,AGPAT5,ACTR2,ACLY,ABHD6,ABCB1,AATF
15,AGTRAP,ACTR3,ACPP,ABI3BP,ABCB9,AATK,AKIRIN2,ACTR3,ACPP,ABI3BP,ABCB9,AATK,AKIRIN2,ACTR3,ACPP,ABI3BP,ABCB9,AATK,AKIRIN2,ACTR3,ACPP,ABI3BP,ABCB9,AATK,AGTRAP,ACTR3,ACPP,ABI3BP,ABCB9,AATK
16,AKIRIN2,ACYP1,ACRBP,ABL1,ABCC1,ABCA3,AKNA,ACYP1,ACRBP,ABL1,ABCC1,ABCA3,AKNA,ACYP1,ACRBP,ABL1,ABCC1,ABCA3,AKNA,ACYP1,ACRBP,ABL1,ABCC1,ABCA3,AKIRIN2,ACYP1,ACRBP,ABL1,ABCC1,ABCA3
17,AKNA,ACYP2,ACTN1,ABL2,ABCC3,ABCA5,ALAS2,ACYP2,ACTN1,ABL2,ABCC3,ABCA5,ALAS2,ACYP2,ACTN1,ABL2,ABCC3,ABCA5,ALAS2,ACYP2,ACTN1,ABL2,ABCC3,ABCA5,AKNA,ACYP2,ACTN1,ABL2,ABCC3,ABCA5
18,ALAS2,ADAMTS2,ACTN4,ABLIM1,ABCC4,ABCA6,ALOX5AP,ADAMTS2,ACTN4,ABLIM1,ABCC4,ABCA6,ALOX5AP,ADAMTS2,ACTN4,ABLIM1,ABCC4,ABCA6,ALOX5AP,ADAMTS2,ACTN4,ABLIM1,ABCC4,ABCA6,ALAS2,ADAMTS2,ACTN4,ABLIM1,ABCC4,ABCA6
