,17946-NUSVR--nu=0.05-C=0.1,17946-NUSVR--nu=0.1-C=0.1,17946-NUSVR--nu=0.15-C=0.1,17946-NUSVR--nu=0.25-C=0.1,17946-NUSVR--nu=0.5-C=0.1,17946-NUSVR--nu=0.75-C=0.1,17946-NUSVR--nu=0.05-C=0.5,17946-NUSVR--nu=0.1-C=0.5,17946-NUSVR--nu=0.15-C=0.5,17946-NUSVR--nu=0.25-C=0.5,17946-NUSVR--nu=0.5-C=0.5,17946-NUSVR--nu=0.75-C=0.5,17946-NUSVR--nu=0.05-C=0.75,17946-NUSVR--nu=0.1-C=0.75,17946-NUSVR--nu=0.15-C=0.75,17946-NUSVR--nu=0.25-C=0.75,17946-NUSVR--nu=0.5-C=0.75,17946-NUSVR--nu=0.75-C=0.75,17946-NUSVR--nu=0.05-C=1,17946-NUSVR--nu=0.1-C=1,17946-NUSVR--nu=0.15-C=1,17946-NUSVR--nu=0.25-C=1,17946-NUSVR--nu=0.5-C=1,17946-NUSVR--nu=0.75-C=1,17946-NUSVR--nu=0.05-C=10,17946-NUSVR--nu=0.1-C=10,17946-NUSVR--nu=0.15-C=10,17946-NUSVR--nu=0.25-C=10,17946-NUSVR--nu=0.5-C=10,17946-NUSVR--nu=0.75-C=10
0,ABL2,ABCC3,ABCC1,AASDHPPT,A2M,A1CF,ABL2,ABCC3,ABCC1,AASDHPPT,A2M,A1CF,ABL2,ABCC3,ABCC1,AASDHPPT,A2M,A1CF,ABL2,ABCC3,ABCC1,AASDHPPT,A2M,A1CF,ABL2,ABCC3,ABCC1,AASDHPPT,A2M,A1CF
1,ABLIM3,ABCC5,ABCC3,AASS,A4GALT,A2M,ABLIM3,ABCC5,ABCC3,AASS,A4GALT,A2M,ABLIM3,ABCC5,ABCC3,AASS,A4GALT,A2M,ABLIM3,ABCC5,ABCC3,AASS,A4GALT,A2M,ABLIM3,ABCC5,ABCC3,AASS,A4GALT,A2M
2,ACPP,ABHD17A,ABCC5,ABCB9,AAMP,A4GALT,ACPP,ABHD17A,ABCC5,ABCB9,AAMP,A4GALT,ACPP,ABHD17A,ABCC5,ABCB9,AAMP,A4GALT,ACPP,ABHD17A,ABCC5,ABCB9,AAMP,A4GALT,ACPP,ABHD17A,ABCC5,ABCB9,AAMP,A4GALT
3,ACRBP,ABHD5,ABHD17A,ABCC1,AARS,AACS,ACRBP,ABHD5,ABHD17A,ABCC1,AARS,AACS,ACRBP,ABHD5,ABHD17A,ABCC1,AARS,AACS,ACRBP,ABHD5,ABHD17A,ABCC1,AARS,AACS,ACRBP,ABHD5,ABHD17A,ABCC1,AARS,AACS
4,ACTN1,ABL2,ABHD5,ABCC3,AASDHPPT,AADAT,ACTN1,ABL2,ABHD5,ABCC3,AASDHPPT,AADAT,ACTN1,ABL2,ABHD5,ABCC3,AASDHPPT,AADAT,ACTN1,ABL2,ABHD5,ABCC3,AASDHPPT,AADAT,ACTN1,ABL2,ABHD5,ABCC3,AASDHPPT,AADAT
5,ACTN4,ABLIM3,ABL2,ABCC5,AASS,AAMDC,ACTN4,ABLIM3,ABL2,ABCC5,AASS,AAMDC,ACTN4,ABLIM3,ABL2,ABCC5,AASS,AAMDC,ACTN4,ABLIM3,ABL2,ABCC5,AASS,AAMDC,ACTN4,ABLIM3,ABL2,ABCC5,AASS,AAMDC
6,ADD3,AC009506.1,ABLIM3,ABCD1,AATF,AAMP,ADD3,AC009506.1,ABLIM3,ABCD1,AATF,AAMP,ADD3,AC009506.1,ABLIM3,ABCD1,AATF,AAMP,ADD3,AC009506.1,ABLIM3,ABCD1,AATF,AAMP,ADD3,AC009506.1,ABLIM3,ABCD1,AATF,AAMP
7,ADGRL4,ACADVL,AC009506.1,ABCD4,ABCA10,AAR2,ADGRL4,ACADVL,AC009506.1,ABCD4,ABCA10,AAR2,ADGRL4,ACADVL,AC009506.1,ABCD4,ABCA10,AAR2,ADGRL4,ACADVL,AC009506.1,ABCD4,ABCA10,AAR2,ADGRL4,ACADVL,AC009506.1,ABCD4,ABCA10,AAR2
8,ADIPOR2,ACPP,AC022182.2,ABHD11,ABCA2,AARS,ADIPOR2,ACPP,AC022182.2,ABHD11,ABCA2,AARS,ADIPOR2,ACPP,AC022182.2,ABHD11,ABCA2,AARS,ADIPOR2,ACPP,AC022182.2,ABHD11,ABCA2,AARS,ADIPOR2,ACPP,AC022182.2,ABHD11,ABCA2,AARS
9,AGPAT1,ACRBP,ACADVL,ABHD15,ABCB10,AASDHPPT,AGPAT1,ACRBP,ACADVL,ABHD15,ABCB10,AASDHPPT,AGPAT1,ACRBP,ACADVL,ABHD15,ABCB10,AASDHPPT,AGPAT1,ACRBP,ACADVL,ABHD15,ABCB10,AASDHPPT,AGPAT1,ACRBP,ACADVL,ABHD15,ABCB10,AASDHPPT
10,AGPAT5,ACTC1,ACKR3,ABHD17A,ABCB9,AASS,AGPAT5,ACTC1,ACKR3,ABHD17A,ABCB9,AASS,AGPAT5,ACTC1,ACKR3,ABHD17A,ABCB9,AASS,AGPAT5,ACTC1,ACKR3,ABHD17A,ABCB9,AASS,AGPAT5,ACTC1,ACKR3,ABHD17A,ABCB9,AASS
