,adventitial cell,cardiac muscle cell,cell of skeletal muscle,fibroblast/mesenchymal stem cell,melanocyte,mesothelial cell,pancreatic stellate cell,pericyte cell,schwann cell,smooth muscle cell,stromal cell,tendon cell,acinar cell of salivary gland/myoepithelial cell,basal cell,basal cell of prostate epithelium,bladder urothelial cell,ciliated cell/lung ciliated cell,ciliated epithelial cell/epithelial cell of uterus,club cell/type i pneumocyte,club cell of prostate epithelium/hillock cell of prostate epithelium/hillock-club cell of prostate epithelium,duct epithelial cell/serous cell of epithelium of bronchus,duodenum glandular cell,enterocyte of epithelium of large intestine/enterocyte of epithelium of small intestine/intestinal crypt stem cell of large intestine/large intestine goblet cell/mature enterocyte/paneth cell of epithelium of large intestine/small intestine goblet cell,goblet cell,hepatocyte,immature enterocyte/intestinal crypt stem cell/intestinal crypt stem cell of small intestine/transit amplifying cell of large intestine,intestinal enteroendocrine cell/paneth cell of epithelium of small intestine/transit amplifying cell of small intestine,intestinal tuft cell,intrahepatic cholangiocyte,ionocyte/luminal epithelial cell of mammary gland,keratinocyte,kidney epithelial cell,luminal cell of prostate epithelium,medullary thymic epithelial cell,mucus secreting cell/secretory cell/tracheal goblet cell,pancreatic acinar cell,pancreatic alpha cell/pancreatic beta cell,pancreatic delta cell,pancreatic ductal cell,pancreatic pp cell,pulmonary ionocyte,respiratory goblet cell/respiratory mucous cell/serous cell of epithelium of trachea,salivary gland cell,type ii pneumocyte,b cell,basophil,erythrocyte/erythroid progenitor,hematopoietic stem cell,innate lymphoid cell,macrophage,mast cell,mature conventional dendritic cell,monocyte,myeloid progenitor,neutrophil,nk cell,plasma cell,plasmablast,platelet,t cell,thymocyte,endothelial cell,r,rmse
3353-NNLS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010554856337042885,0.0,0.0,0.0,0.0,0.0,0.08366566892546927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26253286984418184,0.0,0.0,0.0,0.0,0.04004351753150477,0.0,0.0,0.09847977319296156,0.11830003177700432,0.0,0.0,0.5224735263379153,0.0,0.0,0.04841183566394488,0.6856227515801899,0.7357461696003681
3353-QP,-1.0756370756788031e-09,-1.2772346901289816e-09,-9.7902176582076e-10,-1.3201769494988052e-09,-1.1848665285278438e-09,-1.4105498600099854e-09,-1.1137461335277803e-09,-6.536840402117698e-10,-6.027115683407303e-10,-1.2290786781335012e-09,-1.2583203530486725e-09,-1.3524580598359078e-09,-1.2862527424174595e-09,-9.368919594430129e-10,-8.936915907354535e-10,-1.4130833060932199e-09,-1.0061104499892093e-09,-1.4378608403307834e-09,-1.3621785160476696e-09,-1.2022116974652564e-09,-2.3563576075944904e-09,-5.289293533430744e-10,-1.2240428258799453e-09,-1.0577309983968038e-09,-1.4107162682916913e-09,-1.6153512628283225e-09,-1.016173482321742e-09,0.053247390090759884,-1.4611128225880247e-09,-9.39843653742722e-10,-1.344645524036096e-09,-1.5284767617341535e-09,-1.1527845442420094e-09,-1.0275708627100343e-09,-1.3022855393984908e-09,-8.094769305457342e-10,-6.519734565766786e-10,-1.4301733966396674e-09,-1.293263234515403e-09,-9.920678157452092e-10,-1.2068114794316546e-09,-1.1908701918275967e-09,2.3683767921469743e-08,-8.071286714803293e-10,2.0091499103614577e-09,-4.012338796531352e-10,0.21928526697754716,-1.3897333550285382e-09,-1.2819014903991309e-09,-1.0208693564470492e-09,-1.8296805533683326e-09,0.019495807714729245,-8.298138737990543e-10,-7.28689036002953e-10,0.07562158231311826,0.10585901157265347,-1.1782440000288098e-09,-1.1229228051048936e-09,0.4934829576876494,-3.907234486912865e-10,7.96053576129096e-10,0.03300801667193667,0.683679405701766,0.7332767530932166
3353-NUSVR--nu=0.05-C=0.1,0.03268976749589695,-0.021017152573861067,0.019749893686171,-0.07045798228453742,-0.038969690519773906,0.0033059459031203925,0.007810260703940041,0.012820672119174042,0.006116388306070225,-0.05128241661734162,-0.008938164700916452,0.0032267848164236647,0.00076586814236442,0.016655378568738614,-0.0029956564359199652,-0.021401188170856757,0.015736828815079547,-0.025533787455135078,-0.016051697480493093,0.004017584959467553,-0.04482177712423587,-0.0026628311575380664,0.009018088203846615,-0.00914164634502558,-0.000935493390208179,-0.03383832480156791,0.0036510428489082876,0.024916496976869734,0.005860223197140399,0.012383808281375074,-0.0037886108710375012,0.013509856446769311,-0.02360743778950784,-0.0007435839438623996,-0.005447942902664258,0.00486907552022257,0.01108581581876628,-0.022087458575463306,-0.006512356644998642,-0.0006828802790072586,-0.012980617134764609,0.02414258072249754,0.011904819628847839,0.010266361362521927,0.06581475787682715,-0.010098764195378359,0.24693813252535401,-0.05458139488187833,-0.08331924289506662,-0.04422933475852275,-0.029645202926876377,0.024617507632206423,0.14601769307685214,0.03292590738620491,0.04464111317817823,0.03887073172861053,-0.027928848502710987,0.007350566294810047,0.3998696101407232,0.044613758156253416,0.03982948600862637,0.03154739338507843,0.6251154774259259,0.7892124451149592
3353-NUSVR--nu=0.1-C=0.1,0.04025533093555558,-0.011939466674077352,0.012530161516071241,-0.058897536726070156,-0.029030565786288355,-0.015866590687075112,0.017374572765729145,0.004565645272192264,0.011783757263498965,-0.028721848886961904,-0.0013830190172001177,-0.018904107705780014,-0.009557174350470467,0.0174107222682422,0.004767305653929386,-0.023102102721283498,0.013093935375576389,-0.02284494910765219,-0.0034048475367646036,-0.0045292699890206655,0.010594156043444644,-0.042704969887322586,0.014528961525822687,-0.011697010204241489,-0.027703389932605876,-0.02418225815256923,0.006245069563194655,0.02652942917339226,0.0074711633921467485,0.0025863258419537324,-0.011639135613152716,0.005422795230720329,-0.013917720574526244,0.008204871364303895,-0.0023696877277588693,-0.01329758597053932,-0.0030799179833397323,-0.009145298894647824,0.003562719655430875,-0.0023416440325031845,-0.017983350327520003,-0.012202299817085632,0.014837795220192471,0.002738858052596926,0.062061139635739,0.06159155649268687,0.2542794619749776,-0.04838981854741162,-0.06432125353441696,-0.10042143043072893,-0.0919273625240406,0.027239494449617232,0.15639164990326546,0.015805675451612877,0.07339419153288565,0.0739701865571453,-0.020714211004060623,0.0015171773363794007,0.42794522021464804,0.03380334070720289,0.0323404717323586,0.03411391014820507,0.6224119331025679,0.789259568169543
3353-NUSVR--nu=0.15-C=0.1,0.030825902172656038,-0.008017844331910839,0.011420695478932458,-0.04301711970039816,-0.02790428755165587,-0.016926983638191912,0.010135765300142027,0.008452329185349206,0.013894268950815747,-0.024238934736181585,-0.0014076517077533188,-0.012550865320146086,-0.012609225040566496,0.01763182662224748,-0.002897495108622611,-0.01719248804980065,0.012998522885756213,-0.02788573132334233,-0.009518032585067376,0.0034077002376934618,0.01099143106163162,-0.03664218548711955,0.011289001786409764,-0.009049847797282476,-0.028989726916472593,-0.020623729458789555,0.006964101158579206,0.026096894930734832,0.017470339279466535,0.0021854104257846563,-0.010659381787008655,-0.004655658974257543,-0.010313184305000098,0.012911573312401984,-0.001102597774458331,-0.0017219861676215644,-0.0017095679781170678,-0.006128009766764114,-0.009293004761493015,-0.002901833722201076,-0.016600442298474224,-0.010447894275106288,0.016534537684410364,0.006076539398976212,0.06420885005334506,0.0748230016103135,0.2566268788946886,-0.03497109455248732,-0.05337240670393808,-0.10857999529747556,-0.10037235978904552,0.022103807153093562,0.14521875487318137,0.019670191571261292,0.08314777616987365,0.09252582960564355,-0.01926548879519475,-0.0007934563834315392,0.4275882330225556,0.02760391316537445,0.028939507989100936,0.031777136294697736,0.6233904769934945,0.788629081365656
3353-NUSVR--nu=0.25-C=0.1,0.03673449884999598,-0.00463705107398396,0.009344639114079584,-0.055100394883142514,-0.03032287779472594,-0.012392499094388821,0.01861147554770494,0.00526540538911616,0.017473163415590562,-0.018377675765176432,-0.0031463154340544038,-0.010609275967988836,-0.010276892719952836,0.02370209754823237,-0.004913606717096593,-0.024025283259710456,0.0126449725118786,-0.03968644411565465,-0.005705119303393874,0.005387543375674576,0.012497988000187678,-0.027401031920657078,0.0032042167596920412,-0.0011270320873247482,-0.02010468411819096,-0.012011273493493669,0.0007774203425769434,0.030685282456435117,0.01895535028936496,0.006076668402573732,-0.008273959460542338,-0.004622311614500586,-0.0029517111826940466,0.00930863991279665,0.0007391045121535426,0.007621629046378737,-0.0011928217220818667,-0.0034183556306438467,-0.018879902308028967,-2.297379398974453e-05,-0.012668119880381926,-0.017199136068881467,0.013028409977900696,-0.0011013800628055358,0.07275645281416304,0.07191007334127644,0.25990346545499704,-0.013552301553049767,-0.03500085598344907,-0.12911172243900598,-0.09582417737898098,0.025279932381902855,0.14196125707807228,0.017579216332611808,0.10535928900722219,0.09505431305346461,-0.020423461860707516,-0.0030108952166590618,0.4342570068398728,0.024881617142223075,0.03405715327431113,0.041822921536990826,0.6215056286749322,0.790312980070982
3353-NUSVR--nu=0.5-C=0.1,0.025359016141294346,-0.003519729261889225,0.00716600308527373,-0.03804367707987236,-0.025698693205049875,-0.0080622465176892,0.004850480207803758,-0.0029139637074390573,0.01647255890774467,-0.009193073365799317,-0.009198741676297098,-0.0026666223030510985,-0.005393549360187537,0.02133041032248857,-0.01413474751076747,-0.03236056253977467,0.008880624195924568,-0.04346112834582588,-0.007518399255092532,0.014978948714933627,0.0036611901923312325,-0.02870827934794928,0.0008024921096427134,-0.002579785639294535,-0.011466037740927922,-0.01801407523025622,1.4776834153584079e-05,0.04307874530001102,0.014862152632499251,0.011270237236001367,-0.0032399257358272874,-0.0018511060781710303,1.0953981742711609e-05,0.006135381839460538,0.0026431015271130287,0.007271317233299582,0.004990679175991542,-0.01210142807987952,-0.013992014274885885,0.00014541546968131064,-0.007930752133937059,-0.0069990391406008785,0.012192111211334154,0.002834014063466654,0.0900833964584285,0.06010663365091328,0.26271976054846724,0.004593749937711,-0.012163726166463676,-0.09573150747067218,-0.07293627654566023,0.045812431087999775,0.14916512822216318,0.018334059292969537,0.10501753320867946,0.11206505181548256,-0.027224628613854027,-0.0014384853696228798,0.4368682098288369,0.01996940701138669,0.04079964550635371,0.06044662519141386,0.6194035192614726,0.7913908450391728
3353-NUSVR--nu=0.75-C=0.1,0.02732131423732103,-0.0027953369333261688,0.004699932978938009,-0.034335213492003074,-0.028818426801059817,-0.015454332987408151,-0.0010453801383360738,0.0017580866767012348,0.019763002704255808,-0.008006010384871854,-0.01415979950679685,0.0006377091991141143,-0.004101107769268978,0.024360581391305917,-0.017664230062094933,-0.03270078465181875,0.0053925445608828185,-0.036065890927526295,-0.007257516806399246,0.01861462605151932,0.0015218724359767656,-0.02899470558328919,0.0009047804074501162,-0.00430583951005084,-0.007836605776249374,-0.015287030318854925,-0.0011090779882254528,0.05067726457770063,0.01420217256985635,0.01033608835970167,-0.003254380060338278,0.0004340211068130026,-0.00040509554571860535,0.008296821464841748,0.002002295731533663,0.010994384288724951,0.010072741753890243,-0.021433904013299983,-0.016835435646726668,0.000593379569648167,-0.006682196492918852,-0.0021574952141419487,0.010397869007993298,0.003766282230197453,0.10573304633493999,0.05710322590804466,0.2631795657586223,0.005950087438798637,-0.016639831578462272,-0.05873112111533069,-0.07483665885847517,0.04392039791569893,0.14660309411203196,0.03565425270614606,0.10590002883825739,0.12341456433139103,-0.03202323613780246,0.0014318998213511645,0.45180952166734006,0.02322627592768981,0.04653571881390163,0.06782139427002566,0.6146318245102709,0.794737371394533
3353-NUSVR--nu=0.05-C=0.5,0.03376008422860048,-0.01663315340098595,0.020442257962925675,-0.07162717515077545,-0.04034797683081376,0.002300502901703541,0.010404340914186117,0.01194860506221368,0.006153355168256436,-0.051621916854001,-0.008561821075373625,0.0015434365998151008,0.0006531315155670903,0.016475490867467225,-0.005302660545558779,-0.02117309553788621,0.01576546616194488,-0.02565435871315036,-0.015355939914070596,0.006464593627862447,-0.04891909445534908,-0.002451535567229206,0.0066269014445697605,-0.005650068001475238,-0.0008724132797219702,-0.03489454327520841,0.0036769738942957486,0.025519195261086036,0.005544770262074311,0.012382618790309441,-0.004287374152476844,0.013309382746537118,-0.023565516988742936,-0.00034226860810868814,-0.0055245552632862405,0.0041054879493145815,0.01099483277009818,-0.02190228147009521,-0.005452435537011822,-0.000685488438126991,-0.01363986131502487,0.023999115991605435,0.012217126702868591,0.009874608163657001,0.06636239574697647,-0.010712065914723373,0.26057014851273896,-0.05553600787265117,-0.08374302232769293,-0.04717946854826244,-0.02887861071723946,0.02440368969281287,0.15197977713130972,0.03311145277772809,0.04389959059324064,0.0386690106692331,-0.02804227785894812,0.0075365150425940886,0.39985232261649006,0.04486263709284982,0.03989287884526661,0.031556221008645746,0.6247254338891461,0.7895837730600271
3353-NUSVR--nu=0.1-C=0.5,0.04025338476970398,-0.011924080172563016,0.012948847131491178,-0.05877473104313748,-0.030928504006496063,-0.015370550566948575,0.019566013456061473,0.0034418967560535044,0.011764374397762012,-0.028713443228585656,-0.0013052795583710919,-0.01930290331739168,-0.009611839194786254,0.016675400799016186,0.000998997916599291,-0.02188642921260195,0.013234538854445366,-0.02309834855906074,-0.003198610809329462,-0.0005414249465331622,0.011681097277478344,-0.044184297923529535,0.01586656969838214,-0.013299925084192959,-0.027733278965507216,-0.02520487638093595,0.006402000925727638,0.026214850620881254,0.007678438270283222,0.0012736314119465852,-0.011868917004189522,0.008619738803773362,-0.013914979942339235,0.00797988932719311,-0.0018357134807391873,-0.013199173284181779,-0.0030752892327371995,-0.00913189320416484,0.0033652788210199527,-0.0024170057312171145,-0.01816205615293537,-0.01295829019998019,0.01647338662762545,0.002626477852184457,0.06409006346205104,0.06125633630156725,0.26501016695461,-0.04833365112623547,-0.0680811954462551,-0.10503555656602115,-0.09155644991308655,0.02618211732364835,0.15983846557202658,0.01500485896445982,0.07226623226075736,0.0752074653158069,-0.020697400124556488,0.0014944226433665636,0.4279504921806875,0.03606264305314136,0.03276265910863942,0.03500965959648977,0.6214127571378185,0.7900102630334436
