,3353-NUSVR--nu=0.05-C=0.1,3353-NUSVR--nu=0.1-C=0.1,3353-NUSVR--nu=0.15-C=0.1,3353-NUSVR--nu=0.25-C=0.1,3353-NUSVR--nu=0.5-C=0.1,3353-NUSVR--nu=0.75-C=0.1,3353-NUSVR--nu=0.05-C=0.5,3353-NUSVR--nu=0.1-C=0.5,3353-NUSVR--nu=0.15-C=0.5,3353-NUSVR--nu=0.25-C=0.5,3353-NUSVR--nu=0.5-C=0.5,3353-NUSVR--nu=0.75-C=0.5,3353-NUSVR--nu=0.05-C=0.75,3353-NUSVR--nu=0.1-C=0.75,3353-NUSVR--nu=0.15-C=0.75,3353-NUSVR--nu=0.25-C=0.75,3353-NUSVR--nu=0.5-C=0.75,3353-NUSVR--nu=0.75-C=0.75,3353-NUSVR--nu=0.05-C=1,3353-NUSVR--nu=0.1-C=1,3353-NUSVR--nu=0.15-C=1,3353-NUSVR--nu=0.25-C=1,3353-NUSVR--nu=0.5-C=1,3353-NUSVR--nu=0.75-C=1,3353-NUSVR--nu=0.05-C=10,3353-NUSVR--nu=0.1-C=10,3353-NUSVR--nu=0.15-C=10,3353-NUSVR--nu=0.25-C=10,3353-NUSVR--nu=0.5-C=10,3353-NUSVR--nu=0.75-C=10
0,ABHD11,ABCC4,ABCB1,AATF,A1BG,A1BG,ABHD11,ABCC4,ABCB1,AATF,A1BG,A1BG,ABHD11,ABCC4,ABCB1,AATF,A1BG,A1BG,ABHD11,ABCC4,ABCB1,AATF,A1BG,A1BG,ABHD11,ABCC4,ABCB1,AATF,A1BG,A1BG
1,ABLIM3,ABHD11,ABCC1,ABCA5,A2M,A4GALT,ABLIM3,ABHD11,ABCC1,ABCA5,A2M,A4GALT,ABLIM3,ABHD11,ABCC1,ABCA5,A2M,A4GALT,ABLIM3,ABHD11,ABCC1,ABCA5,A2M,A4GALT,ABLIM3,ABHD11,ABCC1,ABCA5,A2M,A4GALT
2,ACPP,ABHD12,ABCC4,ABCB1,AAK1,AADACP1,ACPP,ABHD12,ABCC4,ABCB1,AAK1,AADACP1,ACPP,ABHD12,ABCC4,ABCB1,AAK1,AADACP1,ACPP,ABHD12,ABCC4,ABCB1,AAK1,AADACP1,ACPP,ABHD12,ABCC4,ABCB1,AAK1,AADACP1
3,ACRBP,ABL2,ABHD11,ABCB9,AAMP,AAK1,ACRBP,ABL2,ABHD11,ABCB9,AAMP,AAK1,ACRBP,ABL2,ABHD11,ABCB9,AAMP,AAK1,ACRBP,ABL2,ABHD11,ABCB9,AAMP,AAK1,ACRBP,ABL2,ABHD11,ABCB9,AAMP,AAK1
4,ACTN4,ABLIM3,ABHD12,ABCC1,AARD,AAMDC,ACTN4,ABLIM3,ABHD12,ABCC1,AARD,AAMDC,ACTN4,ABLIM3,ABHD12,ABCC1,AARD,AAMDC,ACTN4,ABLIM3,ABHD12,ABCC1,AARD,AAMDC,ACTN4,ABLIM3,ABHD12,ABCC1,AARD,AAMDC
5,ACTR2,AC009506.1,ABHD17A,ABCC4,AARS,AAMP,ACTR2,AC009506.1,ABHD17A,ABCC4,AARS,AAMP,ACTR2,AC009506.1,ABHD17A,ABCC4,AARS,AAMP,ACTR2,AC009506.1,ABHD17A,ABCC4,AARS,AAMP,ACTR2,AC009506.1,ABHD17A,ABCC4,AARS,AAMP
6,ACTR3,ACAP2,ABHD3,ABCD4,AARS2,AAR2,ACTR3,ACAP2,ABHD3,ABCD4,AARS2,AAR2,ACTR3,ACAP2,ABHD3,ABCD4,AARS2,AAR2,ACTR3,ACAP2,ABHD3,ABCD4,AARS2,AAR2,ACTR3,ACAP2,ABHD3,ABCD4,AARS2,AAR2
7,ACVR2A,ACPP,ABL2,ABCG1,AARSD1,AARD,ACVR2A,ACPP,ABL2,ABCG1,AARSD1,AARD,ACVR2A,ACPP,ABL2,ABCG1,AARSD1,AARD,ACVR2A,ACPP,ABL2,ABCG1,AARSD1,AARD,ACVR2A,ACPP,ABL2,ABCG1,AARSD1,AARD
8,ADIPOR1,ACRBP,ABLIM3,ABHD11,AASDH,AARS,ADIPOR1,ACRBP,ABLIM3,ABHD11,AASDH,AARS,ADIPOR1,ACRBP,ABLIM3,ABHD11,AASDH,AARS,ADIPOR1,ACRBP,ABLIM3,ABHD11,AASDH,AARS,ADIPOR1,ACRBP,ABLIM3,ABHD11,AASDH,AARS
9,AFF1,ACTC1,ABO,ABHD12,AASS,AARS2,AFF1,ACTC1,ABO,ABHD12,AASS,AARS2,AFF1,ACTC1,ABO,ABHD12,AASS,AARS2,AFF1,ACTC1,ABO,ABHD12,AASS,AARS2,AFF1,ACTC1,ABO,ABHD12,AASS,AARS2
10,AGPAT5,ACTN1,AC009506.1,ABHD17A,AATF,AARSD1,AGPAT5,ACTN1,AC009506.1,ABHD17A,AATF,AARSD1,AGPAT5,ACTN1,AC009506.1,ABHD17A,AATF,AARSD1,AGPAT5,ACTN1,AC009506.1,ABHD17A,AATF,AARSD1,AGPAT5,ACTN1,AC009506.1,ABHD17A,AATF,AARSD1
11,AGTRAP,ACTN4,ACAP2,ABHD3,ABCA10,AASDH,AGTRAP,ACTN4,ACAP2,ABHD3,ABCA10,AASDH,AGTRAP,ACTN4,ACAP2,ABHD3,ABCA10,AASDH,AGTRAP,ACTN4,ACAP2,ABHD3,ABCA10,AASDH,AGTRAP,ACTN4,ACAP2,ABHD3,ABCA10,AASDH
12,AKAP13,ACTR2,ACLY,ABHD4,ABCA5,AASDHPPT,AHSP,ACTR2,ACLY,ABHD4,ABCA5,AASDHPPT,AHSP,ACTR2,ACLY,ABHD4,ABCA5,AASDHPPT,AHSP,ACTR2,ACLY,ABHD4,ABCA5,AASDHPPT,AHSP,ACTR2,ACLY,ABHD4,ABCA5,AASDHPPT
13,AKNA,ACTR3,ACOT11,ABHD5,ABCB1,AASS,AKAP13,ACTR3,ACOT11,ABHD5,ABCB1,AASS,AKAP13,ACTR3,ACOT11,ABHD5,ABCB1,AASS,AKAP13,ACTR3,ACOT11,ABHD5,ABCB1,AASS,AKAP13,ACTR3,ACOT11,ABHD5,ABCB1,AASS
14,AKR7A2,ACVR2A,ACP5,ABHD6,ABCB8,AATF,AKNA,ACVR2A,ACP5,ABHD6,ABCB8,AATF,AKNA,ACVR2A,ACP5,ABHD6,ABCB8,AATF,AKNA,ACVR2A,ACP5,ABHD6,ABCB8,AATF,AKNA,ACVR2A,ACP5,ABHD6,ABCB8,AATF
15,AKT3,ACYP1,ACPP,ABL2,ABCB9,ABCA1,AKR7A2,ACYP1,ACPP,ABL2,ABCB9,ABCA1,AKR7A2,ACYP1,ACPP,ABL2,ABCB9,ABCA1,AKR7A2,ACYP1,ACPP,ABL2,ABCB9,ABCA1,AKR7A2,ACYP1,ACPP,ABL2,ABCB9,ABCA1
16,ALOX5AP,ADAM8,ACRBP,ABLIM1,ABCC1,ABCA10,AKT3,ADAM8,ACRBP,ABLIM1,ABCC1,ABCA10,AKT3,ADAM8,ACRBP,ABLIM1,ABCC1,ABCA10,AKT3,ADAM8,ACRBP,ABLIM1,ABCC1,ABCA10,AKT3,ADAM8,ACRBP,ABLIM1,ABCC1,ABCA10
