,2522-NUSVR--nu=0.05-C=0.1,2522-NUSVR--nu=0.1-C=0.1,2522-NUSVR--nu=0.15-C=0.1,2522-NUSVR--nu=0.25-C=0.1,2522-NUSVR--nu=0.5-C=0.1,2522-NUSVR--nu=0.75-C=0.1,2522-NUSVR--nu=0.05-C=0.5,2522-NUSVR--nu=0.1-C=0.5,2522-NUSVR--nu=0.15-C=0.5,2522-NUSVR--nu=0.25-C=0.5,2522-NUSVR--nu=0.5-C=0.5,2522-NUSVR--nu=0.75-C=0.5,2522-NUSVR--nu=0.05-C=0.75,2522-NUSVR--nu=0.1-C=0.75,2522-NUSVR--nu=0.15-C=0.75,2522-NUSVR--nu=0.25-C=0.75,2522-NUSVR--nu=0.5-C=0.75,2522-NUSVR--nu=0.75-C=0.75,2522-NUSVR--nu=0.05-C=1,2522-NUSVR--nu=0.1-C=1,2522-NUSVR--nu=0.15-C=1,2522-NUSVR--nu=0.25-C=1,2522-NUSVR--nu=0.5-C=1,2522-NUSVR--nu=0.75-C=1,2522-NUSVR--nu=0.05-C=10,2522-NUSVR--nu=0.1-C=10,2522-NUSVR--nu=0.15-C=10,2522-NUSVR--nu=0.25-C=10,2522-NUSVR--nu=0.5-C=10,2522-NUSVR--nu=0.75-C=10
0,ABLIM3,AATK,A2M,A2M,A1BG,A1BG,ABLIM3,AATK,A2M,A2M,A1BG,A1BG,ABLIM3,AATK,A2M,A2M,A1BG,A1BG,ABLIM3,AATK,A2M,A2M,A1BG,A1BG,ABLIM3,AATK,A2M,A2M,A1BG,A1BG
1,ACPP,ABCA8,AAK1,AAK1,A2M,A1CF,ACPP,ABCA8,AAK1,AAK1,A2M,A1CF,ACPP,ABCA8,AAK1,AAK1,A2M,A1CF,ACPP,ABCA8,AAK1,AAK1,A2M,A1CF,ACPP,ABCA8,AAK1,AAK1,A2M,A1CF
2,ACRBP,ABCG1,AATK,AASS,AAK1,A2M,ACRBP,ABCG1,AATK,AASS,AAK1,A2M,ACRBP,ABCG1,AATK,AASS,AAK1,A2M,ACRBP,ABCG1,AATK,AASS,AAK1,A2M,ACRBP,ABCG1,AATK,AASS,AAK1,A2M
3,ACTN1,ABHD11,ABCA8,AATK,AAMP,AAK1,ACTN1,ABHD11,ABCA8,AATK,AAMP,AAK1,ACTN1,ABHD11,ABCA8,AATK,AAMP,AAK1,ACTN1,ABHD11,ABCA8,AATK,AAMP,AAK1,ACTN1,ABHD11,ABCA8,AATK,AAMP,AAK1
4,ACTN4,ABHD12,ABCB1,ABCA8,AARS,AAMP,ACTN4,ABHD12,ABCB1,ABCA8,AARS,AAMP,ACTN4,ABHD12,ABCB1,ABCA8,AARS,AAMP,ACTN4,ABHD12,ABCB1,ABCA8,AARS,AAMP,ACTN4,ABHD12,ABCB1,ABCA8,AARS,AAMP
5,ACTR2,ABHD3,ABCC3,ABCB1,AARSD1,AARS,ACTR2,ABHD3,ABCC3,ABCB1,AARSD1,AARS,ACTR2,ABHD3,ABCC3,ABCB1,AARSD1,AARS,ACTR2,ABHD3,ABCC3,ABCB1,AARSD1,AARS,ACTR2,ABHD3,ABCC3,ABCB1,AARSD1,AARS
6,ACTR3,ABL2,ABCG1,ABCC3,AASDH,AARS2,ACTR3,ABL2,ABCG1,ABCC3,AASDH,AARS2,ACTR3,ABL2,ABCG1,ABCC3,AASDH,AARS2,ACTR3,ABL2,ABCG1,ABCC3,AASDH,AARS2,ACTR3,ABL2,ABCG1,ABCC3,AASDH,AARS2
7,ADGRG6,ABLIM3,ABHD11,ABCC4,AASS,AARSD1,ADGRG6,ABLIM3,ABHD11,ABCC4,AASS,AARSD1,ADGRG6,ABLIM3,ABHD11,ABCC4,AASS,AARSD1,ADGRG6,ABLIM3,ABHD11,ABCC4,AASS,AARSD1,ADGRG6,ABLIM3,ABHD11,ABCC4,AASS,AARSD1
8,ADGRL4,ABO,ABHD12,ABCG1,AATF,AASDH,ADGRL4,ABO,ABHD12,ABCG1,AATF,AASDH,ADGRL4,ABO,ABHD12,ABCG1,AATF,AASDH,ADGRL4,ABO,ABHD12,ABCG1,AATF,AASDH,ADGRL4,ABO,ABHD12,ABCG1,AATF,AASDH
9,ADIPOR1,AC009506.1,ABHD17A,ABHD11,AATK,AASDHPPT,ADIPOR1,AC009506.1,ABHD17A,ABHD11,AATK,AASDHPPT,ADIPOR1,AC009506.1,ABHD17A,ABHD11,AATK,AASDHPPT,ADIPOR1,AC009506.1,ABHD17A,ABHD11,AATK,AASDHPPT,ADIPOR1,AC009506.1,ABHD17A,ABHD11,AATK,AASDHPPT
